condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitEvent,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,2970,2970,0,2970,32856.240,0.571,-0.125,-0.003,0.811,0,0,0,0,0,53,0,0,0,0.000,1,0,225.443,5.453,27.438,-34.688,-221.063,0.195,-0.121,1.039,-3.996,-3.664,-0.586,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3001,3001,0,3001,32861.240,0.564,-0.123,-0.002,0.817,0,0,0,0,0,55,0,0,0,0.000,1,0,218.260,4.865,26.625,-38.813,-213.125,0.164,-0.082,1.063,-3.484,-3.344,-0.586,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3001,3001,0,3001,32866.240,0.556,-0.122,-0.002,0.822,0,0,0,0,0,56,0,0,0,0.000,1,0,210.599,4.429,27.500,-42.438,-204.438,0.129,-0.063,1.090,-3.105,-3.148,-0.250,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3001,3001,0,3001,32871.240,0.549,-0.121,-0.001,0.827,0,0,0,0,0,56,0,0,0,0.000,1,0,203.254,4.114,30.938,-44.313,-195.938,0.098,-0.031,1.117,-2.895,-2.922,0.102,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3020,3020,0,3020,32876.240,0.542,-0.120,0.001,0.832,0,0,0,0,0,53,0,0,0,0.000,1,0,195.135,3.783,37.813,-46.063,-185.813,0.074,0.012,1.125,-2.578,-2.727,0.480,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3053,3053,0,3053,32881.240,0.536,-0.119,0.003,0.836,0,0,0,0,0,56,0,0,0,0.000,1,0,184.380,3.443,45.688,-47.313,-172.250,0.066,0.043,1.098,-2.156,-2.641,0.480,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3053,3053,0,3053,32886.240,0.530,-0.117,0.004,0.840,0,0,0,0,0,56,0,0,0,0.000,1,0,168.863,3.243,46.188,-50.688,-154.313,0.070,0.027,1.020,-1.887,-2.598,0.461,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3053,3053,0,3053,32891.239,0.524,-0.116,0.007,0.843,0,0,0,0,0,57,0,0,0,0.000,1,0,156.023,3.096,48.250,-49.500,-139.875,0.102,-0.008,1.004,-1.887,-2.438,-0.293,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3053,3053,0,3053,32896.240,0.519,-0.116,0.009,0.847,0,0,0,0,0,56,0,0,0,0.000,1,0,149.635,3.398,53.938,-50.000,-130.313,0.145,-0.035,1.004,-2.305,-2.438,-0.539,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3053,3053,0,3053,32901.240,0.515,-0.115,0.012,0.850,0,0,0,0,0,56,0,0,0,0.000,1,0,145.788,3.741,58.750,-50.500,-123.500,0.156,-0.074,0.965,-2.766,-2.438,-0.637,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3053,3053,0,3053,32906.240,0.510,-0.114,0.014,0.853,0,0,0,0,0,59,0,0,0,0.000,1,0,137.819,4.080,57.688,-51.813,-113.938,0.145,-0.117,0.895,-3.105,-2.410,-1.094,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3053,3053,0,3053,32911.240,0.506,-0.113,0.017,0.855,0,0,0,0,0,49,0,0,0,0.000,1,0,128.091,4.212,54.500,-52.938,-103.125,0.141,-0.137,0.859,-3.313,-1.926,-1.750,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3053,3053,0,3053,32916.240,0.502,-0.112,0.019,0.857,0,0,0,0,0,41,0,0,0,0.000,1,0,119.224,4.358,52.875,-53.500,-92.500,0.117,-0.184,0.781,-3.438,-1.676,-2.090,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3053,3053,0,3053,32921.240,0.496,-0.110,0.023,0.861,91,0,0,165,0,31,0,0,0,0.000,1,0,190.499,4.581,64.875,-86.438,-156.875,-0.754,0.227,0.406,-3.438,-1.094,-2.824,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3074,3074,0,3074,32926.240,0.484,-0.100,0.018,0.869,392,0,0,613,0,25,0,0,0,0.000,1,0,419.884,5.477,-172.000,-151.625,-351.750,-1.125,1.453,0.977,4.648,0.645,-2.824,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3074,3074,0,3074,32931.240,0.473,-0.095,0.017,0.876,873,0,0,1128,0,19,0,0,0,0.000,1,0,315.630,12.848,-26.188,-105.875,-296.188,-1.660,0.605,1.164,11.543,4.766,3.020,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3074,3074,0,3074,32936.240,0.464,-0.090,0.018,0.881,1321,0,0,1603,0,18,0,0,0,0.000,1,0,262.838,14.926,-24.875,-114.938,-235.063,-1.547,0.348,0.555,11.543,8.969,3.020,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3074,3074,0,3074,32941.240,0.456,-0.083,0.017,0.886,1929,25,0,2021,0,52,0,0,41,0.000,2,0,274.117,14.324,-55.438,-134.313,-232.438,-1.449,0.090,0.160,10.199,9.953,-1.449,0.000,0.000,0.000,0.000,1,1423.000,1423.000,,0,0,0,7,255,0,250,0,0
baseline,3074,3074,0,3074,32946.240,0.448,-0.070,0.009,0.891,2342,48,0,2271,0,115,0,0,41,0.000,2,0,416.642,13.865,-286.188,-173.375,-248.250,-1.414,-0.617,2.242,8.508,10.852,-1.449,0.000,0.000,0.000,0.000,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3074,3074,0,3074,32951.240,0.446,-0.051,-0.010,0.893,2568,175,41,2477,0,277,0,0,41,0.000,2,0,605.790,18.579,-562.313,-198.938,-105.875,-1.168,-2.645,4.996,0.418,12.410,13.820,0.000,0.000,0.000,0.000,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3074,3074,0,3074,32956.240,0.455,-0.050,-0.003,0.889,2711,238,117,2621,0,397,0,0,41,0.000,2,0,271.691,48.081,95.875,-102.375,232.688,-0.883,-3.109,5.082,-17.859,18.793,40.492,0.000,0.000,0.000,0.000,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3096,3096,0,3096,32961.240,0.466,-0.057,0.017,0.883,2777,313,150,2699,0,547,0,0,41,0.000,2,0,575.300,48.081,468.813,-70.063,326.000,0.813,-1.191,2.422,-17.859,18.793,40.492,0.000,0.000,0.000,0.000,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3096,3096,0,3096,32966.240,0.476,-0.064,0.035,0.877,2822,409,191,2758,0,646,0,0,41,0.000,2,0,504.182,21.648,394.938,-58.625,307.875,1.473,-1.207,0.227,-17.848,-1.805,12.117,0.000,0.000,0.000,0.000,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3096,3096,0,3096,32971.240,0.480,-0.065,0.040,0.874,2844,505,237,2765,0,737,0,0,41,0.000,2,0,169.182,20.452,117.313,-35.688,116.563,1.680,-0.277,-0.715,-16.656,-5.734,-10.391,0.000,0.000,0.000,0.000,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3096,3096,0,3096,32976.240,0.476,-0.062,0.037,0.876,2858,539,265,2800,0,809,0,0,41,0.000,2,0,131.916,17.900,-77.438,-19.500,-105.000,0.711,0.879,0.477,-9.898,-10.699,-10.391,0.000,0.000,0.000,0.000,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3114,3114,0,3114,32981.240,0.472,-0.060,0.035,0.879,2869,563,265,2813,0,841,0,0,41,0.000,2,0,134.513,12.253,-58.500,-23.563,-118.813,-0.266,1.664,1.574,2.852,-10.699,-5.246,0.000,0.000,0.000,0.000,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3149,3149,0,3149,32986.240,0.472,-0.061,0.037,0.879,2873,572,277,2823,0,861,0,0,41,0.000,2,0,35.267,12.728,35.250,0.750,-0.813,-0.617,0.953,1.289,9.359,-7.559,4.156,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3149,3149,0,3149,32991.240,0.474,-0.062,0.039,0.878,2879,573,285,2824,0,871,0,0,41,0.000,2,0,86.790,10.265,55.688,0.875,66.563,-0.133,0.168,0.730,9.359,-0.703,4.156,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3149,3149,0,3149,32996.240,0.475,-0.062,0.039,0.877,2887,588,287,2806,0,891,0,0,41,0.000,2,0,18.839,2.728,8.500,-4.313,16.250,0.133,-0.156,0.645,1.098,-0.488,-2.449,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3149,3149,0,3149,33001.241,0.473,-0.061,0.038,0.878,2892,595,301,2838,0,915,0,0,41,0.000,2,0,48.413,2.579,-26.813,-13.625,-37.938,-0.141,-0.016,1.070,-0.805,-0.070,-2.449,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3150,3150,0,3150,33006.240,0.473,-0.061,0.038,0.878,2899,617,317,2841,0,923,0,0,41,0.000,2,0,19.565,1.325,-8.313,-6.750,-16.375,-0.473,-0.031,1.359,-0.805,0.793,0.691,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3150,3150,0,3150,33011.240,0.474,-0.061,0.039,0.878,2902,648,349,2851,0,937,0,0,41,0.000,2,0,46.280,4.288,24.563,-8.688,38.250,-0.488,-0.188,1.227,-0.582,3.469,2.453,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3171,3171,0,3171,33016.240,0.477,-0.061,0.041,0.876,2906,677,373,2855,0,941,0,0,41,0.000,2,0,87.463,4.288,34.438,-6.625,80.125,-0.270,-0.180,1.016,-0.582,3.469,2.453,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3171,3171,0,3171,33021.240,0.480,-0.062,0.043,0.874,2915,691,419,2863,0,980,0,0,41,0.000,2,0,96.743,2.857,34.938,-7.063,89.938,-0.063,0.066,0.926,-0.582,2.793,0.148,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3171,3171,0,3171,33026.240,0.483,-0.062,0.044,0.872,2923,718,446,2872,0,1007,0,0,41,0.000,2,0,83.492,0.854,21.313,-9.313,80.188,0.043,0.336,0.801,-0.410,-0.148,-0.734,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3171,3171,0,3171,33031.240,0.485,-0.062,0.045,0.871,2931,730,495,2887,0,1016,0,0,41,0.000,2,0,61.510,2.918,9.688,-9.063,60.063,0.063,0.340,0.871,1.328,-2.355,-1.098,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3171,3171,0,3171,33036.240,0.487,-0.062,0.046,0.870,2922,767,584,2900,0,1050,0,0,41,0.000,2,0,48.993,2.918,7.500,-8.000,47.750,0.043,0.145,0.961,1.328,-2.355,-1.098,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3171,3171,0,3171,33041.240,0.489,-0.062,0.046,0.869,2958,804,616,2909,0,1075,0,0,41,0.000,2,0,43.450,1.477,14.313,-3.500,40.875,0.016,-0.047,1.020,-0.348,-1.379,-0.398,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3171,3171,0,3171,33046.240,0.490,-0.062,0.047,0.868,2972,857,647,2924,0,1106,0,0,41,0.000,2,0,44.176,1.881,25.688,0.438,35.938,0.027,-0.047,1.031,-1.855,-0.309,0.000,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3171,3171,0,3171,33051.240,0.491,-0.063,0.049,0.868,2983,889,671,2937,0,1131,0,0,41,0.000,2,0,44.295,1.881,35.313,1.688,26.688,0.047,0.070,0.980,-1.855,-0.309,0.000,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3171,3171,0,3171,33056.240,0.491,-0.063,0.050,0.867,2997,931,687,2955,0,1162,0,0,41,0.000,2,1,35.349,1.466,30.000,0.563,18.688,0.020,0.176,0.852,-1.043,-0.992,-0.277,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3203,3203,0,3203,33061.240,0.492,-0.064,0.051,0.867,2989,969,717,2941,0,1191,0,0,41,0.000,2,1,20.268,1.654,15.313,4.813,12.375,0.012,0.195,0.883,0.152,-1.262,-1.059,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3203,3203,0,3203,33066.240,0.492,-0.064,0.051,0.867,3023,995,731,2973,0,1213,0,0,41,0.000,2,1,11.842,1.657,6.625,5.688,8.000,-0.004,0.184,0.949,0.184,-1.262,-1.059,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3203,3203,0,3203,33071.240,0.492,-0.064,0.051,0.867,3035,1033,725,2984,0,1241,0,0,41,0.000,2,1,10.605,1.224,7.563,6.688,3.250,-0.031,0.191,1.000,0.277,-1.113,-0.426,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3203,3203,0,3203,33076.240,0.492,-0.065,0.052,0.867,3043,1063,730,2995,0,1251,0,1,41,0.000,2,1,12.171,0.961,9.063,7.750,-2.438,-0.051,0.207,0.992,0.277,-0.918,0.059,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3270,3270,0,3270,33081.240,0.492,-0.065,0.052,0.867,3049,1079,731,2999,0,1273,0,0,41,0.000,2,1,13.938,0.950,8.250,8.250,-7.625,-0.074,0.191,1.000,0.461,-0.824,0.102,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3270,3270,0,3270,33086.240,0.491,-0.066,0.052,0.867,3052,1101,726,3003,0,1287,0,0,41,0.000,2,1,14.709,0.766,6.438,7.875,-10.625,-0.105,0.152,1.023,0.461,-0.590,0.164,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3270,3270,0,3270,33091.239,0.491,-0.066,0.052,0.867,3059,1111,731,3007,0,1299,0,2,41,0.000,2,1,12.595,0.465,4.625,7.500,-9.000,-0.129,0.113,1.043,0.238,-0.125,0.379,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3270,3270,0,3270,33096.239,0.491,-0.066,0.052,0.867,3059,1110,741,3015,0,1302,0,1,41,0.000,2,1,9.946,0.577,3.688,6.563,-6.500,-0.133,0.098,1.051,-0.012,0.258,0.516,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3270,3270,0,3270,33101.240,0.490,-0.067,0.052,0.867,3061,1127,743,3017,0,1308,0,0,41,0.000,2,1,8.596,0.667,2.813,6.250,-5.188,-0.133,0.109,1.055,-0.039,0.301,0.594,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3270,3270,0,3270,33106.240,0.490,-0.067,0.052,0.867,3037,1119,746,3016,0,1305,0,1,41,0.000,2,1,7.476,0.726,3.063,4.500,-5.125,-0.137,0.125,1.055,-0.039,0.301,0.660,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3270,3270,0,3270,33111.240,0.490,-0.067,0.052,0.868,3061,1135,759,2991,0,1305,0,0,41,0.000,2,1,6.213,0.720,2.563,3.875,-4.125,-0.141,0.129,1.039,0.121,0.262,0.660,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3270,3270,0,3270,33116.240,0.490,-0.067,0.052,0.868,3060,1134,761,3016,0,1298,0,0,41,0.000,2,1,3.634,0.632,1.938,2.750,-1.375,-0.145,0.125,1.031,0.180,0.262,0.547,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3270,3270,0,3270,33121.240,0.490,-0.068,0.052,0.868,3055,1135,763,3015,0,1289,0,0,41,0.000,2,1,2.448,0.542,1.125,2.063,0.688,-0.125,0.137,1.020,0.184,0.262,0.438,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3270,3270,0,3270,33126.240,0.490,-0.068,0.052,0.868,3055,1135,751,3015,0,1285,0,0,41,0.000,2,1,2.247,0.404,1.625,1.188,1.000,-0.113,0.160,1.004,0.188,0.113,0.340,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3270,3270,0,3270,33131.240,0.490,-0.068,0.052,0.868,3053,1135,754,3007,0,1275,0,0,41,0.000,2,1,1.365,0.435,1.188,0.625,-0.250,-0.109,0.188,0.973,0.359,-0.117,0.215,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3270,3270,0,3270,33136.240,0.490,-0.068,0.052,0.868,3049,1130,755,3007,0,1267,0,0,41,0.000,2,1,3.330,0.639,-2.938,0.125,-1.563,-0.102,0.184,0.957,0.563,-0.297,-0.059,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3270,3270,0,3270,33141.240,0.490,-0.068,0.052,0.868,3045,1128,757,3000,0,1259,0,0,41,0.000,2,1,7.855,0.639,-6.688,-0.688,-4.063,-0.094,0.148,0.984,0.563,-0.297,-0.059,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3290,3290,0,3290,33146.240,0.490,-0.067,0.051,0.868,3019,1123,753,2999,0,1256,0,0,41,0.000,2,1,9.798,0.279,-7.063,-1.750,-6.563,-0.105,0.121,1.008,0.176,-0.215,-0.023,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3290,3290,0,3290,33151.240,0.489,-0.067,0.051,0.868,3033,1118,759,2997,0,1253,0,0,41,0.000,2,1,10.164,0.158,-6.188,-2.625,-7.625,-0.121,0.121,1.004,0.070,0.016,0.141,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3290,3290,0,3290,33156.240,0.489,-0.067,0.051,0.868,3029,1118,758,2990,0,1255,0,0,41,0.000,2,1,11.692,0.206,-6.313,-3.688,-9.125,-0.125,0.129,0.988,0.070,0.133,0.141,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3290,3290,0,3290,33161.240,0.489,-0.067,0.051,0.869,3019,1119,759,2985,0,1255,0,0,41,0.000,2,1,15.277,0.220,-5.938,-4.750,-13.250,-0.121,0.141,0.988,0.172,0.133,0.035,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3290,3290,0,3290,33166.240,0.488,-0.066,0.051,0.869,3015,1115,763,2979,0,1257,0,0,41,0.000,2,1,18.504,0.300,-5.875,-7.063,-16.063,-0.141,0.156,0.980,0.273,0.121,0.023,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3290,3290,0,3290,33171.242,0.487,-0.066,0.051,0.869,3004,1117,765,2973,0,1260,0,10,41,0.000,2,1,19.152,0.519,-7.500,-8.500,-15.438,-0.148,0.160,0.969,0.504,0.121,-0.027,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3353,3353,0,3353,33176.240,0.487,-0.065,0.050,0.870,2999,1119,776,2969,0,1267,0,13,41,0.000,2,1,18.621,0.531,-9.688,-9.750,-12.563,-0.129,0.152,0.969,0.504,0.121,-0.117,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3353,3353,0,3353,33181.240,0.487,-0.065,0.050,0.870,2991,1115,779,2963,0,1267,0,19,41,0.000,2,1,18.691,0.520,-10.813,-9.938,-11.563,-0.094,0.141,0.973,0.496,0.059,-0.145,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3353,3353,0,3353,33186.240,0.486,-0.064,0.050,0.870,2985,1118,780,2953,0,1275,0,24,41,0.000,2,1,20.435,0.310,-10.438,-10.188,-14.313,-0.070,0.141,0.973,0.215,-0.168,-0.148,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3353,3353,0,3353,33191.240,0.485,-0.064,0.050,0.871,2980,1109,781,2943,0,1287,0,31,41,0.000,2,1,23.183,0.434,-10.250,-10.625,-17.875,-0.082,0.156,0.961,0.215,-0.344,-0.156,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3353,3353,0,3353,33196.240,0.485,-0.063,0.050,0.871,2973,1123,778,2937,0,1299,0,37,41,0.000,2,1,25.070,0.534,-10.938,-10.313,-20.063,-0.098,0.152,0.957,0.301,-0.344,-0.277,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3353,3353,0,3353,33201.239,0.484,-0.062,0.049,0.871,2967,1128,791,2931,0,1319,0,56,41,0.000,2,1,26.039,0.504,-11.938,-11.313,-20.188,-0.121,0.141,0.969,0.375,-0.191,-0.277,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3353,3353,0,3353,33206.240,0.483,-0.062,0.049,0.872,2963,1129,797,2921,0,1338,0,87,41,0.000,2,1,24.664,0.418,-13.625,-11.563,-17.000,-0.125,0.113,0.973,0.375,0.059,-0.176,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3353,3353,0,3353,33211.240,0.483,-0.061,0.049,0.872,2936,1131,807,2919,0,1356,0,109,41,0.000,2,1,24.887,0.269,-13.625,-12.375,-16.750,-0.098,0.090,0.988,0.203,0.105,-0.141,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3353,3353,0,3353,33216.240,0.482,-0.060,0.048,0.873,2953,1131,821,2907,0,1383,0,119,41,0.000,2,1,27.059,0.183,-11.500,-12.813,-20.875,-0.086,0.094,0.992,-0.145,0.105,-0.039,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3372,3372,0,3372,33221.240,0.481,-0.059,0.048,0.873,2951,1141,826,2899,0,1407,0,125,41,0.000,2,1,28.505,0.150,-9.688,-13.563,-23.125,-0.105,0.125,0.980,-0.145,0.012,-0.039,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3372,3372,0,3372,33226.240,0.480,-0.059,0.048,0.874,2943,1147,839,2893,11,1433,0,155,41,0.000,2,1,27.608,0.233,-9.750,-14.125,-21.625,-0.113,0.121,0.980,0.223,0.012,-0.066,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3372,3372,0,3372,33231.239,0.480,-0.058,0.048,0.874,2939,1160,843,2879,13,1459,0,159,41,0.000,2,1,28.010,0.236,-10.000,-15.000,-21.438,-0.098,0.105,0.988,0.223,0.043,-0.066,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3372,3372,0,3372,33236.240,0.479,-0.057,0.048,0.875,2935,1167,851,2873,23,1484,0,174,41,0.000,2,1,29.252,0.084,-9.500,-15.563,-22.875,-0.090,0.102,0.988,0.047,0.043,-0.055,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3372,3372,0,3372,33241.240,0.478,-0.056,0.048,0.875,2931,1161,857,2863,27,1512,0,207,41,0.000,2,1,30.563,0.059,-9.750,-16.125,-24.063,-0.082,0.105,0.984,0.020,-0.012,-0.055,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3372,3372,0,3372,33246.240,0.477,-0.055,0.048,0.876,2931,1179,865,2857,41,1553,0,225,41,0.000,2,1,31.298,0.065,-11.063,-16.125,-24.438,-0.086,0.102,0.992,0.004,-0.035,-0.055,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3372,3372,0,3372,33251.240,0.476,-0.054,0.048,0.876,2925,1184,869,2847,51,1581,0,253,41,0.000,2,1,31.124,0.037,-11.563,-16.188,-23.938,-0.086,0.090,1.004,0.004,-0.035,-0.012,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3372,3372,0,3372,33256.240,0.475,-0.054,0.047,0.877,2920,1191,872,2840,61,1615,0,273,41,0.000,2,1,30.889,0.139,-12.188,-15.250,-23.938,-0.078,0.074,1.008,-0.102,0.039,0.086,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3395,3395,0,3395,33261.240,0.474,-0.053,0.047,0.877,2916,1197,879,2837,71,1645,0,307,41,0.000,2,1,30.901,0.277,-12.313,-15.563,-23.688,-0.086,0.066,1.012,-0.254,0.059,0.094,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3395,3395,0,3395,33266.240,0.474,-0.052,0.047,0.878,2909,1203,893,2827,87,1677,0,331,41,0.000,2,1,30.170,0.345,-12.063,-14.875,-23.313,-0.090,0.059,1.023,-0.262,0.176,0.141,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3395,3395,0,3395,33271.240,0.473,-0.051,0.047,0.879,2906,1194,893,2821,99,1699,0,346,41,0.000,2,1,29.371,0.393,-11.938,-15.188,-22.125,-0.098,0.063,1.012,-0.254,0.254,0.160,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,3395,3395,0,3395,33276.240,0.472,-0.050,0.046,0.879,2901,1213,919,2807,109,1723,0,393,41,0.000,2,1,27.439,0.431,-12.000,-14.625,-19.875,-0.102,0.066,1.023,-0.219,0.285,0.238,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
