condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitEvent,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,59,59,0,59,29886.377,0.999,-0.039,-0.005,0.019,204,63,0,26,0,867,0,0,0,0.000,0,0,0.948,0.031,0.188,0.688,-0.625,-0.047,0.047,1.000,-0.027,0.012,0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,1165.000,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,29891.377,0.999,-0.039,-0.005,0.019,205,67,0,25,0,866,0,0,0,0.000,0,0,0.140,0.073,0.063,-0.125,0.000,-0.051,0.043,0.996,0.043,0.059,0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,29896.377,0.999,-0.039,-0.005,0.019,210,63,0,27,0,874,0,0,0,0.000,0,0,1.518,0.089,0.313,-0.375,-1.438,-0.059,0.031,0.992,0.043,0.059,-0.051,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,29901.377,0.999,-0.039,-0.005,0.019,204,68,0,25,0,867,0,0,0,0.000,0,0,1.800,0.069,0.000,-0.625,1.688,-0.082,0.000,1.004,-0.031,-0.035,-0.051,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,29906.377,0.999,-0.039,-0.005,0.019,205,67,0,23,0,875,0,0,0,0.000,0,0,1.234,0.056,0.063,0.625,1.063,-0.020,0.098,1.016,-0.031,-0.035,0.031,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,29911.377,0.999,-0.039,-0.005,0.019,210,67,0,25,0,875,0,0,0,0.000,0,0,4.098,0.371,-0.313,0.438,-4.063,-0.070,-0.008,0.984,-0.137,-0.344,0.031,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,29916.377,0.999,-0.039,-0.005,0.019,204,68,0,21,0,867,0,0,0,0.000,0,0,4.443,0.137,0.625,-1.688,4.063,-0.078,0.035,1.000,-0.137,-0.008,0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,29921.377,0.999,-0.039,-0.005,0.019,211,64,0,25,0,874,0,0,0,0.000,0,0,2.159,0.137,-0.188,1.250,-1.750,-0.031,0.055,1.016,-0.137,-0.008,0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,29926.377,0.999,-0.039,-0.005,0.019,212,63,0,26,0,875,0,0,0,0.000,0,0,0.815,0.133,0.313,0.063,-0.750,-0.070,0.031,0.984,-0.133,-0.008,0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,29931.377,0.999,-0.039,-0.005,0.019,205,69,0,24,0,876,0,0,0,0.000,0,0,2.032,0.087,-0.125,-1.125,1.688,-0.063,0.012,1.004,-0.066,-0.031,0.047,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,79,29936.377,0.999,-0.039,-0.005,0.019,205,69,0,26,0,876,0,0,0,0.000,0,0,1.898,0.087,0.688,0.938,-1.500,-0.039,0.078,1.004,-0.066,-0.031,0.047,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,79,29941.377,0.999,-0.039,-0.005,0.019,211,70,0,25,0,877,0,0,0,0.000,0,0,1.141,0.252,-0.688,-0.250,0.875,-0.074,-0.012,1.000,-0.066,-0.238,0.047,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,79,29946.377,0.999,-0.039,-0.005,0.019,211,61,0,22,0,877,0,0,0,0.000,0,0,1.572,0.391,1.375,-0.438,-0.625,-0.047,0.074,0.992,0.094,0.379,-0.023,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,79,29951.377,0.999,-0.039,-0.005,0.019,205,69,0,26,0,869,0,0,0,0.000,0,0,1.339,0.229,-1.188,0.438,0.438,-0.063,0.012,1.012,-0.047,-0.223,-0.023,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,79,29956.377,0.999,-0.039,-0.005,0.019,211,61,0,27,0,877,0,0,0,0.000,0,0,1.492,0.107,1.438,-0.313,-0.250,-0.055,0.043,0.988,0.020,0.094,-0.047,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,79,29961.377,0.999,-0.039,-0.005,0.019,212,69,0,25,0,869,0,0,0,0.000,0,0,1.072,0.092,-1.063,-0.063,-0.125,-0.063,0.031,1.008,-0.031,-0.027,0.082,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,106,106,0,106,29966.377,0.999,-0.039,-0.005,0.019,212,69,0,26,0,877,0,0,0,0.000,0,0,1.017,0.100,0.938,-0.125,0.375,-0.055,0.043,0.992,0.020,0.078,-0.059,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,106,106,0,106,29971.377,0.999,-0.039,-0.005,0.019,211,69,0,26,0,877,0,0,0,0.000,0,0,0.576,0.080,-0.563,-0.125,0.000,-0.059,0.020,1.008,-0.012,-0.027,0.074,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,106,106,0,106,29976.377,0.999,-0.039,-0.005,0.019,211,69,0,25,0,869,0,0,0,0.000,0,0,0.859,0.098,0.500,-0.125,-0.688,-0.059,0.047,0.992,-0.012,0.078,-0.059,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,106,106,0,106,29981.377,0.999,-0.039,-0.005,0.019,211,68,0,24,0,869,0,0,0,0.000,0,0,1.327,0.119,-0.063,-0.188,1.313,-0.055,0.047,1.004,-0.012,0.105,0.055,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,148,148,0,148,29986.377,0.999,-0.039,-0.005,0.019,211,69,0,25,0,877,0,0,0,0.000,0,0,0.622,0.108,-0.188,-0.188,-0.563,-0.055,0.000,1.000,0.020,0.105,-0.016,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,148,148,0,148,29991.377,0.999,-0.039,-0.005,0.019,212,68,0,25,0,877,0,0,0,0.000,0,0,1.149,0.111,1.000,-0.063,-0.563,-0.063,0.070,0.996,0.020,0.109,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,148,148,0,148,29996.377,0.999,-0.039,-0.005,0.019,211,69,0,27,0,877,0,0,0,0.000,0,0,1.262,0.156,-0.875,-0.250,0.875,-0.055,0.020,1.004,0.008,-0.156,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,148,148,0,148,30001.377,0.999,-0.039,-0.005,0.019,211,67,0,24,0,877,0,0,0,0.000,0,0,1.132,0.012,1.125,0.000,-0.125,-0.051,0.035,0.996,0.008,-0.008,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,148,148,0,148,30006.377,0.999,-0.039,-0.005,0.019,212,69,0,26,0,877,0,0,0,0.000,0,0,0.603,0.062,-0.313,-0.125,-0.500,-0.059,0.031,1.004,0.008,-0.055,0.027,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,148,148,0,148,30011.377,0.999,-0.039,-0.005,0.019,211,68,0,23,0,877,0,0,0,0.000,0,0,0.472,0.031,0.438,-0.125,-0.125,-0.059,0.031,0.996,-0.008,-0.020,-0.023,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,171,171,0,171,30016.377,0.999,-0.039,-0.005,0.019,212,69,0,27,0,878,0,0,0,0.000,0,0,0.667,0.026,0.500,-0.063,0.438,-0.055,0.055,0.996,-0.008,-0.020,-0.016,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,171,171,0,171,30021.377,0.999,-0.039,-0.005,0.019,205,70,0,25,0,869,0,0,0,0.000,0,0,0.628,0.032,-0.563,-0.125,-0.250,-0.055,0.012,1.004,0.020,-0.020,-0.016,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,171,171,0,171,30026.377,0.999,-0.039,-0.005,0.019,203,68,0,27,0,877,0,0,0,0.000,0,0,1.147,0.028,1.000,0.000,-0.563,-0.063,0.035,1.000,0.020,0.020,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,171,171,0,171,30031.377,0.999,-0.039,-0.005,0.019,213,70,0,23,0,877,0,0,0,0.000,0,0,0.765,0.034,0.313,-0.125,0.688,-0.059,0.051,0.996,-0.027,0.020,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,171,171,0,171,30036.377,0.999,-0.039,-0.005,0.019,211,63,0,23,0,878,0,0,0,0.000,0,0,0.590,0.034,-0.500,-0.188,-0.250,-0.051,0.027,1.000,-0.027,0.020,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,171,171,0,171,30041.377,0.999,-0.039,-0.005,0.019,205,69,0,25,0,870,0,0,0,0.000,0,0,0.956,0.029,0.500,-0.063,-0.813,-0.059,0.035,1.004,-0.027,0.008,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,171,171,0,171,30046.377,0.999,-0.039,-0.005,0.019,212,69,0,26,0,870,0,0,0,0.000,0,0,1.042,0.029,0.563,-0.063,0.875,-0.063,0.039,1.000,-0.027,0.008,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,194,194,0,194,30051.377,0.999,-0.039,-0.005,0.019,211,61,0,27,0,877,0,0,0,0.000,0,0,0.763,0.028,0.063,-0.125,0.750,-0.047,0.027,0.996,-0.027,0.008,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,194,194,0,194,30056.377,0.999,-0.039,-0.005,0.019,205,69,0,25,0,877,0,0,0,0.000,0,0,1.070,0.061,-0.125,0.000,-1.063,-0.051,0.043,0.996,0.051,0.027,-0.020,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,194,194,0,194,30061.377,0.999,-0.039,-0.005,0.019,211,63,0,27,0,878,0,0,0,0.000,0,0,0.653,0.074,0.188,0.000,-0.625,-0.066,0.039,1.004,0.051,0.051,-0.020,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,194,194,0,194,30066.377,0.999,-0.039,-0.005,0.019,211,68,0,26,0,869,0,0,0,0.000,0,0,1.258,0.061,0.563,0.000,1.125,-0.059,0.023,1.004,-0.023,0.051,0.023,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,194,194,0,194,30071.377,0.999,-0.039,-0.005,0.019,211,69,0,25,0,877,0,0,0,0.000,0,0,0.753,0.067,0.500,0.000,0.563,-0.047,0.027,0.996,-0.023,-0.059,0.023,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,215,215,0,215,30076.377,0.999,-0.039,-0.005,0.019,211,69,0,23,0,877,0,0,0,0.000,0,0,1.189,0.069,-0.063,0.000,-1.188,-0.055,0.047,0.996,0.027,-0.059,-0.023,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,215,215,0,215,30081.377,0.999,-0.039,-0.005,0.019,211,61,0,24,0,877,0,0,0,0.000,0,0,0.702,0.045,0.125,0.063,-0.688,-0.066,0.039,1.008,0.027,0.027,-0.023,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,248,248,0,248,30086.377,0.999,-0.039,-0.005,0.019,211,69,0,25,0,877,0,0,0,0.000,0,0,1.460,0.040,0.813,0.250,1.188,-0.059,0.020,1.004,-0.012,0.027,0.027,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,248,248,0,248,30091.377,0.999,-0.039,-0.005,0.019,205,67,0,27,0,871,0,0,0,0.000,0,0,0.948,0.087,0.625,0.188,0.688,-0.047,0.027,0.996,-0.012,-0.082,0.027,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,248,248,0,248,30096.377,0.999,-0.039,-0.005,0.019,211,68,0,27,0,877,0,0,0,0.000,0,0,1.375,0.098,0.000,0.000,-1.375,-0.055,0.043,0.996,0.043,-0.082,-0.031,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,248,248,0,248,30101.377,0.999,-0.039,-0.005,0.019,211,63,0,27,0,877,0,0,0,0.000,0,0,1.459,0.104,0.250,0.000,-1.438,-0.066,0.043,1.004,0.043,0.090,-0.031,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,248,248,0,248,30106.377,0.999,-0.039,-0.005,0.019,211,69,0,25,0,871,0,0,0,0.000,0,0,0.962,0.131,0.813,0.125,0.500,-0.066,0.031,1.004,-0.090,0.090,0.031,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,248,248,0,248,30111.377,0.999,-0.039,-0.005,0.019,212,69,0,27,0,870,0,0,0,0.000,0,0,1.433,0.103,0.563,0.125,1.313,-0.051,0.027,0.996,-0.090,-0.039,0.031,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,248,248,0,248,30116.377,0.999,-0.039,-0.005,0.019,213,63,0,27,0,879,0,0,0,0.000,0,0,0.280,0.068,-0.125,0.000,-0.250,-0.047,0.035,0.996,0.051,-0.039,-0.023,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,248,248,0,248,30121.377,0.999,-0.039,-0.005,0.019,205,68,0,24,0,877,0,0,0,0.000,0,0,1.503,0.056,-0.063,-0.063,-1.500,-0.059,0.039,1.004,0.051,0.000,-0.023,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,263,263,0,263,30126.377,0.999,-0.039,-0.005,0.019,211,69,0,25,0,869,0,0,0,0.000,0,0,0.931,0.046,0.438,-0.125,-0.813,-0.066,0.039,1.000,-0.012,0.035,0.027,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,263,263,0,263,30131.377,0.999,-0.039,-0.005,0.019,205,69,0,27,0,877,0,0,0,0.000,0,0,0.732,0.068,0.375,-0.063,0.625,-0.063,0.035,1.000,-0.051,0.035,0.027,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,269,269,0,269,30136.377,0.999,-0.039,-0.005,0.019,205,69,0,27,0,870,0,0,0,0.000,0,0,0.710,0.052,-0.125,-0.125,0.688,-0.051,0.035,1.000,-0.051,0.000,-0.012,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,269,269,0,269,30141.377,0.999,-0.039,-0.005,0.019,212,69,0,24,0,877,0,0,0,0.000,0,0,0.359,0.052,-0.125,-0.125,-0.313,-0.051,0.035,1.000,0.051,-0.004,-0.012,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,269,269,0,269,30146.377,0.999,-0.039,-0.005,0.019,206,69,0,27,0,879,0,0,0,0.000,0,0,0.914,0.052,0.188,-0.188,-0.875,-0.059,0.035,1.000,0.051,-0.004,0.012,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,269,269,0,269,30151.377,0.999,-0.039,-0.005,0.019,211,61,0,24,0,880,0,0,0,0.000,0,0,0.538,0.017,0.250,-0.188,-0.438,-0.063,0.039,0.996,-0.012,0.000,0.012,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,298,298,0,298,30156.377,0.999,-0.039,-0.005,0.019,212,69,0,22,0,877,0,0,0,0.000,0,0,0.272,0.038,-0.188,-0.188,0.063,-0.059,0.039,0.996,-0.016,0.031,-0.016,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,298,298,0,298,30161.377,0.999,-0.039,-0.005,0.019,212,68,0,23,0,879,0,0,0,0.000,0,0,0.319,0.038,-0.250,-0.188,-0.063,-0.055,0.035,1.000,-0.016,0.031,-0.016,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,298,298,0,298,30166.377,0.999,-0.039,-0.005,0.019,211,68,0,26,0,882,0,0,0,0.000,0,0,0.364,0.018,0.000,-0.188,-0.313,-0.055,0.031,1.000,0.012,-0.008,0.012,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,298,298,0,298,30171.377,0.999,-0.039,-0.005,0.019,207,69,0,24,0,883,0,0,0,0.000,0,0,0.424,0.020,0.063,-0.188,-0.375,-0.059,0.035,1.000,0.012,-0.012,0.012,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,298,298,0,298,30176.377,0.999,-0.039,-0.005,0.019,211,70,0,24,0,873,0,0,0,0.000,0,0,0.442,0.013,-0.188,-0.250,-0.313,-0.059,0.035,1.000,-0.004,-0.012,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,343,343,0,343,30181.377,0.999,-0.039,-0.005,0.019,211,69,0,26,0,883,0,0,0,0.000,0,0,0.419,0.009,-0.125,-0.250,-0.313,-0.059,0.035,1.000,-0.004,0.000,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,343,343,0,343,30186.377,0.999,-0.039,-0.005,0.019,211,69,0,27,0,885,0,0,0,0.000,0,0,0.354,0.009,0.000,-0.250,-0.250,-0.059,0.035,1.000,-0.004,0.000,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,343,343,0,343,30191.377,0.999,-0.039,-0.005,0.019,211,71,0,26,0,882,0,0,0,0.000,0,0,0.455,0.008,0.063,-0.250,-0.375,-0.059,0.031,1.000,0.000,-0.008,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,343,343,0,343,30196.377,0.999,-0.039,-0.005,0.019,211,69,0,29,0,883,0,0,0,0.000,0,0,0.468,0.008,-0.125,-0.250,-0.375,-0.059,0.035,1.000,0.000,-0.008,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,343,343,0,343,30201.377,0.999,-0.039,-0.005,0.019,211,69,0,29,0,875,0,0,0,0.000,0,0,0.508,0.020,-0.250,-0.313,-0.313,-0.059,0.039,1.000,-0.004,0.020,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,366,366,0,366,30206.377,0.999,-0.039,-0.005,0.019,213,69,0,30,0,887,0,0,0,0.000,0,0,0.563,0.021,-0.188,-0.375,-0.375,-0.059,0.035,1.000,-0.004,0.020,0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,366,366,0,366,30211.377,0.999,-0.039,-0.005,0.019,212,61,0,27,0,885,0,0,0,0.000,0,0,0.606,0.015,-0.188,-0.375,-0.438,-0.059,0.035,1.000,-0.012,0.004,0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,366,366,0,366,30216.377,0.999,-0.039,-0.005,0.019,209,69,0,29,0,876,0,0,0,0.000,0,0,0.538,0.012,-0.250,-0.438,-0.188,-0.059,0.039,1.000,-0.012,0.004,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,366,366,0,366,30221.377,0.999,-0.039,-0.005,0.019,213,68,0,29,0,886,0,0,0,0.000,0,0,0.653,0.012,-0.375,-0.500,-0.188,-0.055,0.035,1.000,-0.012,0.004,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,366,366,0,366,30226.377,0.999,-0.039,-0.005,0.019,221,69,0,26,0,877,0,0,0,0.000,0,0,0.763,0.020,-0.375,-0.500,-0.438,-0.059,0.035,1.000,-0.004,0.020,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,366,366,0,366,30231.377,0.999,-0.039,-0.005,0.019,213,61,0,25,0,886,0,0,0,0.000,0,0,0.699,0.020,-0.375,-0.500,-0.313,-0.059,0.039,1.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,366,366,0,366,30236.377,0.999,-0.039,-0.005,0.020,213,69,0,27,0,887,0,0,0,0.000,0,0,0.710,0.020,-0.438,-0.500,-0.250,-0.059,0.035,1.000,-0.004,0.020,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,366,366,0,366,30241.377,0.999,-0.039,-0.005,0.020,211,67,0,24,0,888,0,0,0,0.000,0,0,0.628,0.004,-0.375,-0.438,-0.250,-0.059,0.035,1.000,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,366,366,0,366,30246.377,0.999,-0.039,-0.005,0.020,213,68,0,23,0,879,0,0,0,0.000,0,0,0.750,0.008,-0.500,-0.500,-0.250,-0.055,0.035,1.000,0.000,-0.008,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,391,391,0,391,30251.377,0.999,-0.038,-0.005,0.020,211,68,0,25,0,889,0,0,0,0.000,0,0,0.734,0.009,-0.438,-0.500,-0.313,-0.055,0.035,1.000,0.008,-0.004,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,391,391,0,391,30256.377,0.999,-0.038,-0.005,0.020,205,69,0,28,0,888,0,0,0,0.000,0,0,0.693,0.012,-0.438,-0.438,-0.313,-0.055,0.031,1.000,0.008,-0.008,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,391,391,0,391,30261.377,0.999,-0.038,-0.005,0.020,212,70,0,23,0,879,0,0,0,0.000,0,0,0.628,0.018,-0.375,-0.438,-0.250,-0.055,0.031,1.000,0.004,-0.016,0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,391,391,0,391,30266.377,0.999,-0.038,-0.005,0.020,213,69,0,24,0,883,0,0,0,0.000,0,0,0.622,0.017,-0.313,-0.438,-0.313,-0.055,0.035,1.000,0.004,-0.016,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,391,391,0,391,30271.377,0.999,-0.038,-0.005,0.020,212,69,0,24,0,891,0,0,0,0.000,0,0,0.628,0.011,-0.250,-0.438,-0.375,-0.055,0.035,1.000,0.008,-0.008,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,419,419,0,419,30276.377,0.999,-0.038,-0.005,0.020,206,69,0,25,0,886,0,0,0,0.000,0,0,0.628,0.011,-0.250,-0.375,-0.438,-0.055,0.031,1.000,0.008,-0.008,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,419,419,0,419,30281.377,0.999,-0.038,-0.005,0.020,211,69,0,25,0,894,0,0,0,0.000,0,0,0.640,0.007,-0.250,-0.313,-0.500,-0.059,0.035,1.000,0.004,-0.004,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,449,449,0,449,30286.377,0.999,-0.038,-0.005,0.020,211,69,0,21,0,894,0,0,0,0.000,0,0,0.523,0.006,-0.188,-0.375,-0.313,-0.055,0.035,1.000,0.004,0.000,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,449,449,0,449,30291.377,0.999,-0.038,-0.005,0.020,206,62,0,24,0,893,0,0,0,0.000,0,0,0.548,0.006,-0.250,-0.375,-0.313,-0.059,0.031,1.000,-0.004,0.000,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,449,449,0,449,30296.377,0.999,-0.038,-0.005,0.020,211,69,0,24,0,894,0,0,0,0.000,0,0,0.628,0.012,-0.250,-0.375,-0.438,-0.055,0.035,1.000,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,449,449,0,449,30301.377,0.999,-0.038,-0.005,0.020,212,68,0,21,0,887,0,0,0,0.000,0,0,0.586,0.008,-0.250,-0.375,-0.375,-0.055,0.035,1.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,449,449,0,449,30306.377,0.999,-0.038,-0.005,0.020,211,69,0,23,0,895,0,0,0,0.000,0,0,0.580,0.008,-0.313,-0.375,-0.313,-0.059,0.035,1.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,449,449,0,449,30311.377,0.999,-0.038,-0.005,0.020,211,69,0,21,0,895,0,0,0,0.000,0,0,0.548,0.009,-0.313,-0.375,-0.250,-0.059,0.035,1.000,-0.004,0.008,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,449,449,0,449,30316.377,0.999,-0.038,-0.005,0.020,211,61,0,22,0,895,0,0,0,0.000,0,0,0.593,0.012,-0.313,-0.438,-0.250,-0.059,0.031,1.000,-0.008,-0.008,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,449,449,0,449,30321.377,0.999,-0.038,-0.005,0.020,211,69,0,23,0,901,0,0,0,0.000,0,0,0.523,0.018,-0.313,-0.375,-0.188,-0.059,0.035,1.000,-0.008,0.016,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
