condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,31,31,0,41510.831,0.092,0.001,-0.110,-0.990,0,0,908,0,1177,0,1558,574,51,1.373,19,0,222.657,10.644,-54.400,-215.900,-2.020,-1.137,0.370,2.358,10.160,-3.174,12.730,0.156,0.166,1.240,1.284,3,NULL,NULL,2,0,2,7,255,1070,250,17,0
pre_stim,31,31,0,41515.831,0.092,-0.009,-0.105,-0.990,0,0,888,0,1184,0,1553,530,51,1.373,19,0,259.792,12.635,-93.100,-240.920,-27.960,-1.172,0.586,2.176,11.178,-5.890,12.730,0.170,0.182,1.240,1.284,3,NULL,NULL,2,0,2,7,255,1070,250,22,0
pre_stim,47,47,0,41520.832,0.094,-0.020,-0.100,-0.990,0,0,849,0,1172,0,1517,461,51,1.373,19,0,287.090,13.946,-96.080,-266.860,-44.440,-1.104,0.720,2.141,11.178,-8.340,10.658,0.196,0.210,1.240,1.284,3,NULL,NULL,2,0,2,7,255,1070,250,27,0
pre_stim,47,47,0,41525.831,0.095,-0.033,-0.095,-0.990,0,0,789,0,1131,0,1483,373,51,1.373,19,0,314.630,14.628,-92.120,-296.040,-53.540,-0.963,0.755,2.191,10.860,-9.800,10.286,0.224,0.238,1.240,1.284,3,NULL,NULL,2,0,2,7,255,1070,250,32,0
pre_stim,47,47,0,41530.831,0.096,-0.048,-0.090,-0.990,0,0,712,0,1119,0,1433,343,51,1.373,19,0,352.515,14.523,-80.400,-340.280,-44.860,-0.934,0.576,2.344,10.718,-9.800,10.286,0.262,0.278,1.240,1.284,3,NULL,NULL,2,0,2,7,255,1070,250,37,0
pre_stim,47,47,0,41535.831,0.095,-0.063,-0.085,-0.990,0,0,667,0,1081,0,1375,263,51,1.373,19,0,367.694,14.559,-76.980,-358.660,-25.220,-0.983,0.635,2.593,10.718,-9.854,11.422,0.302,0.318,1.240,1.284,3,NULL,NULL,2,0,2,7,255,1070,250,42,0
pre_stim,63,63,0,41540.831,0.094,-0.079,-0.079,-0.989,0,0,627,0,1032,0,1315,213,51,1.373,19,0,401.658,15.583,-92.540,-390.820,5.060,-1.283,0.649,2.809,12.072,-9.854,13.290,0.356,0.372,1.240,1.284,3,NULL,NULL,2,0,2,7,255,1070,250,47,0
pre_stim,63,63,0,41545.831,0.091,-0.097,-0.072,-0.988,0,0,552,0,943,0,1223,151,51,1.373,19,0,429.952,19.457,-98.040,-418.360,14.880,-1.712,0.848,3.156,15.998,-11.074,14.200,0.414,0.430,1.240,1.284,3,NULL,NULL,2,0,2,7,255,1070,250,52,0
pre_stim,63,63,0,41550.831,0.091,-0.115,-0.064,-0.987,0,0,478,0,851,0,1144,127,51,1.373,19,0,462.730,25.657,-143.620,-439.340,-21.740,-1.900,0.939,3.184,21.184,-14.474,14.324,0.482,0.500,1.240,1.284,3,NULL,NULL,2,0,2,7,255,1070,250,57,0
pre_stim,63,63,0,41555.831,0.094,-0.135,-0.054,-0.985,0,0,433,0,729,0,1043,108,51,1.373,19,0,512.096,27.123,-202.520,-462.180,-87.280,-1.716,0.864,2.939,22.104,-15.718,14.324,0.550,0.568,1.240,1.284,3,NULL,NULL,2,0,2,7,255,1070,250,62,0
pre_stim,63,63,0,41560.831,0.099,-0.155,-0.043,-0.982,0,0,347,0,582,0,884,99,51,1.373,19,0,535.020,27.123,-214.180,-468.340,-145.020,-1.240,0.420,2.496,22.104,-15.718,11.412,0.632,0.652,1.240,1.284,3,NULL,NULL,2,0,2,7,255,1070,250,67,0
pre_stim,63,63,0,41565.831,0.102,-0.175,-0.034,-0.979,0,0,309,0,461,0,726,87,51,1.373,19,0,525.602,20.954,-171.880,-482.020,-119.880,-0.890,-0.333,2.407,18.014,-10.704,8.414,0.710,0.730,1.240,1.284,3,NULL,NULL,2,0,2,7,255,1070,250,72,0
pre_stim,92,92,0,41570.831,0.102,-0.197,-0.024,-0.975,0,0,292,0,299,0,565,85,51,1.373,19,0,547.548,17.433,-169.820,-518.700,-43.820,-0.601,-0.775,2.196,17.114,-3.320,8.166,0.804,0.822,1.240,1.284,3,NULL,NULL,2,0,2,7,255,1070,250,77,0
pre_stim,92,92,0,41575.831,0.100,-0.217,-0.013,-0.971,0,0,279,0,243,0,427,61,51,1.373,19,0,545.150,15.721,-177.320,-515.400,10.440,-0.554,-0.700,1.878,15.694,0.924,7.436,0.896,0.916,1.240,1.284,3,NULL,NULL,2,0,2,7,255,1070,250,82,0
pre_stim,92,92,0,41580.831,0.095,-0.238,-0.005,-0.967,0,0,239,0,188,0,301,59,51,1.373,19,0,524.812,14.444,-107.380,-512.340,37.480,-0.577,-0.348,1.684,14.414,0.924,4.250,1.006,1.026,1.240,1.284,3,NULL,NULL,2,0,2,7,255,1070,250,87,0
pre_stim,92,92,0,41585.831,0.088,-0.259,-0.001,-0.962,0,0,187,0,85,0,223,57,51,1.373,19,0,535.570,14.581,0.420,-530.360,74.520,-0.766,-0.022,2.055,14.414,-2.198,2.492,1.114,1.134,1.240,1.284,4,NULL,NULL,2,0,2,7,255,1070,250,92,0
pre_stim,95,95,0,41590.831,0.077,-0.280,0.003,-0.957,0,0,156,0,47,0,135,56,51,1.373,19,0,567.472,17.545,27.400,-548.900,141.360,-1.091,0.125,2.611,16.304,-6.482,2.492,1.222,1.244,1.240,1.284,4,NULL,NULL,2,0,2,7,255,1070,250,97,0
pre_stim,95,95,0,41595.831,0.066,-0.301,0.011,-0.951,0,0,70,0,0,0,59,48,51,1.373,19,0,578.443,24.080,-42.980,-544.080,191.640,-1.458,0.442,2.762,22.078,-9.614,2.492,1.310,1.330,1.240,1.284,4,NULL,NULL,2,0,2,7,255,1070,250,102,0
