condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_speedValid,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitPhase,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,20,20,0,20,806649.454,-0.770,-0.013,0.117,-0.627,2871,711,2254,2972,2555,2331,1677,2505,22,0.000,1,483,1,0.832,0.055,-0.125,0.125,0.813,-0.176,-0.195,0.973,-0.039,0.039,0.004,0.000,0.000,0.581,0.401,2,NULL,NULL,1125.000,2,0,1,7,255,1125,150,0,0
pre_stim,20,20,0,20,806654.455,-0.770,-0.013,0.117,-0.627,2862,717,2262,2968,2548,2317,1674,2513,22,0.000,1,483,1,1.070,0.082,0.375,-0.063,-1.000,-0.156,-0.199,0.965,-0.004,-0.082,-0.051,0.000,0.000,0.581,0.401,2,NULL,NULL,,2,0,1,7,255,1125,150,0,0
pre_stim,20,20,0,20,806659.453,-0.770,-0.013,0.117,-0.627,2863,713,2260,2967,2555,2329,1675,2505,22,0.000,1,483,1,1.169,0.051,0.313,-0.063,1.125,-0.172,-0.191,0.984,0.008,0.051,0.039,0.000,0.000,0.581,0.401,2,NULL,NULL,,2,0,1,7,255,1125,150,0,0
pre_stim,20,20,0,20,806664.455,-0.770,-0.013,0.117,-0.627,2859,714,2239,2963,2543,2331,1675,2504,22,0.000,1,483,1,1.471,0.009,-1.000,0.188,-1.063,-0.164,-0.203,0.961,-0.004,0.008,-0.051,0.000,0.000,0.581,0.401,2,NULL,NULL,,2,0,1,7,255,1125,150,0,0
pre_stim,46,46,0,46,806669.453,-0.770,-0.013,0.117,-0.627,2853,712,2263,2953,2544,2325,1675,2502,22,0.000,1,483,1,0.990,0.021,0.938,-0.063,0.313,-0.152,-0.199,0.969,0.020,0.008,-0.016,0.000,0.000,0.581,0.401,2,NULL,NULL,,2,0,1,7,255,1125,150,0,0
pre_stim,46,46,0,46,806674.457,-0.770,-0.013,0.117,-0.627,2871,715,2260,2969,2548,2322,1673,2503,22,0.000,1,483,1,0.994,0.011,-0.625,0.188,0.750,-0.180,-0.199,0.973,-0.008,0.008,-0.016,0.000,0.000,0.581,0.401,2,NULL,NULL,,2,0,1,7,255,1125,150,0,0
pre_stim,46,46,0,46,806679.454,-0.770,-0.013,0.117,-0.627,2862,713,2235,2965,2549,2331,1672,2505,22,0.000,1,483,1,1.064,0.106,0.063,0.000,-1.063,-0.152,-0.199,0.965,-0.008,-0.105,-0.016,0.000,0.000,0.581,0.401,2,NULL,NULL,,2,0,1,7,255,1125,150,0,0
pre_stim,46,46,0,46,806684.455,-0.770,-0.013,0.117,-0.627,2878,715,2255,2980,2551,2328,1673,2509,22,0.000,1,483,1,1.154,0.008,0.250,0.063,1.125,-0.164,-0.191,0.977,-0.008,0.000,0.035,0.000,0.000,0.581,0.401,2,NULL,NULL,,2,0,1,7,255,1125,150,0,0
pre_stim,80,80,0,80,806689.453,-0.770,-0.013,0.117,-0.627,2854,714,2263,2964,2543,2317,1675,2493,22,0.000,1,483,1,0.886,0.016,-0.875,0.125,0.063,-0.176,-0.203,0.965,-0.016,0.000,-0.016,0.000,0.000,0.581,0.401,2,NULL,NULL,,2,0,1,7,255,1125,150,0,0
pre_stim,80,80,0,80,806694.455,-0.770,-0.013,0.117,-0.627,2859,713,2253,2965,2550,2328,1677,2503,22,0.000,1,483,1,0.713,0.004,0.188,0.000,-0.688,-0.152,-0.199,0.965,0.004,0.000,-0.016,0.000,0.000,0.581,0.401,2,NULL,NULL,,2,0,1,7,255,1125,150,0,0
pre_stim,80,80,0,80,806699.454,-0.770,-0.013,0.117,-0.627,2855,712,2249,2967,2538,2322,1671,2507,22,0.000,1,483,1,1.128,0.020,-0.063,0.063,1.125,-0.168,-0.195,0.969,0.004,0.020,-0.016,0.000,0.000,0.581,0.401,2,NULL,NULL,,2,0,1,7,255,1125,150,0,0
pre_stim,80,80,0,80,806704.455,-0.770,-0.013,0.117,-0.627,2867,714,2255,2974,2555,2331,1674,2515,22,0.000,1,483,1,0.451,0.020,-0.375,0.000,0.250,-0.172,-0.203,0.969,0.004,0.020,0.004,0.000,0.000,0.581,0.401,2,NULL,NULL,,2,0,1,7,255,1125,150,0,0
