condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_speedValid,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitPhase,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,22,22,0,22,3624694.453,-0.642,0.058,0.072,-0.762,1135,0,11,1835,0,697,0,505,31,0.150,1,2332,0,2.545,0.150,1.000,-1.313,-1.938,-0.184,-0.074,0.996,-0.145,0.039,0.145,0.000,0.000,0.021,0.349,3,NULL,NULL,1125.000,2,0,3,7,255,1125,200,0,0
pre_stim,22,22,0,22,3624699.454,-0.642,0.057,0.072,-0.762,1130,0,19,1835,0,696,0,506,31,0.150,1,2332,0,2.712,0.120,-1.438,-1.688,1.563,-0.172,-0.047,0.977,0.094,-0.074,-0.098,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,22,22,0,22,3624704.454,-0.642,0.057,0.072,-0.762,1118,0,21,1829,0,697,0,507,31,0.150,1,2332,0,1.491,0.055,-0.375,-1.375,-0.438,-0.184,-0.055,0.988,0.039,0.039,0.043,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,22,22,0,22,3624709.457,-0.642,0.057,0.072,-0.762,1121,1,29,1833,0,699,0,521,31,0.150,1,2332,0,1.455,0.077,-0.563,-1.188,-0.625,-0.172,-0.066,0.988,0.039,-0.066,0.039,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,60,60,0,60,3624714.454,-0.642,0.057,0.072,-0.762,1116,0,35,1823,0,699,0,521,31,0.150,1,2332,0,2.218,0.070,-1.438,-1.313,1.063,-0.176,-0.039,0.984,0.039,-0.059,0.039,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,60,60,0,60,3624719.454,-0.642,0.057,0.072,-0.762,1109,1,35,1821,0,699,0,519,31,0.150,1,2332,0,1.739,0.101,-1.313,-1.125,-0.188,-0.180,-0.074,0.984,-0.082,-0.059,0.008,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,60,60,0,60,3624724.454,-0.642,0.057,0.072,-0.762,1107,3,39,1823,0,701,0,523,31,0.150,1,2332,0,1.700,0.184,-0.875,-1.250,-0.750,-0.184,-0.039,0.984,0.184,0.012,-0.008,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,60,60,0,60,3624729.455,-0.642,0.057,0.072,-0.762,1107,0,39,1828,0,711,0,521,31,0.150,1,2332,0,1.942,0.061,-1.063,-1.500,-0.625,-0.180,-0.063,0.980,-0.047,0.039,-0.012,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,60,60,0,60,3624734.454,-0.642,0.057,0.072,-0.762,1099,0,39,1819,0,711,0,521,31,0.150,1,2332,0,2.667,0.023,-0.875,-1.000,-2.313,-0.172,-0.059,0.996,-0.020,0.012,-0.012,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,60,60,0,60,3624739.454,-0.642,0.057,0.072,-0.762,1093,1,39,1818,0,704,0,523,31,0.150,1,2332,0,2.655,0.078,-2.375,-1.125,0.375,-0.168,-0.059,0.980,-0.023,-0.074,-0.027,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,60,60,0,60,3624744.454,-0.642,0.057,0.072,-0.762,1081,0,42,1815,0,709,0,524,31,0.150,1,2332,0,1.954,0.077,-1.375,-1.375,-0.188,-0.184,-0.043,0.988,-0.020,-0.074,0.035,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,60,60,0,60,3624749.455,-0.642,0.057,0.072,-0.762,1071,1,41,1815,0,710,0,525,31,0.150,1,2332,0,2.927,0.042,-2.125,-1.188,-1.625,-0.191,-0.070,0.973,-0.023,0.035,-0.066,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,82,82,0,82,3624754.453,-0.641,0.057,0.072,-0.762,1063,0,44,1815,0,713,0,526,31,0.150,1,2332,0,3.798,0.065,0.125,-1.125,-3.625,-0.164,-0.063,0.996,-0.055,0.035,0.035,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,82,82,0,82,3624759.455,-0.641,0.057,0.072,-0.762,1065,0,45,1815,0,714,0,533,31,0.150,1,2332,0,2.691,0.136,-2.438,-1.125,0.188,-0.164,-0.047,0.980,-0.055,-0.125,-0.047,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,82,82,0,82,3624764.455,-0.641,0.057,0.072,-0.762,1059,1,57,1811,0,711,0,543,31,0.150,1,2332,0,2.081,0.136,-1.750,-1.125,0.063,-0.184,-0.070,0.988,-0.055,-0.125,0.055,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,82,82,0,82,3624769.455,-0.641,0.056,0.072,-0.762,1059,0,62,1813,2,713,0,551,31,0.150,1,2332,0,2.621,0.094,-1.938,-0.688,-1.625,-0.176,-0.047,0.988,0.090,-0.027,0.047,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,82,82,0,82,3624774.454,-0.641,0.056,0.072,-0.762,1052,0,63,1811,2,711,0,550,31,0.150,1,2332,0,2.491,0.034,-2.375,-0.750,-0.063,-0.168,-0.059,0.977,-0.020,-0.027,0.047,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,82,82,0,82,3624779.455,-0.641,0.056,0.072,-0.762,1050,0,75,1801,18,709,0,551,31,0.150,1,2332,0,1.173,0.034,-0.750,-0.750,0.500,-0.176,-0.066,0.988,-0.020,-0.027,0.027,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,112,112,0,112,3624784.453,-0.641,0.056,0.072,-0.762,1045,0,85,1801,22,712,0,548,31,0.150,1,2332,0,1.608,0.023,-1.313,-0.875,-0.313,-0.188,-0.047,0.980,-0.020,0.012,-0.008,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,112,112,0,112,3624789.455,-0.641,0.056,0.072,-0.762,1043,2,91,1799,29,704,0,557,31,0.150,1,2332,0,2.895,0.104,-1.000,-1.063,-2.500,-0.188,-0.063,0.984,-0.023,0.102,0.012,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,112,112,0,112,3624794.453,-0.641,0.056,0.072,-0.762,1017,1,91,1797,25,709,0,555,31,0.150,1,2332,0,3.124,0.109,-0.500,-0.938,-2.938,-0.164,-0.055,0.988,0.039,0.102,0.012,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,112,112,0,112,3624799.455,-0.641,0.056,0.072,-0.762,1006,3,95,1791,31,704,0,559,31,0.150,1,2332,0,1.596,0.120,-1.125,-1.125,-0.125,-0.168,-0.047,0.988,0.039,-0.113,0.012,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,112,112,0,112,3624804.454,-0.641,0.056,0.072,-0.762,987,1,98,1781,39,711,0,565,31,0.150,1,2332,0,2.093,0.120,-1.875,-0.875,0.313,-0.184,-0.070,0.984,0.039,-0.113,0.023,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
pre_stim,112,112,0,112,3624809.457,-0.641,0.056,0.072,-0.762,973,0,103,1775,51,701,0,569,31,0.150,1,2332,0,1.744,0.057,-1.063,-0.438,-1.313,-0.176,-0.066,0.980,-0.055,0.016,0.012,0.000,0.000,0.021,0.349,3,NULL,NULL,,2,0,3,7,255,1125,200,0,0
