condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_speedValid,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitPhase,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,55,55,0,55,142789.454,0.158,-0.021,-0.073,0.985,2606,348,1587,2843,2295,2028,1293,2237,41,0.000,1,66,1,0.755,0.047,-0.500,-0.063,0.563,-0.063,-0.176,0.984,-0.047,-0.004,0.004,0.000,0.000,1.044,0.995,2,NULL,NULL,1125.000,0,0,0,7,255,0,250,0,0
baseline,55,55,0,55,142794.455,0.158,-0.021,-0.073,0.985,2607,350,1589,2843,2295,2029,1301,2237,41,0.000,1,66,1,0.734,0.047,-0.250,-0.063,0.688,-0.066,-0.168,0.984,-0.047,0.004,-0.031,0.000,0.000,1.044,0.995,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,55,55,0,55,142799.454,0.158,-0.021,-0.073,0.985,2607,349,1587,2843,2295,2029,1293,2237,41,0.000,1,66,1,0.400,0.006,0.125,-0.063,0.375,-0.070,-0.164,0.988,-0.004,0.004,-0.031,0.000,0.000,1.044,0.995,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,55,55,0,55,142804.455,0.158,-0.021,-0.073,0.985,2607,351,1588,2845,2295,2031,1293,2238,41,0.000,1,66,1,0.375,0.028,-0.250,-0.125,0.250,-0.066,-0.168,0.992,0.016,-0.023,0.008,0.000,0.000,1.044,0.995,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,55,55,0,55,142809.453,0.158,-0.021,-0.073,0.985,2607,354,1593,2843,2295,2031,1295,2238,41,0.000,1,66,1,0.438,0.046,-0.375,-0.188,0.125,-0.070,-0.168,0.992,0.039,-0.023,0.035,0.000,0.000,1.044,0.995,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,55,55,0,55,142814.454,0.158,-0.021,-0.073,0.985,2611,356,1591,2845,2295,2031,1297,2239,41,0.000,1,66,1,0.286,0.016,-0.125,-0.250,0.063,-0.070,-0.172,0.984,0.016,0.000,0.035,0.000,0.000,1.044,0.995,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,55,55,0,55,142819.454,0.158,-0.021,-0.073,0.985,2607,359,1591,2843,2297,2035,1295,2240,41,0.000,1,66,1,0.272,0.031,0.188,-0.063,0.188,-0.070,-0.172,0.984,0.016,0.027,-0.027,0.000,0.000,1.044,0.995,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,55,55,0,55,142824.455,0.158,-0.021,-0.073,0.985,2611,359,1591,2845,2297,2035,1297,2245,41,0.000,1,66,1,0.619,0.030,-0.563,0.250,0.063,-0.066,-0.172,0.988,0.012,0.027,-0.027,0.000,0.000,1.044,0.995,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,55,55,0,55,142829.453,0.158,-0.021,-0.073,0.985,2611,359,1592,2845,2296,2035,1297,2245,41,0.000,1,66,1,1.201,0.023,-1.188,-0.125,-0.125,-0.063,-0.168,0.992,0.000,0.023,0.000,0.000,0.000,1.044,0.995,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,55,55,0,55,142834.455,0.158,-0.021,-0.073,0.985,2612,359,1593,2847,2297,2038,1293,2246,41,0.000,1,66,1,1.108,0.046,-0.313,-0.938,0.500,-0.063,-0.160,0.992,-0.016,-0.043,0.031,0.000,0.000,1.044,0.995,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,55,55,0,55,142839.454,0.158,-0.021,-0.073,0.985,2611,364,1591,2845,2297,2039,1298,2247,41,0.000,1,66,1,1.815,0.046,1.563,-0.438,0.813,-0.078,-0.172,0.984,-0.016,-0.043,0.031,0.000,0.000,1.044,0.995,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,55,55,0,55,142844.455,0.158,-0.021,-0.073,0.985,2611,363,1593,2845,2297,2039,1299,2248,41,0.000,1,66,1,1.569,0.091,0.563,0.938,-1.125,-0.078,-0.188,0.984,0.063,0.066,-0.008,0.000,0.000,1.044,0.995,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,55,55,0,55,142849.454,0.158,-0.021,-0.073,0.985,2607,360,1595,2844,2299,2039,1300,2248,41,0.000,1,66,1,2.528,0.091,-2.250,-0.250,-1.125,-0.043,-0.160,0.992,0.063,0.066,-0.008,0.000,0.000,1.044,0.995,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,55,55,0,55,142854.455,0.158,-0.021,-0.073,0.985,2614,362,1594,2847,2299,2040,1299,2249,41,0.000,1,66,1,2.710,0.146,-0.375,-1.250,2.375,-0.063,-0.156,0.992,0.020,-0.145,0.004,0.000,0.000,1.044,0.995,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,73,73,0,73,142859.453,0.158,-0.021,-0.073,0.985,2613,363,1603,2845,2299,2041,1299,2249,41,0.000,1,66,1,2.285,0.146,2.000,0.813,-0.750,-0.090,-0.191,0.977,0.020,-0.145,0.004,0.000,0.000,1.044,0.995,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,73,73,0,73,142864.455,0.158,-0.021,-0.073,0.985,2613,362,1578,2845,2331,2040,1302,2260,41,0.000,1,66,1,2.173,0.054,-1.625,0.125,-1.438,-0.043,-0.172,0.984,0.020,-0.051,-0.031,0.000,0.000,1.044,0.995,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,73,73,0,73,142869.454,0.158,-0.021,-0.073,0.985,2615,363,1603,2847,2299,2042,1301,2251,41,0.000,1,66,1,3.205,0.117,-0.875,-0.938,2.938,-0.074,-0.152,0.992,0.105,-0.051,-0.031,0.000,0.000,1.044,0.995,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
