condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_speedValid,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitPhase,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,44,44,0,44,4052134.455,-0.138,0.069,-0.006,-0.988,0,0,0,0,0,0,0,105,38,0.000,1,2692,0,238.024,4.063,129.063,199.375,-15.750,0.207,0.215,1.742,-2.688,-3.047,6.398,2.440,2.752,0.852,1.152,0,NULL,NULL,1125.000,2,0,3,7,255,1125,150,0,0
pre_stim,44,44,0,44,4052139.453,-0.137,0.079,-0.010,-0.987,0,0,0,0,0,0,0,103,38,0.000,1,2692,0,234.857,4.869,128.000,196.875,-3.750,0.273,0.219,1.750,-3.688,-3.180,6.754,2.448,2.758,0.852,1.152,0,NULL,NULL,,2,0,3,7,255,1125,150,0,0
pre_stim,44,44,0,44,4052144.457,-0.137,0.088,-0.015,-0.987,0,0,0,0,0,0,0,103,38,0.000,1,2692,0,233.988,5.625,127.500,196.188,2.188,0.320,0.199,1.742,-4.641,-3.180,6.754,2.454,2.762,0.852,1.152,0,NULL,NULL,,2,0,3,7,255,1125,150,0,0
pre_stim,44,44,0,44,4052149.454,-0.137,0.097,-0.019,-0.986,0,0,0,0,0,0,0,103,38,0.000,1,2692,0,233.266,6.343,129.750,193.125,16.750,0.395,0.211,1.734,-5.414,-3.305,6.523,2.458,2.764,0.852,1.152,0,NULL,NULL,,2,0,3,7,255,1125,150,0,0
pre_stim,44,44,0,44,4052154.455,-0.137,0.106,-0.024,-0.985,0,0,0,0,0,0,0,105,38,0.000,1,2692,0,236.301,7.114,135.375,191.875,26.375,0.418,0.164,1.738,-6.387,-3.133,6.223,2.460,2.766,0.852,1.152,0,NULL,NULL,,2,0,3,7,255,1125,150,0,0
pre_stim,44,44,0,44,4052159.454,-0.138,0.115,-0.029,-0.983,0,0,0,0,0,0,0,103,38,0.000,1,2692,0,238.200,7.595,139.938,188.813,38.813,0.430,0.137,1.766,-7.047,-2.832,6.184,2.458,2.762,0.852,1.152,0,NULL,NULL,,2,0,3,7,255,1125,150,0,0
pre_stim,44,44,0,44,4052164.455,-0.139,0.124,-0.034,-0.982,0,0,0,0,0,0,0,104,38,0.000,1,2692,0,239.797,8.059,143.313,187.188,43.875,0.441,0.164,1.816,-7.594,-2.699,6.184,2.452,2.754,0.852,1.152,0,NULL,NULL,,2,0,3,7,255,1125,150,0,0
pre_stim,44,44,0,44,4052169.454,-0.141,0.133,-0.039,-0.980,0,0,1,0,0,0,0,101,38,0.000,1,2692,0,241.995,8.430,145.500,185.063,56.063,0.465,0.148,1.848,-8.051,-2.500,6.543,2.444,2.746,0.852,1.152,0,NULL,NULL,,2,0,3,7,255,1125,150,0,0
pre_stim,44,44,0,44,4052174.456,-0.142,0.142,-0.045,-0.979,0,0,0,0,0,0,0,101,38,0.000,1,2692,0,241.371,9.082,144.000,185.250,56.625,0.488,0.184,1.895,-8.672,-2.699,6.625,2.430,2.730,0.852,1.152,0,NULL,NULL,,2,0,3,7,255,1125,150,0,0
pre_stim,44,44,0,44,4052179.454,-0.145,0.150,-0.050,-0.977,0,0,1,0,0,0,0,107,38,0.000,1,2692,0,241.486,9.621,138.688,185.000,69.688,0.543,0.207,1.902,-9.223,-2.738,6.691,2.414,2.710,0.852,1.152,0,NULL,NULL,,2,0,3,7,255,1125,150,0,0
