condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_speedValid,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitPhase,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,17,17,0,17,1661664.454,-0.827,-0.073,-0.002,0.557,1624,0,0,2100,0,933,0,330,38,0.000,0,1060,1,6.055,0.071,-5.250,-0.313,3.000,-0.086,-0.184,0.965,0.008,-0.070,-0.156,0.000,0.000,0.000,0.000,2,NULL,NULL,1125.000,2,0,3,7,255,1125,250,0,0
pre_stim,17,17,0,17,1661669.455,-0.827,-0.073,-0.002,0.557,1625,0,0,2115,0,933,0,335,38,0.000,0,1060,1,2.255,0.130,2.125,0.313,0.688,-0.078,-0.137,0.996,-0.098,0.086,0.043,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1125,250,0,0
pre_stim,17,17,0,17,1661674.455,-0.827,-0.073,-0.002,0.557,1625,0,0,2100,0,931,0,331,38,0.000,0,1060,1,3.832,0.213,-3.750,0.250,0.750,-0.082,-0.180,0.977,0.188,-0.102,-0.059,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1125,250,0,0
pre_stim,17,17,0,17,1661679.453,-0.827,-0.073,-0.002,0.557,1639,0,0,2102,0,937,0,332,38,0.000,0,1060,1,1.526,0.221,1.000,0.250,1.125,-0.074,-0.129,1.004,-0.203,0.086,0.043,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1125,250,0,0
pre_stim,17,17,0,17,1661684.455,-0.827,-0.073,-0.002,0.557,1615,0,0,2116,0,935,0,337,38,0.000,0,1060,1,4.557,0.153,-4.313,0.313,1.438,-0.074,-0.172,0.984,0.152,0.016,0.000,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1125,250,0,0
pre_stim,17,17,0,17,1661689.454,-0.827,-0.073,-0.002,0.557,1641,0,0,2107,0,940,0,334,38,0.000,0,1060,1,2.404,0.070,-1.125,0.000,2.125,-0.082,-0.152,0.988,-0.066,0.023,0.000,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1125,250,0,0
pre_stim,40,40,0,40,1661694.455,-0.827,-0.073,-0.002,0.557,1645,0,0,2112,0,941,0,334,38,0.000,0,1060,1,4.637,0.064,-3.625,0.313,2.875,-0.082,-0.168,0.984,0.063,0.016,0.000,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1125,250,0,0
pre_stim,40,40,0,40,1661699.455,-0.827,-0.073,-0.002,0.557,1654,0,0,2119,0,949,0,335,38,0.000,0,1060,1,1.973,0.031,-1.875,0.563,-0.250,-0.082,-0.156,0.988,-0.023,-0.020,-0.004,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1125,250,0,0
pre_stim,40,40,0,40,1661704.455,-0.827,-0.073,-0.002,0.557,1669,0,0,2136,0,948,0,343,38,0.000,0,1060,1,4.353,0.031,-2.813,0.250,3.313,-0.074,-0.141,0.992,-0.023,-0.020,-0.004,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1125,250,0,0
pre_stim,40,40,0,40,1661709.453,-0.827,-0.073,-0.002,0.557,1679,0,0,2143,0,953,0,343,38,0.000,0,1060,1,3.356,0.039,-3.250,0.750,-0.375,-0.078,-0.160,1.000,-0.023,0.031,0.027,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1125,250,0,0
pre_stim,63,63,0,63,1661714.455,-0.827,-0.074,-0.002,0.557,1688,0,0,2158,0,955,0,346,38,0.000,0,1060,1,4.916,0.137,-3.938,0.188,2.938,-0.078,-0.145,0.984,-0.109,0.082,0.027,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1125,250,0,0
pre_stim,63,63,0,63,1661719.453,-0.827,-0.074,-0.002,0.557,1691,13,0,2153,0,967,0,345,38,0.000,0,1060,1,4.006,0.035,-3.250,0.375,2.313,-0.078,-0.164,0.996,0.016,0.031,0.086,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1125,250,0,0
pre_stim,63,63,0,63,1661724.455,-0.827,-0.074,-0.002,0.557,1706,16,0,2156,0,966,0,348,38,0.000,0,1060,1,4.846,0.052,-4.500,0.625,1.688,-0.090,-0.160,0.984,-0.047,0.023,-0.027,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1125,250,0,0
pre_stim,63,63,0,63,1661729.453,-0.827,-0.074,-0.002,0.558,1721,16,0,2168,0,967,0,357,38,0.000,0,1060,1,3.873,0.046,-3.375,0.313,1.875,-0.078,-0.156,0.984,-0.039,0.023,-0.016,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1125,250,0,0
