condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,54,54,0,3603491.816,0.970,-0.106,-0.055,-0.210,57,91,77,19,36,0,63,16,0,0.000,0,0,0.089,0.006,0.000,-0.040,-0.080,0.002,0.035,1.001,0.004,0.004,-0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,1070.000,0,0,0,7,255,0,250,0,0
baseline,54,54,0,3603496.816,0.970,-0.106,-0.055,-0.210,75,68,61,69,13,0,47,43,0,0.000,0,0,0.141,0.012,0.000,0.020,-0.140,0.002,0.035,1.003,0.006,0.010,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,54,54,0,3603501.816,0.970,-0.106,-0.055,-0.210,73,61,59,69,19,0,39,41,0,0.000,0,0,0.154,0.012,0.060,0.020,-0.140,0.000,0.035,1.003,0.006,0.010,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,54,54,0,3603506.816,0.970,-0.106,-0.055,-0.210,71,95,59,71,20,0,37,47,0,0.000,0,0,0.102,0.000,0.060,0.020,-0.080,0.001,0.035,1.003,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,3603511.816,0.970,-0.106,-0.055,-0.210,62,73,58,63,12,0,38,43,0,0.000,0,0,0.082,0.004,0.000,0.020,-0.080,0.000,0.034,1.002,-0.004,-0.002,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,3603516.818,0.970,-0.106,-0.055,-0.210,51,61,75,39,33,0,63,18,0,0.000,0,0,0.141,0.004,0.000,0.020,-0.140,0.000,0.035,1.001,-0.004,0.000,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,3603521.816,0.970,-0.106,-0.055,-0.210,62,68,84,71,20,0,51,44,0,0.000,0,0,0.146,0.004,0.000,-0.040,-0.140,0.001,0.034,1.002,-0.004,-0.002,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,3603526.816,0.970,-0.106,-0.055,-0.210,79,86,55,43,37,1,41,19,0,0.000,0,0,0.141,0.004,0.000,0.020,-0.140,0.000,0.034,1.003,-0.004,-0.002,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,3603531.816,0.970,-0.106,-0.055,-0.210,31,43,83,39,19,0,61,34,0,0.000,0,0,0.141,0.004,0.000,0.020,-0.140,0.001,0.035,1.002,-0.004,-0.002,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,3603536.816,0.970,-0.106,-0.055,-0.210,45,70,83,69,20,0,69,43,0,0.000,0,0,0.108,0.007,0.060,-0.040,-0.080,0.002,0.033,1.002,-0.004,-0.006,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
