condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,58,58,0,2642621.817,0.713,-0.061,-0.100,-0.692,77,67,57,63,17,0,39,42,0,0.000,0,0,0.085,0.008,0.080,0.020,-0.020,0.004,0.029,1.003,0.008,0.002,-0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,1070.000,0,0,0,7,255,0,250,0,0
baseline,58,58,0,2642626.816,0.713,-0.061,-0.100,-0.692,53,61,84,61,21,0,69,45,0,0.000,0,0,0.120,0.004,-0.040,0.080,-0.080,0.005,0.030,1.003,0.004,0.002,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,2642631.816,0.713,-0.061,-0.100,-0.692,52,60,83,61,21,0,63,43,0,0.000,0,0,0.085,0.009,0.020,0.080,-0.020,0.003,0.029,1.003,0.008,-0.004,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,2642636.816,0.713,-0.061,-0.100,-0.692,51,61,85,39,22,0,71,35,0,0.000,0,0,0.035,0.010,0.020,0.020,-0.020,0.005,0.029,1.002,0.008,0.006,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,2642641.816,0.713,-0.061,-0.100,-0.692,48,61,91,41,39,0,63,19,0,0.000,0,0,0.085,0.008,0.020,0.080,-0.020,0.004,0.030,1.002,0.008,-0.002,-0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,2642646.816,0.713,-0.061,-0.100,-0.692,55,87,52,37,31,0,55,12,0,0.000,0,0,0.049,0.003,0.020,0.020,0.040,0.004,0.032,1.002,-0.002,0.002,-0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,2642651.817,0.713,-0.061,-0.100,-0.692,81,91,56,63,13,0,37,41,0,0.000,0,0,0.049,0.003,0.020,0.020,0.040,0.004,0.030,1.003,-0.002,-0.002,-0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,2642656.816,0.713,-0.061,-0.100,-0.692,73,91,55,64,11,0,36,42,0,0.000,0,0,0.092,0.004,0.080,-0.040,-0.020,0.004,0.029,1.003,0.004,0.002,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,2642661.816,0.713,-0.061,-0.100,-0.692,83,71,75,69,18,0,39,43,0,0.000,0,0,0.035,0.004,0.020,0.020,-0.020,0.004,0.030,1.002,0.004,0.002,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,2642666.816,0.713,-0.061,-0.100,-0.692,45,61,47,36,29,0,53,11,0,0.000,0,0,0.035,0.003,0.020,0.020,-0.020,0.004,0.031,1.002,-0.002,0.002,-0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,2642671.816,0.713,-0.061,-0.100,-0.692,55,62,83,42,27,0,69,41,0,0.000,0,0,0.035,0.003,0.020,0.020,-0.020,0.004,0.030,1.003,-0.002,-0.002,-0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
