condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
stim,66,66,0,2925567.087,0.421,0.259,-0.140,-0.858,3253,314,301,3192,663,1551,115,1379,58,0.000,1903,1,0.457,0.022,-0.080,0.160,-0.420,-0.568,0.015,0.826,0.012,0.018,0.000,0.000,0.000,1.055,1.031,3,3,0,3,7,255,1214,250,56,1214
stim,66,66,0,2925572.087,0.421,0.259,-0.140,-0.858,3236,315,301,3192,663,1557,116,1378,58,0.000,1903,1,0.255,0.014,-0.080,0.100,-0.220,-0.569,0.017,0.826,0.012,0.008,0.008,0.000,0.000,1.055,1.031,3,3,0,3,7,255,1214,250,61,1214
stim,82,82,0,2925577.087,0.421,0.259,-0.140,-0.858,3232,311,295,3205,661,1550,119,1379,58,0.000,1903,1,0.134,0.011,-0.080,0.100,-0.040,-0.567,0.015,0.826,0.008,0.008,0.008,0.000,0.000,1.055,1.031,3,3,0,3,7,255,1214,250,66,1214
stim,82,82,0,2925582.087,0.421,0.259,-0.140,-0.858,3240,311,288,3191,657,1547,115,1373,58,0.000,1903,1,0.255,0.011,-0.140,0.160,0.140,-0.566,0.016,0.826,0.008,0.008,0.004,0.000,0.000,1.055,1.031,3,3,0,3,7,255,1214,250,71,1214
stim,83,83,0,2925587.087,0.421,0.259,-0.140,-0.858,3252,317,292,3197,657,1548,119,1373,58,0.000,1903,1,0.336,0.011,-0.260,0.160,0.140,-0.565,0.015,0.825,0.004,0.010,-0.006,0.000,0.000,1.055,1.031,3,3,0,3,7,255,1214,250,76,1214
stim,83,83,0,2925592.087,0.421,0.259,-0.140,-0.858,3236,309,295,3208,661,1553,109,1374,58,0.000,1903,1,0.384,0.008,-0.260,0.280,-0.040,-0.565,0.016,0.825,0.000,0.008,-0.016,0.000,0.000,1.055,1.031,3,3,0,3,7,255,1214,250,81,1214
stim,95,95,0,2925597.087,0.421,0.259,-0.140,-0.858,3253,313,293,3188,659,1555,111,1372,58,0.000,1903,1,0.376,0.009,-0.260,0.220,-0.160,-0.567,0.015,0.825,0.004,0.008,-0.016,0.000,0.000,1.055,1.031,3,3,0,3,7,255,1214,250,86,1214
stim,95,95,0,2925602.087,0.421,0.259,-0.140,-0.858,3255,305,293,3195,659,1554,112,1375,58,0.000,1903,1,0.343,0.013,-0.260,0.220,-0.040,-0.569,0.016,0.826,0.012,0.006,-0.004,0.000,0.000,1.055,1.031,3,3,0,3,7,255,1214,250,91,1214
stim,128,128,0,2925607.087,0.421,0.259,-0.140,-0.858,3241,311,284,3192,651,1550,116,1371,58,0.000,1903,1,0.292,0.014,-0.200,0.160,0.140,-0.568,0.017,0.826,0.012,-0.008,0.010,0.000,0.000,1.055,1.031,3,3,0,3,7,255,1214,250,96,1214
stim,128,128,0,2925612.087,0.421,0.259,-0.140,-0.858,3244,308,285,3191,649,1557,109,1367,58,0.000,1903,1,0.325,0.008,-0.200,0.160,0.200,-0.566,0.016,0.826,0.000,-0.008,0.010,0.000,0.000,1.055,1.031,3,3,0,3,7,255,1214,250,101,1214
stim,128,128,0,2925617.087,0.421,0.259,-0.140,-0.858,3239,310,281,3219,651,1555,110,1373,58,0.000,1903,1,0.367,0.004,-0.320,0.160,0.080,-0.566,0.016,0.825,0.000,0.004,-0.004,0.000,0.000,1.055,1.031,3,3,0,3,7,255,1214,250,106,1214
stim,128,128,0,2925622.088,0.421,0.259,-0.140,-0.858,3251,304,289,3188,651,1555,111,1369,58,0.000,1903,1,0.371,0.007,-0.320,0.160,-0.100,-0.567,0.015,0.826,0.006,0.004,-0.004,0.000,0.000,1.055,1.031,3,3,0,3,7,255,1214,250,111,1214
