condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
stim,288463,318744,0,391360.828,0.817,-0.107,0.151,-0.546,0,0,0,0,0,37,280,58,51,1.262,287,0,471.650,15.746,-188.660,-407.280,144.860,-1.113,0.729,1.622,-11.408,-10.854,3.180,0.000,0.000,1.154,1.067,4,NULL,NULL,3,0,3,7,255,0,200,0,0
stim,288463,318744,0,391365.828,0.812,-0.107,0.171,-0.548,0,0,0,0,0,43,173,52,51,1.262,287,0,487.872,19.057,-233.080,-418.400,92.920,-1.141,0.965,1.276,-15.664,-10.854,-1.704,0.000,0.000,1.154,1.067,4,NULL,NULL,3,0,3,7,255,0,200,0,0
stim,288483,318764,0,391370.828,0.807,-0.106,0.192,-0.549,0,0,0,0,0,83,109,45,51,1.262,287,0,494.970,18.679,-256.280,-417.840,68.740,-1.013,1.018,1.103,-16.278,-9.162,-6.034,0.000,0.000,1.154,1.067,0,NULL,NULL,3,0,3,7,255,0,200,0,0
stim,288483,318764,0,391375.827,0.801,-0.104,0.213,-0.550,0,0,0,0,0,60,45,51,51,1.262,287,0,480.946,18.270,-260.860,-396.000,80.280,-1.063,0.818,0.974,-16.278,-8.296,-7.794,0.000,0.000,1.154,1.067,0,NULL,NULL,3,0,3,7,255,0,200,0,0
stim,288483,318764,0,391380.828,0.795,-0.102,0.233,-0.551,0,0,0,0,0,82,25,28,51,1.262,287,0,488.145,16.479,-258.420,-399.540,108.960,-1.326,0.507,0.772,-14.238,-8.296,-9.360,0.000,0.000,1.154,1.067,0,NULL,NULL,3,0,3,7,255,0,200,0,0
stim,288483,318764,0,391385.826,0.787,-0.099,0.256,-0.553,0,0,0,0,0,75,9,31,51,1.262,287,0,555.167,15.862,-296.620,-450.860,130.200,-1.404,0.256,0.633,-11.384,-11.046,-12.214,0.000,0.000,1.154,1.067,0,NULL,NULL,3,0,3,7,255,0,200,0,0
stim,288483,318764,0,391390.828,0.779,-0.098,0.279,-0.553,0,0,0,0,0,0,0,37,51,1.262,287,0,574.685,14.731,-294.420,-484.500,94.020,-1.188,-0.091,0.602,-8.652,-11.922,-12.262,0.000,0.000,1.154,1.067,0,NULL,NULL,3,0,3,7,255,0,200,0,0
stim,288483,318764,0,391395.827,0.772,-0.099,0.300,-0.552,0,0,0,0,0,0,0,30,51,1.262,287,0,494.595,12.932,-226.000,-438.340,37.500,-0.924,-0.247,0.557,-5.010,-11.922,-12.262,0.000,0.000,1.154,1.067,0,NULL,NULL,3,0,3,7,255,0,200,0,0
stim,288495,318775,0,391400.828,0.767,-0.100,0.314,-0.551,0,0,0,0,0,0,0,26,51,1.262,287,0,354.953,11.553,-151.480,-320.680,14.480,-0.601,0.305,0.424,-5.010,-10.410,-11.904,0.000,0.000,1.154,1.067,0,NULL,NULL,3,0,3,7,255,0,200,0,0
stim,288495,318775,0,391405.826,0.765,-0.099,0.324,-0.547,0,0,0,0,0,0,0,20,51,1.262,287,0,242.730,7.753,-161.000,-176.560,-42.700,-0.247,1.017,-0.001,-6.038,-4.864,-11.904,0.000,0.000,1.154,1.067,0,NULL,NULL,3,0,3,7,255,0,200,0,0
