condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,23,23,0,31619.833,0.994,0.037,-0.099,0.011,0,0,0,0,0,125,889,259,0,0.000,0,0,1.308,0.144,0.720,-0.160,1.080,-0.129,-0.283,0.956,0.040,0.138,-0.028,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,3,7,255,1125,300,11,0
pre_stim,23,23,0,31624.831,0.994,0.037,-0.099,0.012,0,0,0,0,0,115,893,267,0,0.000,0,0,2.905,0.126,-2.400,0.700,-1.480,-0.163,-0.312,0.950,0.040,-0.120,0.022,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,3,7,255,1125,300,16,0
pre_stim,24,24,0,31629.833,0.994,0.037,-0.099,0.012,0,0,0,0,0,121,891,255,0,0.000,0,0,1.891,0.126,0.780,-0.100,-1.720,-0.101,-0.201,0.972,0.040,-0.120,0.022,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,3,7,255,1125,300,21,0
pre_stim,24,24,0,31634.831,0.994,0.037,-0.099,0.011,0,0,0,0,0,120,879,249,0,0.000,0,0,3.367,0.412,0.420,-0.040,3.340,-0.142,-0.322,0.939,-0.092,-0.402,-0.014,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,3,7,255,1125,300,26,0
pre_stim,63,63,0,31639.833,0.994,0.037,-0.099,0.012,0,0,0,0,0,119,901,261,0,0.000,0,0,4.267,0.129,-1.060,0.520,-4.100,-0.147,-0.265,0.970,-0.092,0.090,-0.014,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,3,7,255,1125,300,31,0
pre_stim,63,63,0,31644.831,0.994,0.037,-0.099,0.012,0,0,0,0,0,110,887,265,0,0.000,0,0,2.308,0.129,-0.440,-0.340,2.240,-0.112,-0.251,0.949,-0.092,0.090,-0.014,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,3,7,255,1125,300,36,0
pre_stim,63,63,0,31649.831,0.994,0.037,-0.099,0.012,0,0,0,0,0,115,891,265,0,0.000,0,0,1.874,0.150,1.320,0.280,-1.300,-0.147,-0.289,0.961,-0.120,0.090,0.110,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,3,7,255,1125,300,41,0
pre_stim,63,63,0,31654.833,0.994,0.037,-0.099,0.012,0,0,0,0,0,121,889,263,0,0.000,0,0,2.402,0.057,-2.400,-0.100,-0.020,-0.130,-0.275,0.955,0.028,-0.050,-0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,3,7,255,1125,300,46,0
pre_stim,63,63,0,31659.832,0.994,0.037,-0.099,0.012,0,0,0,0,0,119,901,259,0,0.000,0,0,1.589,0.057,1.460,0.100,-0.620,-0.126,-0.244,0.957,0.028,-0.050,-0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,3,7,255,1125,300,51,0
pre_stim,63,63,0,31664.833,0.994,0.037,-0.099,0.012,0,0,0,0,0,108,890,263,0,0.000,0,0,1.256,0.057,-1.180,0.160,0.400,-0.139,-0.310,0.952,0.028,-0.050,-0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,3,7,255,1125,300,56,0
pre_stim,63,63,0,31669.831,0.994,0.037,-0.099,0.012,0,0,0,0,0,109,893,269,0,0.000,0,0,1.240,0.260,-0.380,0.020,-1.180,-0.126,-0.232,0.958,0.062,0.252,-0.076,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,3,7,255,1125,300,61,0
