condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,29,29,0,685610.832,0.985,-0.112,-0.131,-0.010,1676,57,981,1776,587,756,981,869,50,1.285,135,0,41.547,0.309,-16.540,-33.680,-17.840,-0.141,0.050,1.043,-0.150,-0.270,0.390,0.004,0.014,1.027,1.291,3,NULL,NULL,2,0,3,7,255,1070,300,9,1070
pre_stim,29,29,0,685615.832,0.985,-0.112,-0.130,-0.010,1366,51,987,1568,629,717,1003,893,50,1.285,135,0,39.603,0.547,-8.180,-36.560,-12.840,-0.231,0.049,1.083,-0.466,0.286,0.732,0.004,0.018,1.027,1.291,3,NULL,NULL,2,0,3,7,255,1070,300,14,1070
pre_stim,29,29,0,685620.832,0.986,-0.111,-0.128,-0.009,941,55,1005,1355,640,917,1039,915,50,1.285,135,0,47.701,0.485,-6.060,-41.920,-21.940,-0.121,0.158,1.078,0.356,0.330,0.722,0.004,0.020,1.027,1.291,3,NULL,NULL,2,0,3,7,255,1070,300,19,1070
pre_stim,29,29,0,685625.832,0.986,-0.111,-0.126,-0.008,561,52,1004,1133,667,507,1067,955,50,1.285,135,0,43.414,1.061,-3.120,-41.680,-11.740,-0.167,0.125,1.083,0.038,1.060,0.842,0.002,0.022,1.027,1.291,3,NULL,NULL,2,0,3,7,255,1070,300,24,1070
pre_stim,29,29,0,685630.832,0.986,-0.112,-0.123,-0.008,203,52,1033,981,723,664,1083,949,50,1.285,135,0,55.305,1.061,17.380,-52.420,-2.960,-0.343,-0.038,1.151,0.038,1.060,0.842,0.000,0.026,1.027,1.291,3,NULL,NULL,2,0,3,7,255,1070,300,29,1070
pre_stim,29,29,0,685635.832,0.986,-0.114,-0.121,-0.009,140,48,1055,890,799,589,1113,957,50,1.285,135,0,76.707,1.659,41.920,-61.340,19.080,-0.529,-0.167,1.406,-1.536,-0.626,1.764,0.002,0.030,1.027,1.291,3,NULL,NULL,2,0,3,7,255,1070,300,34,1070
pre_stim,45,45,0,685640.832,0.986,-0.116,-0.118,-0.010,57,53,1085,827,823,681,1142,983,50,1.285,135,0,96.453,3.038,60.300,-74.640,9.800,-0.599,-0.020,1.738,-2.922,-0.830,4.492,0.002,0.034,1.027,1.291,3,NULL,NULL,2,0,3,7,255,1070,300,39,1070
pre_stim,45,45,0,685645.832,0.987,-0.116,-0.114,-0.011,0,49,1099,766,848,775,1173,1010,50,1.285,135,0,82.253,3.038,-13.560,-80.860,6.580,-0.280,0.251,1.686,-2.922,-0.830,6.908,0.008,0.040,1.027,1.291,3,NULL,NULL,2,0,3,7,255,1070,300,44,1070
pre_stim,78,78,0,685650.832,0.987,-0.112,-0.111,-0.011,0,46,1127,669,895,549,1203,1015,50,1.285,135,0,114.759,0.757,-82.340,-79.900,-2.400,-0.150,0.087,1.227,-0.408,0.638,6.908,0.016,0.050,1.027,1.291,3,NULL,NULL,2,0,3,7,255,1070,300,49,1070
pre_stim,78,78,0,685655.832,0.988,-0.110,-0.107,-0.013,0,47,1139,583,909,368,1239,997,50,1.285,135,0,111.764,0.757,-64.160,-87.340,27.320,-0.212,-0.156,0.889,-0.408,0.638,2.212,0.020,0.058,1.027,1.291,3,NULL,NULL,2,0,3,7,255,1070,300,54,1070
