condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_speedValid,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitPhase,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
pre_stim,26,26,0,26,3391277.421,0.762,0.136,-0.059,-0.631,3285,1513,762,3144,0,3023,397,688,34,0.000,0,1992,0,1.420,0.023,-1.250,0.250,0.625,-0.262,-0.109,0.961,0.023,0.000,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,1106.000,2,0,1,7,255,1106,250,0,0
pre_stim,26,26,0,26,3391282.422,0.762,0.136,-0.059,-0.631,3277,1516,767,3159,0,3019,395,685,34,0.000,0,1992,0,1.451,0.020,-1.063,0.313,0.938,-0.266,-0.102,0.961,0.020,0.000,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,2,0,1,7,255,1106,250,0,0
pre_stim,26,26,0,26,3391287.421,0.762,0.136,-0.058,-0.631,3299,1513,773,3157,0,3037,381,682,34,0.000,0,1992,0,1.894,0.020,-1.313,0.375,1.313,-0.258,-0.109,0.961,0.020,0.000,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,2,0,1,7,255,1106,250,0,0
pre_stim,26,26,0,26,3391292.422,0.762,0.136,-0.058,-0.631,3277,1515,773,3161,0,3022,371,687,34,0.000,0,1992,0,1.958,0.017,-1.625,0.438,1.000,-0.258,-0.109,0.965,0.012,0.012,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,2,0,1,7,255,1106,250,0,0
pre_stim,27,27,0,27,3391297.421,0.762,0.136,-0.058,-0.631,3276,1511,768,3151,0,3023,352,687,34,0.000,0,1992,0,1.439,0.033,-1.000,0.438,0.938,-0.258,-0.105,0.965,0.012,0.031,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,2,0,1,7,255,1106,250,0,0
pre_stim,27,27,0,27,3391302.422,0.762,0.136,-0.058,-0.631,3278,1515,764,3149,0,3035,345,691,34,0.000,0,1992,0,1.707,0.033,-1.313,0.438,1.000,-0.262,-0.109,0.957,0.012,0.031,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,2,0,1,7,255,1106,250,0,0
pre_stim,41,41,0,41,3391307.421,0.762,0.136,-0.058,-0.631,3287,1516,763,3143,0,3032,341,687,34,0.000,0,1992,0,1.830,0.020,-1.125,0.438,1.375,-0.262,-0.102,0.961,-0.020,0.004,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,2,0,1,7,255,1106,250,0,0
pre_stim,41,41,0,41,3391312.422,0.762,0.136,-0.058,-0.631,3283,1511,757,3150,0,3023,329,683,34,0.000,0,1992,0,2.110,0.004,-1.250,0.500,1.625,-0.262,-0.105,0.961,0.000,0.004,-0.027,0.000,0.000,0.000,0.000,0,NULL,NULL,,2,0,1,7,255,1106,250,0,0
pre_stim,42,42,0,42,3391317.421,0.762,0.136,-0.058,-0.631,3271,1523,746,3133,0,3037,325,679,34,0.000,0,1992,0,1.637,0.004,-1.313,0.438,0.875,-0.258,-0.117,0.969,0.000,0.004,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,2,0,1,7,255,1106,250,0,0
pre_stim,42,42,0,42,3391322.422,0.761,0.136,-0.058,-0.631,3286,1517,752,3151,0,3031,329,684,34,0.000,0,1992,0,1.050,0.004,-0.500,0.438,0.813,-0.266,-0.094,0.953,0.000,0.004,-0.027,0.000,0.000,0.000,0.000,0,NULL,NULL,,2,0,1,7,255,1106,250,0,0
pre_stim,48,48,0,48,3391327.421,0.761,0.137,-0.058,-0.631,3301,1523,751,3157,0,3033,317,686,34,0.000,0,1992,0,2.909,0.047,-2.125,0.438,1.938,-0.266,-0.109,0.957,-0.004,-0.047,-0.035,0.000,0.000,0.000,0.000,0,NULL,NULL,,2,0,1,7,255,1106,250,0,0
pre_stim,48,48,0,48,3391332.422,0.761,0.137,-0.058,-0.631,3272,1520,743,3135,0,3033,299,681,34,0.000,0,1992,0,2.254,0.047,-1.625,0.438,1.500,-0.258,-0.117,0.969,-0.004,-0.047,-0.035,0.000,0.000,0.000,0.000,0,NULL,NULL,,2,0,1,7,255,1106,250,0,0
pre_stim,62,62,0,62,3391337.420,0.761,0.137,-0.058,-0.631,3284,1517,741,3159,0,3031,294,688,34,0.000,0,1992,0,1.926,0.047,-1.625,0.438,0.938,-0.266,-0.105,0.953,-0.004,-0.047,-0.035,0.000,0.000,0.000,0.000,0,NULL,NULL,,2,0,1,7,255,1106,250,0,0
pre_stim,62,62,0,62,3391342.422,0.761,0.137,-0.058,-0.631,3289,1521,740,3160,0,3031,279,693,34,0.000,0,1992,0,2.621,0.028,-2.188,0.438,1.375,-0.266,-0.102,0.969,-0.023,0.016,0.047,0.000,0.000,0.000,0.000,0,NULL,NULL,,2,0,1,7,255,1106,250,0,0
