condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_speedValid,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitPhase,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
pre_stim,0,0,0,0,1278967.421,0.959,0.124,-0.104,-0.232,3419,503,0,3253,0,3179,0,1415,6,0.000,1,615,1,7.030,0.149,-4.875,-1.375,-4.875,-0.227,-0.188,0.953,-0.102,0.109,-0.039,0.668,0.598,0.596,0.523,2,NULL,NULL,1106.000,2,0,3,7,255,1106,200,0,0
pre_stim,0,0,0,0,1278972.422,0.959,0.125,-0.103,-0.231,3423,491,0,3237,0,3178,0,1431,6,0.000,1,615,1,11.396,0.130,-3.813,-1.563,-10.625,-0.238,-0.145,0.957,0.070,0.109,-0.086,0.674,0.606,0.596,0.523,2,NULL,NULL,,2,0,3,7,255,1106,200,0,0
pre_stim,8,8,0,8,1278977.421,0.959,0.125,-0.103,-0.231,3415,476,0,3229,0,3197,0,1428,6,0.000,1,615,1,11.531,0.085,-3.938,-1.375,-10.750,-0.289,-0.180,0.965,0.070,-0.047,-0.086,0.684,0.614,0.596,0.523,2,NULL,NULL,,2,0,3,7,255,1106,200,0,0
pre_stim,8,8,0,8,1278982.422,0.959,0.125,-0.103,-0.231,3399,462,0,3211,0,3183,0,1422,6,0.000,1,615,1,8.699,0.172,-4.813,-1.625,-7.063,-0.270,-0.188,0.977,-0.004,-0.172,0.184,0.698,0.628,0.596,0.523,2,NULL,NULL,,2,0,3,7,255,1106,200,0,0
pre_stim,29,29,0,29,1278987.421,0.960,0.125,-0.103,-0.230,3419,467,0,3237,0,3195,0,1443,6,0.000,1,615,1,6.047,0.288,-0.813,-1.688,-5.750,-0.293,-0.180,0.977,-0.219,-0.188,0.246,0.720,0.650,0.596,0.523,2,NULL,NULL,,2,0,3,7,255,1106,200,0,0
pre_stim,29,29,0,29,1278992.422,0.960,0.125,-0.103,-0.230,3419,467,0,3239,0,3189,0,1449,6,0.000,1,615,1,4.671,0.188,-2.750,-1.813,-3.313,-0.258,-0.223,0.969,-0.004,-0.188,0.246,0.750,0.680,0.596,0.523,2,NULL,NULL,,2,0,3,7,255,1106,200,0,0
pre_stim,30,30,0,30,1278997.420,0.960,0.125,-0.103,-0.230,3425,465,0,3245,0,3195,0,1454,6,0.000,1,615,1,8.912,0.311,-0.125,-1.688,-8.750,-0.246,-0.203,0.977,0.238,-0.199,0.207,0.786,0.714,0.596,0.523,2,NULL,NULL,,2,0,3,7,255,1106,200,0,0
pre_stim,30,30,0,30,1279002.422,0.960,0.125,-0.103,-0.230,3419,465,0,3237,0,3195,0,1465,6,0.000,1,615,1,6.303,0.337,0.063,-2.438,-5.813,-0.324,-0.168,0.977,0.238,-0.238,0.207,0.822,0.750,0.596,0.523,2,NULL,NULL,,2,0,3,7,255,1106,200,0,0
pre_stim,62,62,0,62,1279007.421,0.960,0.125,-0.103,-0.230,3415,467,0,3225,0,3189,0,1468,6,0.000,1,615,1,3.156,0.253,1.813,-2.188,1.375,-0.266,-0.207,0.961,0.086,-0.238,0.207,0.856,0.784,0.596,0.523,2,NULL,NULL,,2,0,3,7,255,1106,200,0,0
pre_stim,62,62,0,62,1279012.422,0.960,0.125,-0.103,-0.230,3391,459,0,3187,0,3191,0,1475,6,0.000,1,615,1,4.165,0.253,2.125,-2.438,-2.625,-0.242,-0.195,0.980,0.086,-0.238,0.246,0.888,0.816,0.596,0.523,2,NULL,NULL,,2,0,3,7,255,1106,200,0,0
pre_stim,62,62,0,62,1279017.421,0.960,0.125,-0.103,-0.229,3406,471,0,3227,0,3187,0,1492,6,0.000,1,615,1,5.252,0.221,3.875,-2.313,-2.688,-0.270,-0.180,0.938,0.086,-0.203,0.113,0.920,0.848,0.596,0.523,2,NULL,NULL,,2,0,3,7,255,1106,200,0,0
pre_stim,62,62,0,62,1279022.422,0.960,0.125,-0.103,-0.229,3419,473,0,3228,0,3195,0,1496,6,0.000,1,615,1,3.541,0.245,1.938,-2.000,-2.188,-0.266,-0.207,0.980,0.137,-0.203,0.246,0.950,0.876,0.596,0.523,2,NULL,NULL,,2,0,3,7,255,1106,200,0,0
pre_stim,63,63,0,63,1279027.421,0.960,0.125,-0.102,-0.229,3417,471,0,3225,0,3203,0,1501,6,0.000,1,615,1,6.754,0.213,4.938,-1.625,-4.313,-0.227,-0.137,0.930,0.063,-0.203,-0.133,0.976,0.902,0.596,0.523,2,NULL,NULL,,2,0,3,7,255,1106,200,0,0
pre_stim,63,63,0,63,1279032.422,0.960,0.125,-0.102,-0.229,3419,483,0,3237,0,3195,0,1516,6,0.000,1,615,1,3.286,0.201,1.125,-1.625,-2.625,-0.285,-0.180,0.969,0.063,-0.191,0.203,1.002,0.928,0.596,0.523,2,NULL,NULL,,2,0,3,7,255,1106,200,0,0
pre_stim,76,76,0,76,1279037.420,0.960,0.124,-0.102,-0.229,3407,489,0,3221,0,3192,0,1513,6,0.000,1,615,1,5.483,0.236,5.250,-1.563,0.250,-0.273,-0.148,0.973,-0.207,0.113,0.145,1.028,0.952,0.596,0.523,2,NULL,NULL,,2,0,3,7,255,1106,200,0,0
pre_stim,76,76,0,76,1279042.422,0.960,0.124,-0.102,-0.229,3420,499,0,3232,0,3192,0,1511,6,0.000,1,615,1,3.851,0.282,3.375,-1.563,1.000,-0.254,-0.188,0.926,-0.207,-0.191,0.145,1.052,0.976,0.596,0.523,2,NULL,NULL,,2,0,3,7,255,1106,200,0,0
pre_stim,77,77,0,77,1279047.421,0.960,0.124,-0.102,-0.229,3416,505,0,3224,0,3189,0,1523,6,0.000,1,615,1,3.587,0.118,2.813,-1.750,-1.375,-0.270,-0.188,1.004,0.012,-0.117,0.145,1.076,1.000,0.596,0.523,2,NULL,NULL,,2,0,3,7,255,1106,200,0,0
