condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
stim,56,56,0,2333169.323,-0.986,0.002,0.092,-0.142,1105,0,11,1387,0,472,0,583,95,0.001,450,1,8.501,0.118,-7.900,-2.640,-1.700,-0.178,-0.040,0.999,0.000,0.118,-0.112,0.000,0.000,0.004,0.000,2,NULL,NULL,1198.000,1,0,1,7,255,,250,0,0
stim,56,56,0,2333174.323,-0.986,0.002,0.092,-0.142,1075,0,9,1369,0,475,0,584,95,0.001,450,1,6.946,0.062,-6.120,-2.440,-2.200,-0.179,-0.025,0.994,0.014,-0.060,0.088,0.000,0.000,0.004,0.000,2,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,56,56,0,2333179.322,-0.986,0.001,0.092,-0.143,1048,0,9,1341,0,477,0,585,95,0.001,450,1,7.305,0.060,-6.360,-2.580,-2.500,-0.181,-0.010,0.976,0.006,-0.060,0.088,0.000,0.000,0.004,0.000,2,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,56,56,0,2333184.322,-0.986,0.001,0.092,-0.143,1001,0,8,1323,0,479,0,587,95,0.001,450,1,8.851,0.035,-8.080,-2.880,-2.180,-0.180,-0.024,0.981,0.006,-0.034,-0.032,0.000,0.000,0.004,0.000,2,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,56,56,0,2333189.322,-0.986,0.001,0.092,-0.143,965,0,6,1301,1592,479,0,595,95,0.001,450,1,8.925,0.035,-8.200,-2.940,-1.940,-0.175,-0.032,0.990,0.006,-0.034,-0.032,0.000,0.000,0.004,0.000,2,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,56,56,0,2333194.322,-0.986,0.000,0.091,-0.143,890,0,9,1275,2013,487,0,581,95,0.001,450,1,8.637,0.040,-7.840,-2.940,-2.120,-0.175,-0.023,0.984,0.022,-0.034,-0.008,0.000,0.000,0.004,0.000,2,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,75,75,0,2333199.322,-0.986,-0.000,0.091,-0.143,853,0,8,1249,0,487,0,601,95,0.001,450,1,9.300,0.030,-8.440,-3.000,-2.500,-0.177,-0.020,0.981,0.022,-0.020,-0.008,0.000,0.000,0.004,0.000,2,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,75,75,0,2333204.322,-0.986,-0.000,0.091,-0.143,788,0,8,1226,0,497,0,599,95,0.001,450,1,9.977,0.030,-9.120,-3.180,-2.500,-0.177,-0.026,0.985,0.022,-0.020,-0.008,0.000,0.000,0.004,0.000,2,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,75,75,0,2333209.322,-0.986,-0.001,0.091,-0.143,683,0,6,1185,0,508,0,603,95,0.001,450,1,10.359,0.024,-9.480,-3.300,-2.560,-0.176,-0.026,0.985,0.014,-0.020,-0.002,0.000,0.000,0.004,0.000,2,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,75,75,0,2333214.323,-0.986,-0.001,0.091,-0.143,664,0,7,1146,0,504,0,604,95,0.001,450,1,10.609,0.024,-9.720,-3.300,-2.680,-0.173,-0.024,0.983,0.014,-0.020,-0.002,0.000,0.000,0.004,0.000,2,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,75,75,0,2333219.324,-0.986,-0.002,0.091,-0.143,621,0,5,1112,0,509,0,615,95,0.006,450,0,11.017,0.020,-10.080,-3.300,-2.980,-0.175,-0.025,0.984,0.020,-0.002,-0.008,0.000,0.000,0.007,0.002,2,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,108,108,0,2333224.323,-0.986,-0.002,0.091,-0.143,601,0,9,1082,617,521,0,622,95,0.006,450,0,11.234,0.020,-10.280,-3.360,-3.040,-0.174,-0.030,0.986,0.020,-0.002,-0.008,0.000,0.000,0.007,0.002,2,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,108,108,0,2333229.322,-0.986,-0.003,0.091,-0.143,583,0,6,1043,1712,522,0,623,95,0.006,450,0,11.622,0.024,-10.700,-3.420,-2.980,-0.175,-0.030,0.983,0.018,-0.016,-0.008,0.000,0.000,0.007,0.002,2,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,108,108,0,2333234.322,-0.986,-0.003,0.090,-0.143,550,0,7,997,2075,517,0,631,95,0.006,450,0,12.223,0.033,-11.300,-3.480,-3.100,-0.172,-0.031,0.984,0.018,-0.028,-0.010,0.000,0.002,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,108,108,0,2333239.322,-0.986,-0.004,0.090,-0.143,535,0,6,968,0,512,0,635,95,0.006,450,0,12.477,0.027,-11.500,-3.540,-3.300,-0.173,-0.031,0.986,0.022,-0.016,-0.010,0.000,0.002,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,108,108,0,2333244.322,-0.986,-0.004,0.090,-0.143,527,0,5,931,147,521,0,636,95,0.006,450,0,12.785,0.031,-11.740,-3.620,-3.540,-0.172,-0.033,0.982,0.024,-0.020,-0.010,0.000,0.002,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,108,108,0,2333249.322,-0.986,-0.005,0.090,-0.144,505,0,3,916,233,522,0,645,95,0.006,450,0,13.006,0.030,-11.980,-3.620,-3.540,-0.173,-0.034,0.986,0.022,-0.020,0.006,0.000,0.004,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,171,171,0,2333269.323,-0.985,-0.007,0.090,-0.144,453,0,4,849,533,529,0,645,95,0.006,450,0,13.961,0.033,-12.960,-3.740,-3.600,-0.171,-0.039,0.988,0.022,-0.024,0.006,0.000,0.006,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,171,171,0,2333274.322,-0.985,-0.008,0.090,-0.144,423,0,0,829,648,529,0,651,95,0.006,450,0,14.144,0.033,-13.140,-3.800,-3.600,-0.171,-0.038,0.985,0.022,-0.024,0.000,0.000,0.006,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,171,171,0,2333279.322,-0.985,-0.009,0.089,-0.144,403,0,1,793,789,525,0,652,95,0.006,450,0,14.265,0.033,-13.320,-3.680,-3.540,-0.167,-0.041,0.981,0.022,-0.024,0.000,0.000,0.006,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,171,171,0,2333284.322,-0.985,-0.009,0.089,-0.144,389,0,3,762,858,531,0,659,95,0.006,450,0,14.489,0.016,-13.500,-3.780,-3.660,-0.173,-0.041,0.989,0.016,-0.002,0.000,0.000,0.006,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,171,171,0,2333289.322,-0.985,-0.010,0.089,-0.144,368,0,2,744,903,539,0,661,95,0.006,450,0,14.363,0.002,-13.380,-3.840,-3.540,-0.173,-0.042,0.987,-0.002,0.000,0.018,0.000,0.008,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,171,171,0,2333294.322,-0.985,-0.010,0.089,-0.144,345,0,0,691,939,539,0,665,95,0.006,450,0,14.518,0.010,-13.560,-3.900,-3.420,-0.175,-0.039,0.987,-0.006,0.008,0.020,0.000,0.008,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,187,187,0,2333299.322,-0.985,-0.011,0.089,-0.145,332,0,0,649,907,544,0,669,95,0.006,450,0,14.575,0.010,-13.700,-3.840,-3.160,-0.166,-0.045,0.982,-0.006,0.008,0.018,0.000,0.008,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,187,187,0,2333304.323,-0.985,-0.012,0.089,-0.145,282,0,4,629,985,551,0,677,95,0.006,450,0,14.660,0.027,-13.760,-3.900,-3.220,-0.169,-0.048,0.988,0.012,-0.024,0.020,0.000,0.008,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,187,187,0,2333309.322,-0.985,-0.012,0.089,-0.145,264,0,2,596,1015,546,0,676,95,0.006,450,0,14.672,0.040,-13.820,-3.780,-3.160,-0.166,-0.051,0.987,0.030,-0.026,0.014,0.002,0.006,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,187,187,0,2333314.323,-0.985,-0.013,0.089,-0.145,256,0,1,575,923,553,0,677,95,0.006,450,0,14.191,0.029,-13.380,-3.720,-2.920,-0.172,-0.047,0.993,0.012,-0.026,0.022,0.004,0.006,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,283,283,0,2333369.324,-0.985,-0.018,0.088,-0.145,89,0,3,464,1329,563,0,687,95,0.006,450,0,5.530,0.396,-5.380,0.540,1.160,-0.148,-0.101,0.995,0.058,-0.392,0.082,0.030,0.014,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,283,283,0,2333374.322,-0.985,-0.019,0.088,-0.145,94,0,3,466,1248,567,0,695,95,0.006,450,0,4.089,0.450,-3.560,1.220,1.600,-0.144,-0.108,0.997,0.072,-0.444,0.090,0.032,0.018,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,283,283,0,2333379.322,-0.985,-0.019,0.088,-0.144,112,0,3,465,1128,549,0,693,95,0.006,450,0,3.218,0.529,-1.480,2.080,1.960,-0.142,-0.112,0.996,0.096,-0.520,0.098,0.036,0.020,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
stim,283,283,0,2333384.322,-0.985,-0.019,0.088,-0.144,119,0,2,462,1109,544,0,691,95,0.006,450,0,3.824,0.567,0.600,2.980,2.320,-0.141,-0.114,0.995,0.098,-0.558,0.098,0.038,0.022,0.007,0.002,1,NULL,NULL,,1,0,1,7,255,,250,0,0
