condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,58,58,0,58,234163.330,-0.647,-0.031,0.134,-0.750,2440,571,1993,2675,2385,2345,1499,2743,46,0.742,132,1,26.759,0.508,9.375,-2.500,-24.938,-0.121,-0.211,0.977,-0.395,0.320,0.000,2.734,2.580,1.253,1.099,2,NULL,NULL,1124.000,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,234168.342,-0.646,-0.031,0.134,-0.751,2379,575,2071,2643,2413,2351,1566,2752,46,0.742,132,1,25.162,0.425,9.000,-4.500,-23.063,-0.117,-0.199,0.988,-0.395,0.156,0.023,2.758,2.604,1.253,1.099,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,234173.328,-0.645,-0.031,0.133,-0.752,2340,580,2121,2619,2431,2347,1618,2771,46,0.742,132,1,23.585,0.340,6.875,-5.000,-22.000,-0.121,-0.191,1.012,-0.309,0.105,0.098,2.782,2.626,1.253,1.099,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,234178.316,-0.644,-0.031,0.133,-0.752,2297,585,2182,2589,2463,2344,1651,2778,46,0.742,132,1,22.287,0.266,5.250,-2.625,-21.500,-0.141,-0.184,0.988,-0.207,0.105,0.129,2.802,2.646,1.253,1.099,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,234183.327,-0.644,-0.031,0.133,-0.753,2247,582,2249,2553,2487,2345,1706,2781,46,0.742,132,1,24.593,0.387,3.688,-5.750,-23.625,-0.148,-0.199,0.965,-0.207,0.301,0.129,2.822,2.664,1.253,1.099,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,234188.340,-0.643,-0.032,0.133,-0.754,2174,564,2293,2521,2519,2345,1749,2790,46,0.742,132,1,28.070,0.530,4.813,-8.313,-26.375,-0.148,-0.223,0.969,-0.281,0.449,0.008,2.838,2.678,1.253,1.099,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,234193.337,-0.642,-0.032,0.132,-0.755,2094,567,2353,2473,2541,2344,1799,2807,46,0.742,132,1,28.453,0.601,6.625,-7.313,-26.688,-0.129,-0.207,0.973,-0.398,0.449,-0.016,2.850,2.690,1.253,1.099,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,234198.331,-0.641,-0.032,0.132,-0.755,2011,569,2411,2429,2571,2341,1841,2811,46,0.742,132,1,27.954,0.497,5.875,-9.500,-25.625,-0.113,-0.164,0.992,-0.398,0.297,0.008,2.860,2.700,1.253,1.099,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,234203.298,-0.640,-0.033,0.131,-0.756,1918,547,2453,2393,2588,2343,1883,2824,46,0.742,132,1,29.887,0.122,2.000,-15.250,-25.625,-0.125,-0.141,1.027,0.008,0.090,0.082,2.868,2.706,1.253,1.099,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,234208.316,-0.639,-0.033,0.131,-0.757,1817,543,2496,2333,2612,2331,1949,2839,46,0.742,132,1,34.944,0.541,-4.813,-17.688,-29.750,-0.145,-0.137,1.066,0.332,0.090,0.418,2.874,2.710,1.253,1.099,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
