condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,32,32,0,32,132593.312,-0.451,-0.149,0.018,0.880,2733,1194,2220,2711,1314,1961,467,1789,38,0.331,31,1,8.533,0.740,0.375,-2.375,-8.188,-0.258,-0.070,0.945,0.551,0.336,-0.363,0.086,0.000,0.466,0.533,2,NULL,NULL,1208.000,0,0,0,7,255,0,250,0,0
baseline,32,32,0,32,132598.312,-0.451,-0.149,0.018,0.880,2727,1192,2245,2687,1325,1969,471,1803,38,0.331,31,1,6.687,0.464,-0.125,-2.375,-6.250,-0.254,-0.051,0.949,0.328,0.266,-0.191,0.086,0.000,0.466,0.533,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32,32,0,32,132603.312,-0.451,-0.149,0.018,0.880,2729,1196,2254,2669,1352,1967,475,1812,38,0.331,31,1,5.631,0.319,-0.375,-2.563,-5.000,-0.266,-0.043,0.945,0.168,0.191,-0.191,0.086,0.000,0.466,0.533,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32,32,0,32,132608.312,-0.451,-0.149,0.018,0.880,2716,1221,2271,2671,1365,1973,471,1822,38,0.331,31,1,6.978,0.244,1.313,-2.813,-6.250,-0.297,-0.051,0.949,0.168,0.055,-0.168,0.086,0.000,0.466,0.533,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33,33,0,33,132613.312,-0.452,-0.148,0.018,0.880,2703,1225,2289,2659,1375,1974,479,1847,38,0.331,31,1,10.183,0.357,2.813,-4.125,-8.875,-0.301,-0.043,0.965,0.313,-0.156,-0.074,0.086,0.000,0.466,0.533,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33,33,0,33,132618.312,-0.452,-0.148,0.018,0.879,2692,1222,2297,2645,1395,1974,484,1863,38,0.331,31,1,8.477,0.349,1.375,-4.063,-7.313,-0.246,0.008,0.973,0.313,-0.156,-0.004,0.086,0.000,0.466,0.533,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33,33,0,33,132623.312,-0.452,-0.148,0.018,0.879,2682,1240,2315,2646,1407,1981,485,1869,38,0.331,31,1,3.466,0.399,0.250,-2.625,-2.250,-0.246,0.008,0.969,-0.395,-0.063,-0.004,0.086,0.000,0.466,0.533,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33,33,0,33,132628.312,-0.452,-0.148,0.018,0.879,2677,1235,2331,2636,1420,1980,485,1879,38,0.331,31,1,5.766,0.399,1.188,-3.563,-4.375,-0.305,-0.055,0.992,-0.395,-0.063,-0.004,0.086,0.000,0.466,0.533,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,51,51,0,51,132633.312,-0.452,-0.148,0.017,0.879,2667,1240,2345,2627,1439,1991,501,1890,38,0.331,31,1,8.345,0.182,-2.188,-5.000,-6.313,-0.258,-0.020,0.980,-0.125,-0.063,0.117,0.086,0.000,0.466,0.533,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,51,51,0,51,132638.312,-0.452,-0.148,0.017,0.879,2655,1249,2351,2615,1456,1983,517,1900,38,0.331,31,1,4.947,0.180,-3.813,-3.063,-0.750,-0.238,0.008,0.941,-0.125,-0.055,0.117,0.086,0.000,0.466,0.533,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,51,51,0,51,132643.312,-0.453,-0.148,0.017,0.879,2647,1247,2365,2605,1472,1990,529,1912,38,0.331,31,1,6.171,0.180,0.625,-3.813,-4.813,-0.293,-0.055,0.977,-0.125,-0.055,0.117,0.086,0.000,0.466,0.533,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,51,51,0,51,132648.312,-0.453,-0.148,0.017,0.879,2645,1253,2387,2595,1494,1991,532,1925,38,0.331,31,1,6.203,0.318,-1.000,-4.688,-3.938,-0.230,-0.016,0.965,-0.297,-0.055,-0.102,0.086,0.000,0.466,0.533,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,51,51,0,51,132653.312,-0.453,-0.147,0.017,0.879,2634,1261,2404,2596,1509,2001,537,1949,38,0.331,31,1,2.609,0.073,-0.813,-2.063,1.375,-0.262,-0.023,0.961,-0.043,-0.035,-0.047,0.086,0.000,0.466,0.533,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,51,51,0,51,132658.312,-0.453,-0.147,0.017,0.879,2637,1264,2407,2585,1517,2003,537,1963,38,0.331,31,1,5.656,0.092,-0.813,-4.875,-2.750,-0.262,-0.031,0.984,-0.043,0.066,-0.047,0.086,0.000,0.466,0.533,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
