condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
stim,33,33,0,124996.369,0.601,0.048,0.064,-0.795,3200,559,1510,3604,445,1513,569,4095,42,0.097,4,1,21.982,0.114,-21.900,1.880,0.260,-0.209,-0.154,0.980,-0.068,-0.092,0.124,0.310,0.102,0.841,0.150,2,2,0,2,7,255,1728,200,0,0
stim,33,33,0,125001.369,0.601,0.049,0.064,-0.795,3195,584,1483,3593,485,1560,585,4095,42,0.097,4,1,19.234,0.163,-19.100,2.000,1.060,-0.202,-0.139,0.982,-0.134,-0.092,0.096,0.000,0.000,0.841,0.150,2,2,0,2,7,255,1728,200,0,0
stim,33,33,0,125006.369,0.601,0.049,0.065,-0.795,3208,548,1513,3605,560,1565,585,4095,42,0.000,4,1,20.150,0.246,-19.620,4.060,2.140,-0.192,-0.140,0.978,-0.238,-0.064,0.096,0.000,0.000,0.841,0.150,2,2,0,2,7,255,1728,200,0,0
stim,33,33,0,125011.369,0.601,0.050,0.065,-0.795,3213,590,1497,3591,553,1523,594,4095,42,0.000,4,1,16.763,0.240,-16.340,3.700,0.560,-0.191,-0.157,0.971,-0.238,0.028,0.040,0.000,0.000,0.841,0.150,2,2,0,2,7,255,1728,200,0,0
stim,34,34,0,125016.370,0.600,0.050,0.066,-0.795,3211,564,1491,3603,538,1557,601,4095,42,0.000,4,1,18.618,0.250,-18.080,4.360,0.860,-0.190,-0.116,0.957,-0.248,0.028,-0.002,0.000,0.000,0.841,0.150,2,2,0,2,7,255,1728,200,0,0
stim,34,34,0,125021.369,0.600,0.050,0.066,-0.796,3218,587,1499,3613,605,1582,595,4095,42,0.000,4,1,23.795,0.229,-23.180,4.540,2.880,-0.192,-0.139,0.953,-0.228,-0.018,-0.198,0.000,0.000,0.841,0.150,2,2,0,2,7,255,1728,200,0,0
stim,34,34,0,125026.369,0.600,0.051,0.067,-0.796,3197,559,1491,3607,652,1553,595,4095,42,0.000,4,1,21.213,0.229,-20.680,4.580,-1.160,-0.183,-0.153,0.967,-0.228,-0.018,-0.198,0.000,0.000,0.841,0.150,2,2,0,2,7,255,1728,200,0,0
stim,34,34,0,125031.369,0.600,0.051,0.067,-0.796,3206,555,1512,3612,661,1549,585,4095,42,0.000,4,1,22.398,0.229,-21.680,5.480,-1.280,-0.192,-0.129,0.970,-0.228,-0.018,-0.054,0.000,0.000,0.841,0.150,2,2,0,2,7,255,1728,200,0,0
stim,80,80,0,125036.369,0.600,0.052,0.067,-0.796,3205,524,1531,3597,651,1543,585,4095,42,0.000,4,1,22.068,0.273,-21.280,5.660,-1.460,-0.194,-0.140,0.965,-0.272,-0.024,-0.054,0.000,0.000,0.841,0.150,2,2,0,2,7,255,1728,200,0,0
stim,80,80,0,125041.369,0.600,0.053,0.068,-0.796,3211,538,1556,3603,695,1533,572,4095,42,0.000,4,1,26.706,0.273,-25.620,7.540,0.000,-0.198,-0.142,0.959,-0.272,-0.028,-0.076,0.000,0.000,0.841,0.150,2,2,0,2,7,255,1728,200,0,0
