condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,58,58,0,58,162305.363,0.690,0.063,0.067,-0.718,2846,963,0,2933,2154,2164,1149,2289,42,0.000,41,0,7.334,0.188,-4.375,-3.938,4.375,0.008,-0.219,1.008,0.082,-0.043,0.164,0.000,0.000,0.192,0.648,0,NULL,NULL,1100.000,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,162310.362,0.690,0.063,0.067,-0.718,2853,973,0,2949,2167,2171,1161,2287,42,0.000,41,0,8.904,0.181,-5.688,-4.938,4.750,-0.027,-0.184,0.988,-0.063,-0.043,0.164,0.000,0.000,0.192,0.648,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,162315.363,0.690,0.063,0.068,-0.718,2863,981,0,2928,2169,2181,1172,2301,42,0.000,41,0,4.762,0.259,-2.500,-3.875,-1.188,-0.023,-0.211,0.969,-0.063,-0.250,0.027,0.000,0.000,0.192,0.648,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,162320.363,0.690,0.063,0.068,-0.718,2847,979,0,2932,2174,2183,1178,2299,42,0.000,41,0,4.652,0.259,-0.250,-3.875,-2.563,0.020,-0.238,1.004,-0.063,-0.250,0.027,0.000,0.000,0.192,0.648,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,162325.363,0.690,0.063,0.068,-0.718,2863,987,0,2931,2189,2195,1180,2309,42,0.000,41,0,4.052,0.262,-1.188,-3.688,1.188,0.020,-0.203,1.004,-0.063,0.168,0.191,0.000,0.000,0.192,0.648,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,162330.363,0.690,0.063,0.068,-0.718,2855,994,0,2937,2196,2195,1190,2310,42,0.000,41,0,3.745,0.331,-1.688,-3.125,1.188,-0.012,-0.191,1.000,-0.211,0.168,0.191,0.000,0.000,0.192,0.648,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,162335.362,0.690,0.063,0.068,-0.718,2847,990,0,2931,2197,2189,1195,2312,42,0.000,41,0,3.891,0.291,-1.688,-3.438,-0.688,-0.004,-0.211,1.012,-0.211,-0.059,0.191,0.000,0.000,0.192,0.648,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,162340.363,0.690,0.063,0.068,-0.718,2852,997,0,2935,2201,2184,1198,2315,42,0.000,41,0,3.587,0.261,0.375,-3.500,-0.688,0.008,-0.207,1.000,-0.176,-0.059,0.184,0.000,0.000,0.192,0.648,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,162345.362,0.690,0.063,0.068,-0.718,2841,991,0,2926,2200,2197,1207,2323,42,0.000,41,0,3.127,0.249,1.000,-2.625,-1.375,0.004,-0.207,0.992,-0.168,0.000,0.184,0.000,0.000,0.192,0.648,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,162350.363,0.690,0.063,0.068,-0.718,2839,997,0,2921,2205,2196,1215,2322,42,0.000,41,0,3.029,0.255,-0.813,-2.875,0.500,0.004,-0.203,1.020,-0.176,0.016,0.184,0.000,0.000,0.192,0.648,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,96,96,0,96,162355.363,0.690,0.062,0.069,-0.718,2835,997,0,2917,2208,2198,1223,2323,42,0.000,41,0,3.241,0.323,0.750,-3.063,-0.750,-0.004,-0.199,1.008,-0.238,0.000,0.219,0.000,0.000,0.192,0.648,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,96,96,0,96,162360.363,0.690,0.062,0.069,-0.718,2833,995,0,2919,2221,2193,1235,2334,42,0.000,41,0,2.843,0.324,-0.500,-2.438,-1.375,0.008,-0.219,0.984,-0.238,0.016,0.219,0.000,0.000,0.192,0.648,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,96,96,0,96,162365.362,0.690,0.062,0.069,-0.718,2828,999,0,2915,2219,2195,1239,2339,42,0.000,41,0,2.870,0.173,-1.375,-2.500,-0.313,0.004,-0.219,0.996,-0.055,-0.008,0.164,0.000,0.000,0.192,0.648,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,96,96,0,96,162370.363,0.690,0.062,0.069,-0.718,2822,989,0,2909,2220,2195,1242,2327,42,0.000,41,0,2.993,0.173,0.188,-2.375,-1.813,-0.008,-0.207,1.000,-0.055,-0.008,0.164,0.000,0.000,0.192,0.648,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,122,122,0,122,162375.363,0.690,0.062,0.069,-0.718,2811,995,0,2903,2229,2201,1247,2333,42,0.000,41,0,4.057,0.173,-2.625,-2.188,-2.188,0.008,-0.219,0.980,-0.055,-0.008,0.164,0.000,0.000,0.192,0.648,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,122,122,0,122,162380.363,0.690,0.062,0.069,-0.718,2805,999,0,2919,2232,2195,1257,2333,42,0.000,41,0,2.527,0.247,-0.438,-2.188,-1.188,-0.008,-0.199,1.000,-0.156,-0.121,0.148,0.000,0.000,0.192,0.648,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,122,122,0,122,162385.362,0.690,0.062,0.069,-0.717,2804,987,0,2895,2233,2196,1271,2329,42,0.000,41,0,4.700,0.068,-1.875,-2.125,-3.750,0.012,-0.223,0.984,-0.031,0.043,0.043,0.000,0.000,0.192,0.648,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,122,122,0,122,162390.363,0.690,0.062,0.069,-0.717,2799,984,0,2892,2234,2197,1274,2332,42,0.000,41,0,3.035,0.136,-1.625,-2.563,0.063,0.000,-0.211,0.984,-0.117,-0.047,0.051,0.000,0.000,0.192,0.648,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
