condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
stim,15,15,0,795733.829,0.991,0.052,-0.068,-0.102,2348,0,168,2464,109,925,27,619,1,0.000,3,0,0.177,0.008,0.100,0.140,-0.040,-0.151,-0.092,0.986,-0.002,0.008,0.000,0.000,0.000,0.000,0.000,1,2,0,3,7,255,1224,250,0,0
stim,15,15,0,795738.829,0.991,0.052,-0.068,-0.102,2350,0,172,2457,167,925,36,607,1,0.000,3,0,0.540,0.072,0.040,0.140,-0.520,-0.157,-0.099,0.990,-0.028,-0.066,0.008,0.000,0.000,0.000,0.000,1,2,0,3,7,255,1224,250,0,0
stim,31,31,0,795743.829,0.991,0.052,-0.068,-0.102,2345,0,167,2471,153,925,28,620,1,0.000,3,0,1.078,0.096,-0.080,-0.340,-1.020,-0.150,-0.097,0.994,-0.028,-0.092,0.046,0.000,0.000,0.000,0.000,1,2,0,3,7,255,1224,250,0,0
stim,31,31,0,795748.829,0.991,0.052,-0.068,-0.102,2335,0,173,2485,141,924,31,619,1,0.000,3,0,0.531,0.092,-0.080,-0.340,-0.400,-0.135,-0.077,0.987,0.006,-0.092,0.046,0.000,0.000,0.000,0.000,1,2,0,3,7,255,1224,250,0,0
stim,47,47,0,795753.829,0.991,0.052,-0.068,-0.102,2345,0,169,2459,135,927,30,597,1,0.000,3,0,1.277,0.141,0.160,0.260,1.240,-0.134,-0.070,0.979,0.080,0.116,-0.036,0.000,0.000,0.000,0.000,1,2,0,3,7,255,1224,250,0,0
stim,47,47,0,795758.829,0.991,0.052,-0.068,-0.102,2343,0,166,2473,139,923,29,616,1,0.000,3,0,0.961,0.141,0.220,0.620,0.700,-0.158,-0.098,0.987,0.080,0.116,-0.036,0.000,0.000,0.000,0.000,1,2,0,3,7,255,1224,250,0,0
stim,47,47,0,795763.829,0.991,0.052,-0.068,-0.102,2349,0,170,2471,135,923,27,623,1,0.000,3,0,2.250,0.136,-0.280,-0.480,-2.180,-0.157,-0.108,1.002,-0.026,-0.134,0.020,0.000,0.000,0.000,0.000,1,2,0,3,7,255,1224,250,0,0
stim,47,47,0,795768.829,0.991,0.052,-0.068,-0.102,2347,0,175,2476,124,922,27,627,1,0.000,3,0,0.964,0.136,-0.200,-0.900,-0.280,-0.121,-0.061,0.980,-0.026,-0.134,0.020,0.000,0.000,0.000,0.000,1,2,0,3,7,255,1224,250,0,0
stim,47,47,0,795773.829,0.991,0.052,-0.068,-0.102,2350,0,171,2476,103,929,31,621,1,0.000,3,0,3.813,0.084,0.580,1.540,3.440,-0.148,-0.076,0.974,-0.026,0.080,-0.130,0.000,0.000,0.000,0.000,1,2,0,3,7,255,1224,250,0,0
stim,47,47,0,795778.829,0.991,0.052,-0.068,-0.102,2349,0,168,2479,121,923,28,619,1,0.000,3,0,2.554,0.091,-0.260,-0.040,-2.540,-0.187,-0.138,1.014,-0.044,0.080,-0.130,0.000,0.000,0.000,0.000,1,2,0,3,7,255,1224,250,0,0
stim,63,63,0,795783.829,0.991,0.052,-0.068,-0.102,2357,0,173,2467,102,921,33,617,1,0.000,3,0,3.496,0.091,-0.760,-2.060,-2.720,-0.112,-0.062,0.984,-0.044,0.080,-0.104,0.000,0.000,0.000,0.000,1,2,0,3,7,255,1224,250,0,1224
stim,63,63,0,795788.830,0.991,0.052,-0.068,-0.102,2347,0,171,2473,111,923,27,621,1,0.000,3,0,6.027,0.276,1.260,2.220,5.460,-0.133,-0.056,0.956,0.034,0.274,-0.104,0.000,0.000,0.000,0.000,1,2,0,3,7,255,1224,250,3,1224
stim,63,63,0,795793.829,0.991,0.052,-0.068,-0.102,2347,1,175,2471,116,926,31,619,1,0.000,3,0,3.573,0.276,-0.580,0.200,-3.520,-0.192,-0.150,1.030,0.034,0.274,-0.104,0.000,0.000,0.000,0.000,1,2,0,3,7,255,1224,250,8,1224
