condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,5195,5195,0,672956.816,0.978,-0.117,-0.013,0.175,59,89,55,37,36,0,55,17,0,0.000,0,0,0.120,0.008,0.080,0.080,-0.040,0.003,0.029,1.002,0.006,0.006,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,1070.000,1,0,2,7,255,0,250,0,0
baseline,5195,5195,0,672961.817,0.978,-0.117,-0.013,0.175,57,81,82,72,40,1,44,56,0,0.000,0,0,0.092,0.006,0.080,0.020,-0.040,0.003,0.028,1.004,-0.002,0.006,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,0,2,7,255,0,250,0,0
baseline,5195,5195,0,672966.817,0.978,-0.117,-0.013,0.175,69,93,58,43,25,0,42,13,0,0.000,0,0,0.085,0.003,0.080,0.020,0.020,0.004,0.028,1.004,-0.002,-0.002,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,0,2,7,255,0,250,0,0
baseline,5195,5195,0,672971.816,0.978,-0.117,-0.013,0.175,91,104,59,56,38,7,41,31,0,0.000,0,0,0.049,0.003,0.020,0.020,-0.040,0.004,0.029,1.003,0.002,-0.002,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,0,2,7,255,0,250,0,0
baseline,5195,5195,0,672976.817,0.978,-0.117,-0.013,0.175,61,71,91,75,21,0,51,55,0,0.000,0,0,0.120,0.004,0.080,0.080,-0.040,0.003,0.027,1.002,0.002,-0.004,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,0,2,7,255,0,250,0,0
baseline,5195,5195,0,672981.816,0.978,-0.117,-0.013,0.175,88,91,61,81,21,0,47,28,0,0.000,0,0,0.092,0.006,0.080,-0.040,0.020,0.003,0.029,1.002,-0.004,0.004,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,0,2,7,255,0,250,0,0
baseline,5212,5212,0,672986.816,0.978,-0.117,-0.013,0.175,54,69,89,62,26,0,57,47,0,0.000,0,0,0.049,0.006,0.020,0.020,-0.040,0.003,0.029,1.002,-0.004,0.004,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,0,2,7,255,0,250,0,0
baseline,5212,5212,0,672991.817,0.978,-0.117,-0.013,0.175,45,55,91,31,53,16,81,14,0,0.000,0,0,0.147,0.004,0.140,0.020,-0.040,0.004,0.028,1.003,-0.002,0.004,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,0,2,7,255,0,250,0,0
baseline,5230,5230,0,672996.816,0.978,-0.117,-0.013,0.175,89,92,57,73,28,0,46,27,0,0.000,0,0,0.060,0.002,0.020,-0.040,-0.040,0.003,0.029,1.003,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,0,2,7,255,0,250,0,0
baseline,5230,5230,0,673001.817,0.978,-0.117,-0.013,0.175,48,63,80,36,41,1,71,15,0,0.000,0,0,0.035,0.002,0.020,0.020,0.020,0.003,0.029,1.001,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,0,2,7,255,0,250,0,0
baseline,5230,5230,0,673006.816,0.978,-0.117,-0.013,0.175,57,105,53,40,35,0,55,12,0,0.000,0,0,0.092,0.002,0.080,0.020,-0.040,0.004,0.028,1.002,0.000,0.002,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,0,2,7,255,0,250,0,0
baseline,5230,5230,0,673011.816,0.978,-0.117,-0.013,0.175,75,101,59,45,56,12,73,28,0,0.000,0,0,0.092,0.004,0.080,0.020,-0.040,0.003,0.029,1.003,-0.002,0.004,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,0,2,7,255,0,250,0,0
baseline,5230,5230,0,673016.816,0.978,-0.117,-0.013,0.175,89,92,61,75,23,0,40,53,0,0.000,0,0,0.092,0.004,0.080,0.020,-0.040,0.004,0.027,1.004,0.000,-0.004,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,0,2,7,255,450,250,0,0
baseline,5230,5230,0,673021.816,0.978,-0.117,-0.013,0.175,57,79,71,44,41,5,20,29,0,0.000,0,0,0.049,0.002,0.020,0.020,-0.040,0.003,0.029,1.003,0.000,0.002,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,0,2,7,255,450,250,0,0
baseline,5260,5260,0,673026.816,0.978,-0.117,-0.013,0.175,47,62,82,37,41,0,63,33,0,0.000,0,0,0.035,0.002,0.020,0.020,0.020,0.004,0.030,1.002,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,0,2,7,255,450,250,0,0
baseline,5260,5260,0,673031.816,0.978,-0.117,-0.013,0.175,93,98,67,85,25,0,43,35,0,0.000,0,0,0.092,0.002,0.080,0.020,-0.040,0.003,0.028,1.002,0.000,0.002,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,0,2,7,255,450,250,0,0
baseline,5260,5260,0,673036.816,0.978,-0.117,-0.013,0.175,75,59,57,71,24,0,43,43,0,0.000,0,0,0.085,0.010,0.080,0.020,0.020,0.003,0.031,1.003,0.002,0.010,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,0,2,7,255,450,250,0,0
baseline,5260,5260,1,673041.816,0.978,-0.117,-0.013,0.175,59,103,54,53,45,3,61,21,0,0.000,0,0,0.092,0.003,0.080,0.020,-0.040,0.003,0.028,1.003,-0.002,-0.002,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,2,0
baseline,5260,5260,1,673046.816,0.978,-0.117,-0.013,0.175,89,76,67,77,19,0,51,43,0,0.000,0,0,0.092,0.002,0.080,0.020,-0.040,0.004,0.028,1.003,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,7,0
baseline,5260,5260,1,673051.816,0.978,-0.117,-0.013,0.175,75,94,58,39,24,0,42,12,0,0.000,0,0,0.085,0.002,0.080,0.020,0.020,0.004,0.029,1.003,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,12,0
baseline,5291,5291,1,673056.816,0.978,-0.117,-0.013,0.175,74,94,59,29,43,2,60,25,0,0.000,0,0,0.049,0.000,0.020,0.020,-0.040,0.003,0.029,1.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,17,0
baseline,5291,5291,1,673061.817,0.978,-0.117,-0.013,0.175,71,63,83,70,23,0,52,43,0,0.000,0,0,0.092,0.004,0.080,0.020,-0.040,0.002,0.029,1.001,0.000,0.004,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,22,0
baseline,5291,5291,1,673066.817,0.978,-0.117,-0.013,0.175,83,93,67,69,24,0,41,46,0,0.000,0,0,0.120,0.000,0.080,0.080,-0.040,0.003,0.029,1.003,0.000,0.000,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,27,0
baseline,5291,5291,1,673071.817,0.978,-0.117,-0.013,0.175,61,75,79,67,22,8,64,44,0,0.000,0,0,0.085,0.004,0.080,0.020,0.020,0.004,0.029,1.003,0.000,0.004,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,32,0
baseline,5323,5323,1,673076.816,0.978,-0.117,-0.013,0.175,58,61,93,64,21,0,64,53,0,0.000,0,0,0.120,0.002,0.080,0.080,-0.040,0.002,0.028,1.002,0.000,0.002,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,37,0
baseline,5323,5323,1,673081.816,0.978,-0.117,-0.013,0.175,61,88,67,41,53,2,75,21,0,0.000,0,0,0.092,0.002,0.080,0.020,-0.040,0.003,0.029,1.003,0.000,0.002,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,42,0
baseline,5323,5323,1,673086.816,0.978,-0.117,-0.013,0.175,59,89,91,43,45,0,83,28,0,0.000,0,0,0.120,0.004,0.080,0.080,-0.040,0.003,0.029,1.003,-0.004,0.002,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,47,0
baseline,5323,5323,1,673091.816,0.978,-0.117,-0.013,0.175,52,84,71,43,54,11,85,19,0,0.000,0,0,0.085,0.006,0.080,0.020,0.020,0.002,0.029,1.003,-0.004,0.004,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,52,0
baseline,5323,5323,1,673096.816,0.978,-0.117,-0.013,0.175,48,63,80,69,23,0,46,41,0,0.000,0,0,0.049,0.007,0.020,0.020,-0.040,0.003,0.029,1.003,-0.004,0.006,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,57,0
baseline,5323,5323,1,673101.816,0.978,-0.117,-0.013,0.175,87,93,64,77,25,0,42,57,0,0.000,0,0,0.049,0.004,0.020,0.020,-0.040,0.003,0.028,1.004,-0.002,0.004,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,62,0
baseline,5323,5323,1,673106.816,0.978,-0.117,-0.013,0.175,71,80,57,62,24,0,40,43,0,0.000,0,0,0.035,0.003,0.020,0.020,0.020,0.004,0.029,1.003,-0.002,-0.002,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,67,0
baseline,5323,5323,1,673111.816,0.978,-0.117,-0.013,0.175,82,93,13,45,28,0,43,23,0,0.000,0,0,0.092,0.004,0.020,0.080,-0.040,0.004,0.029,1.002,0.004,-0.002,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,72,0
baseline,5340,5340,1,673116.816,0.978,-0.117,-0.013,0.175,46,61,82,33,42,1,69,13,0,0.000,0,0,0.085,0.004,0.080,0.020,0.020,0.003,0.029,1.003,0.004,0.002,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,77,0
baseline,5340,5340,1,673121.816,0.978,-0.117,-0.013,0.175,87,73,88,83,19,0,44,51,0,0.000,0,0,0.092,0.004,0.080,-0.040,0.020,0.004,0.029,1.004,0.004,0.002,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,82,0
baseline,5341,5341,1,673126.816,0.978,-0.117,-0.013,0.175,48,60,80,59,21,0,62,41,0,0.000,0,0,0.092,0.003,0.080,-0.040,0.020,0.003,0.029,1.003,-0.002,0.002,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,1,1,2,7,255,450,250,87,0
