condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
stim,16,16,0,335353.829,0.994,0.041,-0.042,0.093,2476,0,176,2275,1199,1103,37,812,0,0.000,1,0,0.379,0.004,-0.280,-0.160,-0.200,-0.077,-0.092,1.001,-0.004,0.002,0.016,0.000,0.000,0.000,0.000,0,2,0,3,7,255,918,200,0,0
stim,16,16,0,335358.829,0.994,0.041,-0.042,0.093,2488,0,175,2274,1120,1111,39,809,0,0.000,1,0,0.381,0.003,-0.340,-0.100,-0.140,-0.074,-0.090,0.995,0.002,0.002,0.016,0.000,0.000,0.000,0.000,0,2,0,3,7,255,918,200,0,0
stim,16,16,0,335363.829,0.994,0.041,-0.042,0.093,2501,0,186,2276,20,1107,40,821,0,0.000,1,0,0.453,0.021,-0.400,0.140,0.160,-0.075,-0.088,0.991,0.020,0.006,-0.010,0.000,0.000,0.000,0.000,0,2,0,3,7,255,918,200,0,0
stim,16,16,0,335368.829,0.994,0.041,-0.042,0.093,2485,0,180,2277,17,1111,39,811,0,0.000,1,0,0.526,0.021,-0.460,0.200,0.160,-0.079,-0.091,0.993,0.020,0.006,-0.024,0.000,0.000,0.000,0.000,0,2,0,3,7,255,918,200,0,0
stim,60,60,0,335373.829,0.994,0.041,-0.042,0.093,2477,0,182,2277,156,1104,37,815,0,0.000,1,0,0.625,0.019,-0.340,-0.160,-0.500,-0.079,-0.093,0.998,-0.018,0.006,-0.024,0.000,0.000,0.000,0.000,0,2,0,3,7,255,918,200,0,0
stim,60,60,0,335378.829,0.994,0.041,-0.042,0.093,2472,0,179,2269,460,1112,39,825,0,0.000,1,0,0.240,0.019,0.160,-0.160,-0.080,-0.069,-0.082,0.999,-0.018,0.006,0.012,0.000,0.000,0.000,0.000,0,2,0,3,7,255,918,200,0,0
stim,61,61,0,335383.829,0.994,0.041,-0.042,0.093,2489,0,181,2279,435,1113,41,812,0,0.000,1,0,1.600,0.013,0.340,0.440,1.500,-0.077,-0.090,0.993,-0.004,0.012,0.012,0.000,0.000,0.000,0.000,0,2,0,3,7,255,918,200,0,0
stim,61,61,0,335388.829,0.994,0.041,-0.042,0.093,2489,0,181,2279,188,1108,39,811,0,0.000,1,0,1.301,0.013,-0.820,0.140,-1.000,-0.099,-0.115,1.002,-0.004,0.012,0.012,0.000,0.000,0.000,0.000,0,2,0,3,7,255,918,200,0,0
stim,61,61,0,335393.829,0.994,0.041,-0.042,0.093,2477,0,181,2271,329,1107,37,815,0,0.000,1,0,3.599,0.013,-0.940,-1.200,-3.260,-0.065,-0.082,1.001,-0.004,0.012,0.032,0.000,0.000,0.000,0.000,0,2,0,3,7,255,918,200,0,0
stim,61,61,0,335398.829,0.994,0.041,-0.042,0.093,2487,0,184,2281,311,1111,42,815,0,0.000,1,0,3.744,0.160,1.440,0.620,3.400,-0.051,-0.054,0.974,0.138,0.080,0.032,0.000,0.000,0.000,0.000,0,2,0,3,7,255,918,200,0,0
