condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,0,0,0,0,155811.803,0.999,-0.011,-0.040,0.000,1292,24,0,2215,0,916,0,491,46,0.011,44,0,0.325,0.055,-0.313,0.063,0.063,-0.150,0.015,0.990,0.038,-0.028,-0.028,0.000,0.000,0.014,0.004,0,NULL,NULL,1070.000,2,0,1,7,255,1070,300,0,0
pre_stim,0,0,0,0,155816.804,0.999,-0.011,-0.040,0.001,1295,23,0,2205,0,919,0,492,46,0.011,44,0,0.877,0.045,0.000,0.063,-0.875,-0.168,0.023,0.995,-0.034,0.010,-0.028,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
pre_stim,1,1,0,1,155821.803,0.999,-0.011,-0.040,0.000,1294,19,0,2212,0,917,0,490,46,0.011,44,0,1.512,0.093,-0.750,0.000,1.313,-0.149,0.008,0.982,0.084,-0.028,-0.028,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
pre_stim,1,1,0,1,155826.804,0.999,-0.011,-0.040,0.001,1291,20,0,2212,0,915,0,487,46,0.011,44,0,0.996,0.075,0.563,0.125,-0.813,-0.165,0.022,1.003,-0.028,0.046,0.052,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
pre_stim,1,1,0,1,155831.803,0.999,-0.011,-0.041,0.000,1299,24,0,2208,0,916,0,489,46,0.011,44,0,1.252,0.119,-1.188,0.125,0.375,-0.161,0.022,0.979,-0.028,0.046,-0.106,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
pre_stim,1,1,0,1,155836.804,0.999,-0.011,-0.040,0.000,1293,24,0,2217,0,916,0,489,46,0.011,44,0,0.673,0.090,0.625,0.000,0.250,-0.152,-0.001,1.000,-0.028,0.046,0.072,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
pre_stim,24,24,0,24,155841.804,0.999,-0.011,-0.041,0.000,1291,24,0,2220,0,917,0,489,46,0.011,44,0,0.664,0.058,-0.625,0.125,-0.188,-0.167,0.039,0.988,-0.028,0.048,-0.018,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
pre_stim,24,24,0,24,155846.804,0.999,-0.011,-0.041,0.000,1295,23,0,2208,0,916,0,489,46,0.011,44,0,0.519,0.123,-0.500,0.063,-0.125,-0.155,0.006,0.987,0.042,-0.114,-0.018,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
pre_stim,24,24,0,24,155851.803,0.999,-0.011,-0.041,0.000,1291,22,0,2207,0,917,0,488,46,0.011,44,0,0.480,0.097,0.438,0.063,0.188,-0.155,0.009,0.996,0.042,-0.086,-0.018,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
pre_stim,24,24,0,24,155856.804,0.999,-0.011,-0.041,0.000,1299,18,0,2207,0,915,0,487,46,0.011,44,0,0.670,0.099,-0.563,0.188,0.313,-0.167,0.036,0.987,0.042,-0.086,-0.024,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
pre_stim,52,52,0,52,155861.803,0.999,-0.011,-0.041,0.000,1291,24,0,2208,0,911,0,486,46,0.011,44,0,0.656,0.079,-0.188,0.063,-0.625,-0.157,0.010,0.993,0.028,-0.072,0.014,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
pre_stim,52,52,0,52,155866.804,0.999,-0.011,-0.041,0.000,1291,23,0,2215,0,911,0,485,46,0.011,44,0,0.153,0.079,0.125,0.063,-0.063,-0.152,0.009,0.991,0.028,-0.072,-0.016,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
pre_stim,78,78,0,78,155871.803,0.999,-0.011,-0.041,0.000,1291,23,0,2216,0,916,0,483,46,0.011,44,0,1.055,0.078,-0.313,0.125,1.000,-0.163,0.026,0.989,0.028,-0.072,-0.012,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
pre_stim,78,78,0,78,155876.804,0.999,-0.011,-0.041,0.000,1301,21,0,2219,0,913,0,483,46,0.011,44,0,0.504,0.076,-0.313,0.125,-0.375,-0.166,0.024,0.994,-0.036,0.066,-0.012,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
pre_stim,78,78,0,78,155881.803,0.999,-0.011,-0.041,0.000,1292,18,0,2218,0,917,0,482,46,0.011,44,0,1.072,0.076,-0.125,0.063,-1.063,-0.151,0.013,0.988,-0.036,0.066,-0.012,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
pre_stim,78,78,0,78,155886.804,0.999,-0.011,-0.041,0.000,1297,21,0,2218,0,915,0,480,46,0.011,44,0,0.942,0.091,-0.063,0.063,0.938,-0.152,0.006,0.991,0.076,-0.048,-0.012,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
pre_stim,78,78,0,78,155891.803,0.999,-0.011,-0.041,0.000,1299,21,0,2217,0,911,0,480,46,0.011,44,0,1.174,0.091,-0.313,0.125,1.125,-0.170,0.028,0.992,0.076,-0.048,-0.012,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
pre_stim,78,78,0,78,155896.804,0.999,-0.011,-0.041,0.000,1291,19,0,2223,0,910,0,484,46,0.011,44,0,1.403,0.117,-0.250,0.125,-1.375,-0.166,0.032,0.991,-0.060,0.100,0.012,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
pre_stim,78,78,0,78,155901.803,0.999,-0.011,-0.041,0.001,1279,22,0,2217,0,911,0,487,46,0.011,44,0,1.266,0.117,-0.188,0.063,-1.250,-0.145,0.003,0.991,-0.060,0.100,0.012,0.000,0.000,0.014,0.004,0,NULL,NULL,,2,0,1,7,255,1070,300,0,0
