condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,28,28,0,702149.811,0.637,-0.002,-0.036,-0.770,3208,281,468,3235,1207,1928,0,1451,35,0.000,129,0,9.737,0.532,5.260,-1.360,8.080,-0.196,0.007,0.987,0.520,0.086,0.070,0.000,0.000,0.137,0.030,2,NULL,NULL,992.000,2,0,3,7,255,995,150,0,0
baseline,28,28,0,702154.810,0.636,-0.002,-0.036,-0.770,3227,296,494,3257,1246,1955,0,1469,35,0.000,129,0,11.629,0.817,6.120,-2.020,9.680,-0.199,0.005,0.975,0.812,0.068,-0.064,0.000,0.000,0.137,0.030,2,NULL,NULL,,2,0,3,7,255,995,150,0,0
baseline,28,28,0,702159.811,0.636,-0.002,-0.036,-0.771,3229,329,510,3244,1253,1952,0,1485,35,0.000,129,0,13.092,0.830,7.340,-2.080,10.640,-0.202,0.028,0.963,0.812,0.016,-0.170,0.000,0.000,0.137,0.030,2,NULL,NULL,,2,0,3,7,255,995,150,0,0
baseline,28,28,0,702164.811,0.636,-0.003,-0.037,-0.771,3239,333,522,3283,1286,1989,0,1499,35,0.000,129,0,14.382,0.655,9.180,-2.520,10.780,-0.204,0.032,0.969,0.620,-0.076,-0.198,0.000,0.000,0.137,0.030,2,NULL,NULL,,2,0,3,7,255,995,150,0,0
baseline,28,28,0,702169.811,0.636,-0.003,-0.037,-0.771,3239,347,523,3260,1305,2007,0,1525,35,0.000,129,0,15.164,0.655,11.120,-3.380,9.740,-0.207,0.014,0.983,0.620,-0.076,-0.198,0.000,0.000,0.137,0.030,2,NULL,NULL,,2,0,3,7,255,995,150,0,0
baseline,28,28,0,702174.811,0.635,-0.003,-0.037,-0.771,3240,359,527,3257,1328,2021,0,1529,35,0.000,129,1,15.945,0.770,12.340,-4.460,9.060,-0.203,0.017,0.983,0.764,-0.054,-0.078,0.000,0.000,0.137,0.030,2,NULL,NULL,,2,0,3,7,255,995,150,0,0
baseline,60,60,0,702179.811,0.635,-0.004,-0.037,-0.772,3243,365,531,3255,1339,2025,0,1551,35,0.000,129,1,16.488,0.768,12.580,-4.460,9.680,-0.197,0.036,0.975,0.764,-0.026,-0.078,0.000,0.000,0.137,0.030,2,NULL,NULL,,2,0,3,7,255,995,150,0,0
baseline,60,60,0,702184.811,0.635,-0.004,-0.038,-0.772,3232,365,524,3281,1354,2045,0,1563,35,0.000,129,1,16.696,0.586,13.080,-4.220,9.480,-0.202,0.041,0.972,0.566,-0.026,-0.148,0.000,0.000,0.137,0.030,2,NULL,NULL,,2,0,3,7,255,995,150,0,0
baseline,60,60,0,702189.811,0.635,-0.005,-0.038,-0.772,3231,362,527,3263,1393,2042,0,1595,35,0.000,129,1,17.298,0.561,14.120,-5.020,8.640,-0.201,0.059,0.974,0.534,-0.088,-0.148,0.000,0.000,0.137,0.030,2,NULL,NULL,,2,0,3,7,255,995,150,0,0
baseline,60,60,0,702194.811,0.634,-0.006,-0.038,-0.772,3259,372,505,3259,1387,2083,0,1605,35,0.000,129,1,18.473,0.414,15.160,-5.800,8.820,-0.207,0.065,0.969,0.368,-0.104,-0.158,0.000,0.000,0.137,0.030,2,NULL,NULL,,2,0,3,7,255,995,150,0,0
