condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,13280,13280,0,13280,307734.786,0.929,-0.056,-0.096,-0.353,3134,0,0,3211,0,1551,0,615,54,1.097,20,0,139.805,14.935,-27.938,-103.813,89.375,-0.279,-0.518,0.991,11.108,-5.386,-8.406,0.074,0.138,1.063,1.163,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13280,13280,0,13280,307739.787,0.928,-0.058,-0.093,-0.355,3191,0,0,3227,0,1643,0,820,54,1.097,20,0,96.286,6.707,8.188,-78.563,55.063,-0.326,0.010,1.492,3.934,-5.386,-0.708,0.062,0.166,1.063,1.163,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13280,13280,0,13280,307744.786,0.929,-0.058,-0.090,-0.355,3197,0,0,3247,0,1699,0,987,54,1.097,20,0,54.887,5.345,-7.313,-54.125,-5.438,-0.143,0.214,1.480,1.492,-1.802,4.806,0.046,0.218,1.063,1.163,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13280,13280,0,13280,307749.787,0.929,-0.059,-0.088,-0.354,3212,0,0,3251,0,1763,0,1097,54,1.097,20,0,50.420,5.071,1.063,-47.250,-17.563,0.301,0.645,1.114,1.376,0.850,4.806,0.062,0.268,1.063,1.163,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13280,13280,0,13280,307754.786,0.929,-0.061,-0.087,-0.353,3200,3,0,3267,0,1824,0,1193,54,1.097,20,0,48.430,4.467,29.375,-37.438,-9.000,0.090,0.355,1.279,1.376,3.292,2.688,0.098,0.312,1.063,1.163,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13280,13280,0,13280,307759.787,0.930,-0.060,-0.086,-0.353,3229,62,0,3269,27,1883,0,1276,54,1.097,20,0,33.290,4.529,-8.938,-31.750,-4.500,-0.177,-0.092,1.362,1.564,3.292,2.688,0.138,0.348,1.063,1.163,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13296,13296,0,13296,307764.786,0.930,-0.059,-0.084,-0.352,3195,85,0,3273,61,1911,0,1362,54,1.097,21,0,66.135,3.556,-51.875,-29.625,-28.375,-0.317,-0.121,1.094,1.564,-1.724,2.688,0.166,0.370,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13296,13296,0,13296,307769.787,0.931,-0.057,-0.082,-0.350,3235,115,0,3271,159,1955,0,1432,54,1.097,21,0,73.486,3.647,-34.938,-24.688,-59.750,-0.072,-0.255,0.872,2.698,-2.258,0.960,0.178,0.376,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13296,13296,0,13296,307774.787,0.932,-0.057,-0.081,-0.348,3225,125,0,3257,207,1997,0,1496,54,1.097,21,0,57.597,3.997,-9.188,-23.000,-52.000,0.135,-0.075,0.983,3.188,-2.258,-0.846,0.176,0.366,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13296,13296,0,13296,307779.787,0.933,-0.056,-0.080,-0.347,3209,151,0,3247,266,2019,0,1543,54,1.097,21,0,30.654,3.323,-14.125,-18.375,-20.063,0.099,0.032,1.081,3.188,0.406,-0.846,0.158,0.340,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13312,13312,0,13312,307784.787,0.933,-0.055,-0.079,-0.348,3215,187,20,3255,337,2033,0,1613,54,1.097,21,0,32.528,3.073,-28.813,-14.938,2.188,-0.157,0.033,1.002,3.046,0.406,0.044,0.132,0.294,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13312,13312,0,13312,307789.787,0.933,-0.054,-0.078,-0.347,3223,221,35,3285,389,2041,0,1639,54,1.097,21,0,33.914,1.198,-27.438,-13.938,-14.250,-0.332,0.065,0.891,0.992,-0.670,0.044,0.112,0.236,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13312,13312,0,13312,307794.787,0.934,-0.054,-0.078,-0.346,3214,243,71,3287,427,2057,0,1683,54,1.097,21,0,47.052,0.953,-13.063,-14.688,-42.750,-0.265,0.116,0.930,-0.506,-0.734,-0.336,0.124,0.176,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13328,13328,0,13328,307799.787,0.935,-0.053,-0.077,-0.343,3239,281,101,3259,479,2071,0,1705,54,1.097,21,0,55.340,0.953,-7.188,-14.438,-52.938,-0.102,0.112,1.006,-0.506,-0.734,-0.336,0.152,0.132,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13328,13328,0,13328,307804.787,0.935,-0.053,-0.076,-0.342,3247,288,132,3263,542,2083,0,1719,54,1.097,21,0,45.233,0.905,-11.375,-11.000,-42.375,0.045,0.102,1.083,0.850,0.296,0.092,0.174,0.104,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13328,13328,0,13328,307809.787,0.936,-0.052,-0.075,-0.341,3215,302,160,3247,586,2075,0,1760,54,1.097,21,0,28.492,1.830,-20.000,-9.000,-18.188,-0.011,0.121,1.052,1.512,0.956,0.386,0.184,0.086,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13345,13345,0,13345,307814.787,0.936,-0.051,-0.074,-0.341,3243,337,197,3256,615,2093,0,1781,54,1.097,21,0,22.580,1.830,-16.000,-7.000,-14.313,-0.134,0.144,0.964,1.512,0.956,0.386,0.188,0.076,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13345,13345,0,13345,307819.787,0.936,-0.051,-0.074,-0.340,3251,363,216,3275,635,2091,0,1790,54,1.097,21,0,26.175,0.640,-7.313,-6.125,-24.375,-0.137,0.157,1.021,0.290,0.436,0.368,0.190,0.066,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13345,13345,0,13345,307824.787,0.937,-0.051,-0.074,-0.339,3219,365,235,3264,667,2105,0,1825,54,1.097,21,0,28.676,0.569,-3.500,-4.750,-28.063,-0.068,0.142,1.021,0.290,0.436,0.222,0.194,0.062,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13377,13377,0,13377,307829.787,0.937,-0.051,-0.073,-0.338,3231,373,262,3272,695,2135,0,1829,54,1.097,21,0,18.284,1.217,-3.313,-2.875,-17.750,-0.019,0.122,1.059,0.878,0.758,0.368,0.200,0.058,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13377,13377,0,13377,307834.787,0.937,-0.050,-0.073,-0.338,3243,383,273,3271,727,2133,0,1840,54,1.097,21,0,7.030,1.181,-5.375,-1.875,-4.125,-0.094,0.141,1.013,0.878,0.758,0.222,0.206,0.050,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13377,13377,0,13377,307839.787,0.937,-0.050,-0.073,-0.338,3244,387,280,3270,744,2135,0,1853,54,1.097,21,1,4.127,0.930,-3.375,-2.125,-1.063,-0.164,0.151,1.009,0.660,0.586,0.292,0.216,0.042,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13377,13377,0,13377,307844.787,0.937,-0.050,-0.073,-0.338,3241,391,301,3260,763,2139,0,1861,54,1.097,21,1,5.846,0.409,-2.875,-2.125,-4.625,-0.160,0.146,1.031,0.178,0.224,0.292,0.226,0.036,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13377,13377,0,13377,307849.787,0.937,-0.050,-0.073,-0.337,3239,397,309,3243,777,2145,0,1881,54,1.097,21,1,4.659,0.409,-1.188,-1.813,-4.125,-0.104,0.113,1.015,0.178,0.224,0.292,0.234,0.034,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13377,13377,0,13377,307854.787,0.937,-0.050,-0.072,-0.338,3223,393,315,3258,792,2139,0,1884,54,1.097,21,1,3.474,0.916,-0.063,-1.750,3.000,-0.094,0.119,1.040,0.748,0.318,0.422,0.242,0.034,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13392,13392,0,13392,307859.787,0.937,-0.050,-0.072,-0.338,3223,403,331,3247,814,2165,0,1909,54,1.097,21,1,7.867,0.947,-3.750,-1.188,6.813,-0.149,0.161,1.059,0.748,0.400,0.422,0.250,0.034,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13392,13392,0,13392,307864.787,0.937,-0.050,-0.072,-0.338,3237,392,333,3227,815,2142,0,1891,54,1.097,21,1,11.502,0.741,-10.125,-0.938,5.375,-0.162,0.138,1.042,0.224,0.400,0.582,0.256,0.034,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13392,13392,0,13392,307869.787,0.937,-0.050,-0.072,-0.338,3193,398,345,3245,829,2167,0,1899,54,1.097,21,1,11.322,0.638,-9.875,-1.938,5.188,-0.185,0.087,0.955,0.216,0.148,0.582,0.262,0.036,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13392,13392,0,13392,307874.787,0.937,-0.049,-0.072,-0.339,3212,395,348,3239,845,2159,0,1912,54,1.097,21,1,5.283,0.449,-3.250,-3.688,1.938,-0.202,0.089,0.964,0.170,-0.388,-0.150,0.264,0.036,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13392,13392,0,13392,307879.787,0.937,-0.049,-0.071,-0.338,3187,383,359,3226,867,2165,0,1923,54,1.097,21,1,6.243,0.423,-2.563,-5.438,-1.688,-0.192,0.107,0.997,0.076,-0.388,-0.150,0.264,0.034,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13392,13392,0,13392,307884.787,0.937,-0.049,-0.071,-0.338,3160,375,361,3200,871,2160,0,1929,54,1.097,21,1,7.919,0.396,-3.500,-6.625,-2.563,-0.175,0.082,0.968,0.076,-0.358,-0.150,0.266,0.032,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13411,13411,0,13411,307889.787,0.937,-0.049,-0.071,-0.338,3157,371,371,3197,893,2175,0,1941,54,1.097,21,1,8.208,0.491,-0.688,-8.125,0.938,-0.160,0.032,0.934,0.288,-0.358,-0.174,0.266,0.028,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13412,13412,0,13412,307894.787,0.937,-0.049,-0.070,-0.339,3172,368,367,3187,915,2183,0,1963,54,1.097,21,1,12.177,0.931,5.313,-10.125,4.188,-0.189,0.036,0.932,0.380,-0.648,-0.550,0.266,0.026,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13412,13412,0,13412,307899.787,0.937,-0.050,-0.070,-0.339,3124,364,377,3169,925,2179,0,1951,54,1.097,21,1,13.918,0.931,7.438,-11.375,3.000,-0.187,0.061,0.975,0.380,-0.648,-0.550,0.266,0.024,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13412,13412,0,13412,307904.787,0.937,-0.050,-0.069,-0.339,3119,363,376,3177,941,2195,0,2001,54,1.097,21,1,14.616,0.810,6.375,-12.625,3.688,-0.166,0.063,0.952,0.380,-0.616,-0.364,0.266,0.022,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13449,13449,0,13449,307909.787,0.937,-0.051,-0.069,-0.339,3115,369,379,3147,965,2197,0,2011,54,1.097,21,1,17.879,0.688,9.313,-14.188,5.625,-0.171,0.068,0.942,0.330,-0.482,-0.364,0.266,0.018,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13449,13449,0,13449,307914.787,0.937,-0.051,-0.068,-0.339,3087,362,411,3160,977,2196,0,2043,54,1.097,21,1,19.567,0.679,11.063,-15.500,4.500,-0.184,0.097,0.977,0.322,-0.474,-0.364,0.268,0.016,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13449,13449,0,13449,307919.787,0.937,-0.052,-0.068,-0.339,3087,365,426,3125,1023,2223,0,2077,54,1.097,21,1,19.706,0.423,10.813,-16.188,3.063,-0.152,0.120,0.977,0.200,-0.364,-0.080,0.266,0.014,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13449,13449,0,13449,307924.787,0.937,-0.053,-0.067,-0.339,3063,371,440,3133,1064,2215,0,2104,54,1.097,21,1,21.767,0.215,12.875,-16.688,5.438,-0.128,0.134,0.970,0.200,-0.004,-0.080,0.264,0.010,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13477,13477,0,13477,307929.787,0.937,-0.054,-0.067,-0.339,3043,373,454,3092,1107,2244,0,2125,54,1.097,21,1,23.639,0.318,14.375,-17.063,7.813,-0.137,0.158,1.002,0.200,0.234,-0.080,0.262,0.008,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13477,13477,0,13477,307934.787,0.937,-0.055,-0.066,-0.340,3032,393,483,3089,1141,2251,0,2152,54,1.097,21,1,22.287,0.472,10.438,-16.375,10.938,-0.109,0.176,1.032,0.270,0.338,0.188,0.262,0.004,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13477,13477,0,13477,307939.787,0.936,-0.055,-0.066,-0.340,3033,394,515,3079,1180,2253,0,2184,54,1.097,21,1,22.697,0.613,6.875,-16.750,13.688,-0.151,0.203,0.999,0.126,0.550,0.240,0.260,0.002,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13477,13477,0,13477,307944.787,0.936,-0.056,-0.065,-0.340,3029,407,532,3065,1208,2269,0,2216,54,1.097,21,1,20.786,0.749,6.438,-16.250,11.250,-0.134,0.200,1.021,-0.098,0.612,0.420,0.260,0.000,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13478,13478,0,13478,307949.787,0.936,-0.057,-0.065,-0.341,2987,419,559,3048,1255,2277,0,2251,54,1.097,21,1,20.006,0.749,3.188,-15.688,12.000,-0.123,0.201,1.027,-0.098,0.612,0.420,0.000,0.000,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13510,13510,0,13510,307954.787,0.936,-0.057,-0.064,-0.341,2968,427,599,3037,1289,2284,0,2282,54,1.097,21,1,19.417,0.749,0.688,-15.250,12.000,-0.146,0.207,1.017,-0.098,0.612,0.420,0.000,0.000,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13510,13510,0,13510,307959.787,0.936,-0.057,-0.063,-0.342,2961,445,646,3031,1353,2299,0,2323,54,1.097,21,1,16.477,0.733,-1.313,-13.125,9.875,-0.129,0.193,1.034,-0.022,0.562,0.470,0.000,0.000,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13510,13510,0,13510,307964.787,0.936,-0.057,-0.063,-0.342,2957,468,698,3019,1379,2315,0,2324,54,1.097,21,1,15.805,0.774,-4.438,-11.125,10.313,-0.108,0.195,1.074,-0.022,0.562,0.532,0.000,0.000,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13510,13510,0,13510,307969.787,0.936,-0.057,-0.062,-0.342,2921,475,747,2986,1439,2312,0,2357,54,1.097,21,1,13.627,0.774,-7.375,-9.438,6.500,-0.224,0.190,0.960,-0.022,0.562,0.532,0.000,0.000,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13510,13510,0,13510,307974.787,0.936,-0.057,-0.062,-0.343,2936,502,789,2986,1506,2329,0,2389,54,1.097,21,1,16.380,0.278,-9.313,-13.438,1.000,-0.144,0.151,1.006,0.046,0.142,0.234,0.000,0.000,1.063,1.163,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13510,13510,0,13510,307979.787,0.936,-0.057,-0.061,-0.342,2895,531,848,2970,1589,2353,24,2425,54,1.232,21,0,17.989,0.554,-12.375,-12.750,-2.813,-0.197,0.169,0.966,-0.550,-0.060,-0.032,0.000,0.000,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13510,13510,0,13510,307984.787,0.936,-0.056,-0.060,-0.342,2871,545,927,2951,1644,2345,57,2440,54,1.232,21,0,25.680,0.395,-14.125,-16.563,-13.625,-0.195,0.146,0.974,-0.390,-0.060,-0.006,0.000,0.002,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13510,13510,0,13510,307989.787,0.936,-0.056,-0.059,-0.341,2851,559,976,2931,1705,2361,119,2454,54,1.232,21,0,26.289,0.450,-10.875,-16.125,-17.688,-0.119,0.055,0.983,-0.390,-0.218,-0.050,0.002,0.004,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13520,13520,0,13520,307994.787,0.937,-0.056,-0.058,-0.341,2837,593,1044,2951,1752,2393,148,2485,54,1.232,21,0,23.900,0.433,-12.250,-15.063,-13.938,-0.103,0.145,1.038,0.374,-0.218,-0.006,0.004,0.006,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13520,13520,0,13520,307999.787,0.937,-0.055,-0.057,-0.341,2821,605,1110,2925,1778,2405,210,2517,54,1.232,21,0,26.674,0.406,-19.000,-17.313,-7.125,-0.108,0.118,0.989,0.382,0.134,-0.028,0.004,0.008,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13543,13543,0,13543,308004.786,0.937,-0.055,-0.056,-0.340,2773,619,1165,2903,1832,2407,233,2537,54,1.232,21,0,19.134,0.406,-7.875,-16.688,-5.063,-0.067,-0.081,0.832,0.382,0.134,-0.028,0.006,0.010,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13543,13543,0,13543,308009.787,0.937,-0.056,-0.056,-0.340,2760,648,1241,2871,1869,2421,287,2557,54,1.232,21,0,25.769,1.924,16.000,-19.813,3.938,-0.144,-0.048,0.873,0.910,-1.086,-1.302,0.006,0.014,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13543,13543,0,13543,308014.786,0.937,-0.057,-0.055,-0.340,2732,659,1331,2857,1927,2430,315,2585,54,1.232,21,0,27.317,1.924,20.063,-17.938,-4.688,-0.212,0.102,1.070,0.910,-1.086,-1.302,0.006,0.016,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13543,13543,0,13543,308019.787,0.937,-0.057,-0.055,-0.340,2681,679,1417,2811,1958,2449,405,2577,54,1.232,21,0,22.006,1.118,-0.688,-18.750,-11.500,-0.140,0.172,1.127,0.042,-0.694,0.876,0.006,0.020,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13543,13543,0,13543,308024.787,0.938,-0.056,-0.054,-0.339,2651,699,1483,2792,2003,2452,447,2621,54,1.232,21,0,24.847,0.919,-15.063,-16.500,-10.875,-0.096,0.153,1.062,0.042,0.276,0.876,0.006,0.020,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13584,13584,0,13584,308029.786,0.938,-0.056,-0.053,-0.339,2617,715,1551,2763,2065,2454,523,2663,54,1.232,21,0,29.318,0.820,-23.688,-15.875,-6.813,-0.118,0.170,1.055,0.042,0.418,0.704,0.004,0.018,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13584,13584,0,13584,308034.787,0.938,-0.055,-0.052,-0.339,2549,721,1595,2728,2096,2461,571,2681,54,1.232,21,0,34.072,0.811,-27.688,-16.188,-11.500,-0.181,0.136,1.002,0.028,0.418,0.694,0.006,0.016,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13584,13584,0,13584,308039.787,0.938,-0.054,-0.051,-0.338,2515,743,1655,2699,2155,2477,689,2680,54,1.232,21,0,36.960,0.317,-26.000,-17.875,-19.250,-0.173,0.034,0.972,0.028,-0.218,0.228,0.008,0.016,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13584,13584,0,13584,308044.786,0.939,-0.053,-0.049,-0.337,2459,749,1705,2645,2201,2483,757,2696,54,1.232,21,0,34.967,0.983,-21.438,-19.813,-19.250,-0.133,-0.028,0.956,0.260,-0.926,-0.204,0.010,0.016,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13584,13584,0,13584,308049.787,0.939,-0.052,-0.048,-0.337,2386,751,1781,2595,2237,2486,810,2719,54,1.232,21,0,32.503,1.147,-17.438,-21.625,-16.875,-0.122,0.027,0.981,0.646,-0.926,-0.204,0.010,0.018,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13600,13600,0,13600,308054.787,0.939,-0.052,-0.047,-0.336,2299,750,1849,2527,2295,2505,895,2763,54,1.232,21,0,32.823,0.926,-16.938,-22.250,-17.188,-0.145,0.086,1.047,0.646,-0.638,-0.182,0.012,0.020,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13600,13600,0,13600,308059.786,0.940,-0.051,-0.046,-0.335,2204,748,1929,2488,2329,2517,956,2773,54,1.232,21,0,38.223,0.679,-23.875,-23.375,-18.563,-0.145,0.142,1.051,0.200,-0.338,0.554,0.014,0.020,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13600,13600,0,13600,308064.787,0.940,-0.050,-0.044,-0.334,2059,741,1979,2415,2367,2518,1019,2791,54,1.232,21,0,40.074,0.589,-22.438,-25.250,-21.563,-0.156,0.125,1.008,-0.164,-0.112,0.554,0.016,0.022,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13600,13600,0,13600,308069.786,0.940,-0.050,-0.043,-0.333,1995,751,2037,2347,2419,2507,1079,2807,54,1.232,21,0,42.643,0.456,-21.188,-26.938,-25.375,-0.145,0.095,1.031,-0.164,-0.112,0.410,0.020,0.022,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13600,13600,0,13600,308074.787,0.941,-0.049,-0.042,-0.332,1880,736,2091,2251,2460,2505,1136,2843,54,1.232,21,0,44.813,0.438,-23.813,-26.875,-26.813,-0.120,0.088,1.070,0.024,-0.152,0.410,0.024,0.024,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13600,13600,0,13600,308079.786,0.941,-0.048,-0.040,-0.332,1703,709,2141,2133,2489,2505,1213,2831,54,1.232,21,0,44.532,0.735,-28.188,-27.625,-20.625,-0.091,0.097,1.063,0.286,-0.152,0.660,0.026,0.024,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13600,13600,0,13600,308084.787,0.942,-0.047,-0.038,-0.331,1571,699,2187,2021,2525,2519,1273,2871,54,1.232,21,0,44.886,0.777,-31.250,-27.563,-16.688,-0.072,0.093,1.031,0.400,0.094,0.660,0.028,0.026,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13616,13616,0,13616,308089.787,0.942,-0.046,-0.037,-0.331,1397,675,2231,1917,2568,2517,1349,2900,54,1.232,21,0,41.682,0.585,-29.250,-28.563,-8.125,-0.071,0.067,1.009,0.478,0.094,0.324,0.030,0.026,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13616,13616,0,13616,308094.786,0.942,-0.046,-0.035,-0.331,1207,659,2284,1759,2585,2513,1419,2891,54,1.232,21,0,39.658,0.535,-27.000,-28.688,-4.563,-0.087,0.057,1.020,0.496,0.012,0.200,0.030,0.028,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13616,13616,0,13616,308099.787,0.942,-0.045,-0.033,-0.331,952,586,2311,1589,2612,2517,1482,2913,54,1.232,21,0,39.929,0.593,-27.313,-29.125,-0.313,-0.091,0.057,1.094,0.534,-0.162,0.200,0.030,0.030,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13616,13616,0,13616,308104.786,0.942,-0.044,-0.032,-0.331,776,527,2373,1433,2652,2515,1548,2912,54,1.232,21,0,48.983,1.059,-38.563,-29.563,6.188,-0.091,0.066,1.125,0.496,-0.162,0.922,0.032,0.030,1.045,1.226,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13632,13632,0,13632,308109.787,0.942,-0.042,-0.030,-0.332,548,415,2403,1229,2669,2488,1587,2921,54,1.232,21,0,55.901,1.052,-45.688,-31.000,8.750,-0.117,0.076,1.044,0.476,-0.176,0.922,0.032,0.030,1.045,1.226,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13632,13632,0,13632,308114.787,0.942,-0.041,-0.028,-0.332,429,371,2418,1030,2688,2477,1647,2955,54,1.232,21,0,51.253,0.595,-37.875,-32.875,10.563,-0.125,0.102,1.051,0.062,-0.106,0.582,0.032,0.030,1.045,1.226,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13648,13648,0,13648,308119.787,0.942,-0.040,-0.026,-0.333,238,332,2455,917,2713,2467,1711,2995,54,1.232,21,0,50.257,0.615,-39.000,-29.563,11.438,-0.136,0.125,1.169,-0.196,-0.024,0.582,0.032,0.030,1.045,1.226,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13648,13648,0,13648,308124.786,0.942,-0.039,-0.024,-0.333,148,207,2475,812,2720,2429,1756,2989,54,1.232,21,0,45.983,0.622,-38.375,-24.688,5.688,-0.032,0.105,0.985,-0.196,0.096,0.582,0.032,0.032,1.045,1.226,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13680,13680,0,13680,308129.787,0.941,-0.039,-0.022,-0.334,96,137,2509,747,2761,2419,1803,3005,54,1.232,21,0,62.324,0.382,-29.500,-51.438,19.188,-0.149,0.002,1.034,0.086,0.096,0.360,0.030,0.032,1.045,1.226,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13680,13680,0,13680,308134.786,0.941,-0.039,-0.019,-0.336,56,91,2521,631,2799,2392,1840,3021,54,1.232,21,0,68.003,0.617,-17.188,-56.063,34.438,-0.259,0.152,1.322,0.086,-0.494,0.360,0.028,0.036,1.045,1.226,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13680,13680,0,13680,308139.787,0.941,-0.039,-0.016,-0.337,57,56,2547,558,2808,2375,1892,3014,54,1.232,21,0,75.305,3.725,-24.625,-67.063,23.813,-0.352,0.196,1.333,-1.390,-0.774,3.368,0.028,0.038,1.045,1.226,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,13680,13680,0,13680,308144.786,0.941,-0.038,-0.012,-0.337,41,20,2579,535,2805,2346,1937,3019,54,1.232,21,0,99.852,4.326,-50.875,-85.688,6.313,-0.344,0.196,1.486,-2.320,-0.750,3.574,0.026,0.040,1.045,1.226,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
