condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,68,68,0,68,4581891.832,-0.851,-0.060,0.058,0.518,2873,763,2293,2980,2421,2149,997,2375,10,0.000,63,0,2.095,0.047,0.240,-0.700,-1.960,-0.299,-0.015,0.955,0.042,0.000,-0.020,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,68,68,0,68,4581896.833,-0.851,-0.060,0.058,0.518,2869,764,2294,2979,2421,2148,997,2375,10,0.000,63,0,1.145,0.047,0.920,0.520,-0.440,-0.302,-0.012,0.950,0.042,-0.004,-0.020,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,68,68,0,68,4581901.833,-0.851,-0.060,0.058,0.518,2871,763,2296,2973,2423,2149,998,2375,10,0.000,63,0,1.168,0.038,0.180,-0.280,-1.120,-0.310,-0.018,0.965,0.032,-0.004,-0.020,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,68,68,0,68,4581906.832,-0.852,-0.060,0.058,0.518,2869,764,2295,2972,2423,2149,999,2375,10,0.000,63,0,1.112,0.009,0.620,-0.460,-0.800,-0.301,0.001,0.956,0.000,-0.004,-0.008,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,87,87,0,87,4581911.832,-0.852,-0.060,0.058,0.518,2867,764,2296,2969,2423,2149,997,2375,10,0.000,63,0,1.626,0.096,0.500,1.000,-1.180,-0.318,-0.021,0.959,0.026,-0.050,0.078,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,87,87,0,87,4581916.832,-0.852,-0.060,0.058,0.518,2862,763,2296,2967,2422,2147,999,2375,10,0.000,63,0,2.114,0.137,-0.060,-1.380,-1.600,-0.297,0.004,0.962,-0.100,0.082,0.046,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,96,96,0,96,4581921.832,-0.852,-0.059,0.058,0.518,2861,763,2299,2967,2423,2148,998,2376,10,0.000,63,0,2.359,0.173,1.520,0.940,-1.540,-0.321,-0.013,0.948,-0.072,-0.150,0.046,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,96,96,0,96,4581926.832,-0.852,-0.059,0.058,0.517,2859,761,2299,2963,2423,2143,999,2375,10,0.000,63,0,4.824,0.119,-0.720,-2.960,-3.740,-0.313,0.005,0.965,-0.106,0.030,0.046,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,96,96,0,96,4581931.832,-0.852,-0.059,0.058,0.517,2855,761,2299,2959,2423,2143,999,2375,10,0.000,63,0,5.744,0.255,0.860,-2.540,-5.080,-0.330,0.002,0.958,-0.178,-0.148,0.106,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,96,96,0,96,4581936.833,-0.852,-0.060,0.058,0.517,2854,755,2301,2958,2426,2143,998,2377,10,0.000,63,0,8.688,0.213,-0.980,-0.460,-8.620,-0.297,-0.001,0.970,-0.178,0.030,0.114,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,132,132,0,132,4581941.833,-0.852,-0.059,0.058,0.517,2847,757,2303,2956,2427,2143,997,2377,10,0.000,63,0,4.844,0.156,1.900,-0.700,-4.400,-0.285,-0.016,0.944,-0.048,0.104,0.106,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,132,132,0,132,4581946.832,-0.852,-0.060,0.058,0.517,2843,751,2309,2952,2427,2140,997,2377,10,0.000,63,0,3.522,0.183,-0.920,-0.520,-3.360,-0.294,-0.020,0.981,0.094,0.108,0.114,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,132,132,0,132,4581951.832,-0.852,-0.059,0.058,0.517,2841,747,2311,2951,2429,2139,1000,2378,10,0.000,63,0,2.374,0.159,1.160,-0.460,-2.020,-0.318,-0.006,0.943,0.094,0.104,-0.074,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,132,132,0,132,4581956.832,-0.852,-0.060,0.058,0.516,2836,743,2315,2943,2429,2137,1001,2379,10,0.000,63,0,4.868,0.177,-1.220,-0.700,-4.660,-0.304,-0.001,0.970,-0.082,0.082,0.134,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,132,132,0,132,4581961.832,-0.852,-0.060,0.058,0.516,2829,741,2314,2939,2429,2135,1000,2377,10,0.000,63,0,6.259,0.172,1.960,0.220,-5.940,-0.314,-0.013,0.938,-0.082,-0.132,-0.074,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,132,132,0,132,4581966.832,-0.853,-0.060,0.058,0.516,2829,734,2315,2936,2431,2134,1000,2376,10,0.000,63,0,5.088,0.167,-0.180,-1.120,-4.960,-0.287,-0.013,0.975,-0.066,0.082,0.130,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,177,177,0,177,4581971.832,-0.853,-0.060,0.058,0.516,2823,725,2317,2933,2430,2134,1001,2377,10,0.000,63,0,5.409,0.167,0.980,1.120,-5.200,-0.303,-0.029,0.946,0.096,-0.104,-0.088,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,177,177,0,177,4581976.832,-0.853,-0.060,0.058,0.516,2811,717,2317,2925,2431,2130,1001,2377,10,0.000,63,0,3.371,0.166,0.300,-0.880,-3.240,-0.294,-0.010,0.966,0.096,0.114,0.074,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,177,177,0,177,4581981.833,-0.853,-0.060,0.058,0.515,2809,715,2323,2924,2431,2127,1001,2377,10,0.000,63,0,3.861,0.090,-0.180,0.940,-3.740,-0.310,-0.016,0.951,0.032,-0.080,-0.026,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,177,177,0,177,4581986.832,-0.853,-0.060,0.058,0.515,2805,701,2326,2921,2431,2127,1003,2377,10,0.000,63,0,5.433,0.056,1.100,-0.100,-5.320,-0.312,-0.003,0.958,-0.012,-0.016,0.052,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,177,177,0,177,4581991.832,-0.853,-0.060,0.058,0.515,2799,699,2327,2919,2430,2125,1003,2375,10,0.000,63,0,5.262,0.119,0.000,0.160,-5.260,-0.307,-0.002,0.962,-0.106,-0.016,0.052,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,177,177,0,177,4581996.832,-0.853,-0.060,0.058,0.515,2793,696,2329,2915,2431,2119,1002,2375,10,0.000,63,0,6.709,0.118,0.500,0.640,-6.660,-0.308,-0.005,0.954,-0.106,-0.004,0.052,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,191,191,0,191,4582001.832,-0.853,-0.060,0.058,0.515,2787,693,2332,2910,2431,2115,1003,2377,10,0.000,63,0,7.215,0.112,1.280,0.040,-7.100,-0.304,-0.001,0.958,-0.104,0.034,0.026,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,191,191,0,191,4582006.832,-0.854,-0.060,0.058,0.514,2779,683,2334,2906,2431,2109,1004,2373,10,0.000,63,0,6.228,0.094,0.740,0.220,-6.180,-0.305,-0.013,0.956,-0.094,-0.004,0.006,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,191,191,0,191,4582011.832,-0.854,-0.060,0.058,0.514,2772,683,2339,2902,2437,2103,1003,2373,10,0.000,63,0,7.281,0.082,1.280,0.340,-7.160,-0.309,-0.007,0.955,-0.080,-0.014,0.008,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,191,191,0,191,4582016.832,-0.854,-0.060,0.058,0.514,2763,681,2335,2899,2427,2101,1002,2365,10,0.000,63,0,8.590,0.082,1.220,-0.220,-8.500,-0.308,-0.003,0.956,-0.080,-0.014,0.008,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,191,191,0,191,4582021.833,-0.854,-0.060,0.058,0.513,2760,679,2342,2894,2439,2095,1004,2365,10,0.000,63,0,8.741,0.082,0.920,-0.460,-8.680,-0.303,-0.014,0.950,-0.080,-0.014,0.008,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,191,191,0,191,4582026.832,-0.854,-0.060,0.058,0.513,2749,670,2343,2891,2432,2091,1005,2361,10,0.000,63,0,9.091,0.051,1.720,-0.340,-8.920,-0.296,-0.024,0.949,0.000,-0.010,-0.050,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,208,208,0,208,4582031.832,-0.854,-0.060,0.058,0.513,2745,667,2344,2891,2431,2089,1005,2361,10,0.000,63,0,8.557,0.127,1.960,-0.400,-8.320,-0.289,-0.028,0.953,0.110,-0.010,-0.062,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,208,208,0,208,4582036.832,-0.855,-0.060,0.058,0.513,2739,661,2346,2887,2431,2087,1005,2361,10,0.000,63,0,5.860,0.196,1.400,-0.340,-5.680,-0.289,-0.034,0.950,0.180,0.008,-0.076,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,223,223,0,223,4582041.832,-0.855,-0.060,0.058,0.512,2735,665,2349,2887,2439,2085,1006,2361,10,0.000,63,0,3.772,0.191,1.160,-0.460,-3.560,-0.297,-0.024,0.952,0.180,0.008,-0.062,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,223,223,0,223,4582046.832,-0.855,-0.060,0.058,0.512,2731,657,2354,2879,2439,2083,1007,2362,10,0.000,63,0,3.601,0.125,1.520,-0.400,-3.240,-0.300,-0.009,0.951,0.112,0.008,-0.054,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,223,223,0,223,4582051.832,-0.855,-0.060,0.058,0.512,2729,653,2357,2875,2439,2079,1007,2359,10,0.000,63,0,3.957,0.056,1.900,-0.460,-3.440,-0.302,-0.011,0.953,-0.028,0.010,-0.048,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,223,223,0,223,4582056.832,-0.855,-0.060,0.058,0.512,2727,653,2361,2875,2439,2075,1008,2360,10,0.000,63,0,4.333,0.049,1.960,-0.700,-3.800,-0.307,-0.010,0.954,-0.038,0.010,-0.030,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,239,239,0,239,4582061.833,-0.855,-0.060,0.058,0.512,2727,651,2365,2875,2439,2075,1007,2361,10,0.000,63,0,4.762,0.058,1.780,-0.820,-4.340,-0.306,-0.004,0.954,-0.056,0.010,-0.010,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,239,239,0,239,4582066.832,-0.855,-0.060,0.058,0.512,2723,658,2373,2871,2438,2072,1011,2359,10,0.000,63,0,5.313,0.103,2.020,-1.140,-4.780,-0.298,0.000,0.948,-0.102,0.012,-0.010,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,239,239,0,239,4582071.832,-0.855,-0.059,0.058,0.511,2724,663,2379,2871,2440,2073,1004,2359,10,0.000,63,0,5.966,0.134,2.140,-1.440,-5.380,-0.299,-0.001,0.952,-0.102,0.072,-0.048,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,239,239,0,239,4582076.832,-0.855,-0.059,0.058,0.511,2723,662,2389,2873,2441,2073,1004,2359,10,0.000,63,0,6.057,0.153,2.200,-1.500,-5.440,-0.289,-0.018,0.951,-0.100,0.078,-0.086,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,256,256,0,256,4582081.832,-0.856,-0.059,0.058,0.511,2723,667,2392,2873,2441,2073,1005,2360,10,0.000,63,0,5.163,0.120,2.080,-1.380,-4.520,-0.291,-0.014,0.948,0.044,0.072,-0.086,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,256,256,0,256,4582086.832,-0.856,-0.059,0.057,0.511,2725,683,2399,2876,2443,2073,1004,2361,10,0.000,63,0,4.642,0.141,1.960,-2.040,-3.680,-0.289,-0.014,0.943,0.050,0.072,-0.110,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,272,272,0,272,4582091.832,-0.856,-0.059,0.057,0.511,2727,700,2404,2877,2443,2073,1003,2361,10,0.000,63,0,3.771,0.182,2.440,-1.920,-2.140,-0.286,-0.023,0.940,0.050,0.070,-0.160,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,272,272,0,272,4582096.832,-0.856,-0.059,0.057,0.511,2727,699,2407,2878,2445,2073,1003,2361,10,0.000,63,0,3.596,0.238,3.180,-1.620,-0.440,-0.288,-0.034,0.939,0.136,0.046,-0.190,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,273,273,0,273,4582101.833,-0.856,-0.059,0.057,0.511,2731,719,2409,2886,2446,2076,1001,2361,10,0.000,63,0,4.175,0.295,3.660,-1.440,1.400,-0.290,-0.041,0.941,0.224,-0.028,-0.190,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,273,273,0,273,4582106.832,-0.856,-0.059,0.057,0.511,2734,729,2413,2889,2450,2079,1000,2365,10,0.000,63,0,5.004,0.315,3.720,-1.260,3.100,-0.290,-0.037,0.935,0.238,-0.074,-0.192,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,289,289,0,289,4582111.832,-0.856,-0.058,0.058,0.511,2735,739,2421,2891,2454,2086,1001,2366,10,0.000,63,0,7.240,0.339,5.560,-0.400,4.620,-0.296,-0.032,0.928,0.238,-0.080,-0.228,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,289,289,0,289,4582116.832,-0.856,-0.058,0.058,0.511,2742,741,2429,2893,2456,2093,1005,2374,10,0.000,63,0,10.884,0.298,8.240,-1.800,6.880,-0.305,-0.021,0.944,0.160,-0.106,-0.228,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,303,303,0,303,4582121.834,-0.855,-0.058,0.058,0.511,2745,759,2441,2899,2459,2095,1015,2376,10,0.000,63,0,10.803,0.156,7.940,-2.160,7.000,-0.312,-0.009,0.946,0.054,-0.108,-0.098,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,303,303,0,303,4582126.832,-0.855,-0.057,0.058,0.511,2747,774,2447,2899,2459,2101,1012,2375,10,0.000,63,0,12.176,0.144,10.560,-1.620,5.840,-0.325,0.013,0.958,-0.072,-0.106,-0.066,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,303,303,0,303,4582131.832,-0.855,-0.057,0.058,0.512,2751,787,2455,2903,2467,2105,1008,2379,10,0.000,63,0,10.777,0.281,9.960,-1.920,3.640,-0.317,0.015,0.967,-0.254,-0.086,0.084,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,303,303,0,303,4582136.832,-0.855,-0.056,0.058,0.512,2761,793,2461,2904,2470,2108,1005,2381,10,0.000,63,0,9.688,0.292,9.160,-2.220,2.240,-0.309,0.012,0.974,-0.254,0.002,0.144,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,320,320,0,320,4582141.833,-0.855,-0.056,0.059,0.512,2762,797,2463,2906,2473,2110,1004,2383,10,0.000,63,0,7.643,0.237,7.260,-2.160,1.020,-0.297,-0.007,0.967,-0.180,0.056,0.144,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,320,320,0,320,4582146.833,-0.855,-0.056,0.059,0.512,2765,813,2471,2911,2473,2119,998,2389,10,0.000,63,0,6.955,0.109,6.100,-2.840,1.760,-0.290,-0.014,0.961,0.032,0.058,0.086,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,335,335,0,335,4582151.832,-0.855,-0.055,0.059,0.512,2771,814,2477,2917,2479,2122,998,2393,10,0.000,63,0,6.805,0.108,5.620,-2.340,3.040,-0.285,-0.009,0.948,0.090,0.058,0.012,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,335,335,0,335,4582156.832,-0.855,-0.055,0.059,0.512,2773,825,2479,2919,2483,2125,999,2395,10,0.000,63,0,8.802,0.167,7.200,-2.540,4.380,-0.285,0.000,0.925,0.090,0.062,-0.126,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,335,335,0,335,4582161.832,-0.855,-0.055,0.059,0.512,2781,839,2491,2923,2489,2135,999,2397,10,0.000,63,0,10.897,0.173,9.520,-2.600,4.620,-0.293,0.007,0.942,-0.022,0.068,-0.158,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,335,335,0,335,4582166.832,-0.855,-0.054,0.059,0.512,2787,851,2492,2927,2491,2141,1017,2403,10,0.000,63,0,11.567,0.171,10.380,-2.720,4.320,-0.292,-0.004,0.957,-0.022,0.062,-0.158,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,351,351,0,351,4582171.832,-0.855,-0.054,0.059,0.512,2791,858,2501,2933,2493,2148,1019,2408,10,0.000,63,0,10.815,0.087,9.160,-2.840,5.000,-0.285,-0.016,0.971,0.048,0.068,-0.024,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,351,351,0,351,4582176.832,-0.855,-0.053,0.059,0.512,2797,863,2505,2936,2495,2153,1021,2411,10,0.000,63,0,10.128,0.230,7.080,-2.600,6.760,-0.285,-0.014,0.971,0.194,0.088,0.088,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,367,367,0,367,4582181.833,-0.855,-0.053,0.059,0.512,2804,877,2509,2943,2503,2157,1039,2419,10,0.000,63,0,10.422,0.230,5.800,-2.100,8.400,-0.292,-0.003,0.959,0.194,0.088,0.088,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,367,367,0,367,4582186.833,-0.855,-0.053,0.059,0.513,2811,875,2514,2951,2507,2163,1049,2425,10,0.000,63,0,11.093,0.074,6.420,-1.620,8.900,-0.292,0.003,0.946,0.054,0.050,0.004,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,367,367,0,367,4582191.832,-0.855,-0.052,0.059,0.513,2821,895,2518,2957,2510,2174,1051,2431,10,0.000,63,0,11.962,0.127,7.940,-1.380,8.840,-0.295,0.002,0.945,-0.012,0.034,-0.122,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,367,367,0,367,4582196.832,-0.855,-0.052,0.060,0.513,2825,915,2523,2963,2515,2187,1056,2439,10,0.000,63,0,13.085,0.123,9.520,-1.560,8.840,-0.299,0.007,0.951,-0.016,0.002,-0.122,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,383,383,0,383,4582201.832,-0.854,-0.051,0.060,0.514,2835,917,2527,2969,2519,2195,1060,2445,10,0.000,63,0,13.077,0.074,9.960,-1.500,8.340,-0.307,0.018,0.959,-0.052,0.002,-0.052,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,383,383,0,383,4582206.832,-0.854,-0.051,0.060,0.514,2841,927,2533,2979,2520,2201,1071,2449,10,0.000,63,0,12.236,0.169,9.760,-1.320,7.260,-0.306,0.025,0.962,-0.162,0.004,0.048,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,383,383,0,383,4582211.832,-0.854,-0.050,0.060,0.514,2847,933,2536,2987,2526,2205,1085,2455,10,0.000,63,0,10.837,0.213,9.100,-1.380,5.720,-0.306,0.025,0.963,-0.196,0.040,0.074,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,383,383,0,383,4582216.832,-0.854,-0.050,0.060,0.514,2856,941,2533,2990,2529,2195,1092,2459,10,0.000,63,0,9.635,0.214,8.240,-1.380,4.800,-0.296,0.009,0.964,-0.196,0.044,0.074,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,401,401,0,401,4582221.832,-0.854,-0.050,0.061,0.514,2863,951,2547,2997,2531,2219,1101,2467,10,0.000,63,0,8.882,0.069,7.520,-1.620,4.440,-0.292,-0.004,0.963,-0.006,0.040,0.056,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,401,401,0,401,4582226.833,-0.854,-0.049,0.061,0.514,2871,951,2549,3004,2524,2222,1106,2471,10,0.000,63,0,8.064,0.134,6.420,-1.380,4.680,-0.289,-0.007,0.958,0.128,0.016,0.038,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,401,401,0,401,4582231.832,-0.854,-0.049,0.061,0.514,2877,951,2551,3015,2535,2231,1112,2473,10,0.000,63,0,8.515,0.131,6.420,-1.120,5.480,-0.289,0.000,0.953,0.128,0.016,-0.024,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,401,401,0,401,4582236.832,-0.854,-0.049,0.061,0.515,2889,958,2555,3025,2539,2239,1117,2479,10,0.000,63,0,9.564,0.129,6.420,-1.120,7.000,-0.290,0.007,0.951,0.106,0.020,-0.070,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,415,415,0,415,4582241.832,-0.854,-0.048,0.061,0.515,2894,973,2557,3028,2539,2251,1118,2483,10,0.000,63,0,10.940,0.093,7.380,-0.760,8.040,-0.294,0.009,0.948,0.042,0.020,-0.080,0.000,0.000,0.841,1.005,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
