condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,32319,32319,0,32319,53468.140,0.687,-0.117,0.262,-0.667,0,0,0,19,0,0,0,0,58,0.997,43,0,177.502,12.016,-51.440,169.480,-11.720,-0.452,-0.339,0.469,1.916,-8.276,-8.498,0.902,1.428,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32319,32319,0,32319,53473.140,0.689,-0.111,0.258,-0.668,0,0,0,29,0,0,0,0,58,0.997,43,0,181.936,12.292,-35.760,178.320,4.880,-0.508,-0.303,0.574,1.134,-9.858,-7.254,0.898,1.510,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32319,32319,0,32319,53478.140,0.690,-0.104,0.253,-0.670,0,0,0,39,0,0,0,0,58,0.997,43,0,192.776,12.688,-17.500,189.740,29.240,-0.518,-0.269,0.556,0.550,-10.716,-6.772,0.902,1.602,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32319,32319,0,32319,53483.140,0.691,-0.098,0.247,-0.672,0,0,0,67,0,0,0,0,58,0.997,43,0,209.922,12.680,-5.840,202.800,53.900,-0.470,-0.260,0.479,0.308,-10.716,-6.772,0.912,1.682,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32319,32319,0,32319,53488.140,0.691,-0.091,0.241,-0.675,0,0,0,61,0,0,0,0,58,0.997,43,0,228.033,12.122,-0.100,216.540,71.480,-0.387,-0.257,0.432,0.308,-9.898,-6.992,0.926,1.762,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32319,32319,0,32319,53493.140,0.691,-0.083,0.234,-0.678,0,0,0,78,0,0,0,1,58,0.997,43,0,244.777,11.325,4.280,230.820,81.360,-0.318,-0.239,0.408,0.308,-8.904,-6.992,0.936,1.832,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32319,32319,0,32319,53498.140,0.691,-0.075,0.227,-0.682,0,0,0,76,0,1,0,0,58,0.997,43,0,261.210,10.658,8.740,246.020,87.340,-0.267,-0.256,0.361,0.366,-8.132,-6.880,0.942,1.900,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32319,32319,0,32319,53503.140,0.691,-0.067,0.219,-0.685,0,0,0,76,0,0,0,0,58,0.997,43,0,275.811,10.137,7.340,261.760,86.600,-0.199,-0.300,0.296,0.494,-7.428,-6.880,0.946,1.962,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32335,32335,0,32335,53508.140,0.692,-0.058,0.211,-0.688,0,0,0,83,0,0,0,0,58,0.997,43,0,288.546,9.540,-0.960,277.140,80.320,-0.172,-0.369,0.287,1.034,-6.528,-6.880,0.948,2.018,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32335,32335,0,32335,53513.140,0.692,-0.048,0.202,-0.691,0,0,0,83,0,0,0,0,58,0.997,43,0,299.387,9.542,-9.500,290.500,71.780,-0.189,-0.378,0.359,1.640,-6.528,-6.764,0.950,2.072,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32335,32335,0,32335,53518.140,0.693,-0.038,0.194,-0.694,0,0,0,82,0,0,0,0,58,0.997,43,0,311.156,9.082,-15.620,302.460,71.360,-0.256,-0.369,0.458,1.640,-6.544,-6.080,0.954,2.128,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32335,32335,0,32335,53523.140,0.693,-0.027,0.185,-0.696,0,0,0,87,0,0,0,0,58,0.997,43,0,322.215,9.199,-18.360,311.800,79.160,-0.274,-0.387,0.541,1.348,-7.378,-5.326,0.960,2.182,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32351,32351,0,32351,53528.140,0.693,-0.016,0.176,-0.699,0,0,0,89,0,0,0,0,58,0.997,43,0,332.526,8.730,-21.040,320.160,87.340,-0.239,-0.416,0.591,1.348,-7.378,-4.468,0.970,2.244,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32351,32351,0,32351,53533.140,0.693,-0.005,0.167,-0.702,0,0,0,91,0,0,0,0,58,0.997,43,0,340.917,8.347,-25.500,327.860,89.900,-0.182,-0.446,0.642,1.462,-7.328,-3.720,0.984,2.304,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32367,32367,0,32367,53538.140,0.693,0.007,0.158,-0.704,0,0,0,96,0,0,0,0,58,0.997,43,0,347.201,7.498,-29.900,334.640,87.580,-0.148,-0.457,0.700,1.526,-6.734,-2.924,1.006,2.370,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32367,32367,0,32367,53543.140,0.692,0.019,0.148,-0.706,0,0,0,101,0,0,0,0,58,0.997,43,0,352.344,6.869,-33.060,340.240,85.380,-0.128,-0.458,0.755,1.526,-6.332,-2.182,1.032,2.436,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32367,32367,0,32367,53548.140,0.692,0.031,0.139,-0.708,0,0,0,101,0,0,0,0,58,0.997,43,0,357.264,6.356,-35.760,344.820,86.360,-0.098,-0.460,0.778,1.370,-6.014,-1.534,1.062,2.502,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32367,32367,0,32367,53553.140,0.691,0.044,0.129,-0.710,0,0,0,111,0,0,0,0,58,0.997,43,0,362.182,5.792,-40.820,348.680,89.060,-0.040,-0.472,0.773,1.346,-5.508,-1.184,1.092,2.564,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32399,32399,0,32399,53558.140,0.690,0.057,0.120,-0.711,0,0,0,112,0,0,0,0,58,0.997,43,0,367.533,4.982,-49.540,353.000,89.540,0.045,-0.501,0.780,1.346,-4.676,-1.070,1.124,2.628,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32399,32399,0,32399,53563.140,0.689,0.070,0.111,-0.713,0,0,0,116,0,0,0,0,58,0.997,43,0,373.098,3.982,-60.660,358.020,85.700,0.140,-0.531,0.822,1.522,-3.588,-0.818,1.154,2.688,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32399,32399,0,32399,53568.140,0.688,0.084,0.102,-0.713,0,0,0,119,0,0,0,0,58,0.997,43,0,378.591,2.871,-72.620,363.320,77.820,0.223,-0.555,0.895,1.548,-2.402,-0.280,1.182,2.748,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32399,32399,0,32399,53573.140,0.687,0.098,0.093,-0.713,0,0,0,121,0,0,0,0,58,0.997,43,0,384.286,2.079,-85.320,368.200,69.460,0.292,-0.561,0.979,1.548,-1.306,0.470,1.210,2.804,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32399,32399,0,32399,53578.140,0.687,0.113,0.085,-0.713,0,0,0,121,0,0,0,0,58,0.997,43,0,390.502,1.786,-97.040,372.720,64.460,0.362,-0.535,1.054,1.274,-0.310,1.212,1.240,2.864,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32399,32399,0,32399,53583.140,0.685,0.128,0.077,-0.713,0,0,0,134,0,0,0,0,58,0.997,43,0,397.818,2.003,-106.920,377.720,64.460,0.457,-0.504,1.103,0.704,0.732,1.726,1.268,2.918,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32415,32415,0,32415,53588.140,0.684,0.144,0.068,-0.712,0,0,0,138,0,0,0,0,58,0.997,43,0,405.966,2.672,-118.020,383.160,63.780,0.569,-0.481,1.121,0.154,2.034,1.726,1.296,2.976,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32415,32415,0,32415,53593.140,0.682,0.160,0.061,-0.711,0,0,0,135,0,0,0,0,58,0.997,43,0,415.620,3.931,-132.920,389.080,60.740,0.668,-0.446,1.179,-0.248,3.510,1.752,1.322,3.030,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32416,32416,0,32416,53598.140,0.681,0.177,0.053,-0.709,0,0,0,135,0,0,0,0,58,0.997,43,0,423.974,5.270,-146.340,393.840,56.820,0.728,-0.390,1.292,-0.892,4.890,1.752,1.350,3.088,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32416,32416,0,32416,53603.140,0.679,0.194,0.045,-0.707,0,0,0,141,0,0,0,0,58,0.997,43,0,430.028,6.659,-154.400,397.380,56.340,0.758,-0.313,1.415,-1.896,5.990,2.206,1.376,3.140,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32431,32431,0,32431,53608.140,0.676,0.211,0.038,-0.705,0,0,0,137,0,0,0,0,58,0.997,43,0,433.354,8.011,-158.440,398.480,62.500,0.788,-0.222,1.516,-3.152,6.870,2.654,1.400,3.192,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32431,32431,0,32431,53613.140,0.673,0.228,0.031,-0.703,0,0,0,137,0,0,0,0,58,0.997,43,0,435.104,9.321,-161.060,397.380,73.920,0.846,-0.140,1.603,-4.482,7.730,2.654,1.424,3.240,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32447,32447,0,32447,53618.140,0.669,0.245,0.023,-0.701,0,0,0,126,0,0,0,0,58,0.997,43,0,435.427,10.850,-163.080,394.320,86.680,0.947,-0.042,1.696,-5.688,8.854,2.640,1.448,3.288,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32447,32447,0,32447,53623.140,0.665,0.262,0.016,-0.700,0,0,0,123,0,0,0,0,58,0.997,43,0,433.360,12.766,-162.700,389.680,97.360,1.074,0.029,1.811,-7.068,10.384,2.276,1.466,3.330,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32447,32447,0,32447,53628.140,0.660,0.278,0.008,-0.698,0,0,0,123,0,0,0,0,58,0.997,43,0,428.267,14.912,-157.220,384.080,105.720,1.214,0.090,1.917,-8.276,12.248,1.968,1.482,3.372,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32447,32447,0,32447,53633.140,0.655,0.294,0.000,-0.697,0,0,0,119,0,0,0,0,58,0.997,43,0,420.182,17.064,-149.280,376.320,112.480,1.372,0.138,1.971,-9.362,14.194,1.440,1.496,3.408,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32463,32463,0,32463,53638.140,0.649,0.309,-0.007,-0.695,0,0,0,105,0,0,0,0,58,0.997,43,0,412.251,19.010,-144.220,367.540,118.600,1.535,0.140,2.007,-10.106,16.098,0.338,1.508,3.440,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32463,32463,0,32463,53643.140,0.643,0.324,-0.015,-0.694,0,0,0,110,0,0,0,0,58,0.997,43,0,405.176,20.772,-143.840,357.460,125.300,1.711,0.148,2.063,-10.354,17.986,-0.870,1.516,3.468,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32495,32495,0,32495,53648.140,0.637,0.338,-0.022,-0.692,0,0,0,106,0,0,0,0,58,0.997,43,0,396.531,22.786,-145.980,344.280,131.900,1.888,0.133,2.162,-10.740,19.984,-2.116,1.520,3.492,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32495,32495,0,32495,53653.140,0.630,0.352,-0.029,-0.691,0,0,0,99,0,0,0,0,58,0.997,43,0,385.380,24.977,-144.280,329.940,137.260,2.064,0.099,2.270,-11.114,22.158,-3.058,1.518,3.508,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32495,32495,0,32495,53658.140,0.624,0.365,-0.035,-0.690,0,0,0,105,0,0,0,0,58,0.997,43,0,370.946,27.183,-138.360,314.300,140.260,2.234,0.075,2.344,-11.386,24.364,-3.960,1.512,3.518,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32495,32495,0,32495,53663.140,0.617,0.377,-0.042,-0.689,0,0,0,103,0,0,0,0,58,0.997,43,0,354.476,29.199,-128.520,299.300,139.840,2.405,0.068,2.345,-11.604,26.284,-5.204,1.500,3.518,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32495,32495,0,32495,53668.140,0.610,0.389,-0.048,-0.689,0,0,0,96,0,1,0,0,58,0.997,43,0,338.716,30.894,-119.260,285.560,137.700,2.581,0.083,2.295,-11.604,27.736,-7.106,1.484,3.512,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32495,32495,0,32495,53673.140,0.604,0.400,-0.054,-0.688,0,0,0,99,0,1,0,0,58,0.997,43,0,323.694,32.485,-111.800,271.700,135.860,2.775,0.110,2.193,-11.586,28.824,-9.498,1.464,3.498,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32527,32527,0,32527,53678.140,0.597,0.410,-0.060,-0.687,0,0,0,103,0,6,0,0,58,0.997,43,0,308.457,34.070,-106.980,258.640,129.640,2.952,0.073,2.053,-11.360,29.630,-12.400,1.440,3.474,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32527,32527,0,32527,53683.140,0.591,0.420,-0.066,-0.685,0,0,0,101,0,4,0,0,58,0.997,43,0,296.598,35.180,-102.640,252.840,116.220,3.167,0.211,1.848,-10.480,29.962,-15.168,1.416,3.444,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32527,32527,0,32527,53688.140,0.585,0.429,-0.071,-0.684,0,0,0,112,0,3,0,0,58,0.997,43,0,283.130,37.105,-99.300,238.200,116.460,3.344,0.235,1.595,-10.380,29.962,-19.270,1.392,3.400,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32527,32527,0,32527,53693.140,0.580,0.439,-0.076,-0.682,0,0,0,111,0,12,0,4,58,0.997,43,0,278.636,38.480,-106.440,238.940,96.000,3.511,0.301,1.499,-9.378,29.462,-22.908,1.370,3.348,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32527,32527,0,32527,53698.140,0.575,0.446,-0.080,-0.682,0,0,0,133,0,9,0,5,58,0.997,43,0,222.516,40.187,-93.740,179.780,91.680,3.823,0.332,1.599,-9.378,29.462,-25.672,1.350,3.286,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32527,32527,0,32527,53703.140,0.572,0.453,-0.082,-0.679,0,0,0,134,0,21,0,18,58,0.997,43,0,196.848,43.289,-77.920,178.820,26.480,3.920,0.263,1.475,-9.318,31.660,-28.014,1.334,3.214,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32546,32546,0,32546,53708.140,0.570,0.459,-0.083,-0.676,0,0,0,124,0,25,0,19,58,0.997,43,0,159.971,44.227,-78.660,139.200,-5.180,3.489,0.544,1.292,-9.934,31.660,-29.240,1.322,3.132,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32546,32546,0,32546,53713.140,0.567,0.464,-0.084,-0.675,0,0,0,115,0,29,0,24,58,0.997,43,0,133.285,40.670,-70.180,111.680,19.160,3.168,0.585,1.300,-9.978,26.448,-29.240,1.318,3.046,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32546,32546,0,32546,53718.140,0.564,0.468,-0.086,-0.675,0,0,0,125,0,37,0,29,58,0.997,43,0,110.573,39.023,-46.380,80.780,59.580,3.256,0.622,1.196,-10.236,24.002,-29.016,1.322,2.938,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32546,32546,0,32546,53723.140,0.562,0.469,-0.088,-0.675,0,0,0,134,0,49,0,39,58,0.997,43,0,85.580,39.023,-18.480,51.120,66.100,3.540,0.507,1.069,-10.236,24.002,-29.016,1.334,2.828,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32546,32546,0,32546,53728.140,0.561,0.469,-0.090,-0.676,0,0,0,133,0,56,0,31,58,0.997,43,0,46.538,40.235,13.380,18.960,40.340,3.527,0.591,0.799,-8.498,23.612,-31.450,1.358,2.702,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32546,32546,0,32546,53733.140,0.560,0.468,-0.092,-0.677,0,0,0,139,0,59,0,35,58,0.997,43,0,65.812,41.125,37.240,-18.140,51.140,3.166,0.970,0.474,-8.498,22.748,-33.190,1.394,2.576,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32559,32559,0,32559,53738.140,0.557,0.469,-0.090,-0.680,19,0,0,213,0,96,0,37,58,0.997,43,0,97.858,41.375,-72.000,-23.040,62.140,3.362,0.042,2.233,-9.636,22.748,-33.190,1.448,2.428,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32559,32559,0,32559,53743.140,0.555,0.471,-0.085,-0.680,146,0,0,307,0,168,0,37,58,0.997,43,0,141.034,41.113,-138.420,-22.720,-14.640,3.043,0.832,5.416,-11.418,32.606,-22.288,1.508,2.286,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32578,32578,0,32578,53748.140,0.562,0.457,-0.095,-0.683,435,0,0,437,0,291,0,42,58,0.997,43,0,430.404,47.430,402.360,-144.560,49.560,1.179,2.349,1.998,-30.512,32.606,-15.982,1.584,2.128,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32578,32578,0,32578,53753.140,0.570,0.442,-0.109,-0.684,838,0,0,691,0,395,0,17,58,0.997,43,0,511.175,35.558,500.020,-87.800,59.760,0.166,0.450,-1.485,-30.512,8.828,-15.982,1.660,1.982,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32612,32612,0,32612,53758.140,0.575,0.433,-0.116,-0.684,1197,0,0,875,0,488,0,24,58,0.997,43,0,283.539,16.529,274.800,-57.280,39.980,-0.129,-2.091,-0.911,2.040,-3.690,-15.982,1.742,1.828,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32612,32612,0,32612,53763.140,0.578,0.434,-0.112,-0.682,1684,12,0,1351,0,601,0,24,58,0.997,43,0,131.488,15.266,-44.240,-31.760,-119.680,-1.162,-1.747,0.135,12.694,-5.064,-6.802,1.824,1.684,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32612,32612,0,32612,53768.140,0.582,0.440,-0.103,-0.676,2147,8,0,1805,0,621,0,33,58,0.997,43,0,286.350,14.548,-153.920,30.740,-239.500,-1.950,-0.184,1.839,12.694,-4.364,5.610,1.910,1.550,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32612,32612,0,32612,53773.140,0.584,0.443,-0.099,-0.673,2440,4,0,2215,0,643,0,33,58,0.997,43,0,150.649,18.751,-84.160,21.760,-123.040,-2.544,0.911,3.798,-9.618,-4.364,15.494,1.998,1.430,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32612,32612,0,32612,53778.140,0.582,0.436,-0.101,-0.679,2599,0,0,2471,0,666,0,33,58,0.997,43,0,221.047,33.229,94.920,-130.580,151.000,-2.664,1.294,2.639,-26.358,-4.364,19.758,2.098,1.310,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32612,32612,0,32612,53783.140,0.572,0.426,-0.107,-0.693,2759,0,0,2667,0,714,0,56,58,0.997,43,0,459.150,34.110,94.320,-203.140,400.820,-1.898,0.457,1.058,-26.358,-8.854,19.758,2.188,1.210,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32612,32612,0,32612,53788.140,0.560,0.417,-0.112,-0.707,2835,0,0,2801,0,774,0,53,58,0.997,43,0,492.989,16.213,40.360,-192.720,451.960,-0.421,0.447,0.414,-10.504,-8.854,8.610,2.292,1.102,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32612,32612,0,32612,53793.140,0.548,0.410,-0.112,-0.720,2916,3,0,2899,0,865,0,73,58,0.997,43,0,436.980,11.545,-51.320,-203.580,383.240,1.332,0.394,0.705,-8.726,-5.322,-5.368,2.416,0.982,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32623,32623,0,32623,53798.140,0.542,0.405,-0.109,-0.728,2989,14,0,2985,0,983,0,105,58,0.997,43,0,260.975,19.750,-79.580,-177.460,174.020,2.655,0.052,1.261,-8.726,8.392,-15.604,2.576,0.830,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32623,32623,0,32623,53803.140,0.542,0.403,-0.102,-0.730,3031,23,0,3059,0,1139,0,144,58,0.997,43,0,179.437,29.089,-82.560,-155.360,-35.280,2.458,-0.100,1.508,-9.624,21.928,-16.514,2.728,0.690,1.142,0.992,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32645,32645,0,32645,53808.140,0.544,0.400,-0.095,-0.731,3096,37,0,3115,0,1307,0,192,58,0.997,43,0,165.513,29.089,-68.100,-127.580,-80.500,1.308,-0.196,1.161,-9.624,21.928,-16.514,2.840,0.596,1.142,0.992,1,1046.000,1046.000,,0,0,0,7,255,0,250,0,0
baseline,32645,32645,0,32645,53813.140,0.544,0.399,-0.091,-0.733,3113,71,0,3143,0,1458,0,332,58,0.997,43,0,108.876,17.778,-49.980,-96.280,-9.280,1.155,-0.291,1.126,-6.238,13.062,-10.322,2.904,0.550,1.142,0.992,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32645,32645,0,32645,53818.140,0.544,0.397,-0.089,-0.734,3111,95,0,3147,0,1553,0,379,58,0.997,43,0,70.105,16.753,-19.220,-66.860,-8.660,1.223,-0.590,1.302,-5.220,13.062,-9.100,2.946,0.528,1.142,0.992,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32645,32645,0,32645,53823.140,0.546,0.396,-0.087,-0.734,3124,121,0,3179,0,1620,0,469,58,0.997,43,0,61.015,14.675,-1.760,-44.280,-41.940,0.655,-0.561,1.122,-3.622,12.130,-7.422,2.978,0.518,1.142,0.992,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32670,32670,0,32670,53828.140,0.547,0.395,-0.085,-0.733,3147,154,0,3187,0,1674,0,509,58,0.997,43,0,55.335,11.213,-2.680,-38.100,-40.040,-0.156,-0.418,1.189,-3.320,9.568,-4.812,3.022,0.494,1.142,0.992,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32670,32670,0,32670,53833.140,0.547,0.393,-0.084,-0.734,3147,197,0,3175,0,1705,0,567,58,0.997,44,0,44.492,4.896,2.640,-44.340,2.560,-0.476,-0.106,1.230,-3.320,3.544,0.622,3.070,0.464,1.142,0.992,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32670,32670,0,32670,53838.140,0.546,0.391,-0.084,-0.736,3166,199,0,3208,0,1757,0,613,58,0.997,44,0,67.053,5.721,14.060,-53.540,37.840,-0.236,-0.054,1.050,-5.638,0.748,0.622,3.112,0.446,1.142,0.992,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32670,32670,0,32670,53843.140,0.545,0.389,-0.084,-0.738,3160,226,0,3197,0,1785,0,650,58,0.997,44,0,70.604,5.746,12.840,-54.960,42.420,0.154,-0.136,0.915,-5.638,0.748,-0.816,3.144,0.444,1.142,0.992,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32671,32671,0,32671,53848.140,0.545,0.387,-0.084,-0.739,3153,235,0,3193,0,1821,0,685,58,0.997,44,0,55.178,6.883,9.100,-49.760,22.040,0.366,-0.214,0.887,-4.648,3.124,-4.002,3.188,0.430,1.142,0.992,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32671,32671,0,32671,53853.140,0.545,0.385,-0.083,-0.740,3162,268,0,3212,0,1867,0,727,58,0.997,44,0,44.468,7.834,9.480,-42.020,11.040,0.343,-0.310,0.912,-4.062,4.786,-4.686,3.244,0.398,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32705,32705,0,32705,53858.140,0.545,0.384,-0.083,-0.741,3167,291,0,3221,0,1879,0,745,58,0.997,44,0,35.651,7.780,9.100,-31.400,14.220,0.346,-0.296,0.926,-3.524,5.114,-4.686,3.316,0.346,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32705,32705,0,32705,53863.140,0.544,0.383,-0.083,-0.742,3165,311,0,3211,0,1891,0,785,58,0.997,44,0,34.493,7.801,8.680,-24.860,22.280,0.405,-0.282,0.950,-3.524,5.146,-4.686,3.390,0.286,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32705,32705,0,32705,53868.140,0.545,0.382,-0.083,-0.742,3167,341,0,3241,0,1925,0,811,58,0.997,44,0,18.715,8.234,9.780,-15.900,1.340,0.391,-0.265,0.990,-3.826,5.638,-4.624,3.460,0.228,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32705,32705,0,32705,53873.140,0.545,0.381,-0.083,-0.742,3185,371,1,3221,0,1951,0,841,58,0.997,44,0,28.815,8.344,11.920,-15.960,-20.820,0.265,-0.246,1.015,-4.134,5.638,-4.554,3.524,0.178,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32705,32705,0,32705,53878.140,0.547,0.380,-0.082,-0.741,3191,395,8,3221,0,1960,0,859,58,0.997,44,0,45.815,7.298,13.380,-29.500,-32.400,0.205,-0.306,1.047,-4.134,4.812,-3.608,3.588,0.132,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32705,32705,0,32705,53883.140,0.548,0.380,-0.081,-0.741,3178,409,29,3229,0,1977,0,888,58,0.997,44,0,42.560,6.712,9.160,-15.460,-38.580,-0.091,-0.360,0.932,-3.824,4.756,-2.794,3.636,0.102,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32719,32719,0,32719,53888.140,0.549,0.379,-0.081,-0.740,3183,419,35,3209,0,1989,0,907,58,0.997,44,0,28.076,4.910,16.180,3.340,-22.700,-0.089,-0.361,1.128,-3.386,3.226,-1.494,3.680,0.080,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32719,32719,0,32719,53893.140,0.550,0.379,-0.082,-0.740,3172,431,47,3218,0,1989,0,939,58,0.997,44,0,25.108,4.514,24.680,-4.180,-1.960,0.053,-0.420,1.135,-3.038,3.226,-0.860,3.714,0.066,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
