condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,44,44,0,44,21188.140,0.975,0.192,0.066,-0.087,59,0,0,587,0,56,0,0,47,0.304,11,0,30.386,2.228,-26.300,-5.580,-14.160,0.048,0.133,0.891,0.266,1.166,-1.880,0.000,0.000,0.153,0.108,0,NULL,NULL,1038.000,0,0,0,7,255,0,250,0,0
baseline,44,44,0,44,21193.140,0.975,0.193,0.066,-0.086,59,0,0,579,0,49,0,0,47,0.304,11,0,31.442,2.360,-27.080,-7.400,-14.160,0.017,0.128,0.872,-0.244,1.060,-2.094,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,45,45,0,45,21198.140,0.975,0.193,0.067,-0.086,56,0,0,580,0,45,0,0,47,0.304,11,0,31.229,2.503,-26.480,-10.400,-12.880,-0.069,0.123,0.857,-0.506,0.894,-2.282,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,45,45,0,45,21203.140,0.975,0.194,0.067,-0.085,57,0,0,571,0,48,0,0,47,0.304,11,0,30.329,2.934,-26.180,-13.200,-7.760,-0.092,0.166,0.839,-1.308,0.894,-2.470,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,47,47,0,47,21208.140,0.975,0.194,0.067,-0.085,55,0,0,559,0,47,0,0,47,0.304,11,0,29.116,3.288,-24.160,-13.380,-9.220,-0.171,0.150,0.785,-1.560,0.634,-2.824,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,47,47,0,47,21213.140,0.975,0.194,0.068,-0.085,51,0,0,557,0,53,0,0,47,0.304,11,0,34.425,4.019,-28.360,-19.440,-1.700,-0.199,0.139,0.764,-2.214,0.438,-3.326,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,47,47,0,47,21218.140,0.975,0.195,0.068,-0.085,51,0,0,549,0,45,0,0,47,0.304,11,0,32.606,4.278,-24.820,-17.960,-11.160,-0.264,0.137,0.767,-2.440,0.212,-3.508,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,47,47,0,47,21223.140,0.975,0.196,0.069,-0.085,52,0,0,500,0,86,0,0,47,0.304,11,0,40.200,4.665,-31.960,-24.380,-0.420,-0.290,0.115,0.774,-3.074,0.090,-3.508,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,47,47,0,47,21228.140,0.974,0.200,0.068,-0.086,45,0,0,467,0,119,0,0,47,0.304,11,0,105.497,4.761,-103.620,10.240,16.960,-0.545,-0.584,1.730,-3.312,-0.124,-3.418,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,47,47,0,47,21233.140,0.974,0.199,0.065,-0.085,55,1,0,463,0,139,0,0,47,0.304,11,0,54.915,7.659,21.920,48.800,-12.400,-1.181,0.168,1.750,-6.334,-0.124,4.304,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,79,21238.140,0.976,0.191,0.060,-0.086,51,0,0,467,0,169,0,0,47,0.304,11,0,162.006,9.973,145.220,62.960,34.540,-0.836,1.249,-0.189,-8.664,2.422,4.304,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,79,21243.140,0.975,0.193,0.056,-0.092,57,3,0,503,0,200,0,0,47,0.304,11,0,149.207,18.735,29.560,56.680,134.820,-0.195,-0.058,-0.768,-8.664,2.422,-16.434,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,79,21248.140,0.973,0.201,0.054,-0.095,52,8,26,583,0,252,0,0,47,0.304,11,0,192.357,17.931,-164.960,46.600,87.280,0.053,-0.707,0.213,0.138,-7.170,-16.434,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,79,21253.140,0.972,0.208,0.052,-0.094,88,10,121,679,0,310,0,0,47,0.304,11,0,191.410,8.660,-183.880,51.560,12.940,0.182,0.264,1.813,0.138,-7.170,-4.854,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,79,21258.140,0.972,0.210,0.050,-0.094,119,25,212,763,0,341,0,0,47,0.304,11,0,74.958,8.415,-51.920,54.060,0.680,0.164,0.505,1.970,-0.246,6.378,5.484,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,79,21263.140,0.972,0.209,0.048,-0.095,174,49,280,871,0,391,0,0,47,0.304,11,0,64.170,8.415,16.440,54.000,30.520,0.133,-0.103,1.126,-0.246,6.378,5.484,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,95,95,0,95,21268.140,0.972,0.210,0.045,-0.096,252,69,342,951,0,439,0,0,47,0.304,11,0,71.579,1.301,-9.140,55.460,44.320,0.116,-0.208,0.658,0.890,0.378,0.870,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,95,95,0,95,21273.140,0.972,0.211,0.042,-0.098,331,79,412,1019,0,533,0,29,47,0.304,11,0,99.305,3.501,-36.600,57.600,72.140,0.323,-0.113,0.614,1.514,-1.328,-2.864,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,111,111,0,111,21278.140,0.971,0.215,0.040,-0.101,469,102,465,1199,0,619,0,41,47,0.304,11,0,132.151,4.660,-86.420,64.980,75.980,0.419,-0.311,1.450,3.428,-1.328,-2.864,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,111,111,0,111,21283.140,0.970,0.218,0.037,-0.101,759,153,489,1501,0,724,0,60,47,0.304,11,0,103.385,5.800,-65.840,70.220,37.720,0.468,-0.319,2.594,3.428,0.642,4.634,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,111,111,0,111,21288.140,0.971,0.214,0.034,-0.100,1080,191,537,1776,0,855,0,74,47,0.304,11,0,99.447,12.452,79.960,56.060,-18.800,0.362,-0.260,2.235,3.074,4.156,11.328,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,111,111,0,111,21293.140,0.973,0.208,0.032,-0.098,1407,292,565,1983,0,977,0,99,47,0.304,11,0,159.504,12.317,140.580,56.060,-50.360,0.174,-0.354,1.077,2.472,4.156,11.328,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,127,127,0,127,21298.140,0.974,0.205,0.030,-0.095,1645,341,613,2143,0,1087,0,134,47,0.304,11,0,110.733,3.191,83.320,49.420,-53.640,-0.127,-0.315,0.450,2.100,-1.916,1.450,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,127,127,0,127,21303.140,0.974,0.206,0.028,-0.094,1840,416,678,2299,0,1173,0,153,47,0.304,11,0,51.382,4.070,-13.300,38.500,-31.320,-0.327,-0.232,0.711,-0.242,-3.306,-2.362,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,128,128,0,128,21308.140,0.973,0.208,0.027,-0.093,1979,440,709,2401,0,1236,0,211,47,0.304,11,0,59.774,4.779,-52.300,28.180,-6.600,-0.429,-0.071,1.312,-2.516,-3.306,-2.362,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,128,128,0,128,21313.140,0.973,0.208,0.025,-0.094,2093,457,747,2479,0,1295,0,243,47,0.304,11,0,38.817,4.321,-25.380,21.820,19.660,-0.311,0.067,1.662,-3.618,0.354,2.336,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,143,143,0,143,21318.140,0.973,0.208,0.024,-0.095,2219,491,799,2556,0,1349,0,300,47,0.304,11,0,39.174,5.122,12.460,16.160,33.440,-0.169,-0.014,1.426,-3.618,1.784,3.156,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,143,143,0,143,21323.140,0.973,0.207,0.023,-0.096,2275,519,867,2621,0,1369,0,331,47,0.304,11,0,37.754,4.088,11.980,13.100,33.320,-0.010,-0.157,1.012,-1.890,1.784,3.156,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,143,143,0,143,21328.140,0.973,0.207,0.023,-0.097,2315,523,880,2650,0,1395,0,357,47,0.304,11,0,32.260,0.870,-15.060,5.960,27.900,0.052,-0.172,0.878,0.234,-0.836,0.052,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,143,143,0,143,21333.140,0.973,0.208,0.023,-0.099,2381,541,945,2699,0,1435,0,411,47,0.304,11,0,46.900,1.317,-36.740,2.960,29.000,0.076,-0.100,0.998,0.968,-0.836,-0.312,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,175,175,0,175,21338.140,0.972,0.209,0.022,-0.100,2413,549,989,2739,0,1451,0,435,47,0.304,11,0,46.205,1.046,-34.720,2.300,30.400,0.126,-0.049,1.112,0.980,-0.190,-0.312,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,175,175,0,175,21343.140,0.972,0.210,0.022,-0.101,2445,558,1035,2760,0,1472,0,473,47,0.304,11,0,35.819,1.442,-22.500,3.580,27.640,0.163,-0.049,1.051,1.272,0.676,-0.064,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,175,175,0,175,21348.140,0.972,0.210,0.022,-0.102,2505,584,1084,2788,0,1499,0,486,47,0.304,11,0,28.984,1.803,-15.920,4.800,23.740,0.167,-0.067,0.944,1.670,0.676,-0.064,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,175,175,0,175,21353.140,0.972,0.211,0.022,-0.103,2520,608,1128,2823,0,1518,0,533,47,0.304,11,0,29.526,2.070,-17.560,6.320,22.880,0.162,-0.100,0.901,1.836,0.102,-0.950,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,175,175,0,175,21358.140,0.972,0.211,0.022,-0.104,2556,627,1171,2848,0,1573,0,541,47,0.304,11,0,32.308,2.253,-19.280,7.420,24.840,0.175,-0.104,0.891,1.876,-0.358,-1.196,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,175,175,0,175,21363.140,0.972,0.212,0.021,-0.104,2599,631,1226,2879,0,1608,0,557,47,0.304,11,0,33.290,2.424,-20.320,10.240,24.300,0.179,-0.108,0.886,2.020,-0.402,-1.278,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,193,193,0,193,21368.140,0.971,0.212,0.021,-0.105,2635,654,1267,2913,0,1635,0,597,47,0.304,11,0,31.934,2.491,-19.160,12.500,22.280,0.174,-0.133,0.871,2.076,-0.432,-1.308,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,193,193,0,193,21373.140,0.971,0.213,0.020,-0.106,2661,683,1301,2919,1,1676,0,613,47,0.304,11,0,33.943,2.566,-18.840,15.000,23.920,0.173,-0.145,0.878,2.090,-0.710,-1.308,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,207,207,0,207,21378.140,0.971,0.213,0.019,-0.107,2716,723,1338,2967,18,1704,0,629,47,0.304,11,0,38.218,2.605,-19.580,18.160,27.340,0.209,-0.135,0.848,2.110,-0.720,-1.348,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,207,207,0,207,21383.140,0.971,0.214,0.019,-0.108,2747,741,1385,2976,24,1754,0,665,47,0.304,11,0,41.252,2.814,-21.220,21.280,28.260,0.208,-0.103,0.889,2.370,-0.720,-1.336,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,207,207,0,207,21388.140,0.971,0.214,0.018,-0.109,2776,777,1400,3000,36,1797,0,691,47,0.304,11,0,41.503,2.733,-20.180,23.480,27.640,0.208,-0.081,0.944,2.370,-0.262,-1.336,0.000,0.000,0.153,0.108,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,207,207,0,207,21393.140,0.970,0.215,0.017,-0.109,2829,808,1433,3030,41,1833,0,717,47,0.304,11,0,37.775,2.556,-17.740,25.860,21.060,0.228,-0.095,0.957,2.370,0.152,-0.946,0.000,0.000,0.153,0.108,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,228,228,0,228,21398.140,0.970,0.215,0.016,-0.109,2838,824,1465,3051,51,1881,0,749,47,0.304,11,0,34.824,2.550,-19.100,28.120,7.560,0.208,-0.126,0.947,2.422,0.152,-0.784,0.000,0.000,0.153,0.108,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,228,228,0,228,21403.140,0.970,0.216,0.015,-0.109,2859,857,1493,3065,45,1907,0,789,47,0.304,11,0,39.931,2.536,-29.280,27.080,-1.960,0.112,-0.130,1.019,2.422,-0.112,-0.744,0.000,0.000,0.153,0.108,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,228,228,0,228,21408.140,0.970,0.217,0.014,-0.108,2893,893,1512,3101,72,1958,0,804,47,0.304,11,0,32.874,1.488,-20.060,25.680,-4.340,0.042,-0.190,1.116,1.474,-0.190,-0.072,0.000,0.000,0.153,0.108,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,228,228,0,228,21413.140,0.970,0.217,0.013,-0.108,2917,947,1559,3117,77,2003,0,840,50,0.304,12,0,27.116,1.290,-14.760,22.740,-0.540,-0.027,-0.173,1.104,0.866,-0.358,0.886,0.000,0.000,0.153,0.108,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,239,239,0,239,21418.140,0.970,0.218,0.012,-0.108,2923,968,1561,3119,85,2063,0,877,50,0.304,12,0,25.938,1.124,-15.180,19.500,7.880,-0.058,-0.216,1.099,0.202,-0.398,1.032,0.000,0.000,0.153,0.108,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,239,239,0,239,21423.140,0.970,0.219,0.011,-0.109,2944,997,1591,3165,84,2085,0,907,50,0.304,12,0,31.823,1.230,-20.000,15.960,18.920,-0.053,-0.236,1.064,0.140,-0.842,0.886,0.000,0.000,0.153,0.108,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,271,271,0,271,21428.140,0.969,0.219,0.011,-0.110,2961,1022,1619,3151,91,2108,0,940,50,0.304,12,0,39.680,1.268,-24.960,12.500,28.200,0.021,-0.207,1.097,0.140,-0.842,0.938,0.000,0.000,0.153,0.108,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,271,271,0,271,21433.140,0.969,0.220,0.010,-0.111,2962,1047,1635,3151,92,2139,0,971,50,0.304,12,0,39.004,1.343,-22.320,11.520,29.840,0.091,-0.170,1.146,0.776,-0.568,0.938,0.000,0.000,0.153,0.108,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,303,303,0,303,21438.140,0.969,0.220,0.010,-0.112,2991,1069,1643,3177,100,2159,0,1005,50,0.304,12,0,34.416,1.646,-19.580,11.460,25.880,0.119,-0.153,1.079,1.352,0.054,0.938,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,303,303,0,303,21443.140,0.969,0.221,0.009,-0.113,2995,1094,1661,3171,116,2167,0,1034,50,0.304,12,0,30.360,1.585,-20.920,10.600,19.280,0.106,-0.131,1.043,1.498,0.080,0.512,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,303,303,0,303,21448.140,0.968,0.222,0.009,-0.113,2999,1113,1670,3177,119,2195,0,1049,50,0.304,12,0,28.771,1.511,-21.340,10.040,16.480,0.062,-0.104,1.064,1.498,0.080,0.182,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,303,303,0,303,21453.140,0.968,0.222,0.008,-0.114,2995,1123,1693,3165,127,2193,0,1079,50,0.304,12,0,29.096,1.037,-20.120,8.640,19.160,0.052,-0.118,1.063,1.006,0.176,0.182,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,303,303,0,303,21458.140,0.968,0.222,0.008,-0.115,3011,1131,1709,3197,135,2226,0,1100,50,0.304,12,0,28.833,1.046,-18.900,7.980,20.260,0.081,-0.148,1.062,1.006,0.176,0.226,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,303,303,0,303,21463.140,0.968,0.223,0.008,-0.116,3005,1127,1715,3187,137,2217,0,1109,50,0.304,12,0,27.906,1.334,-18.720,6.820,19.540,0.112,-0.179,1.063,1.292,-0.012,0.332,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,303,303,0,303,21468.140,0.968,0.223,0.008,-0.116,3012,1135,1723,3191,136,2231,0,1128,50,0.304,12,1,25.179,1.732,-18.420,7.120,15.620,0.131,-0.193,1.063,1.658,-0.188,0.466,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,303,303,0,303,21473.140,0.968,0.224,0.007,-0.117,3019,1129,1725,3195,134,2239,0,1149,50,0.304,12,1,21.971,1.939,-18.180,6.760,10.320,0.130,-0.211,1.067,1.854,-0.252,0.510,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,303,303,0,303,21478.140,0.967,0.224,0.007,-0.117,3019,1129,1741,3192,134,2239,0,1163,50,0.304,12,1,18.697,1.960,-16.720,6.200,5.620,0.098,-0.205,1.059,1.854,-0.374,0.516,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,303,303,0,303,21483.140,0.967,0.225,0.007,-0.117,3028,1124,1750,3189,137,2257,0,1179,50,0.304,12,1,18.243,1.672,-16.280,5.900,5.740,0.067,-0.203,1.046,1.536,-0.412,0.516,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,319,319,0,319,21488.140,0.967,0.225,0.007,-0.117,3036,1117,1764,3181,136,2265,0,1182,50,0.304,12,1,17.233,1.398,-14.520,3.340,8.660,0.071,-0.191,1.090,1.232,-0.412,0.516,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,319,319,0,319,21493.140,0.967,0.225,0.007,-0.117,3013,1109,1759,3174,139,2279,0,1187,50,0.304,12,1,12.807,1.331,-9.380,2.480,8.360,0.093,-0.189,1.052,1.232,-0.298,0.406,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,319,319,0,319,21498.140,0.967,0.225,0.007,-0.118,3037,1105,1771,3189,149,2261,0,1204,50,0.304,12,1,12.785,1.370,-10.540,2.360,6.840,0.075,-0.197,1.001,1.286,-0.298,0.368,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,319,319,0,319,21503.140,0.967,0.225,0.007,-0.118,3018,1097,1770,3179,145,2261,0,1225,50,0.304,12,1,16.751,1.344,-14.760,1.260,7.820,0.071,-0.180,1.018,1.286,-0.390,0.036,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,338,338,0,338,21508.140,0.967,0.226,0.007,-0.118,3003,1081,1727,3165,149,2266,0,1223,50,0.304,12,1,16.140,1.266,-14.080,0.400,7.880,0.080,-0.168,1.058,1.204,-0.390,0.036,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,338,338,0,338,21513.140,0.967,0.226,0.007,-0.119,3015,1068,1773,3175,155,2277,0,1238,50,0.304,12,1,12.914,1.259,-10.540,-0.580,7.440,0.080,-0.178,1.052,1.204,-0.198,0.312,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,338,338,0,338,21518.140,0.967,0.226,0.007,-0.119,3007,1071,1770,3175,159,2257,0,1241,50,0.304,12,1,11.895,1.271,-8.480,-1.300,8.240,0.084,-0.190,1.021,1.216,-0.198,0.312,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,338,338,0,338,21523.140,0.967,0.226,0.008,-0.119,2991,1042,1772,3155,151,2264,0,1240,50,0.304,12,1,13.097,1.356,-9.320,-1.360,9.100,0.103,-0.201,0.998,1.284,-0.424,0.098,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,351,351,0,351,21528.140,0.967,0.226,0.008,-0.120,2999,1030,1776,3165,155,2248,0,1247,50,0.304,12,1,14.024,1.551,-10.180,-1.120,9.580,0.120,-0.199,1.008,1.480,-0.464,0.002,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,351,351,0,351,21533.140,0.967,0.226,0.008,-0.120,2999,1015,1785,3145,157,2251,0,1253,50,0.304,12,1,11.608,1.677,-7.920,-1.060,8.420,0.133,-0.191,1.030,1.612,-0.464,0.002,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,383,383,0,383,21538.140,0.967,0.226,0.008,-0.120,2979,997,1753,3141,159,2246,0,1251,50,0.304,12,1,6.240,1.742,-3.960,0.160,4.820,0.152,-0.200,1.000,1.690,-0.424,0.002,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,383,383,0,383,21543.140,0.967,0.225,0.008,-0.120,2983,987,1779,3160,160,2232,0,1257,50,0.304,12,1,3.360,1.744,-3.100,0.580,1.160,0.123,-0.204,0.974,1.690,-0.424,-0.072,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,383,383,0,383,21548.140,0.967,0.225,0.008,-0.120,2973,977,1771,3135,160,2232,0,1255,50,0.304,12,1,4.889,1.753,-3.460,1.020,3.300,0.106,-0.201,0.971,1.610,-0.636,-0.276,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,383,383,0,383,21553.140,0.967,0.225,0.008,-0.121,2986,952,1773,3147,157,2232,0,1258,50,0.304,12,1,7.160,1.757,-3.460,2.060,5.920,0.128,-0.199,0.971,1.610,-0.636,-0.300,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,383,383,0,383,21558.140,0.967,0.225,0.008,-0.121,2971,941,1763,3147,155,2218,0,1256,50,0.304,12,1,6.640,1.756,-2.180,2.660,5.680,0.141,-0.186,0.982,1.626,-0.590,-0.300,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,383,383,0,383,21563.140,0.967,0.225,0.008,-0.121,2963,933,1761,3120,157,2209,0,1242,50,0.304,12,1,5.300,1.715,0.200,3.940,3.540,0.138,-0.180,0.978,1.638,-0.398,-0.314,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,405,405,0,405,21568.140,0.967,0.224,0.008,-0.121,2953,926,1758,3127,155,2215,0,1245,50,0.304,12,1,5.648,1.717,1.300,4.440,3.240,0.108,-0.175,0.965,1.638,-0.398,-0.328,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,405,405,0,405,21573.140,0.967,0.224,0.008,-0.121,2963,915,1755,3123,151,2201,0,1220,50,0.304,12,1,6.822,1.487,1.360,4.980,4.460,0.108,-0.173,0.956,1.342,-0.462,-0.442,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,405,405,0,405,21578.140,0.967,0.223,0.008,-0.121,2972,915,1747,3112,148,2183,0,1213,50,0.304,12,1,8.015,1.487,1.360,5.160,5.980,0.094,-0.164,0.965,1.332,-0.462,-0.472,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,405,405,0,405,21583.140,0.967,0.223,0.008,-0.121,2937,903,1734,3104,147,2187,0,1197,50,0.304,12,1,10.955,1.332,1.660,5.480,9.340,0.085,-0.155,0.961,1.156,-0.400,-0.526,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,406,406,0,406,21588.140,0.967,0.223,0.008,-0.122,2941,903,1727,3103,147,2189,0,1195,50,0.304,12,1,13.563,1.304,2.400,5.280,12.260,0.107,-0.165,0.968,1.156,-0.376,-0.472,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,406,406,0,406,21593.140,0.967,0.222,0.007,-0.122,2936,883,1718,3104,142,2157,0,1187,50,0.304,12,1,12.138,1.432,2.340,5.840,10.380,0.139,-0.174,0.951,1.274,-0.376,-0.536,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,415,415,0,415,21598.140,0.967,0.222,0.007,-0.123,2927,879,1711,3089,144,2173,0,1177,50,0.304,12,1,10.928,1.495,1.420,6.820,8.420,0.118,-0.157,0.958,1.338,-0.376,-0.552,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,415,415,0,415,21603.140,0.967,0.221,0.007,-0.123,2948,889,1719,3096,142,2156,0,1163,50,0.304,12,1,11.989,1.513,2.080,7.300,9.280,0.124,-0.151,0.959,1.370,-0.330,-0.552,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,438,438,0,438,21608.140,0.967,0.221,0.007,-0.123,2939,885,1717,3093,142,2157,0,1165,50,0.304,12,1,12.227,1.474,2.520,8.040,8.860,0.123,-0.139,0.960,1.338,-0.264,-0.560,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,438,438,0,438,21613.140,0.968,0.220,0.006,-0.123,2926,877,1695,3091,141,2107,0,1151,50,0.304,12,1,13.000,1.453,3.240,8.700,9.100,0.113,-0.138,0.969,1.330,-0.168,-0.560,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,438,438,0,438,21618.140,0.968,0.220,0.006,-0.124,2949,879,1703,3100,148,2147,0,1152,50,0.304,12,1,13.179,1.372,3.860,8.960,8.860,0.116,-0.141,0.964,1.254,-0.168,-0.530,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
