condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,16688,16688,0,16688,261016.811,-0.943,0.110,0.141,-0.280,1234,59,2313,1947,2877,2449,2137,2855,55,1.233,43,0,30.855,2.714,13.540,-24.360,-13.240,-0.120,-0.050,1.124,1.828,-2.006,0.020,0.302,0.010,0.270,1.208,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16688,16688,0,16688,261021.811,-0.943,0.109,0.140,-0.281,1067,36,2407,1841,2925,2444,2233,2889,55,1.233,43,0,29.281,2.705,5.360,-27.060,-9.820,-0.122,-0.075,1.092,1.802,-2.006,0.216,0.316,0.008,0.270,1.208,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16688,16688,0,16688,261026.812,-0.944,0.108,0.138,-0.281,909,31,2451,1728,2928,2449,2295,2901,55,1.233,43,0,34.789,2.608,-8.980,-32.180,-9.700,-0.137,-0.092,1.163,1.520,-2.058,0.508,0.332,0.006,0.270,1.208,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16688,16688,0,16688,261031.811,-0.944,0.106,0.137,-0.281,763,26,2499,1611,2971,2431,2388,2907,55,1.233,43,0,44.337,2.707,-25.100,-34.380,-12.400,-0.158,-0.037,1.155,1.520,-2.058,0.884,0.348,0.004,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16704,16704,0,16704,261036.810,-0.944,0.104,0.135,-0.282,629,18,2536,1469,2976,2415,2443,2936,55,1.233,43,0,52.016,2.623,-34.200,-35.840,-15.860,-0.112,-0.067,1.088,1.582,-1.896,0.884,0.364,0.002,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16704,16704,0,16704,261041.811,-0.944,0.101,0.134,-0.282,443,0,2584,1290,3005,2391,2511,2935,55,1.233,43,0,57.108,2.495,-37.480,-40.180,-15.560,-0.024,-0.147,1.038,1.608,-1.896,0.216,0.380,0.002,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16704,16704,0,16704,261046.811,-0.945,0.099,0.132,-0.282,295,0,2611,1140,3001,2361,2539,2936,55,1.233,43,0,50.089,3.194,-31.380,-38.840,-3.960,-0.015,-0.188,0.945,1.582,-2.688,-0.690,0.392,0.002,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16704,16704,0,16704,261051.811,-0.945,0.097,0.130,-0.282,211,0,2651,1013,3043,2343,2605,2959,55,1.233,43,0,46.476,3.197,-14.240,-44.140,2.980,-0.045,-0.153,0.958,1.198,-2.688,-1.248,0.408,0.004,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16720,16720,0,16720,261056.811,-0.946,0.096,0.128,-0.283,96,0,2671,869,3061,2318,2651,2973,55,1.233,43,0,47.660,2.864,-4.960,-47.260,3.660,-0.048,-0.042,1.073,1.198,-2.282,-1.248,0.422,0.004,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16720,16720,0,16720,261061.811,-0.946,0.095,0.126,-0.283,58,0,2676,683,3051,2276,2675,2974,55,1.233,43,0,49.566,2.846,-13.080,-47.800,-0.920,-0.028,-0.057,1.084,2.064,-1.958,-0.058,0.438,0.006,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16720,16720,0,16720,261066.811,-0.947,0.093,0.123,-0.283,40,0,2713,595,3069,2259,2719,3013,55,1.233,43,0,55.642,2.892,-8.620,-54.340,8.300,-0.010,-0.076,1.121,2.128,-1.958,-0.040,0.454,0.008,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16720,16720,0,16720,261071.811,-0.947,0.091,0.120,-0.282,24,0,2714,523,3099,2203,2760,3006,55,1.233,43,0,70.621,3.115,-24.980,-64.520,14.160,-0.060,-0.180,0.961,2.128,-2.274,-0.040,0.470,0.008,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16736,16736,0,16736,261076.811,-0.948,0.089,0.117,-0.281,0,0,2723,442,3095,2141,2779,3000,55,1.233,43,0,79.964,2.418,-22.840,-70.760,29.420,-0.267,-0.125,1.309,0.794,-2.274,0.208,0.484,0.010,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16736,16736,0,16736,261081.811,-0.949,0.087,0.115,-0.281,0,0,2749,335,3127,2091,2833,3031,55,1.233,43,0,72.109,3.607,-39.080,-59.820,9.700,-0.306,0.080,1.554,0.794,-1.980,2.908,0.500,0.014,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16752,16752,0,16752,261086.811,-0.950,0.086,0.111,-0.280,0,0,2746,281,3141,2031,2851,3020,55,1.233,43,0,83.076,5.888,5.720,-80.940,17.820,-0.194,0.208,1.631,1.850,-0.858,5.524,0.514,0.020,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16752,16752,0,16752,261091.811,-0.950,0.085,0.108,-0.280,0,0,2745,219,3126,1959,2867,3015,55,1.233,43,0,80.950,6.314,-6.540,-78.800,17.340,-0.174,0.111,1.592,2.936,-0.858,5.524,0.530,0.030,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16752,16752,0,16752,261096.811,-0.951,0.083,0.104,-0.279,0,0,2777,160,3149,1903,2905,3048,55,1.233,43,0,97.611,6.432,-25.460,-86.380,37.660,-0.118,0.146,1.526,3.298,-0.902,5.448,0.546,0.036,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16752,16752,0,16752,261101.811,-0.952,0.080,0.100,-0.277,0,0,2779,111,3161,1795,2925,3045,55,1.233,43,0,114.327,5.700,-58.360,-89.920,39.740,-0.118,0.012,1.415,2.936,-1.214,4.732,0.558,0.038,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16784,16784,0,16784,261106.811,-0.954,0.076,0.096,-0.275,0,0,2769,73,3155,1661,2939,3019,55,1.233,43,0,128.480,4.514,-70.440,-97.180,45.840,-0.175,-0.087,1.307,2.238,-1.524,3.612,0.568,0.036,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16784,16784,0,16784,261111.811,-0.955,0.072,0.092,-0.273,0,0,2781,59,3167,1547,2976,3021,55,1.233,43,0,126.505,3.299,-60.980,-99.020,49.800,-0.223,-0.125,1.147,0.942,-1.524,2.770,0.578,0.030,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16784,16784,0,16784,261116.811,-0.956,0.069,0.088,-0.271,0,0,2780,4,3203,1388,2999,3025,55,1.233,43,0,126.137,2.607,-47.800,-109.080,41.560,-0.232,-0.168,1.214,-0.070,-1.546,2.098,0.586,0.024,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16784,16784,0,16784,261121.811,-0.957,0.066,0.084,-0.270,0,0,2782,0,3189,1275,3021,3016,55,1.233,43,0,121.794,2.305,-43.600,-108.540,33.940,-0.229,-0.199,1.170,-0.284,-1.546,1.686,0.594,0.020,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16784,16784,0,16784,261126.811,-0.958,0.063,0.079,-0.269,0,0,2785,0,3209,1136,3041,3017,55,1.233,43,0,122.616,2.394,-33.280,-114.520,28.500,-0.227,-0.213,1.152,-0.584,-1.596,1.686,0.600,0.020,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16784,16784,0,16784,261131.811,-0.959,0.061,0.074,-0.268,0,0,2768,0,3213,944,3051,2996,55,1.233,43,0,123.869,2.362,-25.900,-118.900,23.140,-0.215,-0.232,1.160,-0.762,-1.602,1.560,0.606,0.026,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16800,16800,0,16800,261136.811,-0.959,0.058,0.069,-0.267,0,0,2762,0,3205,779,3067,2987,55,1.233,43,0,128.742,2.483,-22.480,-125.380,18.680,-0.206,-0.256,1.179,-0.832,-1.744,1.560,0.612,0.036,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16800,16800,0,16800,261141.811,-0.960,0.055,0.064,-0.267,0,0,2747,0,3225,622,3091,2985,55,1.233,43,0,134.359,2.725,-19.720,-131.720,17.700,-0.191,-0.253,1.199,-0.860,-1.940,1.710,0.618,0.046,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16800,16800,0,16800,261146.811,-0.961,0.053,0.058,-0.267,0,0,2757,0,3222,493,3091,2921,55,1.233,43,0,139.055,2.836,-13.200,-137.960,11.360,-0.196,-0.168,1.233,-0.860,-1.940,1.882,0.622,0.058,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16800,16800,0,16800,261151.811,-0.961,0.050,0.052,-0.267,0,0,2727,0,3221,355,3126,2932,55,1.233,43,0,145.496,2.535,-14.120,-144.780,2.920,-0.168,-0.116,1.217,-0.510,-1.200,2.174,0.630,0.070,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16816,16816,0,16816,261156.811,-0.961,0.048,0.045,-0.268,0,0,2696,0,3227,253,3114,2915,55,1.233,43,0,152.779,2.492,-8.440,-152.540,-1.340,-0.125,-0.166,1.231,-0.186,-1.200,2.176,0.634,0.080,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16816,16816,0,16816,261161.811,-0.962,0.046,0.039,-0.268,0,0,2677,0,3224,165,3129,2899,55,1.233,43,0,161.111,2.313,0.720,-161.080,3.060,-0.167,-0.129,1.236,-0.186,-0.762,2.176,0.640,0.090,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16816,16816,0,16816,261166.811,-0.962,0.044,0.031,-0.269,0,0,2629,0,3214,93,3125,2837,55,1.233,43,0,171.995,2.538,16.840,-171.160,-1.700,-0.201,-0.097,1.290,-0.476,-0.728,2.384,0.642,0.100,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16816,16816,0,16816,261171.811,-0.962,0.043,0.023,-0.270,0,0,2607,0,3231,36,3142,2824,55,1.233,43,0,186.984,3.070,29.220,-184.580,-6.280,-0.163,-0.047,1.395,-0.476,-0.320,3.016,0.644,0.110,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16832,16832,0,16832,261176.811,-0.962,0.042,0.014,-0.271,0,0,2536,0,3229,0,3147,2771,55,1.233,43,0,198.646,4.005,35.880,-195.200,-8.360,-0.083,0.031,1.573,-0.172,-0.204,3.996,0.646,0.120,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16832,16832,0,16832,261181.811,-0.961,0.040,0.005,-0.272,0,0,2467,0,3217,0,3143,2712,55,1.233,43,0,203.617,5.712,25.740,-201.980,-1.220,-0.080,0.124,1.736,0.870,-0.188,5.642,0.650,0.130,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16848,16848,0,16848,261186.811,-0.961,0.038,-0.004,-0.272,0,0,2400,0,3225,0,3148,2663,55,1.233,43,0,214.174,7.450,6.400,-214.000,5.800,-0.111,0.243,1.836,1.270,0.396,7.330,0.652,0.140,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16848,16848,0,16848,261191.811,-0.961,0.035,-0.013,-0.273,0,0,2301,0,3221,0,3155,2587,55,1.233,43,0,224.493,8.733,-3.380,-224.380,6.280,-0.218,0.244,1.928,1.270,1.528,8.504,0.650,0.154,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16848,16848,0,16848,261196.811,-0.961,0.032,-0.023,-0.273,0,0,2200,0,3197,0,3135,2473,55,1.233,43,0,239.290,9.809,-22.660,-238.100,7.380,-0.285,0.267,2.020,0.296,2.114,9.574,0.646,0.170,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16848,16848,0,16848,261201.811,-0.961,0.027,-0.033,-0.273,0,0,2099,0,3217,0,3147,2388,55,1.233,43,0,251.706,10.923,-33.880,-249.400,2.800,-0.354,0.288,2.103,-0.422,2.746,10.564,0.638,0.194,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16896,16896,0,16896,261206.811,-0.960,0.022,-0.043,-0.274,0,0,1937,0,3184,0,3129,2273,55,1.233,43,0,266.815,12.006,-43.280,-262.900,-14.160,-0.392,0.391,2.211,-1.198,3.432,11.442,0.628,0.216,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16896,16896,0,16896,261211.811,-0.959,0.017,-0.054,-0.276,0,0,1673,0,3161,0,3098,2099,55,1.233,43,0,278.665,13.441,-59.160,-269.600,-38.340,-0.293,0.408,2.307,-1.198,4.580,12.580,0.614,0.246,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16896,16896,0,16896,261216.812,-0.958,0.010,-0.064,-0.279,0,0,1459,0,3161,0,3085,1939,55,1.233,43,0,298.109,14.229,-81.000,-282.060,-52.440,-0.193,0.504,2.331,-0.788,4.670,13.418,0.602,0.278,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16896,16896,0,16896,261221.811,-0.957,0.003,-0.075,-0.282,0,0,1286,0,3132,0,3062,1767,55,1.233,43,0,312.486,14.620,-90.840,-291.760,-65.360,-0.221,0.611,2.355,0.136,5.270,13.636,0.584,0.316,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16896,16896,0,16896,261226.811,-0.955,-0.004,-0.086,-0.285,0,0,1145,0,3091,0,3013,1617,55,1.233,43,0,321.852,15.445,-78.620,-299.580,-87.520,-0.469,0.689,2.587,0.136,6.736,13.898,0.558,0.358,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16896,16896,0,16896,261231.811,-0.952,-0.012,-0.098,-0.291,0,0,1021,0,3007,0,2937,1386,55,1.233,43,0,368.978,18.549,-95.360,-330.280,-134.040,-0.743,0.663,2.747,-1.988,9.034,16.078,0.518,0.416,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16896,16896,0,16896,261236.811,-0.948,-0.020,-0.112,-0.297,0,0,945,0,2944,0,2855,1241,55,1.233,43,0,398.080,20.880,-73.620,-361.760,-148.920,-0.870,0.472,3.138,-4.852,10.644,17.296,0.466,0.480,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16896,16896,0,16896,261241.811,-0.944,-0.025,-0.127,-0.303,0,0,857,0,2855,0,2718,1098,55,1.233,43,0,415.949,24.459,-2.700,-395.820,-127.800,-0.916,0.256,3.687,-7.752,10.644,20.612,0.400,0.556,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16897,16897,0,16897,261246.811,-0.940,-0.029,-0.145,-0.306,0,0,748,0,2727,0,2571,956,55,1.233,43,0,443.256,29.558,31.960,-433.780,-85.380,-1.015,0.283,4.320,-10.716,10.644,25.408,0.334,0.632,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16897,16897,0,16897,261251.811,-0.936,-0.037,-0.162,-0.309,0,0,563,0,2579,0,2339,791,55,1.233,43,0,455.658,35.497,-44.320,-448.500,-67.140,-0.885,0.444,4.595,-13.002,11.648,30.908,0.258,0.718,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16912,16912,0,16912,261256.812,-0.932,-0.053,-0.177,-0.312,0,0,377,0,2360,0,2091,683,55,1.233,43,0,516.908,35.724,-235.240,-455.700,-64.760,-0.743,0.259,3.982,-13.002,12.322,30.908,0.188,0.798,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16912,16912,0,16912,261261.811,-0.927,-0.074,-0.191,-0.313,0,0,235,0,2125,0,1747,576,55,1.233,43,0,607.467,32.117,-374.840,-477.360,-25.260,-0.610,0.088,2.599,-12.472,12.322,26.910,0.116,0.882,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16930,16930,0,16930,261266.811,-0.922,-0.095,-0.207,-0.313,0,0,125,0,1863,0,1359,484,55,1.233,43,0,629.472,19.507,-338.280,-530.840,-3.180,-0.639,-0.176,1.606,-9.932,10.076,13.430,0.056,0.956,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16930,16930,0,16930,261271.811,-0.916,-0.112,-0.227,-0.310,0,0,0,0,1477,0,920,403,55,1.233,43,0,627.887,12.803,-209.800,-591.320,23.800,-0.410,-0.095,1.153,-9.814,7.434,3.514,0.018,1.034,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16930,16930,0,16930,261276.811,-0.911,-0.124,-0.246,-0.308,0,0,0,0,1063,0,430,345,55,1.233,43,0,542.545,10.707,-128.440,-526.680,21.600,-0.167,0.212,1.575,-6.858,7.434,3.514,0.076,1.114,0.270,1.208,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16930,16930,0,16930,261281.811,-0.906,-0.134,-0.263,-0.303,0,0,0,0,687,0,84,256,55,1.233,43,0,512.826,11.847,-93.700,-498.180,77.640,-0.603,0.605,2.129,-6.858,8.868,3.830,0.156,1.212,0.270,1.208,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16944,16944,0,16944,261286.811,-0.901,-0.146,-0.280,-0.296,0,0,0,0,232,0,0,179,55,1.233,43,0,543.658,18.902,-138.560,-504.100,149.160,-0.910,0.819,2.360,-7.542,16.262,5.996,0.244,1.312,0.270,1.208,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16944,16944,0,16944,261291.811,-0.897,-0.161,-0.296,-0.285,0,0,0,0,0,0,0,73,55,1.233,43,0,582.438,23.638,-181.040,-509.420,216.680,-1.665,0.307,2.334,-9.702,20.704,5.996,0.352,1.434,0.270,1.208,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16963,16963,0,16963,261296.811,-0.893,-0.177,-0.313,-0.272,0,0,0,0,0,0,0,27,55,1.233,43,0,627.179,27.813,-184.880,-533.520,273.000,-2.041,0.328,2.241,-18.466,20.742,1.524,0.456,1.550,0.270,1.208,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16963,16963,0,16963,261301.811,-0.886,-0.197,-0.326,-0.264,0,0,0,0,0,0,0,3,55,1.233,43,0,631.176,29.062,-340.960,-489.820,205.440,-1.136,1.495,1.395,-18.466,22.306,-2.460,0.560,1.670,0.270,1.208,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16997,16997,0,16997,261306.811,-0.877,-0.220,-0.334,-0.265,0,0,0,0,0,0,0,8,55,1.233,43,0,623.257,23.982,-499.840,-372.260,5.620,0.344,1.655,0.307,-5.098,22.306,-7.184,0.640,1.762,0.270,1.208,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16997,16997,0,16997,261311.811,-0.869,-0.242,-0.335,-0.271,0,0,0,0,0,0,0,25,55,1.233,43,0,555.427,19.622,-536.880,-136.240,-41.200,0.452,0.555,-1.040,9.876,14.800,-8.274,0.716,1.852,0.270,1.208,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16997,16997,0,16997,261316.813,-0.865,-0.261,-0.332,-0.272,0,0,0,0,0,0,0,36,55,1.233,43,0,468.638,18.697,-461.800,-32.420,72.880,-0.218,0.406,-0.883,9.876,0.910,-15.850,0.774,1.924,0.270,1.208,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16997,16997,0,16997,261321.811,-0.865,-0.269,-0.329,-0.265,0,0,0,0,0,0,0,39,55,1.233,43,0,232.016,18.790,-115.740,31.900,198.540,-0.694,0.261,-2.017,3.744,-1.010,-18.386,0.830,1.992,0.270,1.208,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16997,16997,0,16997,261326.811,-0.871,-0.263,-0.324,-0.258,0,0,0,0,0,0,0,37,55,1.233,43,0,236.976,19.260,154.580,92.880,153.740,-1.429,0.006,-0.130,3.340,0.910,-18.946,0.878,2.052,0.270,1.208,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,16997,16997,0,16997,261331.811,-0.877,-0.253,-0.318,-0.256,0,0,0,0,0,0,0,19,55,1.233,43,0,241.579,22.336,174.180,153.500,66.780,-1.686,0.490,1.480,-9.878,6.510,-18.946,0.932,2.118,0.270,1.208,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17008,17008,0,17008,261336.811,-0.880,-0.250,-0.309,-0.259,0,0,0,0,0,0,0,12,55,1.233,43,0,210.618,21.490,5.600,209.160,-24.100,-0.944,0.517,1.395,-9.878,16.672,-9.290,0.988,2.186,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17008,17008,0,17008,261341.810,-0.882,-0.252,-0.298,-0.262,0,0,0,0,0,0,0,5,55,1.233,43,0,263.471,20.094,-139.480,223.320,9.520,-0.340,0.619,0.750,-8.574,16.672,-7.232,1.058,2.270,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17008,17008,0,17008,261346.811,-0.886,-0.252,-0.287,-0.262,0,0,0,0,0,0,0,0,55,1.233,43,0,240.808,14.356,-79.360,209.160,89.120,-0.782,0.701,0.343,-2.940,12.048,-7.232,1.120,2.344,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17008,17008,0,17008,261351.811,-0.891,-0.250,-0.276,-0.261,0,0,0,0,0,0,0,2,55,1.233,43,0,242.745,16.692,-50.980,212.880,104.920,-0.760,0.628,0.495,-2.940,12.048,-11.172,1.182,2.420,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17008,17008,0,17008,261356.811,-0.894,-0.250,-0.264,-0.260,0,0,0,0,0,0,0,0,55,1.233,43,0,244.582,17.993,-81.560,215.080,83.120,-0.833,0.389,0.001,-3.672,12.048,-12.850,1.232,2.482,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17008,17008,0,17008,261361.811,-0.898,-0.249,-0.253,-0.260,0,0,0,0,0,0,0,7,55,1.233,43,0,231.744,17.253,-47.800,214.960,72.200,-0.715,0.299,-0.307,-3.672,8.306,-14.670,1.278,2.540,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17027,17027,0,17027,261366.811,-0.902,-0.245,-0.242,-0.259,0,0,0,0,0,0,0,0,55,1.233,43,0,224.746,16.846,-7.340,213.480,69.880,-0.557,0.317,-0.306,-3.412,5.698,-15.482,1.314,2.588,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17027,17027,0,17027,261371.811,-0.907,-0.240,-0.232,-0.258,0,0,0,0,0,0,0,0,55,1.233,43,0,228.584,16.604,24.820,211.240,83.740,-0.465,0.335,-0.205,-2.216,5.576,-15.482,1.344,2.630,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17027,17027,0,17027,261376.811,-0.911,-0.235,-0.221,-0.256,0,0,0,0,0,0,0,0,55,1.233,43,0,238.519,15.434,43.740,216.480,90.080,-0.563,0.360,-0.079,-2.216,5.576,-14.220,1.368,2.666,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17027,17027,0,17027,261381.811,-0.915,-0.229,-0.211,-0.255,0,0,0,0,0,0,0,0,55,1.233,43,0,241.605,15.230,58.820,219.280,82.640,-0.542,0.292,-0.027,-2.662,6.496,-13.516,1.394,2.706,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17040,17040,0,17040,261386.811,-0.920,-0.222,-0.201,-0.254,0,0,0,0,0,0,0,0,55,1.233,43,0,249.129,14.588,76.220,223.320,79.900,-0.536,0.253,0.055,-3.042,6.572,-12.664,1.420,2.744,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17040,17040,0,17040,261391.811,-0.924,-0.215,-0.190,-0.252,0,0,0,0,0,0,0,0,55,1.233,43,0,256.740,13.836,86.780,228.440,78.740,-0.548,0.261,0.197,-3.396,6.572,-11.692,1.450,2.786,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17058,17058,0,17058,261396.811,-0.928,-0.208,-0.180,-0.251,0,0,0,0,0,0,0,0,55,1.233,43,0,262.178,13.178,92.520,233.500,75.200,-0.569,0.290,0.310,-3.698,7.282,-10.342,1.480,2.830,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17058,17058,0,17058,261401.811,-0.932,-0.200,-0.171,-0.250,0,0,0,0,0,0,0,0,55,1.233,43,0,267.437,12.908,95.880,240.220,68.000,-0.592,0.298,0.412,-3.882,8.042,-9.320,1.518,2.880,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17090,17090,0,17090,261406.811,-0.935,-0.193,-0.160,-0.249,0,0,0,0,0,0,0,0,55,1.233,43,0,272.737,12.461,96.600,248.220,58.660,-0.589,0.239,0.485,-4.150,8.306,-8.310,1.552,2.928,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17090,17090,0,17090,261411.811,-0.939,-0.186,-0.150,-0.249,0,0,0,0,0,0,0,4,55,1.233,43,0,278.448,11.933,94.960,256.940,49.980,-0.581,0.180,0.542,-4.488,8.306,-7.298,1.596,2.986,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17090,17090,0,17090,261416.812,-0.942,-0.178,-0.139,-0.249,0,0,0,0,0,0,0,3,55,1.233,43,0,287.071,11.167,95.320,267.440,42.420,-0.552,0.148,0.517,-4.568,7.926,-6.404,1.638,3.042,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17090,17090,0,17090,261421.811,-0.945,-0.170,-0.128,-0.249,0,0,0,0,0,0,0,1,55,1.233,43,0,298.597,10.986,108.560,275.980,34.780,-0.588,0.167,0.521,-4.714,7.660,-6.308,1.688,3.106,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17090,17090,0,17090,261426.811,-0.948,-0.161,-0.116,-0.250,0,0,0,0,0,0,0,3,55,1.233,43,0,307.898,10.868,111.920,286.180,19.400,-0.580,0.175,0.714,-4.588,7.660,-6.196,1.732,3.164,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,17090,17090,0,17090,261431.811,-0.950,-0.153,-0.104,-0.252,0,0,0,0,0,0,0,3,55,1.233,43,0,314.118,9.853,105.280,295.880,6.400,-0.526,0.150,0.716,-4.588,7.660,-4.166,1.780,3.228,0.270,1.208,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
