condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,46,46,0,46,241286.811,-0.859,-0.158,-0.155,-0.463,0,0,2201,0,2747,0,2823,1323,28,0.535,26,0,281.995,10.595,-53.600,-276.740,7.940,-0.103,0.356,1.953,1.232,7.156,7.716,0.836,1.398,0.413,0.588,3,NULL,NULL,1068.000,0,0,0,7,255,0,250,0,0
baseline,46,46,0,46,241291.811,-0.856,-0.166,-0.165,-0.461,0,0,1999,0,2631,0,2787,1119,28,0.535,26,0,296.253,11.646,-62.760,-289.380,9.280,-0.106,0.370,2.024,1.568,8.338,7.978,0.840,1.410,0.413,0.588,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,46,46,0,46,241296.811,-0.854,-0.174,-0.174,-0.459,0,0,1795,0,2552,0,2765,951,28,0.535,26,0,299.168,12.314,-70.580,-290.720,-1.460,-0.071,0.269,2.152,1.568,9.082,8.166,0.844,1.422,0.413,0.588,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,46,46,0,46,241301.810,-0.850,-0.183,-0.184,-0.458,0,0,1593,0,2416,0,2743,797,28,0.535,26,0,308.972,13.048,-86.800,-296.100,-15.940,-0.033,0.095,2.161,0.650,9.082,9.346,0.850,1.434,0.413,0.588,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,62,62,0,62,241306.811,-0.847,-0.193,-0.193,-0.457,0,0,1381,0,2281,0,2647,661,28,0.535,26,0,318.018,12.633,-110.180,-297.740,-18.620,0.009,0.089,2.009,-0.548,8.482,9.346,0.854,1.446,0.413,0.588,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,62,62,0,62,241311.811,-0.843,-0.204,-0.201,-0.456,0,0,1111,0,2147,0,2578,547,28,0.535,26,0,331.055,11.451,-136.740,-300.480,-24.720,0.032,0.208,1.773,-0.548,8.098,8.078,0.858,1.458,0.413,0.588,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,62,62,0,62,241316.811,-0.838,-0.216,-0.209,-0.455,0,0,908,0,1959,0,2505,417,28,0.535,26,0,336.533,9.893,-143.940,-302.680,-30.340,0.007,0.184,1.646,0.476,8.090,5.674,0.862,1.470,0.413,0.588,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,62,62,0,62,241321.811,-0.834,-0.227,-0.218,-0.454,0,0,739,0,1765,0,2391,345,28,0.535,26,0,341.578,9.172,-129.540,-314.700,-29.300,-0.042,0.252,1.411,0.726,8.090,4.260,0.868,1.482,0.413,0.588,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,62,62,0,62,241326.811,-0.829,-0.237,-0.228,-0.453,0,0,587,0,1543,0,2259,277,28,0.535,26,0,349.836,8.285,-102.300,-332.600,-36.020,0.073,0.220,1.331,0.980,8.056,1.670,0.874,1.496,0.413,0.588,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,62,62,0,62,241331.811,-0.824,-0.246,-0.240,-0.451,0,0,473,0,1265,0,2058,209,28,0.535,26,0,365.002,7.332,-75.520,-355.240,-36.440,0.174,0.147,1.418,0.980,7.072,1.670,0.878,1.506,0.413,0.588,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,62,62,0,62,241336.811,-0.819,-0.255,-0.252,-0.448,0,0,333,0,1041,0,1809,169,28,0.535,26,0,362.793,7.344,-47.320,-359.140,-19.960,0.309,0.153,1.417,1.290,6.790,2.482,0.880,1.516,0.413,0.588,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,62,62,0,62,241341.811,-0.815,-0.262,-0.265,-0.444,0,0,240,0,808,0,1463,141,28,0.535,26,0,371.526,7.553,-7.160,-371.160,14.840,0.313,0.264,1.496,1.460,6.790,2.968,0.880,1.524,0.413,0.588,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,76,76,0,76,241346.811,-0.811,-0.269,-0.279,-0.438,0,0,161,0,619,0,1118,147,28,0.535,26,0,388.142,8.355,19.280,-382.640,62.200,0.222,0.225,1.662,1.460,7.548,3.272,0.878,1.530,0.413,0.588,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,76,76,0,76,241351.811,-0.809,-0.277,-0.292,-0.429,0,0,111,0,363,0,723,95,28,0.535,26,0,405.751,10.102,18.420,-390.020,110.360,0.069,0.231,1.850,0.756,9.280,3.918,0.876,1.534,0.413,0.588,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,76,76,0,76,241356.811,-0.806,-0.286,-0.305,-0.419,0,0,45,0,115,0,394,73,28,0.535,26,0,424.289,12.415,-15.020,-396.620,149.960,-0.084,0.306,1.898,-0.582,11.766,3.918,0.870,1.536,0.413,0.588,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,76,76,0,76,241361.811,-0.803,-0.297,-0.316,-0.410,0,0,0,0,28,0,45,29,28,0.535,26,0,429.367,14.112,-71.920,-395.100,151.920,-0.283,0.479,1.662,-0.582,13.768,3.044,0.864,1.536,0.413,0.588,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,91,91,0,91,241366.811,-0.799,-0.308,-0.326,-0.400,0,0,0,0,0,0,0,21,28,0.535,26,0,426.215,13.794,-93.040,-386.860,152.780,-0.197,0.580,1.333,-0.398,13.768,-0.750,0.854,1.534,0.413,0.588,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,91,91,0,91,241371.811,-0.795,-0.320,-0.336,-0.390,0,0,0,0,0,0,0,11,28,0.535,26,0,435.180,13.280,-94.860,-389.540,169.240,-0.197,0.495,1.237,0.744,12.868,-3.196,0.844,1.530,0.413,0.588,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,107,107,0,107,241376.811,-0.792,-0.332,-0.346,-0.379,0,0,0,0,0,0,0,0,28,0.535,26,0,430.398,13.529,-94.680,-378.000,182.740,-0.325,0.518,1.283,0.744,12.868,-4.110,0.830,1.522,0.413,0.588,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,107,107,0,107,241381.811,-0.788,-0.343,-0.354,-0.368,0,0,0,0,0,0,0,0,28,0.535,26,0,424.554,14.242,-115.120,-362.680,188.300,-0.469,0.570,1.207,0.016,13.266,-5.182,0.816,1.514,0.413,0.588,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,107,107,0,107,241386.811,-0.783,-0.358,-0.360,-0.359,0,0,0,0,0,0,0,0,28,0.535,26,0,414.579,15.133,-201.120,-316.000,177.680,-0.316,0.691,0.671,0.016,13.266,-7.282,0.798,1.504,0.413,0.588,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,107,107,0,107,241391.811,-0.779,-0.371,-0.363,-0.352,0,0,0,0,0,0,0,0,28,0.535,26,0,383.340,14.356,-222.860,-271.380,153.740,0.061,0.282,0.058,2.798,9.882,-10.030,0.782,1.492,0.413,0.588,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,139,139,0,139,241396.811,-0.775,-0.381,-0.367,-0.345,0,0,0,0,0,0,0,0,28,0.535,26,0,304.712,10.711,-142.340,-232.800,135.620,-0.171,-0.314,-0.269,2.798,1.770,-10.186,0.760,1.478,0.413,0.588,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,139,139,0,139,241401.811,-0.776,-0.386,-0.368,-0.338,0,0,0,0,0,0,0,0,28,0.535,26,0,202.949,12.125,-29.060,-110.060,168.020,-0.038,-0.031,-0.482,1.376,-2.778,-11.722,0.738,1.462,0.413,0.588,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,139,139,0,139,241406.811,-0.778,-0.387,-0.366,-0.332,0,0,0,0,0,0,0,0,28,0.535,26,0,141.933,13.070,15.120,-1.240,141.120,-0.448,0.213,-0.005,-0.156,-2.778,-12.770,0.716,1.446,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,139,139,0,139,241411.811,-0.782,-0.386,-0.363,-0.328,0,0,0,0,0,0,0,0,28,0.535,26,0,164.185,14.346,42.520,66.080,144.160,-0.448,0.442,0.102,1.272,2.754,-14.022,0.692,1.428,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,139,139,0,139,241416.811,-0.787,-0.384,-0.358,-0.324,0,0,0,0,0,0,0,0,28,0.535,26,0,191.629,14.812,53.260,120.220,139.400,-0.478,0.416,0.170,0.642,4.730,-14.022,0.668,1.408,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,139,139,0,139,241421.811,-0.793,-0.381,-0.351,-0.319,0,0,0,0,0,0,0,0,28,0.535,26,0,233.220,15.157,68.580,151.900,163.140,-0.669,0.309,0.267,0.642,5.260,-14.200,0.642,1.388,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,155,155,0,155,241426.811,-0.799,-0.378,-0.344,-0.316,0,0,0,0,0,0,0,0,28,0.535,26,0,238.413,15.627,69.680,171.800,149.900,-0.830,0.287,0.421,-1.612,6.140,-14.280,0.614,1.366,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,155,155,0,155,241431.811,-0.805,-0.375,-0.337,-0.313,0,0,0,0,0,0,0,0,28,0.535,26,0,224.216,16.397,59.740,177.360,123.480,-0.860,0.145,0.451,-3.212,7.390,-14.280,0.588,1.344,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,171,171,0,171,241436.811,-0.810,-0.372,-0.330,-0.311,0,0,0,0,0,0,0,0,28,0.535,26,0,215.244,15.932,46.440,174.180,117.620,-0.777,0.211,0.379,-3.516,7.390,-13.670,0.558,1.318,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,171,171,0,171,241441.811,-0.814,-0.369,-0.324,-0.310,0,0,0,0,0,0,0,0,28,0.535,26,0,202.454,15.729,43.260,169.120,102.540,-0.669,0.191,0.217,-3.516,6.940,-13.670,0.530,1.294,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,171,171,0,171,241446.811,-0.819,-0.366,-0.317,-0.308,0,0,0,0,0,0,0,0,28,0.535,26,0,198.591,14.957,54.620,160.200,103.880,-0.650,0.160,0.042,-2.686,5.286,-13.732,0.500,1.266,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,171,171,0,171,241451.811,-0.824,-0.362,-0.312,-0.305,0,0,0,0,0,0,0,0,28,0.535,26,0,198.208,15.190,72.120,152.200,104.500,-0.651,0.174,-0.041,-2.472,3.822,-14.492,0.470,1.240,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,171,171,0,171,241456.811,-0.828,-0.357,-0.307,-0.303,0,0,0,0,0,0,0,0,28,0.535,26,0,195.156,15.120,93.360,147.200,87.760,-0.643,0.085,-0.039,-2.472,3.358,-14.534,0.438,1.210,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,171,171,0,171,241461.811,-0.833,-0.352,-0.302,-0.301,0,0,0,0,0,0,0,0,28,0.535,26,0,198.006,15.095,111.260,141.660,82.220,-0.602,0.053,-0.054,-2.886,2.878,-14.534,0.408,1.182,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,187,187,0,187,241466.811,-0.838,-0.346,-0.298,-0.299,0,0,0,0,0,0,0,0,28,0.535,26,0,205.972,14.702,127.180,138.480,84.100,-0.570,0.007,-0.017,-2.912,2.464,-14.198,0.374,1.150,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,187,187,0,187,241471.811,-0.843,-0.339,-0.294,-0.297,0,0,0,0,0,0,0,0,28,0.535,26,0,212.955,14.090,145.060,138.660,71.280,-0.640,-0.013,0.066,-3.120,2.464,-13.518,0.344,1.120,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,203,203,0,203,241476.811,-0.847,-0.332,-0.291,-0.296,0,0,0,0,0,0,0,0,28,0.535,26,0,220.557,14.149,159.600,139.020,62.020,-0.643,-0.006,0.143,-3.942,3.100,-13.230,0.312,1.086,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,203,203,0,203,241481.811,-0.852,-0.324,-0.287,-0.294,0,0,0,0,0,0,0,0,28,0.535,26,0,226.953,13.797,167.900,143.420,52.420,-0.642,0.019,0.188,-4.080,3.666,-12.660,0.284,1.054,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,203,203,0,203,241486.811,-0.857,-0.315,-0.284,-0.293,0,0,0,0,0,0,0,0,28,0.535,26,0,239.271,13.541,181.260,150.740,40.900,-0.592,-0.059,0.243,-4.114,3.770,-12.338,0.258,1.020,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,203,203,0,203,241491.811,-0.862,-0.306,-0.280,-0.293,0,0,0,0,0,0,0,0,28,0.535,26,0,256.135,12.802,197.320,159.040,37.100,-0.597,-0.078,0.348,-4.404,4.122,-11.292,0.238,0.990,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,251,251,0,251,241496.811,-0.866,-0.296,-0.276,-0.292,0,0,0,0,0,0,0,0,28,0.535,26,0,266.445,12.229,204.140,168.620,29.780,-0.686,0.000,0.474,-4.820,4.294,-10.386,0.222,0.954,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,251,251,0,251,241501.811,-0.871,-0.286,-0.272,-0.292,0,0,0,0,0,0,0,0,28,0.535,26,0,271.981,12.782,203.540,179.860,13.980,-0.691,-0.052,0.584,-5.240,5.900,-10.056,0.216,0.920,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,251,251,0,251,241506.811,-0.875,-0.276,-0.268,-0.293,0,0,0,0,0,0,0,0,28,0.535,26,0,279.009,12.274,202.380,192.060,-1.040,-0.656,-0.116,0.675,-5.892,6.024,-8.924,0.220,0.884,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,251,251,0,251,241511.811,-0.880,-0.265,-0.263,-0.295,0,0,0,0,0,0,0,0,28,0.535,26,0,286.187,11.597,201.400,203.060,-10.380,-0.611,-0.150,0.745,-6.272,6.024,-7.672,0.230,0.850,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,251,251,0,251,241516.811,-0.884,-0.254,-0.258,-0.296,0,0,0,0,0,0,0,0,28,0.535,26,0,291.986,10.968,197.740,214.400,-13.680,-0.620,-0.121,0.812,-6.326,6.024,-6.632,0.252,0.812,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,251,251,0,251,241521.810,-0.888,-0.244,-0.252,-0.298,0,0,0,0,0,0,0,0,28,0.535,26,0,296.440,10.830,192.360,224.540,-21.360,-0.624,-0.125,0.864,-6.350,6.364,-6.038,0.278,0.778,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,269,269,0,269,241526.811,-0.892,-0.233,-0.245,-0.301,0,0,0,0,0,0,0,0,28,0.535,26,0,302.648,10.669,187.800,235.160,-32.040,-0.630,-0.116,0.917,-6.496,6.494,-5.428,0.314,0.738,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,269,269,0,269,241531.811,-0.895,-0.222,-0.239,-0.304,0,0,0,0,0,0,0,0,28,0.535,26,0,308.667,10.377,184.320,243.460,-45.040,-0.570,-0.158,0.957,-6.496,6.494,-4.828,0.348,0.704,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,269,269,0,269,241536.811,-0.898,-0.211,-0.232,-0.307,0,0,0,0,0,0,0,0,28,0.535,26,0,312.167,9.747,180.400,249.860,-49.740,-0.515,-0.187,0.980,-6.452,6.158,-3.932,0.390,0.664,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,269,269,0,269,241541.811,-0.902,-0.201,-0.225,-0.310,0,0,0,0,0,0,0,0,28,0.535,26,0,313.633,8.995,176.620,254.380,-49.620,-0.453,-0.235,0.984,-6.234,5.616,-3.242,0.430,0.628,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,269,269,0,269,241546.811,-0.905,-0.190,-0.217,-0.314,0,0,0,0,0,0,0,0,28,0.535,26,0,316.315,8.158,175.880,257.800,-51.580,-0.415,-0.240,0.961,-6.036,4.790,-2.678,0.476,0.588,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,269,269,0,269,241551.811,-0.907,-0.179,-0.210,-0.317,0,0,0,0,0,0,0,0,28,0.535,26,0,320.691,7.567,180.280,260.000,-52.360,-0.303,-0.251,0.955,-5.688,4.282,-2.564,0.520,0.552,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,283,283,0,283,241556.811,-0.910,-0.167,-0.203,-0.320,0,0,0,0,0,0,0,0,28,0.535,26,0,324.661,6.277,187.120,260.420,-50.720,-0.202,-0.247,0.936,-4.876,3.374,-2.058,0.566,0.512,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,283,283,0,283,241561.811,-0.913,-0.156,-0.195,-0.323,0,0,0,0,0,0,0,0,28,0.535,26,0,328.079,5.091,197.200,258.960,-41.080,-0.063,-0.300,0.937,-4.024,2.564,-1.774,0.608,0.476,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,283,283,0,283,241566.811,-0.916,-0.143,-0.188,-0.325,0,0,0,0,0,0,0,0,28,0.535,26,0,334.722,3.678,212.200,257.680,-24.720,-0.043,-0.287,0.992,-3.294,1.156,-1.158,0.656,0.436,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,283,283,0,283,241571.811,-0.919,-0.130,-0.181,-0.326,0,0,0,0,0,0,0,0,28,0.535,26,0,343.613,3.535,229.660,255.240,-13.360,-0.140,-0.234,1.175,-3.294,1.156,-0.558,0.698,0.400,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,299,299,0,299,241576.811,-0.921,-0.117,-0.175,-0.327,0,0,0,0,0,0,0,0,28,0.535,26,0,346.079,4.402,233.020,255.420,-15.260,-0.221,-0.233,1.401,-3.732,2.166,0.870,0.744,0.362,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,299,299,0,299,241581.811,-0.924,-0.105,-0.168,-0.329,0,0,0,0,0,0,0,0,28,0.535,26,0,338.691,5.894,220.880,256.040,-19.160,-0.205,-0.281,1.551,-4.624,2.262,2.870,0.784,0.328,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,315,315,0,315,241586.811,-0.926,-0.093,-0.160,-0.330,0,0,0,0,0,0,0,0,28,0.535,26,0,325.408,7.024,198.220,257.560,-16.180,-0.185,-0.304,1.597,-4.932,2.262,4.460,0.830,0.290,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,315,315,0,315,241591.811,-0.928,-0.082,-0.152,-0.331,0,0,0,0,0,0,0,0,28,0.535,26,0,315.788,7.259,180.280,259.080,-9.940,-0.229,-0.291,1.605,-4.964,1.636,5.038,0.870,0.258,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,347,347,0,347,241596.811,-0.930,-0.071,-0.144,-0.332,0,0,0,0,0,0,0,0,28,0.535,26,0,310.089,7.377,165.520,262.020,-10.200,-0.282,-0.307,1.643,-5.078,1.600,5.106,0.912,0.224,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,347,347,0,347,241601.811,-0.931,-0.061,-0.135,-0.333,0,0,0,0,0,0,0,0,28,0.535,26,0,304.807,7.793,146.720,266.580,-17.760,-0.292,-0.314,1.628,-5.440,1.454,5.388,0.950,0.194,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,347,347,0,347,241606.811,-0.933,-0.052,-0.126,-0.334,0,0,0,0,0,0,0,0,28,0.535,26,0,301.689,7.730,133.540,269.580,-22.580,-0.247,-0.329,1.572,-5.440,1.060,5.388,0.990,0.166,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,347,347,0,347,241611.811,-0.934,-0.042,-0.117,-0.335,0,0,0,0,0,0,0,0,28,0.535,26,0,302.056,7.041,133.960,270.060,-18.980,-0.232,-0.336,1.558,-4.974,0.264,4.976,1.028,0.140,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,347,347,0,347,241616.811,-0.935,-0.033,-0.108,-0.336,0,0,0,0,0,0,0,0,28,0.535,26,0,302.295,6.896,134.380,270.260,-16.840,-0.245,-0.343,1.626,-4.768,-0.248,4.976,1.066,0.118,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,347,347,0,347,241621.811,-0.936,-0.024,-0.099,-0.337,0,0,0,0,0,0,0,2,28,0.535,26,0,298.626,7.351,126.200,270.000,-18.740,-0.238,-0.315,1.675,-4.728,-0.564,5.600,1.100,0.100,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,364,364,0,364,241626.811,-0.937,-0.015,-0.090,-0.338,0,0,0,0,0,0,0,0,28,0.535,26,0,294.856,7.486,118.580,269.100,-21.540,-0.225,-0.238,1.655,-4.402,-0.630,6.022,1.144,0.090,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,364,364,0,364,241631.811,-0.937,-0.006,-0.080,-0.339,0,0,0,0,0,0,0,0,28,0.535,26,0,295.727,7.069,121.020,268.540,-26.360,-0.183,-0.211,1.631,-3.622,-0.768,6.022,1.192,0.094,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,364,364,0,364,241636.811,-0.938,0.003,-0.071,-0.341,0,0,0,0,0,0,0,0,28,0.535,26,0,296.515,6.783,126.880,266.660,-26.740,-0.098,-0.251,1.673,-2.942,-1.046,6.022,1.238,0.112,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,364,364,0,364,241641.811,-0.938,0.012,-0.062,-0.341,0,0,0,0,0,0,0,2,28,0.535,26,0,295.217,7.026,130.540,264.020,-20.140,-0.052,-0.211,1.744,-2.386,-2.270,6.206,1.260,0.118,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,380,380,0,380,241646.811,-0.938,0.021,-0.053,-0.342,0,0,0,0,0,0,0,0,28,0.535,26,0,295.530,7.549,138.420,260.600,-16.300,0.001,-0.103,1.750,-1.630,-2.614,6.892,1.262,0.106,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,380,380,0,380,241651.811,-0.938,0.030,-0.045,-0.343,0,0,0,0,0,0,0,0,28,0.535,26,0,293.746,7.487,148.180,253.400,-10.860,0.073,-0.102,1.843,-0.382,-2.698,6.974,1.254,0.088,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,380,380,0,380,241656.811,-0.938,0.040,-0.037,-0.343,0,0,0,0,0,0,0,0,28,0.535,26,0,299.884,8.065,160.880,252.920,-8.920,0.106,-0.123,1.803,0.306,-3.588,7.216,1.250,0.076,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,380,380,0,380,241661.811,-0.937,0.050,-0.029,-0.343,0,0,0,0,0,0,0,0,28,0.535,26,0,289.535,8.900,157.280,242.900,-9.640,0.247,-0.097,2.116,0.572,-4.314,7.764,1.254,0.070,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,382,382,0,382,241666.811,-0.937,0.060,-0.022,-0.343,0,0,0,0,0,0,0,0,28,0.535,26,0,279.819,11.157,144.280,239.740,2.620,0.403,-0.057,2.069,1.942,-5.978,9.218,1.256,0.066,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,382,382,0,382,241671.811,-0.937,0.069,-0.014,-0.342,0,0,0,0,0,0,0,0,28,0.535,26,0,274.517,12.100,139.940,235.100,22.460,0.458,-0.047,2.020,3.530,-6.998,9.218,1.252,0.066,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,399,399,0,399,241676.811,-0.937,0.079,-0.007,-0.340,0,0,0,0,0,0,0,0,28,0.535,26,0,279.383,12.399,155.260,228.740,40.340,0.419,-0.065,2.094,3.918,-7.556,9.016,1.248,0.076,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,399,399,0,399,241681.811,-0.937,0.089,-0.001,-0.338,0,0,0,0,0,0,0,0,28,0.535,26,0,278.571,12.712,157.400,224.960,47.120,0.376,-0.122,2.302,3.918,-8.060,9.016,1.246,0.088,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,415,415,0,415,241686.811,-0.937,0.098,0.006,-0.336,0,0,0,0,0,0,0,1,28,0.535,26,0,267.197,14.679,141.160,221.480,49.140,0.384,-0.077,2.391,3.918,-9.212,10.736,1.248,0.090,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,415,415,0,415,241691.811,-0.936,0.111,0.012,-0.333,0,0,0,0,0,0,0,3,28,0.535,26,0,330.348,15.248,212.440,243.400,68.960,0.106,0.135,3.134,3.630,-9.434,11.416,1.256,0.072,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,433,433,0,433,241696.811,-0.936,0.123,0.020,-0.330,0,0,0,0,0,0,0,8,28,0.535,26,0,337.286,21.776,196.700,269.460,49.620,0.532,0.402,4.916,3.996,-9.618,19.124,1.266,0.034,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,433,433,0,433,241701.811,-0.937,0.116,0.032,-0.328,0,0,0,0,0,0,0,9,28,0.535,26,0,326.786,25.723,-251.480,207.620,-21.000,0.692,-1.129,2.825,3.630,-16.816,19.124,1.274,0.032,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,444,444,0,444,241706.811,-0.940,0.106,0.042,-0.322,0,0,0,0,0,0,0,18,28,0.535,26,0,361.038,22.558,-320.640,153.300,63.540,1.037,0.036,0.771,9.566,-16.816,11.600,1.280,0.058,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,444,444,0,444,241711.811,-0.941,0.103,0.051,-0.318,0,0,0,0,0,0,0,6,28,0.535,26,0,236.900,13.551,-138.140,183.820,57.000,0.974,0.387,-0.353,9.566,-7.710,-5.716,1.290,0.076,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,444,444,0,444,241716.811,-0.941,0.112,0.058,-0.316,0,0,0,0,0,0,0,3,28,0.535,26,0,255.331,16.387,130.360,213.620,50.660,0.896,-0.324,0.280,9.566,-7.710,-10.844,1.302,0.090,0.413,0.588,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
