condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,47,47,0,9818.828,0.998,-0.022,-0.066,0.002,839,0,0,1493,0,469,0,99,0,0.000,0,0,0.045,0.092,0.000,-0.040,0.020,-0.093,-0.055,0.995,-0.058,-0.072,0.034,0.000,0.000,0.000,0.000,0,NULL,NULL,1010.000,0,0,0,7,255,0,250,0,0
baseline,47,47,0,9823.828,0.998,-0.022,-0.066,0.002,837,0,0,1491,0,469,0,99,0,0.000,0,0,1.261,0.095,-0.420,0.400,1.120,-0.100,-0.060,0.992,0.070,0.064,-0.034,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,47,47,0,9828.828,0.998,-0.021,-0.066,0.002,837,0,0,1493,0,469,0,101,0,0.000,0,0,0.818,0.095,-0.800,0.140,0.100,-0.114,-0.077,1.000,0.070,0.064,-0.034,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,47,47,0,9833.826,0.998,-0.022,-0.066,0.002,839,0,0,1493,0,471,0,100,0,0.000,0,0,0.749,0.072,0.420,-0.580,0.220,-0.110,-0.060,0.995,-0.032,0.064,-0.016,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,47,47,0,9838.828,0.998,-0.022,-0.066,0.002,839,0,0,1493,0,469,0,99,0,0.000,0,0,1.749,0.109,1.700,0.400,0.100,-0.123,-0.082,0.996,-0.058,-0.092,0.024,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,47,47,0,9843.826,0.998,-0.021,-0.066,0.002,831,0,0,1493,0,469,0,101,0,0.000,0,0,2.465,0.116,-1.280,-0.160,-2.100,-0.104,-0.079,1.006,-0.032,-0.112,0.024,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,9848.828,0.998,-0.022,-0.066,0.002,838,0,0,1493,0,471,0,99,0,0.000,0,0,2.552,0.120,-0.620,-0.520,2.420,-0.074,-0.021,0.980,0.044,-0.112,0.024,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,9853.827,0.998,-0.022,-0.066,0.002,839,0,0,1493,0,463,0,95,0,0.000,0,0,2.655,0.120,1.960,1.560,0.880,-0.149,-0.107,1.002,0.044,-0.112,0.104,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,9858.828,0.998,-0.021,-0.066,0.002,831,0,0,1493,0,471,0,101,0,0.000,0,0,5.017,0.078,-1.520,-1.500,-4.540,-0.104,-0.074,1.013,0.050,-0.060,0.126,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,9863.826,0.998,-0.022,-0.066,0.002,837,0,0,1491,0,469,0,100,0,0.000,0,0,4.716,0.078,1.040,-0.040,4.600,-0.067,-0.018,0.973,0.050,-0.060,0.126,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,9868.828,0.998,-0.021,-0.066,0.002,839,0,0,1491,0,471,0,101,0,0.000,0,0,2.661,0.078,-0.920,2.040,-1.440,-0.164,-0.120,1.003,0.050,-0.060,0.162,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,9873.827,0.998,-0.022,-0.066,0.002,837,0,0,1493,0,469,0,100,0,0.000,0,0,3.915,0.458,1.160,-2.900,-2.360,-0.068,-0.040,1.018,0.366,0.276,0.150,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,9878.828,0.998,-0.022,-0.066,0.002,839,0,0,1492,0,470,0,99,0,0.000,0,0,4.957,0.166,-1.340,1.800,4.420,-0.120,-0.066,0.953,-0.164,-0.024,0.150,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
