condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitEvent,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,36,36,0,36,65550.354,-0.373,0.481,-0.627,-0.487,2533,1251,2283,2843,2485,1609,1555,2101,34,0.000,2,0,5.224,0.107,5.125,-0.938,-0.375,0.023,0.996,-0.211,-0.098,0.043,-0.012,0.000,0.000,0.000,0.000,0,NULL,NULL,1150.000,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,65555.327,-0.373,0.481,-0.627,-0.487,2523,1243,2277,2840,2477,1599,1545,2093,34,0.000,2,0,5.167,0.131,5.063,-0.938,-0.438,0.008,0.996,-0.199,-0.117,0.043,0.039,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,65560.313,-0.373,0.481,-0.627,-0.487,2533,1237,2270,2823,2468,1594,1529,2085,34,0.000,2,0,5.381,0.191,5.375,-0.250,0.000,0.016,1.000,-0.203,-0.172,0.070,0.043,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,65565.313,-0.372,0.481,-0.627,-0.487,2530,1215,2263,2843,2440,1582,1527,2073,34,0.000,2,0,5.557,0.194,5.313,-1.625,-0.125,0.016,1.008,-0.211,-0.172,0.070,0.055,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,65570.351,-0.372,0.481,-0.627,-0.486,2531,1209,2249,2826,2451,1567,1515,2063,34,0.000,2,0,6.441,0.196,6.438,-0.188,-0.125,0.004,1.000,-0.195,-0.172,0.070,0.063,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,65575.351,-0.372,0.481,-0.627,-0.486,2526,1193,2245,2843,2442,1555,1507,2029,34,0.000,2,0,6.960,0.199,6.938,-0.500,0.250,0.023,1.008,-0.215,-0.121,0.063,0.145,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,65580.313,-0.372,0.481,-0.627,-0.486,2524,1177,2231,2840,2427,1529,1494,2019,34,0.000,2,0,7.940,0.328,7.938,-0.063,-0.188,0.000,1.012,-0.203,-0.188,0.219,0.156,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,38,38,0,38,65585.349,-0.372,0.481,-0.628,-0.486,2523,1161,2216,2839,2413,1507,1477,2015,34,0.000,2,0,8.731,0.195,8.688,0.438,0.750,0.027,1.000,-0.215,-0.117,-0.004,0.156,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,38,38,0,38,65590.317,-0.372,0.482,-0.628,-0.486,2520,1133,2200,2836,2393,1491,1443,2003,34,0.000,2,0,9.565,0.220,9.563,-0.188,-0.125,0.016,1.004,-0.207,-0.168,0.090,0.109,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,38,38,0,38,65595.313,-0.371,0.482,-0.628,-0.485,2515,1103,2183,2837,2375,1471,1403,1980,34,0.000,2,0,9.392,0.165,9.375,-0.250,0.500,0.031,0.988,-0.211,-0.137,-0.043,0.082,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,38,38,0,38,65600.314,-0.371,0.482,-0.628,-0.485,2509,1079,2151,2811,2349,1453,1373,1956,34,0.000,2,0,9.231,0.153,9.188,-0.875,-0.188,0.023,0.992,-0.211,-0.152,-0.016,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,65,65,0,65,65605.352,-0.371,0.482,-0.628,-0.485,2504,1059,2127,2830,2315,1428,1339,1930,34,0.000,2,0,8.601,0.163,8.500,-1.313,0.000,0.031,0.980,-0.215,-0.137,-0.086,-0.020,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,65,65,0,65,65610.356,-0.371,0.482,-0.629,-0.485,2493,1030,2089,2828,2285,1403,1298,1901,34,0.000,2,0,8.306,0.129,8.188,-1.250,-0.625,0.020,0.984,-0.215,-0.109,-0.016,-0.066,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,95,95,0,95,65615.356,-0.371,0.482,-0.629,-0.485,2491,1007,2045,2826,2255,1367,1259,1869,34,0.000,2,0,6.949,0.130,6.813,-1.188,-0.688,0.012,0.984,-0.207,-0.109,0.000,-0.070,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,95,95,0,95,65620.357,-0.370,0.482,-0.629,-0.484,2484,985,1998,2824,2220,1343,1215,1844,34,0.000,2,0,5.838,0.197,5.750,0.125,-1.000,-0.008,0.984,-0.203,-0.148,0.109,-0.070,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,95,95,0,95,65625.327,-0.370,0.482,-0.629,-0.484,2476,946,1948,2822,2184,1324,1163,1817,34,0.000,2,0,5.537,0.358,4.500,3.000,-1.188,-0.023,0.996,-0.195,-0.188,0.297,-0.070,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,95,95,0,95,65630.313,-0.370,0.483,-0.629,-0.484,2471,911,1895,2815,2149,1303,1118,1787,34,0.000,2,0,8.491,0.538,4.563,7.063,-1.188,-0.039,1.004,-0.191,-0.234,0.484,0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,95,95,0,95,65635.340,-0.371,0.483,-0.629,-0.484,2463,875,1845,2811,2120,1279,1070,1753,34,0.000,2,0,15.356,0.696,6.625,13.750,-1.688,-0.047,1.023,-0.207,-0.234,0.648,0.094,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,95,95,0,95,65640.321,-0.371,0.484,-0.628,-0.483,2459,825,1799,2808,2075,1251,1031,1711,34,0.000,2,0,22.060,0.733,9.375,19.938,-1.125,-0.031,1.031,-0.223,-0.160,0.648,0.301,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,95,95,0,95,65645.313,-0.371,0.485,-0.628,-0.482,2447,763,1719,2803,2029,1208,984,1663,34,0.000,2,0,28.502,0.662,14.875,24.250,-1.750,0.004,1.027,-0.242,-0.047,0.523,0.402,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,95,95,0,95,65650.347,-0.371,0.486,-0.628,-0.481,2431,728,1660,2793,1997,1175,949,1615,34,0.000,2,0,31.946,0.426,19.938,24.875,-2.063,0.035,1.023,-0.238,-0.047,0.133,0.402,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,95,95,0,95,65655.313,-0.371,0.487,-0.628,-0.480,2413,685,1593,2781,1960,1129,876,1579,34,0.000,2,0,30.916,0.377,22.500,21.125,-1.813,0.055,1.000,-0.238,-0.063,-0.121,0.352,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,95,95,0,95,65660.353,-0.371,0.487,-0.628,-0.479,2393,616,1523,2772,1909,1100,843,1524,34,0.000,2,0,27.737,0.367,22.500,16.125,-1.750,0.055,0.977,-0.234,-0.063,-0.332,0.145,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,126,126,0,126,65665.313,-0.371,0.488,-0.629,-0.479,2361,565,1447,2757,1848,1065,797,1465,34,0.000,2,0,22.163,0.347,18.563,12.063,-1.063,0.035,0.957,-0.234,-0.063,-0.332,-0.078,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,126,126,0,126,65670.357,-0.371,0.488,-0.629,-0.478,2339,535,1375,2739,1796,1033,731,1420,34,0.000,2,0,15.837,0.304,12.125,10.125,-1.125,0.016,0.945,-0.234,-0.012,-0.141,-0.270,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,126,126,0,126,65675.314,-0.371,0.489,-0.629,-0.478,2311,499,1275,2715,1723,975,669,1372,34,0.000,2,0,12.588,0.374,5.313,11.313,-1.500,0.004,0.945,-0.246,0.074,0.047,-0.363,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,126,126,0,126,65680.313,-0.372,0.489,-0.628,-0.477,2270,437,1149,2694,1663,951,607,1327,34,0.000,2,0,14.729,0.416,-0.313,14.563,-2.188,0.004,0.957,-0.254,0.168,0.113,-0.363,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,149,149,0,149,65685.356,-0.372,0.490,-0.628,-0.477,2237,405,1068,2661,1604,891,538,1299,34,0.000,2,0,17.271,0.327,-3.875,16.625,-2.625,0.020,0.977,-0.262,0.215,0.113,-0.219,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,149,149,0,149,65690.313,-0.373,0.490,-0.627,-0.477,2189,354,989,2604,1547,855,467,1252,34,0.000,2,0,17.775,0.218,-5.438,16.688,-2.813,0.031,0.996,-0.258,0.215,-0.027,-0.027,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,149,149,0,149,65695.313,-0.373,0.490,-0.627,-0.477,2122,325,891,2583,1480,824,421,1204,34,0.000,2,0,15.481,0.241,-4.938,14.375,-2.938,0.039,1.008,-0.246,0.137,-0.137,0.145,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,149,149,0,149,65700.346,-0.373,0.490,-0.627,-0.477,2052,285,797,2524,1405,760,369,1159,34,0.000,2,0,11.448,0.262,-5.500,9.813,-2.125,0.012,1.023,-0.242,-0.016,-0.137,0.223,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,193,193,0,193,65705.355,-0.374,0.490,-0.626,-0.477,1957,235,692,2452,1338,690,338,1103,34,0.000,2,0,8.823,0.348,-6.125,6.250,-1.125,0.004,1.020,-0.234,-0.035,0.098,0.332,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,193,193,0,193,65710.351,-0.374,0.490,-0.626,-0.477,1837,173,615,2379,1269,643,309,1063,34,0.000,2,0,10.138,0.413,-8.688,5.188,-0.625,-0.027,1.035,-0.234,-0.039,0.199,0.359,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,193,193,0,193,65715.314,-0.374,0.490,-0.626,-0.477,1683,141,541,2265,1223,537,261,1018,34,0.000,2,0,12.605,0.659,-11.563,5.000,0.438,-0.039,1.039,-0.230,-0.039,0.480,0.449,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,193,193,0,193,65720.357,-0.375,0.490,-0.625,-0.478,1464,76,477,2132,1149,461,219,991,34,0.000,2,0,14.483,0.777,-13.750,4.375,1.250,-0.047,1.055,-0.227,-0.039,0.594,0.500,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,193,193,0,193,65725.321,-0.375,0.490,-0.625,-0.478,1243,41,438,1941,1087,383,189,937,34,0.000,2,0,14.990,0.971,-14.563,2.938,2.000,-0.063,1.066,-0.223,-0.078,0.715,0.652,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,193,193,0,193,65730.335,-0.376,0.490,-0.625,-0.478,1069,13,409,1717,1007,319,159,875,34,0.000,2,0,13.733,1.131,-13.438,2.125,1.875,-0.082,1.074,-0.211,-0.090,0.855,0.734,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,193,193,0,193,65735.342,-0.376,0.490,-0.624,-0.479,887,0,379,1487,955,231,108,827,34,0.000,2,0,10.779,1.338,-10.625,1.813,-0.125,-0.117,1.102,-0.191,-0.172,1.078,0.773,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,193,193,0,193,65740.344,-0.376,0.489,-0.624,-0.479,639,0,354,1223,875,173,86,787,34,0.000,2,0,17.817,1.804,-17.063,-0.250,5.125,-0.160,1.168,-0.199,-0.320,1.461,1.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,216,216,0,216,65745.313,-0.377,0.489,-0.624,-0.480,473,0,344,973,818,117,37,734,34,0.000,2,0,20.203,2.346,-18.375,0.625,8.375,-0.156,1.148,-0.156,-0.355,1.879,1.359,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,216,216,0,216,65750.322,-0.378,0.488,-0.623,-0.480,304,0,342,703,764,61,0,661,34,0.000,2,0,31.001,2.617,-28.438,-2.313,12.125,-0.215,1.242,-0.109,-0.656,1.910,1.664,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,216,216,0,216,65755.357,-0.379,0.486,-0.623,-0.481,205,0,316,440,691,17,0,594,34,0.000,2,0,52.362,3.586,-46.063,-12.563,21.500,-0.242,1.281,0.016,-1.137,2.633,2.152,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,216,216,0,216,65760.313,-0.380,0.484,-0.623,-0.483,77,0,315,229,647,0,0,551,34,0.000,2,0,69.041,4.496,-58.625,-23.875,27.563,-0.254,1.359,0.059,-2.281,3.141,2.270,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,216,216,0,216,65765.313,-0.381,0.481,-0.623,-0.485,7,0,297,89,580,0,0,540,34,0.000,2,0,87.396,5.278,-71.563,-33.813,37.063,-0.277,1.480,0.105,-2.754,3.402,2.949,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,216,216,0,216,65770.321,-0.383,0.477,-0.623,-0.487,0,0,281,39,523,0,0,540,34,0.000,2,0,111.746,6.392,-86.375,-51.000,49.250,-0.258,1.613,0.090,-3.277,3.715,4.039,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,239,239,0,239,65775.315,-0.384,0.472,-0.624,-0.490,0,0,268,19,485,0,0,527,34,0.000,2,0,135.986,7.295,-94.375,-73.875,64.250,-0.262,1.723,-0.156,-3.277,3.715,5.355,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,239,239,0,239,65780.327,-0.385,0.467,-0.625,-0.492,0,0,267,2,439,0,0,499,34,0.000,2,0,141.957,7.715,-79.375,-82.625,83.813,-0.316,1.734,-0.578,-0.973,3.371,6.871,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,239,239,0,239,65785.345,-0.387,0.463,-0.628,-0.493,0,0,235,0,378,0,0,468,34,0.000,2,0,118.673,8.588,-30.188,-59.938,97.875,-0.332,1.648,-0.859,3.234,3.098,7.328,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,239,239,0,239,65790.332,-0.388,0.460,-0.631,-0.490,0,0,205,0,311,0,0,421,34,0.000,2,0,109.622,9.916,30.000,-20.750,103.375,-0.309,1.543,-0.934,6.137,2.641,7.328,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,261,261,0,261,65795.313,-0.389,0.459,-0.634,-0.486,0,0,165,0,269,0,0,395,34,0.000,2,0,137.260,9.258,81.063,19.000,109.125,-0.230,1.348,-0.461,6.137,2.570,6.438,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,261,261,0,261,65800.330,-0.390,0.459,-0.638,-0.481,0,0,91,0,185,0,0,371,34,0.000,2,0,147.478,5.103,90.938,31.938,111.625,-0.051,1.203,0.105,2.598,2.293,3.746,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,299,299,0,299,65805.356,-0.391,0.457,-0.641,-0.476,0,0,47,0,120,0,0,343,34,0.000,2,0,130.083,3.877,65.188,12.500,111.875,0.059,1.094,0.523,-2.949,2.105,1.379,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,299,299,0,299,65810.314,-0.393,0.454,-0.644,-0.475,0,0,0,0,75,0,0,334,34,0.000,2,0,114.021,7.265,8.875,-31.625,109.188,0.090,1.082,0.645,-6.969,2.008,-0.434,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,299,299,0,299,65815.343,-0.394,0.448,-0.647,-0.476,0,0,0,0,42,0,0,333,34,0.000,2,0,150.958,7.265,-57.375,-77.813,115.938,0.004,1.109,0.504,-6.969,2.008,-0.434,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,299,299,0,299,65820.317,-0.396,0.440,-0.649,-0.478,0,0,0,0,3,0,0,317,34,0.000,2,0,197.921,7.123,-111.875,-111.250,119.500,-0.148,1.117,0.215,-6.586,2.699,-0.285,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,299,299,0,299,65825.324,-0.397,0.432,-0.650,-0.482,0,0,0,0,0,0,0,317,34,0.000,2,0,212.991,4.943,-135.000,-121.563,111.188,-0.313,1.203,0.047,-3.398,3.582,0.223,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,299,299,0,299,65830.330,-0.399,0.424,-0.652,-0.486,0,0,0,0,0,0,0,317,34,0.000,2,0,204.527,5.295,-133.688,-115.875,102.625,-0.465,1.324,0.113,-1.480,4.941,1.195,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,299,299,0,299,65835.342,-0.400,0.417,-0.653,-0.489,0,0,0,0,0,0,0,319,34,0.000,2,0,188.640,7.219,-120.375,-109.375,95.563,-0.555,1.438,0.285,-1.480,6.754,2.074,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,299,299,0,299,65840.334,-0.401,0.410,-0.654,-0.492,0,0,0,0,0,0,0,312,34,0.000,2,0,172.063,9.174,-102.375,-103.750,91.438,-0.570,1.535,0.379,-2.750,8.305,2.762,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,299,299,0,299,65845.313,-0.402,0.404,-0.656,-0.494,0,0,0,0,0,0,0,309,34,0.000,2,0,152.979,9.995,-78.063,-97.063,88.813,-0.539,1.613,0.348,-3.172,8.793,3.539,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,299,299,0,299,65850.313,-0.402,0.399,-0.658,-0.495,0,0,0,0,0,0,0,308,34,0.000,2,0,127.824,10.309,-38.063,-87.125,85.438,-0.449,1.617,0.172,-3.172,8.793,4.348,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,321,321,0,321,65855.356,-0.401,0.396,-0.662,-0.494,0,0,0,0,0,0,0,306,34,0.000,2,0,113.614,8.874,29.875,-76.250,78.750,-0.367,1.523,-0.027,-1.684,7.551,4.348,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,321,321,0,321,65860.351,-0.399,0.394,-0.667,-0.491,0,0,0,0,0,0,0,299,34,0.000,2,0,152.779,7.438,110.750,-76.875,71.875,-0.387,1.352,-0.074,-0.004,6.152,4.180,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,321,321,0,321,65865.318,-0.395,0.394,-0.673,-0.486,0,0,0,0,0,0,0,293,34,0.000,2,0,203.951,6.674,170.625,-85.750,71.625,-0.477,1.137,-0.020,0.488,6.152,2.539,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,321,321,0,321,65870.316,-0.390,0.393,-0.680,-0.481,0,0,0,0,0,0,0,285,34,0.000,2,0,231.996,6.674,193.438,-93.938,87.063,-0.582,0.996,0.023,0.543,6.648,0.211,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,321,321,0,321,65875.315,-0.386,0.391,-0.688,-0.475,0,0,0,0,0,0,0,275,34,0.000,2,0,239.420,7.560,190.750,-106.625,97.813,-0.613,0.730,0.047,0.543,7.402,-1.438,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,321,321,0,321,65880.353,-0.381,0.389,-0.695,-0.470,0,0,0,0,0,0,0,269,34,0.000,2,0,233.512,8.664,183.188,-120.500,80.313,-0.699,0.617,0.000,0.730,7.566,-4.156,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,351,351,0,351,65885.358,-0.375,0.387,-0.701,-0.466,0,0,0,0,0,0,0,264,34,0.000,2,0,219.350,9.600,165.063,-126.438,69.875,-0.816,0.621,-0.070,1.594,7.836,-5.313,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,351,351,0,351,65890.340,-0.371,0.385,-0.707,-0.462,0,0,0,0,0,0,0,265,34,0.000,2,0,199.567,10.568,140.375,-121.438,73.313,-0.891,0.594,-0.148,2.660,8.699,-5.379,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,351,351,0,351,65895.322,-0.367,0.383,-0.713,-0.459,0,0,0,0,0,0,0,262,34,0.000,2,0,176.632,11.012,117.750,-107.063,76.625,-0.895,0.539,-0.211,3.719,8.719,-5.605,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,351,351,0,351,65900.313,-0.364,0.380,-0.717,-0.456,0,0,0,0,0,0,0,253,34,0.000,2,0,155.339,11.467,101.875,-91.625,73.188,-0.867,0.461,-0.246,4.418,8.719,-5.996,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,351,351,0,351,65905.353,-0.361,0.379,-0.721,-0.454,0,0,0,0,0,0,0,253,34,0.000,2,0,133.259,11.495,91.938,-79.250,55.000,-0.820,0.391,-0.277,4.777,8.113,-6.594,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,351,351,0,351,65910.353,-0.358,0.378,-0.725,-0.451,0,0,0,0,0,0,0,254,34,0.000,2,0,112.667,11.369,84.500,-66.250,34.125,-0.793,0.383,-0.313,5.008,7.402,-7.027,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,351,351,0,351,65915.313,-0.356,0.377,-0.727,-0.449,0,0,0,0,0,0,0,252,34,0.000,2,0,94.870,11.166,73.938,-51.500,29.688,-0.766,0.469,-0.332,5.145,6.988,-7.027,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,395,395,0,395,65920.335,-0.354,0.376,-0.730,-0.448,0,0,0,0,0,0,0,248,34,0.000,2,0,87.406,10.945,58.875,-49.563,41.438,-0.676,0.395,-0.297,5.145,6.922,-6.738,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,395,395,0,395,65925.317,-0.352,0.374,-0.732,-0.446,0,0,0,0,0,0,0,247,34,0.000,2,0,80.006,10.173,50.313,-53.750,31.313,-0.613,0.324,-0.270,4.609,6.070,-6.738,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,395,395,0,395,65930.318,-0.350,0.373,-0.734,-0.446,0,0,0,0,0,0,0,239,34,0.000,2,0,75.318,10.086,40.875,-61.938,12.875,-0.613,0.316,-0.277,4.352,5.383,-7.336,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,395,395,0,395,65935.347,-0.348,0.372,-0.736,-0.446,0,0,0,0,0,0,0,239,34,0.000,2,0,69.314,10.086,24.813,-64.688,2.063,-0.660,0.367,-0.301,4.352,5.383,-7.336,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,395,395,0,395,65940.343,-0.345,0.371,-0.737,-0.447,0,0,0,0,0,0,0,239,34,0.000,2,0,64.290,10.162,1.938,-64.250,-1.188,-0.688,0.371,-0.305,4.672,5.785,-6.926,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,395,395,0,395,65945.322,-0.344,0.370,-0.737,-0.449,0,0,0,0,0,0,0,233,34,0.000,2,0,66.053,10.339,-24.000,-61.188,-6.563,-0.703,0.383,-0.309,4.836,5.980,-6.910,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,395,395,0,395,65950.313,-0.343,0.368,-0.737,-0.452,0,0,0,0,0,0,0,233,34,0.000,2,0,79.803,10.413,-53.500,-57.250,-15.125,-0.715,0.379,-0.320,4.980,6.113,-6.801,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,418,418,0,418,65955.313,-0.342,0.367,-0.736,-0.456,0,0,0,0,0,0,0,237,34,0.000,2,0,101.637,10.487,-82.563,-50.750,-30.625,-0.727,0.395,-0.336,5.160,6.113,-6.781,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,418,418,0,418,65960.352,-0.342,0.365,-0.733,-0.460,0,0,0,0,0,0,0,237,34,0.000,2,0,127.872,10.502,-111.688,-40.625,-47.188,-0.734,0.441,-0.363,5.367,6.152,-6.605,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,418,418,0,418,65965.326,-0.342,0.364,-0.730,-0.466,0,0,0,0,0,0,0,232,34,0.000,2,0,154.614,10.279,-140.313,-26.313,-59.375,-0.719,0.512,-0.383,5.555,6.152,-6.078,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,418,418,0,418,65970.358,-0.343,0.363,-0.726,-0.473,0,0,0,0,0,0,0,235,34,0.000,2,0,179.099,9.856,-166.000,-13.750,-65.813,-0.688,0.578,-0.383,5.555,6.129,-5.359,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,442,442,0,442,65975.313,-0.344,0.362,-0.721,-0.480,0,0,0,0,0,0,0,239,34,0.000,2,0,199.346,9.298,-186.250,-4.188,-70.938,-0.621,0.637,-0.359,5.387,5.988,-4.645,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
