condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,36,36,0,36,9446.804,-0.574,0.157,-0.011,-0.804,0,0,0,0,0,47,0,0,25,0.000,4,0,142.767,6.906,75.000,119.563,21.500,0.298,-0.070,1.221,-4.602,-5.144,0.246,0.000,0.000,0.000,0.000,0,NULL,NULL,1070.000,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,9451.804,-0.574,0.163,-0.011,-0.803,0,0,0,0,0,48,0,0,25,0.000,4,0,135.589,7.093,72.500,112.625,21.063,0.313,-0.077,1.224,-4.730,-5.280,0.246,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,9456.803,-0.574,0.168,-0.011,-0.801,0,0,0,0,0,47,0,0,25,0.000,4,0,128.132,7.375,69.063,105.938,20.625,0.330,-0.102,1.212,-4.932,-5.480,0.176,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,9461.804,-0.574,0.174,-0.010,-0.800,0,0,0,0,0,51,0,0,25,0.000,4,0,119.962,7.590,64.938,99.000,19.313,0.331,-0.135,1.188,-5.242,-5.488,-0.110,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,38,38,0,38,9466.803,-0.574,0.178,-0.010,-0.799,0,0,0,0,0,46,0,0,25,0.000,4,0,110.494,7.818,61.188,90.625,15.875,0.329,-0.156,1.171,-5.548,-5.488,-0.470,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,38,38,0,38,9471.804,-0.573,0.183,-0.011,-0.799,0,0,0,0,0,53,0,0,25,0.000,4,0,101.285,7.947,58.000,82.125,12.250,0.334,-0.168,1.160,-5.748,-5.438,-0.738,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,40,40,0,40,9476.803,-0.573,0.187,-0.011,-0.798,0,0,0,0,0,43,0,0,25,0.000,4,0,94.378,8.083,54.063,76.500,11.500,0.358,-0.182,1.139,-5.904,-5.438,-0.948,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,40,40,0,40,9481.804,-0.573,0.191,-0.010,-0.797,0,0,0,0,0,53,0,0,25,0.000,4,0,90.039,8.358,48.250,75.500,8.875,0.411,-0.210,1.100,-6.070,-5.594,-1.312,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,75,75,0,75,9486.803,-0.573,0.194,-0.010,-0.796,0,0,0,0,0,45,0,0,25,0.000,4,0,85.433,8.712,44.875,72.688,1.250,0.349,-0.247,1.084,-6.380,-5.594,-1.976,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,75,75,0,75,9491.804,-0.572,0.198,-0.010,-0.796,0,0,0,0,0,44,0,0,25,0.000,4,0,78.432,8.786,42.250,66.063,1.500,0.371,-0.228,1.094,-6.502,-5.548,-2.036,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,75,75,0,75,9496.803,-0.572,0.201,-0.010,-0.795,0,0,0,0,0,48,0,0,25,0.000,4,0,70.968,8.766,37.500,60.250,0.375,0.372,-0.246,1.069,-6.550,-5.456,-2.044,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,75,75,0,75,9501.804,-0.571,0.203,-0.009,-0.795,0,0,0,0,0,51,0,0,25,0.000,4,0,66.014,8.897,32.563,55.875,-13.250,0.357,-0.297,1.043,-6.620,-5.456,-2.360,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,75,75,0,75,9506.804,-0.570,0.206,-0.009,-0.795,0,0,0,0,0,53,0,0,25,0.000,4,0,57.830,8.965,28.938,48.250,-13.375,0.399,-0.233,1.061,-6.620,-5.456,-2.602,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,75,75,0,75,9511.803,-0.569,0.208,-0.008,-0.795,0,0,0,0,0,47,0,0,25,0.000,4,0,50.864,9.363,23.438,42.188,-16.063,0.421,-0.265,1.032,-6.872,-5.756,-2.702,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,75,75,0,75,9516.804,-0.568,0.209,-0.008,-0.796,0,0,0,0,0,47,0,0,25,0.000,4,0,48.967,9.328,16.500,37.188,-27.250,0.421,-0.241,1.028,-6.664,-5.770,-3.050,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,75,75,0,75,9521.803,-0.567,0.211,-0.007,-0.796,0,0,0,0,0,45,0,0,25,0.000,4,0,39.678,9.386,14.063,28.813,-23.375,0.488,-0.199,1.032,-6.664,-5.858,-3.060,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,103,103,0,103,9526.804,-0.566,0.212,-0.006,-0.797,0,0,0,0,0,44,0,0,25,0.000,4,0,39.995,9.679,5.938,24.563,-31.000,0.473,-0.241,1.004,-6.664,-6.240,-3.214,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,103,103,0,103,9531.804,-0.565,0.212,-0.006,-0.797,0,0,0,0,0,48,0,0,25,0.000,4,0,36.169,9.847,4.188,17.500,-31.375,0.536,-0.137,1.023,-6.486,-6.600,-3.368,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,103,103,0,103,9536.804,-0.564,0.213,-0.005,-0.798,0,0,0,0,0,48,0,0,25,0.000,4,0,32.160,9.941,-1.688,12.250,-29.688,0.515,-0.191,0.996,-6.392,-6.754,-3.514,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,103,103,0,103,9541.803,-0.563,0.213,-0.004,-0.799,0,0,0,0,0,55,0,0,25,0.000,4,0,35.207,9.996,-4.375,6.563,-34.313,0.533,-0.078,1.014,-6.052,-7.208,-3.368,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,103,103,0,103,9546.804,-0.562,0.212,-0.004,-0.799,0,0,0,0,0,53,0,0,25,0.000,4,0,30.013,9.762,-8.125,1.000,-28.875,0.511,-0.141,0.992,-5.938,-6.880,-3.564,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,103,103,0,103,9551.804,-0.561,0.212,-0.003,-0.800,0,0,0,0,0,55,0,0,25,0.000,4,0,37.012,9.655,-11.375,-3.938,-35.000,0.500,-0.032,1.003,-5.510,-7.204,-3.312,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,160,160,0,160,9556.803,-0.560,0.211,-0.002,-0.801,0,0,0,0,0,54,0,0,25,0.000,4,0,33.843,9.304,-14.813,-8.813,-29.125,0.474,-0.080,0.977,-5.264,-6.880,-3.394,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,160,160,0,160,9561.804,-0.559,0.210,-0.002,-0.802,0,0,0,0,0,48,0,0,25,0.000,4,0,40.450,9.099,-17.063,-13.750,-34.000,0.454,0.030,0.968,-4.998,-6.910,-3.172,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,160,160,0,160,9566.804,-0.558,0.209,-0.001,-0.803,0,0,0,0,0,55,0,0,25,0.000,4,0,40.750,8.778,-17.938,-18.188,-31.750,0.414,-0.037,0.960,-4.662,-6.724,-3.180,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,160,160,0,160,9571.803,-0.557,0.208,-0.001,-0.804,0,0,0,0,0,56,0,0,25,0.000,4,0,45.657,8.419,-20.188,-23.375,-33.625,0.411,0.065,0.943,-4.210,-6.582,-3.136,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
