condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,1377,1377,0,1377,186463.080,0.928,-0.014,-0.005,0.372,663,92,23,1883,0,425,0,122,31,0.000,6,0,2.355,0.031,1.720,1.360,-0.860,-0.026,0.067,0.999,-0.006,-0.030,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1377,1377,0,1377,186468.078,0.928,-0.014,-0.005,0.372,662,93,27,1881,2,419,0,120,31,0.000,6,0,2.082,0.069,1.520,1.420,-0.080,-0.027,0.068,1.000,-0.006,0.068,-0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1377,1377,0,1377,186473.080,0.928,-0.014,-0.005,0.372,666,101,25,1892,1,416,0,125,31,0.000,6,0,1.933,0.069,1.220,1.420,0.480,-0.022,0.063,1.001,-0.008,0.068,-0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1377,1377,0,1377,186478.078,0.928,-0.014,-0.005,0.372,662,91,22,1883,0,409,0,117,31,0.000,6,0,1.843,0.015,1.220,1.360,0.240,-0.018,0.058,1.005,-0.010,0.006,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1377,1377,0,1377,186483.078,0.928,-0.015,-0.005,0.372,659,102,24,1881,0,412,0,119,31,0.000,6,0,2.004,0.075,1.400,1.420,-0.200,-0.021,0.056,1.005,-0.014,-0.062,0.040,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1377,1377,0,1377,186488.078,0.928,-0.015,-0.005,0.372,660,96,27,1887,0,404,0,111,31,0.000,6,0,2.233,0.078,1.720,1.420,0.100,-0.023,0.061,1.003,-0.026,-0.062,0.040,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1391,1391,0,1391,186493.078,0.928,-0.015,-0.005,0.372,665,98,27,1895,0,403,0,117,31,0.000,6,0,2.398,0.040,1.840,1.480,0.420,-0.021,0.064,1.000,-0.026,-0.012,0.028,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1391,1391,0,1391,186498.078,0.928,-0.015,-0.005,0.372,661,94,26,1885,0,403,0,117,31,0.000,6,0,2.328,0.008,1.720,1.540,0.300,-0.020,0.066,0.997,0.008,0.002,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1391,1391,0,1391,186503.079,0.928,-0.015,-0.005,0.372,661,91,22,1893,0,401,0,107,31,0.000,6,0,2.123,0.038,1.520,1.480,-0.080,-0.021,0.065,0.997,0.020,0.002,-0.032,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1391,1391,0,1391,186508.078,0.928,-0.015,-0.005,0.372,667,87,25,1889,0,382,0,102,31,0.000,6,0,2.046,0.038,1.340,1.540,-0.140,-0.024,0.065,1.001,0.020,0.002,-0.032,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1391,1391,0,1391,186513.080,0.928,-0.015,-0.005,0.372,665,87,27,1891,0,391,0,103,31,0.000,6,0,2.177,0.010,1.520,1.540,0.240,-0.022,0.062,1.002,-0.008,-0.002,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1391,1391,0,1391,186518.078,0.928,-0.015,-0.005,0.372,667,89,31,1884,0,383,0,103,31,0.000,6,0,2.270,0.026,1.660,1.540,0.160,-0.021,0.065,1.002,-0.008,-0.014,0.020,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1407,1407,0,1407,186523.079,0.928,-0.016,-0.005,0.372,663,93,25,1897,0,381,0,93,31,0.000,6,0,2.459,0.029,1.840,1.600,-0.320,-0.022,0.066,0.999,0.016,-0.014,0.020,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1407,1407,0,1407,186528.078,0.928,-0.016,-0.005,0.372,662,91,25,1893,0,380,0,91,31,0.000,6,0,2.167,0.021,1.520,1.480,-0.440,-0.027,0.063,0.999,0.016,0.006,-0.012,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1407,1407,0,1407,186533.080,0.928,-0.016,-0.005,0.372,661,91,22,1891,0,373,0,99,31,0.000,6,0,1.885,0.047,1.340,1.300,-0.260,-0.031,0.062,1.005,-0.042,0.018,-0.012,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1407,1407,0,1407,186538.078,0.928,-0.016,-0.005,0.372,662,91,25,1891,0,375,0,99,31,0.000,6,0,1.840,0.096,1.460,1.120,-0.020,-0.032,0.059,1.006,-0.080,0.018,0.050,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1423,1423,0,1423,186543.079,0.928,-0.016,-0.005,0.372,660,90,24,1893,0,374,0,96,31,0.000,6,0,1.708,0.122,1.460,0.880,0.100,-0.034,0.057,1.006,-0.108,0.014,0.054,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1423,1423,0,1423,186548.078,0.928,-0.016,-0.005,0.372,650,91,25,1893,0,369,0,95,31,0.000,6,0,1.656,0.141,1.400,0.700,0.540,-0.034,0.058,1.007,-0.130,0.008,0.054,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1423,1423,0,1423,186553.078,0.928,-0.016,-0.005,0.372,655,91,24,1892,0,376,0,92,31,0.000,6,0,2.070,0.141,1.460,0.640,1.320,-0.030,0.062,1.006,-0.130,0.008,0.054,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1423,1423,0,1423,186558.078,0.928,-0.016,-0.005,0.372,657,91,21,1891,0,372,0,91,31,0.000,6,0,2.249,0.095,1.400,0.640,1.640,-0.022,0.063,1.000,-0.078,0.008,0.054,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1456,1456,0,1456,186563.079,0.928,-0.016,-0.005,0.372,649,87,26,1887,0,373,0,93,31,0.000,6,0,1.770,0.031,1.100,0.580,1.260,-0.019,0.067,0.999,-0.016,-0.026,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1456,1456,0,1456,186568.078,0.928,-0.016,-0.005,0.372,645,87,33,1893,0,371,0,97,31,0.000,6,0,1.283,0.049,0.980,0.500,0.660,-0.021,0.070,0.998,0.038,-0.026,-0.016,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1456,1456,0,1456,186573.080,0.928,-0.016,-0.005,0.372,638,91,24,1895,0,368,0,91,31,0.000,6,0,1.226,0.043,0.980,0.500,0.540,-0.023,0.072,0.998,0.038,0.010,-0.018,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1456,1456,0,1456,186578.078,0.928,-0.017,-0.005,0.372,646,91,24,1891,0,368,0,96,31,0.000,6,0,1.329,0.048,1.040,0.500,0.660,-0.023,0.071,0.999,0.036,0.026,-0.018,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1456,1456,0,1456,186583.079,0.928,-0.017,-0.005,0.372,637,93,26,1900,0,371,0,91,31,0.000,6,0,1.328,0.051,1.100,0.440,0.600,-0.023,0.072,0.998,0.036,0.032,-0.018,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1456,1456,0,1456,186588.078,0.928,-0.017,-0.005,0.372,631,91,25,1887,0,375,0,97,31,0.000,6,0,1.153,0.044,0.980,0.440,0.420,-0.023,0.070,0.999,0.034,0.026,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
