condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,911,911,0,911,186033.078,0.929,-0.010,-0.003,0.371,699,136,42,1867,22,579,0,253,31,0.000,6,0,0.477,0.012,-0.120,0.140,-0.440,-0.016,0.056,1.001,-0.004,-0.010,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,911,911,0,911,186038.078,0.929,-0.010,-0.003,0.371,695,138,39,1867,23,573,0,256,31,0.000,6,0,0.477,0.012,-0.120,0.140,-0.440,-0.016,0.057,1.001,-0.004,-0.010,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,927,927,0,927,186043.080,0.929,-0.010,-0.003,0.371,699,137,37,1863,27,570,0,255,31,0.000,6,0,0.418,0.007,-0.180,0.200,-0.320,-0.017,0.058,1.000,0.002,0.002,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,927,927,0,927,186048.078,0.929,-0.010,-0.004,0.371,694,139,43,1863,29,578,0,259,31,0.000,6,0,0.406,0.007,-0.240,0.200,-0.260,-0.016,0.056,1.002,0.002,0.002,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,927,927,0,927,186053.080,0.929,-0.010,-0.004,0.371,699,139,42,1875,29,581,0,264,31,0.000,6,0,0.333,0.019,-0.060,0.200,-0.260,-0.015,0.055,1.003,-0.002,-0.012,0.014,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,927,927,0,927,186058.078,0.929,-0.011,-0.004,0.371,691,136,41,1856,28,578,0,249,31,0.000,6,0,0.483,0.019,0.000,0.200,-0.440,-0.017,0.057,1.001,-0.002,-0.012,0.014,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,959,959,0,959,186063.079,0.929,-0.011,-0.004,0.371,693,140,40,1867,27,573,0,251,31,0.000,6,0,0.396,0.011,-0.120,0.200,-0.320,-0.017,0.058,1.002,-0.002,0.004,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,959,959,0,959,186068.078,0.929,-0.011,-0.004,0.371,688,135,41,1864,28,571,0,249,31,0.000,6,0,0.289,0.011,-0.060,0.200,-0.200,-0.017,0.057,1.002,-0.002,0.004,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,959,959,0,959,186073.080,0.929,-0.011,-0.004,0.371,695,139,41,1873,28,571,0,251,31,0.000,6,0,0.283,0.015,0.000,0.200,-0.200,-0.017,0.056,1.003,-0.006,0.000,0.014,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,959,959,0,959,186078.078,0.929,-0.011,-0.004,0.371,694,136,38,1864,23,569,0,251,31,0.000,6,0,0.301,0.018,-0.060,0.140,-0.260,-0.017,0.055,1.002,-0.010,-0.004,0.014,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,959,959,0,959,186083.079,0.929,-0.011,-0.004,0.371,688,138,37,1864,23,568,0,251,31,0.000,6,0,0.422,0.028,-0.120,0.140,-0.380,-0.017,0.055,1.003,-0.016,-0.012,0.020,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,959,959,0,959,186088.078,0.929,-0.011,-0.004,0.371,688,137,39,1867,26,568,0,249,31,0.000,6,0,0.326,0.022,0.180,0.080,-0.260,-0.019,0.058,1.001,-0.016,-0.012,0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,975,975,0,975,186093.078,0.929,-0.011,-0.004,0.371,687,139,37,1855,24,569,0,251,31,0.000,6,0,0.128,0.021,0.060,0.080,-0.080,-0.017,0.058,0.999,-0.016,0.012,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,975,975,0,975,186098.078,0.929,-0.011,-0.004,0.371,693,139,42,1871,28,571,0,249,31,0.000,6,0,0.213,0.015,-0.180,0.080,-0.080,-0.016,0.056,1.002,-0.006,0.012,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,976,976,0,976,186103.079,0.929,-0.011,-0.004,0.371,686,136,38,1861,26,573,0,245,31,0.000,6,0,0.172,0.019,0.060,0.080,-0.140,-0.016,0.056,1.004,-0.006,-0.016,0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,976,976,0,976,186108.078,0.929,-0.011,-0.004,0.371,689,135,40,1863,24,567,0,232,31,0.000,6,0,0.279,0.019,0.240,0.020,-0.140,-0.017,0.060,1.000,-0.006,-0.016,0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,991,991,0,991,186113.079,0.929,-0.011,-0.004,0.371,693,140,42,1873,27,572,0,234,31,0.000,6,0,0.351,0.030,-0.120,0.080,-0.320,-0.017,0.061,0.999,0.018,0.020,-0.014,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,991,991,0,991,186118.078,0.929,-0.011,-0.004,0.371,692,139,41,1870,24,569,0,233,31,0.000,6,0,0.341,0.030,-0.300,0.080,-0.140,-0.017,0.056,1.002,0.018,0.020,-0.014,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1007,1007,0,1007,186123.078,0.929,-0.011,-0.004,0.371,689,139,43,1867,23,567,0,227,31,0.000,6,0,0.154,0.016,-0.060,0.140,-0.020,-0.015,0.053,1.005,-0.010,-0.008,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1007,1007,0,1007,186128.078,0.929,-0.011,-0.004,0.371,686,135,38,1855,27,568,0,232,31,0.000,6,0,0.232,0.023,0.120,0.140,-0.140,-0.014,0.057,1.002,-0.010,-0.018,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1007,1007,0,1007,186133.078,0.929,-0.011,-0.004,0.371,693,139,39,1861,26,564,0,231,31,0.000,6,0,0.289,0.021,-0.060,0.200,-0.200,-0.016,0.058,0.999,0.006,-0.018,0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1007,1007,0,1007,186138.078,0.929,-0.011,-0.004,0.371,683,141,39,1863,25,563,0,223,31,0.000,6,0,0.342,0.015,-0.240,0.140,-0.200,-0.016,0.057,1.000,0.006,-0.010,-0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1023,1023,0,1023,186143.078,0.929,-0.011,-0.004,0.371,688,139,40,1863,26,569,0,227,31,0.000,6,0,0.244,0.015,0.000,0.200,-0.140,-0.016,0.059,1.000,0.006,0.002,-0.014,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1023,1023,0,1023,186148.078,0.929,-0.011,-0.004,0.371,684,136,39,1863,31,569,0,231,31,0.000,6,0,0.289,0.021,-0.060,0.200,-0.200,-0.015,0.062,0.998,0.014,0.008,-0.014,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1057,1057,0,1057,186153.079,0.929,-0.011,-0.004,0.371,685,134,39,1865,26,559,0,231,31,0.000,6,0,0.439,0.021,-0.240,0.260,-0.260,-0.017,0.058,1.000,0.014,0.008,-0.014,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1057,1057,0,1057,186158.078,0.929,-0.011,-0.004,0.371,683,138,38,1861,25,565,0,236,31,0.000,6,0,0.381,0.008,-0.240,0.260,-0.140,-0.017,0.054,1.003,0.002,0.002,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1057,1057,0,1057,186163.079,0.929,-0.011,-0.004,0.371,681,137,37,1863,20,565,0,228,31,0.000,6,0,0.333,0.028,0.060,0.260,-0.200,-0.017,0.056,1.004,-0.014,-0.016,0.018,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1057,1057,0,1057,186168.079,0.929,-0.011,-0.004,0.371,682,134,39,1865,25,569,0,229,31,0.000,6,0,0.544,0.028,0.000,0.320,-0.440,-0.017,0.056,1.003,-0.014,-0.016,0.018,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1057,1057,0,1057,186173.080,0.929,-0.011,-0.004,0.371,682,133,43,1855,23,564,0,226,31,0.000,6,0,0.552,0.025,-0.120,0.200,-0.500,-0.018,0.058,1.000,-0.014,-0.010,0.018,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1057,1057,0,1057,186178.078,0.929,-0.011,-0.004,0.371,684,138,39,1861,24,563,0,219,31,0.000,6,0,0.349,0.016,-0.120,0.200,-0.260,-0.019,0.059,1.002,-0.008,0.010,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1073,1073,0,1073,186183.078,0.929,-0.011,-0.004,0.371,683,135,41,1863,21,566,0,225,31,0.000,6,0,0.232,0.015,-0.120,0.140,-0.140,-0.019,0.058,1.000,-0.008,0.012,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1073,1073,0,1073,186188.079,0.929,-0.011,-0.004,0.371,681,137,41,1856,21,563,0,231,31,0.000,6,0,0.303,0.017,-0.180,0.140,-0.200,-0.016,0.061,0.999,-0.004,0.014,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1074,1074,0,1074,186193.078,0.929,-0.011,-0.004,0.371,686,138,43,1868,22,565,0,227,31,0.000,6,0,0.424,0.032,-0.240,0.140,-0.320,-0.015,0.062,0.998,0.022,0.014,-0.018,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1074,1074,0,1074,186198.078,0.929,-0.011,-0.004,0.371,685,136,43,1852,21,558,0,229,31,0.000,6,0,0.524,0.040,-0.300,0.200,-0.380,-0.015,0.061,0.999,0.030,0.014,-0.022,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1074,1074,0,1074,186203.078,0.929,-0.011,-0.004,0.371,687,137,40,1855,21,557,0,233,31,0.000,6,0,0.406,0.038,-0.240,0.260,-0.200,-0.016,0.060,1.000,0.030,0.008,-0.022,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1074,1074,0,1074,186208.079,0.929,-0.011,-0.004,0.371,683,133,40,1854,19,555,0,221,31,0.000,6,0,0.447,0.019,-0.240,0.320,-0.200,-0.015,0.057,1.001,0.018,0.006,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1087,1087,0,1087,186213.080,0.929,-0.011,-0.004,0.371,683,137,39,1853,24,557,0,229,31,0.000,6,0,0.580,0.026,-0.300,0.320,-0.380,-0.016,0.055,1.004,0.008,-0.024,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1087,1087,0,1087,186218.078,0.929,-0.011,-0.004,0.371,679,132,43,1853,25,559,0,223,31,0.000,6,0,0.573,0.041,-0.180,0.320,-0.440,-0.016,0.055,1.004,-0.012,-0.028,0.028,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1104,1104,0,1104,186223.078,0.929,-0.011,-0.004,0.371,679,133,43,1855,25,555,0,227,31,0.000,6,0,0.576,0.042,-0.120,0.260,-0.500,-0.018,0.056,1.003,-0.014,-0.028,0.028,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1104,1104,0,1104,186228.079,0.929,-0.011,-0.004,0.371,679,133,41,1862,16,552,0,218,31,0.000,6,0,0.607,0.030,-0.120,0.200,-0.560,-0.018,0.061,1.002,-0.014,-0.012,0.024,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1104,1104,0,1104,186233.078,0.929,-0.011,-0.004,0.371,672,132,42,1853,18,553,0,227,31,0.000,6,0,0.496,0.022,-0.180,0.140,-0.440,-0.019,0.059,1.000,-0.012,0.016,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1104,1104,0,1104,186238.078,0.929,-0.011,-0.004,0.371,671,131,43,1863,18,544,0,225,31,0.000,6,0,0.466,0.019,-0.360,0.140,-0.260,-0.017,0.059,1.001,0.010,0.016,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1119,1119,0,1119,186243.078,0.929,-0.011,-0.004,0.371,679,136,43,1864,16,552,0,227,31,0.000,6,0,0.492,0.013,-0.240,0.200,-0.380,-0.014,0.061,1.000,0.010,0.002,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1119,1119,0,1119,186248.079,0.929,-0.011,-0.004,0.371,671,127,43,1849,13,547,0,221,31,0.000,6,0,0.728,0.013,-0.420,0.200,-0.560,-0.017,0.058,0.999,0.010,-0.004,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1135,1135,0,1135,186253.078,0.929,-0.011,-0.004,0.371,671,126,41,1853,11,539,0,221,31,0.000,6,0,0.751,0.009,-0.480,0.140,-0.560,-0.017,0.056,1.001,0.002,-0.004,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1135,1135,0,1135,186258.078,0.929,-0.011,-0.004,0.371,669,135,41,1849,17,541,0,219,31,0.000,6,0,0.613,0.009,-0.240,0.260,-0.500,-0.016,0.060,1.000,0.002,-0.004,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1167,1167,0,1167,186263.078,0.928,-0.011,-0.004,0.371,668,125,43,1854,17,542,0,221,31,0.000,6,0,0.666,0.022,-0.300,0.200,-0.560,-0.016,0.061,0.997,0.020,-0.002,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1167,1167,0,1167,186268.078,0.928,-0.011,-0.004,0.371,676,125,53,1855,18,541,0,227,31,0.000,6,0,0.747,0.031,-0.420,0.260,-0.560,-0.015,0.062,1.000,0.030,0.004,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1167,1167,0,1167,186273.080,0.928,-0.011,-0.004,0.371,673,126,39,1853,13,538,0,221,31,0.000,6,0,0.652,0.031,-0.360,0.320,-0.440,-0.016,0.058,1.000,0.030,0.004,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1167,1167,0,1167,186278.078,0.928,-0.011,-0.004,0.371,667,124,42,1851,19,539,0,217,31,0.000,6,0,0.621,0.018,-0.300,0.320,-0.440,-0.014,0.057,1.001,0.010,-0.014,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1167,1167,0,1167,186283.078,0.928,-0.011,-0.004,0.371,667,127,40,1851,17,535,0,227,31,0.000,6,0,0.718,0.035,-0.240,0.380,-0.560,-0.015,0.055,1.002,0.008,-0.034,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1167,1167,0,1167,186288.078,0.928,-0.012,-0.004,0.371,664,126,44,1859,13,532,0,220,31,0.000,6,0,0.812,0.036,-0.060,0.440,-0.680,-0.017,0.056,1.002,-0.008,-0.034,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1167,1167,0,1167,186293.079,0.928,-0.012,-0.004,0.371,669,123,40,1854,14,531,0,217,31,0.000,6,0,0.812,0.027,-0.060,0.440,-0.680,-0.019,0.060,1.002,-0.008,-0.022,0.014,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1167,1167,0,1167,186298.078,0.928,-0.012,-0.004,0.371,669,125,39,1863,17,525,0,221,31,0.000,6,0,0.722,0.018,-0.120,0.440,-0.560,-0.019,0.057,1.002,-0.012,0.000,0.014,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1183,1183,0,1183,186303.078,0.928,-0.012,-0.004,0.371,665,125,42,1853,19,521,0,221,31,0.000,6,0,0.628,0.012,0.000,0.500,-0.380,-0.016,0.057,1.001,-0.006,0.000,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1183,1183,0,1183,186308.078,0.928,-0.012,-0.004,0.371,663,125,40,1848,16,517,0,222,31,0.000,6,0,0.894,0.004,0.000,0.580,-0.680,-0.016,0.061,1.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1183,1183,0,1183,186313.081,0.928,-0.012,-0.004,0.371,661,124,40,1853,18,520,0,217,31,0.000,6,0,0.931,0.022,-0.180,0.440,-0.800,-0.018,0.062,0.999,0.022,0.000,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1183,1183,0,1183,186318.078,0.928,-0.012,-0.004,0.371,663,125,41,1851,17,517,0,215,31,0.000,6,0,0.900,0.033,-0.420,0.500,-0.620,-0.020,0.063,1.002,0.022,0.024,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1199,1199,0,1199,186323.080,0.928,-0.012,-0.004,0.371,663,123,38,1853,17,506,0,215,31,0.000,6,0,0.730,0.031,-0.300,0.500,-0.440,-0.020,0.061,1.001,0.012,0.028,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1199,1199,0,1199,186328.078,0.928,-0.012,-0.004,0.371,661,120,41,1851,17,505,0,213,31,0.000,6,0,0.787,0.030,-0.420,0.500,-0.440,-0.017,0.055,1.002,0.002,0.028,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1217,1217,0,1217,186333.079,0.928,-0.012,-0.004,0.371,659,115,39,1851,16,504,0,211,31,0.000,6,0,0.629,0.026,-0.240,0.440,-0.380,-0.017,0.057,1.004,-0.010,-0.022,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1217,1217,0,1217,186338.078,0.928,-0.012,-0.004,0.371,656,117,39,1851,17,501,0,205,31,0.000,6,0,0.669,0.028,-0.060,0.500,-0.440,-0.017,0.057,1.002,-0.010,-0.022,0.014,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1217,1217,0,1217,186343.080,0.928,-0.012,-0.004,0.371,659,113,39,1849,13,496,0,211,31,0.000,6,0,0.717,0.028,-0.120,0.500,-0.500,-0.018,0.059,1.001,-0.010,-0.022,0.014,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1217,1217,0,1217,186348.078,0.928,-0.012,-0.004,0.371,653,117,33,1852,8,493,0,205,31,0.000,6,0,0.786,0.010,-0.120,0.640,-0.440,-0.018,0.058,1.001,-0.006,-0.006,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1231,1231,0,1231,186353.079,0.928,-0.012,-0.004,0.372,653,110,37,1853,9,492,0,208,31,0.000,6,0,0.756,0.007,-0.120,0.700,-0.260,-0.017,0.059,0.999,0.004,-0.006,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1231,1231,0,1231,186358.078,0.928,-0.012,-0.004,0.372,651,111,39,1849,16,494,0,205,31,0.000,6,0,0.775,0.011,-0.060,0.760,-0.140,-0.015,0.059,1.000,0.006,-0.008,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1263,1263,0,1263,186363.080,0.928,-0.012,-0.004,0.372,659,114,39,1863,11,491,0,207,31,0.000,6,0,0.918,0.033,0.000,0.880,-0.260,-0.014,0.060,1.000,0.026,-0.020,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1263,1263,0,1263,186368.078,0.928,-0.012,-0.004,0.372,653,110,38,1853,11,485,0,206,31,0.000,6,0,1.038,0.041,0.000,0.940,-0.440,-0.015,0.061,0.999,0.036,-0.020,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1263,1263,0,1263,186373.079,0.928,-0.012,-0.004,0.372,652,109,37,1855,6,485,0,190,31,0.000,6,0,1.171,0.043,0.120,1.120,-0.320,-0.016,0.063,0.998,0.036,-0.006,-0.022,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1263,1263,0,1263,186378.078,0.928,-0.012,-0.004,0.372,652,105,39,1863,12,476,0,199,31,0.000,6,0,1.190,0.055,0.060,1.180,-0.140,-0.014,0.062,0.994,0.048,-0.006,-0.026,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1263,1263,0,1263,186383.078,0.928,-0.012,-0.004,0.372,652,105,37,1854,5,477,0,196,31,0.000,6,0,1.326,0.057,0.000,1.300,-0.260,-0.014,0.061,0.998,0.048,-0.006,-0.030,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1263,1263,0,1263,186388.078,0.928,-0.012,-0.004,0.372,657,106,40,1861,10,471,0,189,31,0.000,6,0,1.539,0.058,0.180,1.480,-0.380,-0.013,0.060,1.000,0.046,-0.020,-0.030,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1284,1284,0,1284,186393.078,0.928,-0.012,-0.004,0.372,660,102,33,1863,9,475,0,186,31,0.000,6,0,1.806,0.051,0.440,1.660,-0.560,-0.012,0.063,1.000,0.046,-0.022,-0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1284,1284,0,1284,186398.078,0.928,-0.012,-0.004,0.372,661,107,37,1873,8,472,0,173,31,0.000,6,0,1.950,0.075,0.560,1.740,-0.680,-0.011,0.063,0.997,0.072,-0.022,-0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1284,1284,0,1284,186403.078,0.928,-0.012,-0.004,0.372,660,106,35,1864,3,456,0,165,31,0.000,6,0,2.368,0.087,0.440,2.040,-1.120,-0.008,0.062,0.998,0.080,-0.022,-0.026,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1284,1284,0,1284,186408.078,0.928,-0.013,-0.005,0.372,658,104,29,1867,2,446,0,155,31,0.000,6,0,3.879,0.092,2.440,2.040,-2.220,-0.021,0.054,1.024,0.080,-0.038,-0.026,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1284,1284,0,1284,186413.078,0.928,-0.013,-0.005,0.372,656,103,33,1867,4,447,0,153,31,0.000,6,0,6.544,0.100,5.860,2.100,-2.020,-0.023,0.054,1.008,-0.056,-0.038,0.074,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1284,1284,0,1284,186418.079,0.928,-0.013,-0.005,0.372,661,99,44,1867,0,442,0,149,31,0.000,6,0,5.272,0.096,4.640,2.100,-1.360,-0.020,0.060,0.980,-0.056,-0.024,0.074,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1296,1296,0,1296,186423.079,0.928,-0.013,-0.005,0.372,661,106,35,1871,3,439,0,139,31,0.000,6,0,3.177,0.070,1.900,1.980,-1.600,-0.019,0.069,0.993,-0.006,-0.002,-0.070,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1296,1296,0,1296,186428.078,0.928,-0.013,-0.005,0.372,663,105,30,1872,5,438,0,126,31,0.000,6,0,2.998,0.070,1.520,1.980,-1.660,-0.023,0.057,1.005,-0.006,-0.002,-0.070,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1319,1319,0,1319,186433.078,0.928,-0.013,-0.005,0.372,663,101,28,1881,4,432,0,137,31,0.000,6,0,3.028,0.071,1.840,1.740,-1.660,-0.028,0.053,1.008,-0.054,-0.008,0.046,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1319,1319,0,1319,186438.079,0.928,-0.014,-0.005,0.372,665,100,29,1875,4,435,0,138,31,0.000,6,0,3.126,0.110,2.200,1.600,-1.540,-0.032,0.062,1.007,-0.086,-0.008,0.068,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1319,1319,0,1319,186443.078,0.928,-0.014,-0.005,0.372,665,94,25,1882,3,430,0,125,31,0.000,6,0,2.503,0.146,1.900,1.480,-0.680,-0.033,0.059,1.002,-0.114,0.060,0.068,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1319,1319,0,1319,186448.078,0.928,-0.014,-0.005,0.372,669,99,26,1879,1,429,0,124,31,0.000,6,0,1.927,0.134,1.280,1.420,0.240,-0.025,0.052,1.009,-0.098,0.060,0.068,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1359,1359,0,1359,186453.079,0.928,-0.014,-0.005,0.372,663,95,25,1877,0,424,0,127,31,0.000,6,0,2.326,0.133,1.840,1.420,0.100,-0.017,0.055,1.009,-0.098,-0.046,0.078,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,1359,1359,0,1359,186458.079,0.928,-0.014,-0.005,0.372,663,95,26,1882,0,424,0,122,31,0.000,6,0,2.514,0.093,1.960,1.420,-0.680,-0.019,0.061,1.001,-0.020,-0.046,0.078,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
