condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
stim,47,47,0,61466.369,0.997,0.049,0.033,0.056,2713,0,581,3303,182,0,555,2877,42,0.000,4,1,20.486,1.939,-5.540,19.700,-0.940,-0.171,0.107,1.015,-0.064,1.938,-0.270,0.000,0.000,0.000,0.000,2,0,0,0,7,255,0,250,0,0
stim,47,47,0,61471.369,0.997,0.048,0.033,0.056,2709,0,633,3302,165,0,551,2839,42,0.000,4,1,20.576,1.932,-8.340,18.740,-1.620,-0.164,0.126,1.021,0.006,1.932,-0.270,0.000,0.000,0.000,0.000,2,0,0,0,7,255,0,250,0,0
stim,47,47,0,61476.369,0.997,0.047,0.032,0.057,2712,0,634,3303,159,0,551,2825,42,0.000,4,1,20.006,1.932,-8.100,18.000,-3.260,-0.173,0.133,1.018,-0.022,1.932,-0.254,0.000,0.000,0.000,0.000,2,0,0,0,7,255,0,250,0,0
stim,47,47,0,61481.369,0.997,0.046,0.031,0.057,2708,0,652,3305,167,0,551,2873,42,0.000,4,1,19.441,1.932,-9.880,16.480,-2.960,-0.198,0.096,1.016,-0.022,1.932,-0.240,0.000,0.000,0.000,0.000,2,0,0,0,7,255,0,250,0,0
stim,63,63,0,61486.369,0.997,0.046,0.030,0.057,2717,0,635,3303,153,0,552,2871,42,0.000,4,1,20.832,1.714,-13.360,15.800,-2.420,-0.208,0.104,1.035,-0.284,1.690,-0.192,0.000,0.000,0.000,0.000,2,0,0,0,7,255,0,250,0,0
stim,63,63,0,61491.370,0.997,0.045,0.029,0.057,2713,0,591,3301,112,0,544,2841,42,0.000,4,1,18.400,1.658,-10.860,14.820,1.000,-0.231,0.098,1.040,-0.322,1.626,0.002,0.000,0.000,0.000,0.000,2,0,0,0,7,255,0,250,0,0
stim,63,63,0,61496.369,0.997,0.045,0.028,0.057,2723,0,615,3311,113,0,537,2798,42,0.000,4,1,17.734,1.660,-11.100,13.000,4.720,-0.216,0.098,1.048,-0.336,1.626,0.090,0.000,0.000,0.000,0.000,2,0,0,0,7,255,0,250,0,0
stim,63,63,0,61501.369,0.997,0.044,0.027,0.057,2715,0,655,3287,109,0,534,2787,42,0.000,4,1,17.394,1.625,-9.440,12.440,7.660,-0.220,0.096,1.044,-0.370,1.582,0.118,0.000,0.000,0.000,0.000,2,0,0,0,7,255,0,250,0,0
stim,80,80,0,61506.371,0.997,0.043,0.027,0.056,2713,0,636,3305,143,0,525,2733,42,0.000,4,1,17.437,1.570,-8.900,11.400,9.740,-0.181,0.078,1.028,-0.336,1.534,0.118,0.000,0.000,0.000,0.000,2,0,0,0,7,255,0,250,0,0
stim,80,80,0,61511.369,0.997,0.043,0.026,0.056,2717,0,593,3297,125,0,500,2761,42,0.000,4,1,16.328,1.305,-12.140,9.200,5.880,-0.205,0.051,1.021,-0.284,1.274,-0.072,0.000,0.000,0.000,0.000,2,0,0,0,7,255,0,250,0,0
