condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,6080,6080,0,119367.411,0.053,-0.151,0.076,0.984,0,0,17,0,3247,0,0,59,38,0.151,24,0,116.497,7.516,28.560,49.780,101.380,0.456,-0.082,1.009,-7.314,1.732,-1.908,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6080,6080,0,119372.411,0.058,-0.152,0.078,0.984,0,0,21,0,3288,0,0,57,38,0.151,24,0,117.277,7.356,26.060,45.320,104.980,0.412,-0.093,1.017,-7.104,1.908,-1.908,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6080,6080,0,119377.411,0.062,-0.154,0.079,0.983,0,0,25,0,3307,0,0,57,38,0.151,24,0,115.421,7.065,22.160,40.880,105.640,0.364,-0.104,1.005,-6.760,2.054,-1.776,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6095,6095,0,119382.411,0.067,-0.155,0.081,0.982,0,0,21,0,3291,0,0,55,38,0.151,24,0,111.723,6.701,19.640,36.300,103.820,0.320,-0.118,0.989,-6.332,2.194,-1.776,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6095,6095,0,119387.411,0.071,-0.156,0.082,0.982,0,0,21,0,3299,0,0,59,38,0.151,24,0,107.641,6.368,18.000,32.020,101.180,0.285,-0.131,0.990,-5.922,2.342,-1.782,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6127,6127,0,119392.411,0.075,-0.157,0.083,0.981,0,0,20,0,3289,0,0,55,38,0.151,24,0,103.360,6.180,13.920,27.200,98.740,0.252,-0.147,1.003,-5.646,2.512,-1.782,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6127,6127,0,119397.412,0.079,-0.158,0.084,0.981,0,0,24,0,3304,0,0,59,38,0.151,24,0,97.724,6.072,6.720,21.820,95.020,0.215,-0.154,1.004,-5.432,2.714,-1.610,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6127,6127,0,119402.411,0.083,-0.158,0.085,0.980,0,0,20,0,3316,0,0,55,38,0.151,24,0,90.860,5.853,-0.360,17.180,89.220,0.186,-0.156,0.980,-5.126,2.826,-1.610,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6127,6127,0,119407.411,0.087,-0.159,0.085,0.980,0,0,21,0,3299,0,0,57,38,0.151,24,0,83.833,5.592,-4.580,12.560,82.760,0.171,-0.161,0.944,-4.810,2.852,-1.664,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6127,6127,0,119412.411,0.090,-0.159,0.085,0.979,0,0,21,0,3287,0,0,57,38,0.151,24,0,76.852,5.397,-6.420,8.040,76.160,0.155,-0.157,0.926,-4.582,2.852,-1.968,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6127,6127,0,119417.411,0.093,-0.159,0.085,0.979,0,0,21,0,3323,0,0,59,38,0.151,24,0,69.257,5.208,-8.920,4.380,68.540,0.142,-0.148,0.929,-4.384,2.812,-2.006,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6160,6160,0,119422.411,0.096,-0.158,0.085,0.979,0,0,23,0,3295,0,0,59,38,0.151,24,0,61.845,5.070,-13.440,0.900,60.360,0.136,-0.134,0.932,-4.268,2.736,-2.006,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6160,6160,0,119427.411,0.098,-0.158,0.084,0.979,0,0,23,0,3311,0,0,55,38,0.151,24,0,55.737,4.951,-19.040,-1.600,52.360,0.142,-0.120,0.924,-4.216,2.596,-1.988,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6160,6160,0,119432.411,0.100,-0.158,0.084,0.979,0,0,22,0,3299,0,0,60,38,0.151,24,0,51.744,4.858,-24.300,-3.860,45.520,0.143,-0.111,0.896,-4.212,2.420,-1.988,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6160,6160,0,119437.413,0.102,-0.157,0.083,0.979,0,0,23,0,3317,0,0,68,38,0.151,24,0,48.735,4.711,-27.540,-6.240,39.720,0.141,-0.100,0.868,-4.124,2.278,-2.230,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6160,6160,0,119442.411,0.104,-0.156,0.082,0.979,0,0,29,0,3292,0,0,59,38,0.151,24,0,45.274,4.512,-28.500,-8.320,34.180,0.136,-0.089,0.843,-3.986,2.114,-2.454,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6160,6160,0,119447.411,0.105,-0.155,0.081,0.979,0,0,20,0,3314,0,0,56,38,0.151,24,0,41.488,4.318,-28.080,-10.820,28.560,0.131,-0.080,0.833,-3.840,1.974,-2.636,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6160,6160,0,119452.411,0.106,-0.154,0.079,0.979,0,0,22,0,3304,0,0,57,38,0.151,24,0,38.467,4.175,-27.460,-13.520,23.300,0.129,-0.070,0.830,-3.740,1.856,-2.684,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6160,6160,0,119457.411,0.107,-0.153,0.078,0.979,0,0,26,0,3319,0,0,69,38,0.151,24,0,36.623,4.077,-26.680,-16.680,18.740,0.126,-0.061,0.827,-3.682,1.750,-2.684,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6175,6175,0,119462.411,0.108,-0.152,0.077,0.979,0,0,22,0,3299,0,0,56,38,0.151,24,0,35.461,3.965,-25.580,-19.980,14.280,0.125,-0.049,0.822,-3.610,1.640,-2.684,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
baseline,6175,6175,0,119467.411,0.109,-0.151,0.076,0.980,0,0,20,0,3304,0,0,67,38,0.151,24,0,33.918,3.856,-23.140,-23.100,9.020,0.124,-0.042,0.825,-3.546,1.514,-2.680,0.000,0.000,0.264,0.189,0,0,0,0,7,255,0,250,0,0
