condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_speedValid,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitPhase,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,48,48,0,48,10824.428,0.691,0.041,0.022,-0.721,0,0,0,0,0,0,0,0,25,0.000,1,5,0,204.562,1.789,138.188,150.813,-2.313,-0.117,-0.273,0.984,1.543,-0.906,-0.660,0.876,0.426,0.431,0.287,0,NULL,NULL,1084.000,0,0,0,7,255,0,250,0,0
baseline,48,48,0,48,10829.426,0.692,0.041,0.013,-0.721,0,0,0,0,0,0,0,1,25,0.000,1,5,0,211.216,1.744,146.375,152.250,-2.563,-0.113,-0.246,1.098,1.543,-0.813,0.125,0.872,0.412,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,48,48,0,48,10834.428,0.692,0.042,0.004,-0.720,0,0,0,0,0,0,0,5,25,0.000,1,5,0,211.945,1.430,145.813,153.813,-1.063,-0.117,-0.219,1.176,1.301,-0.594,1.172,0.868,0.398,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,48,48,0,48,10839.426,0.693,0.042,-0.005,-0.720,0,0,0,0,0,0,0,5,25,0.000,1,5,0,211.318,1.426,144.625,154.063,-1.875,-0.164,-0.230,1.230,1.297,-0.594,1.914,0.854,0.374,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,48,48,0,48,10844.428,0.693,0.043,-0.014,-0.719,0,0,0,0,0,0,0,7,25,0.000,1,5,0,212.925,1.440,147.750,153.188,-6.375,-0.180,-0.273,1.305,1.297,-0.625,2.473,0.838,0.348,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,48,48,0,48,10849.426,0.694,0.043,-0.023,-0.719,0,0,0,0,0,0,0,16,25,0.000,1,5,0,208.845,1.943,142.000,153.000,-6.563,-0.148,-0.273,1.344,1.840,-0.625,3.238,0.822,0.322,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,48,48,0,48,10854.428,0.694,0.044,-0.032,-0.718,0,0,0,0,0,0,0,11,25,0.000,1,5,0,203.685,1.853,132.813,154.125,-9.688,-0.176,-0.215,1.348,1.840,-0.219,3.559,0.806,0.298,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,48,48,0,48,10859.426,0.695,0.045,-0.041,-0.717,0,0,0,0,0,0,0,18,25,0.000,1,5,0,204.881,1.940,140.313,148.938,-10.313,-0.141,-0.332,1.398,1.938,-0.102,3.602,0.792,0.274,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,48,48,0,48,10864.428,0.695,0.046,-0.049,-0.716,0,0,0,0,0,0,0,25,25,0.000,1,5,0,197.743,2.791,132.875,146.313,-6.250,-0.152,-0.332,1.398,2.762,0.406,4.063,0.778,0.256,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,48,48,0,48,10869.426,0.695,0.046,-0.057,-0.715,0,0,0,0,0,0,0,25,25,0.000,1,5,0,196.576,2.802,132.625,144.750,-10.000,-0.176,-0.270,1.461,2.762,0.473,4.063,0.762,0.236,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,10874.428,0.696,0.047,-0.065,-0.714,0,0,0,0,0,0,0,29,25,0.000,1,5,0,191.308,2.957,131.625,138.500,-9.563,-0.156,-0.352,1.496,2.914,0.500,4.641,0.742,0.216,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,10879.427,0.696,0.047,-0.073,-0.713,0,0,0,0,0,0,0,29,25,0.000,1,5,0,184.638,3.089,124.625,135.688,-12.188,-0.152,-0.289,1.504,2.949,0.918,4.914,0.716,0.196,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,10884.427,0.696,0.048,-0.081,-0.712,0,0,0,0,0,0,0,29,25,0.000,1,5,0,183.163,3.587,129.500,129.375,-6.375,-0.160,-0.348,1.609,3.402,1.137,4.945,0.692,0.174,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,10889.427,0.697,0.048,-0.088,-0.710,0,0,0,0,0,0,0,31,25,0.000,1,5,0,170.768,3.882,114.500,125.750,-15.438,-0.164,-0.324,1.621,3.621,1.398,5.945,0.668,0.154,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,10894.428,0.697,0.049,-0.095,-0.709,0,0,0,0,0,0,0,37,25,0.000,1,5,0,165.963,3.989,112.875,121.375,-8.438,-0.129,-0.316,1.688,3.672,1.559,5.984,0.642,0.134,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,10899.426,0.697,0.049,-0.101,-0.708,0,0,0,0,0,0,0,39,25,0.000,1,5,0,155.638,4.282,99.438,118.500,-17.125,-0.102,-0.309,1.676,3.684,2.184,6.305,0.626,0.112,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,10904.428,0.697,0.050,-0.107,-0.707,0,0,0,0,0,0,0,40,25,0.000,1,5,0,149.667,4.487,96.125,114.625,-4.625,-0.082,-0.277,1.719,3.684,2.563,6.539,0.612,0.090,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,10909.426,0.697,0.051,-0.113,-0.706,0,0,0,0,0,0,0,41,25,0.000,1,5,0,141.856,4.668,84.500,112.875,-15.563,-0.039,-0.270,1.723,3.586,2.988,6.512,0.594,0.066,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,10914.428,0.697,0.052,-0.119,-0.705,0,0,0,0,0,0,0,51,25,0.000,1,5,0,133.823,5.049,77.000,109.438,-1.750,0.000,-0.254,1.715,3.566,3.574,6.512,0.572,0.038,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,10919.426,0.697,0.053,-0.125,-0.704,0,0,0,0,0,0,0,53,25,0.000,1,5,0,129.602,5.397,67.250,110.438,-8.813,0.082,-0.195,1.723,3.535,4.078,6.297,0.550,0.012,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,120,120,0,120,10924.428,0.697,0.055,-0.130,-0.703,0,0,0,0,0,0,0,70,25,0.000,1,5,0,129.538,6.102,64.313,112.438,1.313,0.148,-0.234,1.648,3.465,5.023,6.156,0.534,0.024,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,120,120,0,120,10929.427,0.696,0.057,-0.135,-0.703,0,0,0,0,0,0,0,79,25,0.000,1,5,0,134.506,6.392,61.125,119.250,11.625,0.207,-0.191,1.582,3.051,5.617,5.195,0.516,0.038,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,120,120,0,120,10934.428,0.695,0.059,-0.141,-0.703,0,0,0,0,0,0,0,83,25,0.000,1,5,0,144.129,6.886,65.813,126.875,18.563,0.215,-0.191,1.504,3.063,6.168,4.383,0.512,0.040,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,120,120,0,120,10939.427,0.693,0.060,-0.148,-0.703,0,0,0,0,0,0,0,87,25,0.000,1,5,0,154.663,6.899,70.688,133.313,33.938,0.230,-0.113,1.430,3.051,6.188,3.535,0.512,0.038,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,142,142,0,142,10944.427,0.692,0.062,-0.155,-0.703,0,0,0,0,0,0,0,87,25,0.000,1,5,0,166.595,6.827,84.438,138.000,39.750,0.215,-0.137,1.488,2.684,6.277,3.250,0.516,0.034,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,142,142,0,142,10949.427,0.689,0.063,-0.162,-0.703,0,0,0,0,0,0,0,86,25,0.000,1,5,0,171.520,6.872,83.250,141.000,51.063,0.191,-0.086,1.543,2.352,6.457,3.250,0.530,0.024,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,142,142,0,142,10954.427,0.687,0.065,-0.168,-0.704,0,0,0,0,0,0,0,90,25,0.000,1,5,0,171.344,6.943,78.938,139.875,59.688,0.156,-0.094,1.563,2.531,6.465,3.762,0.542,0.012,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,142,142,0,142,10959.427,0.684,0.066,-0.175,-0.705,0,0,0,0,0,0,0,91,25,0.000,1,5,0,169.221,6.943,75.563,135.875,66.813,0.102,-0.109,1.609,2.531,6.465,3.973,0.552,0.012,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,165,165,0,165,10964.427,0.681,0.068,-0.181,-0.706,0,0,0,0,0,0,0,93,25,0.000,1,5,0,161.755,6.790,61.125,132.625,69.563,0.094,-0.023,1.586,2.531,6.301,4.305,0.560,0.014,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,165,165,0,165,10969.427,0.678,0.070,-0.187,-0.707,0,0,0,0,0,0,0,93,25,0.000,1,5,0,154.005,6.853,52.688,126.063,71.063,0.109,-0.090,1.543,2.695,6.301,4.305,0.562,0.012,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,195,195,0,195,10974.427,0.675,0.072,-0.192,-0.709,0,0,0,0,0,0,0,97,25,0.000,1,5,0,149.835,6.849,49.375,117.688,78.500,0.070,-0.148,1.535,2.695,6.297,3.680,0.558,0.006,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,195,195,0,195,10979.427,0.672,0.074,-0.197,-0.710,0,0,0,0,0,0,0,92,25,0.000,1,5,0,140.493,6.869,35.188,112.250,76.813,0.047,-0.105,1.492,2.875,6.238,3.590,0.554,0.002,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,217,217,0,217,10984.427,0.669,0.075,-0.201,-0.712,0,0,0,0,0,0,0,93,25,0.000,1,5,0,133.336,6.806,31.063,105.375,75.563,0.090,-0.133,1.383,2.992,6.113,3.266,0.546,0.010,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,217,217,0,217,10989.426,0.666,0.077,-0.205,-0.713,0,0,0,0,0,0,0,100,25,0.000,1,5,0,130.999,6.733,36.688,96.875,80.188,0.070,-0.164,1.379,2.992,6.031,2.004,0.540,0.016,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,217,217,0,217,10994.428,0.663,0.078,-0.209,-0.715,0,0,0,0,0,0,0,99,25,0.000,1,5,0,125.845,6.862,31.375,91.500,80.500,0.023,-0.152,1.371,3.273,6.031,2.004,0.540,0.016,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,217,217,0,217,10999.426,0.660,0.079,-0.213,-0.716,0,0,0,0,0,0,0,100,25,0.000,1,5,0,118.640,6.566,24.875,87.313,76.375,0.023,-0.129,1.285,3.273,5.691,1.938,0.544,0.014,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,217,217,0,217,11004.427,0.657,0.080,-0.217,-0.718,0,0,0,0,0,0,0,95,25,0.000,1,5,0,115.308,6.360,30.438,81.375,75.813,0.027,-0.172,1.215,3.273,5.453,1.254,0.550,0.010,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,217,217,0,217,11009.426,0.654,0.081,-0.220,-0.719,0,0,0,0,0,0,0,99,25,0.000,1,5,0,113.406,6.233,37.813,74.500,76.688,-0.020,-0.254,1.219,3.285,5.297,0.504,0.556,0.006,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,217,217,0,217,11014.427,0.651,0.082,-0.224,-0.721,0,0,0,0,0,0,0,101,25,0.000,1,5,0,106.991,6.522,36.750,68.313,73.688,-0.074,-0.285,1.203,4.160,5.023,0.500,0.562,0.000,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,217,217,0,217,11019.426,0.648,0.082,-0.227,-0.722,0,0,0,0,0,0,0,103,25,0.000,1,5,0,100.269,6.250,38.188,62.063,68.875,-0.105,-0.250,1.176,4.242,4.590,0.500,0.000,0.000,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,217,217,0,217,11024.427,0.646,0.082,-0.230,-0.723,0,0,0,0,0,0,0,105,25,0.000,1,5,0,92.971,6.008,39.063,55.188,63.813,-0.145,-0.234,1.227,4.266,4.230,0.500,0.000,0.000,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,217,217,0,217,11029.426,0.644,0.082,-0.233,-0.724,0,0,0,0,0,0,0,107,25,0.000,1,5,0,83.739,5.956,36.125,49.000,57.500,-0.188,-0.281,1.234,4.266,4.156,0.980,0.000,0.000,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,217,217,0,217,11034.428,0.642,0.082,-0.235,-0.725,0,0,0,0,0,0,0,109,25,0.000,1,5,0,72.555,6.197,29.688,43.750,49.688,-0.215,-0.293,1.258,4.820,3.895,1.094,0.000,0.000,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,217,217,0,217,11039.426,0.640,0.082,-0.237,-0.726,0,0,0,0,0,0,0,119,25,0.000,1,5,0,61.651,6.357,21.500,39.813,41.875,-0.227,-0.297,1.223,5.055,3.855,1.094,0.000,0.000,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,240,240,0,240,11044.427,0.639,0.083,-0.239,-0.727,0,0,0,0,0,0,0,119,25,0.000,1,5,0,52.624,6.227,15.563,36.563,34.500,-0.238,-0.293,1.215,5.055,3.637,1.086,0.000,0.000,0.431,0.287,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
