condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
stim,15,15,0,200946.369,-0.925,-0.134,-0.023,0.356,3275,519,1403,3562,325,1636,462,1191,42,0.000,4,1,5.864,0.107,-3.020,0.680,4.980,-0.249,-0.251,0.930,-0.082,0.068,-0.052,0.000,0.000,0.175,0.124,2,2,0,2,7,255,1296,250,0,0
stim,15,15,0,200951.370,-0.924,-0.134,-0.023,0.356,3289,519,1403,3567,316,1642,464,1198,42,0.000,4,1,4.955,0.122,-3.140,1.000,3.700,-0.249,-0.241,0.927,-0.082,0.090,-0.052,0.000,0.000,0.175,0.124,2,2,0,2,7,255,1296,250,0,0
stim,80,80,0,200956.369,-0.924,-0.134,-0.023,0.356,3289,507,1418,3571,320,1637,457,1193,42,0.000,4,1,5.731,0.122,-3.260,0.560,4.680,-0.251,-0.312,0.943,-0.082,0.090,-0.052,0.000,0.000,0.175,0.124,2,2,0,2,7,255,1296,250,0,0
stim,80,80,0,200961.369,-0.924,-0.134,-0.023,0.357,3273,517,1420,3551,327,1639,461,1197,42,0.000,4,1,5.301,0.208,-3.020,0.560,4.320,-0.249,-0.218,0.920,-0.148,0.146,-0.100,0.000,0.000,0.175,0.124,2,2,0,2,7,255,1296,250,0,0
stim,81,81,0,200966.369,-0.924,-0.134,-0.023,0.357,3272,518,1423,3565,317,1635,461,1207,42,0.000,4,1,4.844,0.283,-3.200,1.120,3.460,-0.252,-0.296,0.938,0.180,-0.218,0.148,0.000,0.000,0.175,0.124,2,2,0,2,7,255,1296,250,0,0
stim,81,81,0,200971.369,-0.924,-0.134,-0.023,0.357,3277,521,1421,3559,318,1636,463,1237,42,0.000,4,1,6.420,0.034,-3.440,0.080,5.420,-0.249,-0.260,0.929,-0.024,0.024,-0.034,0.000,0.000,0.175,0.124,2,2,0,2,7,255,1296,250,0,0
stim,82,82,0,200976.369,-0.924,-0.134,-0.023,0.357,3281,518,1419,3567,326,1636,461,1193,42,0.000,4,1,4.626,0.034,-3.020,1.060,3.340,-0.249,-0.246,0.931,-0.024,0.024,-0.034,0.000,0.000,0.175,0.124,2,2,0,2,7,255,1296,250,0,0
stim,82,82,0,200981.369,-0.924,-0.134,-0.023,0.357,3276,520,1415,3569,327,1631,459,1209,42,0.000,4,1,6.073,0.034,-3.320,0.680,5.040,-0.247,-0.295,0.939,-0.024,0.024,-0.034,0.000,0.000,0.175,0.124,2,2,0,2,7,255,1296,250,0,0
stim,112,112,0,200986.369,-0.924,-0.133,-0.023,0.357,3281,509,1419,3566,320,1635,463,1228,42,0.000,4,1,4.329,0.164,-2.760,0.320,3.320,-0.252,-0.227,0.919,-0.110,0.122,-0.058,0.000,0.000,0.175,0.124,2,2,0,2,7,255,1296,250,0,0
stim,112,112,0,200991.369,-0.924,-0.134,-0.023,0.358,3277,512,1417,3572,317,1631,457,1209,42,0.000,4,1,5.689,0.278,-3.240,1.120,4.540,-0.245,-0.300,0.946,0.218,-0.172,0.148,0.000,0.000,0.175,0.124,2,2,0,2,7,255,1296,250,0,0
stim,112,112,0,200996.369,-0.924,-0.133,-0.023,0.358,3288,509,1414,3556,327,1635,458,1300,42,0.000,4,1,4.673,0.238,-2.880,0.020,3.680,-0.256,-0.237,0.914,-0.226,0.074,-0.204,0.000,0.000,0.175,0.124,2,2,0,2,7,255,1296,250,0,0
stim,112,112,0,201001.369,-0.924,-0.133,-0.023,0.358,3272,504,1403,3559,325,1635,459,1259,42,0.000,4,1,5.430,0.171,-3.300,1.060,4.180,-0.242,-0.282,0.947,0.168,-0.032,0.168,0.000,0.000,0.175,0.124,2,2,0,2,7,255,1296,250,0,0
stim,112,112,0,201006.369,-0.924,-0.133,-0.023,0.358,3284,503,1403,3559,327,1635,463,1245,42,0.000,4,1,4.944,0.091,-2.880,0.380,4.000,-0.254,-0.256,0.920,-0.088,-0.022,-0.116,0.000,0.000,0.175,0.124,2,2,0,2,7,255,1296,250,0,0
stim,112,112,0,201011.369,-0.924,-0.133,-0.023,0.358,3279,506,1417,3557,317,1629,463,1242,42,0.000,4,1,4.329,0.085,-2.880,0.980,3.080,-0.241,-0.267,0.944,0.082,-0.022,0.096,0.000,0.000,0.175,0.124,2,2,0,2,7,255,1296,250,0,0
stim,112,112,0,201016.369,-0.924,-0.133,-0.023,0.358,3281,507,1407,3567,330,1635,461,1244,42,0.000,4,1,4.939,0.085,-2.880,0.320,4.000,-0.256,-0.259,0.920,-0.082,-0.022,-0.098,0.000,0.000,0.175,0.124,2,2,0,2,7,255,1296,250,0,0
stim,112,112,0,201021.369,-0.924,-0.133,-0.023,0.359,3284,504,1405,3563,328,1636,460,1259,42,0.000,4,1,4.751,0.051,-3.060,0.980,3.500,-0.251,-0.272,0.944,0.038,-0.034,0.096,0.000,0.000,0.175,0.124,2,2,0,2,7,255,1296,250,0,0
