condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
stim,46,46,0,348322.810,0.995,-0.013,0.087,-0.037,68,63,73,39,43,5,60,35,0,0.000,0,0,0.045,0.004,-0.040,0.020,0.000,-0.038,0.011,0.999,0.004,0.000,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,1010.000,4,0,0,7,255,,0,0,0
stim,46,46,0,348327.808,0.995,-0.013,0.087,-0.037,45,58,74,57,25,0,45,41,0,0.000,0,0,0.066,0.004,0.020,0.020,0.060,-0.038,0.011,1.000,0.004,0.000,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,46,46,0,348332.808,0.995,-0.013,0.087,-0.037,75,85,55,55,42,4,40,18,0,0.000,0,0,0.066,0.004,0.020,0.020,0.060,-0.039,0.011,0.999,0.004,0.000,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,46,46,0,348337.808,0.995,-0.013,0.087,-0.037,47,69,78,30,24,0,58,27,0,0.000,0,0,0.028,0.004,0.020,0.020,0.000,-0.039,0.011,1.000,-0.002,0.004,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,46,46,0,348342.808,0.995,-0.013,0.087,-0.037,71,89,59,35,43,0,62,16,0,0.000,0,0,0.057,0.004,-0.040,-0.040,0.000,-0.039,0.011,1.000,-0.002,0.004,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,61,61,0,348347.808,0.995,-0.013,0.087,-0.037,59,57,54,57,18,0,35,39,0,0.000,0,0,0.045,0.004,0.020,-0.040,0.000,-0.039,0.010,1.001,0.000,0.004,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,61,61,0,348352.808,0.995,-0.013,0.087,-0.037,72,83,48,41,40,0,55,17,0,0.000,0,0,0.066,0.004,0.020,0.020,0.060,-0.039,0.011,1.000,0.000,0.004,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,61,61,0,348357.808,0.995,-0.013,0.087,-0.037,64,59,51,64,22,0,37,39,0,0.000,0,0,0.082,0.000,-0.040,-0.040,0.060,-0.038,0.011,1.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,61,61,0,348362.810,0.995,-0.013,0.087,-0.037,63,57,45,61,11,0,27,37,0,0.000,0,0,0.028,0.002,0.020,0.020,0.000,-0.039,0.011,0.999,-0.002,0.000,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,61,61,0,348367.812,0.995,-0.013,0.087,-0.037,89,94,61,72,21,0,28,22,0,0.000,0,0,0.028,0.004,0.020,0.020,0.000,-0.038,0.011,1.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,93,93,0,348372.810,0.995,-0.013,0.087,-0.037,77,85,51,59,37,0,33,17,0,0.000,0,0,0.128,0.002,0.080,-0.100,0.000,-0.039,0.011,1.000,-0.002,0.000,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,93,93,0,348377.808,0.995,-0.013,0.087,-0.037,51,60,81,69,24,0,50,45,0,0.000,0,0,0.057,0.002,-0.040,-0.040,0.000,-0.039,0.011,0.999,-0.002,0.000,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,93,93,0,348382.808,0.995,-0.013,0.087,-0.037,79,87,46,42,39,6,51,11,0,0.000,0,0,0.045,0.002,-0.040,0.020,0.000,-0.039,0.010,1.000,-0.002,0.000,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,93,93,0,348387.808,0.995,-0.013,0.087,-0.037,46,77,71,30,40,4,59,18,0,0.000,0,0,0.045,0.004,-0.040,0.020,0.000,-0.038,0.010,1.000,0.000,-0.004,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,111,111,0,348392.808,0.995,-0.013,0.087,-0.037,75,85,51,39,50,7,55,13,0,0.000,0,0,0.045,0.004,-0.040,0.020,0.000,-0.039,0.011,1.000,0.000,-0.004,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,111,111,0,348397.808,0.995,-0.013,0.087,-0.037,71,83,48,56,37,5,35,7,0,0.000,0,0,0.089,0.006,0.080,-0.040,0.000,-0.039,0.011,1.000,-0.006,0.000,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,111,111,0,348402.808,0.995,-0.013,0.087,-0.037,47,60,72,39,33,0,55,28,0,0.000,0,0,0.128,0.006,0.080,-0.100,0.000,-0.039,0.012,1.000,-0.006,0.000,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,111,111,0,348407.808,0.995,-0.013,0.087,-0.037,76,89,49,55,40,0,37,11,0,0.000,0,0,0.089,0.004,0.080,-0.040,0.000,-0.038,0.011,1.000,-0.002,0.004,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,111,111,0,348412.810,0.995,-0.013,0.087,-0.037,72,84,44,54,39,4,35,11,0,0.000,0,0,0.028,0.006,0.020,0.020,0.000,-0.038,0.011,1.000,0.004,0.004,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,111,111,0,348417.810,0.995,-0.013,0.087,-0.037,43,56,83,50,33,0,61,28,0,0.000,0,0,0.108,0.006,-0.040,-0.100,0.000,-0.037,0.011,0.999,0.004,0.004,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,174,174,0,348422.809,0.995,-0.013,0.087,-0.037,40,67,71,34,38,1,66,9,0,0.000,0,0,0.045,0.004,-0.040,0.020,0.000,-0.039,0.010,1.001,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,174,174,0,348427.808,0.995,-0.013,0.087,-0.037,71,89,53,40,53,18,67,19,0,0.000,0,0,0.045,0.011,-0.040,0.020,0.000,-0.038,0.010,1.002,0.010,-0.004,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,174,174,0,348432.808,0.995,-0.013,0.087,-0.037,63,73,46,31,39,0,48,9,0,0.000,0,0,0.089,0.004,0.080,-0.040,0.000,-0.039,0.011,1.000,-0.002,-0.004,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,174,174,0,348437.808,0.995,-0.013,0.087,-0.037,56,92,75,31,45,6,62,18,0,0.000,0,0,0.045,0.004,0.020,-0.040,0.000,-0.039,0.012,1.000,-0.002,0.004,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,174,174,0,348442.808,0.995,-0.013,0.087,-0.037,69,83,44,33,33,7,48,10,0,0.000,0,0,0.045,0.004,0.020,-0.040,0.000,-0.039,0.011,1.000,-0.002,0.004,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,174,174,0,348447.808,0.995,-0.013,0.087,-0.037,64,78,48,33,33,10,48,3,0,0.000,0,0,0.066,0.004,0.020,0.020,0.060,-0.039,0.011,1.000,-0.002,0.004,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,174,174,0,348452.808,0.995,-0.013,0.087,-0.037,44,59,79,33,24,0,67,31,0,0.000,0,0,0.045,0.004,0.020,-0.040,0.000,-0.038,0.011,0.999,-0.002,0.004,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,174,174,0,348457.808,0.995,-0.013,0.087,-0.037,71,83,47,45,40,9,48,20,0,0.000,0,0,0.045,0.004,0.020,-0.040,0.000,-0.038,0.010,1.000,0.002,0.004,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,174,174,0,348462.810,0.995,-0.013,0.087,-0.037,64,81,51,41,41,5,55,16,0,0.000,0,0,0.075,0.006,0.020,-0.040,0.060,-0.039,0.009,1.000,0.002,-0.006,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,174,174,0,348467.810,0.995,-0.013,0.087,-0.037,57,69,75,40,22,0,57,36,0,0.000,0,0,0.028,0.007,0.020,0.020,0.000,-0.038,0.010,1.000,0.004,-0.006,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,189,189,0,348472.809,0.995,-0.013,0.087,-0.037,53,77,50,41,47,13,59,20,0,0.000,0,0,0.082,0.004,0.080,0.020,0.000,-0.039,0.011,1.000,0.000,-0.004,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,189,189,0,348477.808,0.995,-0.013,0.087,-0.037,52,85,75,39,44,7,58,19,0,0.000,0,0,0.045,0.002,0.020,-0.040,0.000,-0.039,0.011,0.999,-0.002,0.000,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,212,212,0,348482.808,0.995,-0.013,0.087,-0.037,73,94,48,37,42,9,50,6,0,0.000,0,0,0.045,0.006,-0.040,0.020,0.000,-0.039,0.011,1.000,-0.006,0.000,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,212,212,0,348487.808,0.995,-0.013,0.087,-0.037,55,79,75,40,40,6,57,22,0,0.000,0,0,0.057,0.007,-0.040,-0.040,0.000,-0.039,0.011,1.000,-0.006,0.004,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,212,212,0,348492.808,0.995,-0.013,0.087,-0.037,79,84,47,43,41,6,55,12,0,0.000,0,0,0.066,0.006,0.020,0.020,0.060,-0.038,0.010,1.000,-0.006,0.000,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,212,212,0,348497.808,0.995,-0.013,0.087,-0.037,60,75,40,46,33,5,29,4,0,0.000,0,0,0.045,0.009,0.020,-0.040,0.000,-0.038,0.011,1.000,0.008,0.004,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,212,212,0,348502.808,0.995,-0.013,0.087,-0.037,44,77,83,36,39,0,61,18,0,0.000,0,0,0.028,0.009,0.020,0.020,0.000,-0.039,0.011,0.999,0.008,0.004,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,212,212,0,348507.808,0.995,-0.013,0.087,-0.037,59,73,44,51,33,3,33,5,0,0.000,0,0,0.028,0.009,0.020,0.020,0.000,-0.038,0.011,1.000,0.008,0.004,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,212,212,0,348512.809,0.995,-0.013,0.087,-0.037,75,88,47,60,37,5,33,18,0,0.000,0,0,0.057,0.000,-0.040,-0.040,0.000,-0.039,0.011,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
stim,212,212,0,348517.810,0.995,-0.013,0.087,-0.037,48,74,41,39,42,3,44,12,0,0.000,0,0,0.045,0.000,-0.040,0.020,0.000,-0.039,0.011,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,4,0,0,7,255,,0,0,0
