condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
stim,16,16,0,609193.829,0.910,0.065,-0.043,-0.408,1951,0,80,2017,103,988,81,477,1,0.000,3,0,0.655,0.006,-0.500,0.140,-0.400,-0.135,-0.081,0.991,-0.006,-0.002,0.004,0.000,0.000,0.000,0.000,1,2,0,3,7,255,816,200,8,816
stim,16,16,0,609198.829,0.910,0.065,-0.043,-0.408,1966,1,85,2031,100,985,77,481,1,0.000,3,0,0.685,0.013,-0.560,0.200,-0.340,-0.135,-0.081,0.989,0.012,-0.004,0.004,0.000,0.000,0.000,0.000,1,2,0,3,7,255,816,200,13,816
stim,43,43,0,609203.829,0.910,0.065,-0.043,-0.408,1961,0,77,2018,101,995,81,483,1,0.000,3,0,0.573,0.013,-0.440,0.140,-0.340,-0.136,-0.082,0.989,0.012,-0.006,-0.012,0.000,0.000,0.000,0.000,1,2,0,3,7,255,816,200,18,816
stim,43,43,0,609208.829,0.910,0.065,-0.043,-0.408,1957,0,83,2009,103,989,81,485,1,0.000,3,0,0.629,0.017,-0.380,0.200,-0.460,-0.136,-0.082,0.990,0.012,-0.012,-0.012,0.000,0.000,0.000,0.000,1,2,0,3,7,255,816,200,23,816
stim,43,43,0,609213.829,0.910,0.065,-0.043,-0.408,1956,0,76,2021,100,987,76,479,1,0.000,3,0,0.819,0.014,-0.440,0.260,-0.640,-0.136,-0.079,0.991,0.008,-0.012,0.002,0.000,0.000,0.000,0.000,1,2,0,3,7,255,816,200,28,816
stim,43,43,0,609218.829,0.910,0.065,-0.043,-0.408,1950,0,83,2009,107,987,84,475,1,0.000,3,0,0.836,0.010,-0.500,0.200,-0.640,-0.135,-0.081,0.992,0.008,0.006,0.008,0.000,0.000,0.000,0.000,1,2,0,3,7,255,816,200,33,816
stim,66,66,0,609223.829,0.910,0.066,-0.043,-0.408,1951,0,81,2017,99,991,75,481,1,0.000,3,0,0.790,0.007,-0.560,0.200,-0.520,-0.136,-0.080,0.991,-0.004,0.006,0.008,0.000,0.000,0.000,0.000,1,2,0,3,7,255,816,200,38,816
stim,66,66,0,609228.830,0.910,0.066,-0.043,-0.408,1950,0,83,2008,103,989,82,479,1,0.000,3,0,0.797,0.011,-0.620,0.200,-0.460,-0.135,-0.082,0.990,0.010,0.004,0.008,0.000,0.000,0.000,0.000,1,2,0,3,7,255,816,200,43,816
stim,67,67,0,609233.829,0.910,0.066,-0.043,-0.408,1959,0,77,2017,105,993,75,480,1,0.000,3,0,0.815,0.011,-0.620,0.260,-0.460,-0.137,-0.081,0.990,-0.004,-0.010,0.000,0.000,0.000,0.000,0.000,1,2,0,3,7,255,816,200,48,816
stim,67,67,0,609238.829,0.910,0.066,-0.043,-0.408,1950,0,81,2010,109,988,75,476,1,0.000,3,0,0.874,0.011,-0.560,0.200,-0.640,-0.137,-0.080,0.990,-0.004,-0.010,-0.002,0.000,0.000,0.000,0.000,1,2,0,3,7,255,816,200,53,816
