condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
stim,40,40,0,769928.829,0.988,0.055,-0.066,-0.130,2343,0,168,2461,383,895,33,609,1,0.000,3,0,0.115,0.029,0.100,-0.040,-0.040,-0.148,-0.091,0.988,0.008,-0.028,0.002,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1020,200,0,0
stim,40,40,0,769933.829,0.988,0.055,-0.066,-0.130,2329,0,168,2461,455,905,29,603,1,0.000,3,0,0.115,0.038,0.040,-0.040,-0.100,-0.151,-0.091,0.987,0.004,-0.038,0.002,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1020,200,0,0
stim,40,40,0,769938.829,0.988,0.055,-0.066,-0.130,2329,0,170,2462,587,905,27,601,1,0.000,3,0,0.363,0.046,-0.080,-0.100,-0.340,-0.151,-0.094,0.988,-0.012,-0.044,0.008,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1020,200,0,0
stim,40,40,0,769943.830,0.988,0.055,-0.066,-0.130,2332,0,165,2457,527,896,29,600,1,0.000,3,0,0.534,0.046,-0.220,-0.160,-0.460,-0.147,-0.088,0.988,-0.012,-0.044,0.002,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1020,200,0,0
stim,66,66,0,769948.829,0.988,0.054,-0.066,-0.130,2334,0,171,2452,776,907,34,599,1,0.000,3,0,0.170,0.010,0.040,-0.040,-0.160,-0.140,-0.080,0.985,0.010,0.000,-0.002,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1020,200,0,0
stim,66,66,0,769953.829,0.988,0.054,-0.066,-0.130,2325,0,166,2473,743,909,27,604,1,0.000,3,0,0.813,0.102,0.460,0.200,0.640,-0.138,-0.078,0.984,0.054,0.086,-0.042,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1020,200,0,0
stim,66,66,0,769958.829,0.988,0.054,-0.066,-0.130,2333,0,169,2461,768,906,29,605,1,0.000,3,0,0.892,0.102,0.340,0.320,0.760,-0.149,-0.092,0.990,0.054,0.086,-0.042,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1020,200,0,0
stim,66,66,0,769963.829,0.988,0.055,-0.066,-0.130,2325,0,165,2457,775,896,27,610,1,0.000,3,0,0.664,0.048,-0.400,-0.100,-0.520,-0.157,-0.101,0.993,0.002,-0.048,0.024,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1020,200,0,0
stim,66,66,0,769968.829,0.988,0.055,-0.066,-0.130,2335,0,170,2457,352,907,36,597,1,0.000,3,0,1.087,0.048,-0.340,-0.600,-0.840,-0.144,-0.087,0.987,0.002,-0.048,0.024,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1020,200,0,0
stim,66,66,0,769973.829,0.988,0.054,-0.066,-0.130,2345,0,169,2462,201,910,36,606,1,0.000,3,0,1.073,0.035,0.580,0.200,0.880,-0.139,-0.078,0.982,0.032,0.014,-0.012,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1020,200,0,0
stim,66,66,0,769978.829,0.988,0.055,-0.066,-0.130,2340,0,171,2462,248,907,33,607,1,0.000,3,0,0.779,0.035,-0.020,0.680,0.380,-0.161,-0.105,0.995,0.032,0.014,-0.012,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1020,200,0,0
stim,66,66,0,769983.829,0.988,0.055,-0.066,-0.130,2343,0,171,2461,273,904,29,607,1,0.000,3,0,2.435,0.036,-0.700,-1.200,-2.000,-0.146,-0.091,0.994,0.028,-0.022,0.056,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1020,200,0,0
stim,66,66,0,769988.829,0.988,0.054,-0.066,-0.130,2331,0,170,2456,333,913,33,603,1,0.000,3,0,1.457,0.036,0.760,0.080,1.240,-0.121,-0.058,0.972,0.028,-0.022,0.056,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1020,200,0,0
stim,66,66,0,769993.829,0.988,0.055,-0.066,-0.130,2334,0,168,2455,316,905,27,604,1,0.000,3,0,2.501,0.036,-0.080,1.600,1.920,-0.167,-0.110,0.994,0.028,-0.022,0.056,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1020,200,0,0
stim,78,78,0,769998.829,0.988,0.055,-0.066,-0.130,2341,0,169,2459,224,907,37,605,1,0.000,3,0,3.783,0.139,-0.640,-1.880,-3.220,-0.155,-0.103,1.005,-0.012,-0.138,0.110,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1020,200,0,1020
stim,78,78,0,770003.829,0.988,0.054,-0.066,-0.130,2335,0,167,2463,474,904,30,603,1,0.000,3,0,1.614,0.139,1.020,-0.160,1.240,-0.115,-0.059,0.967,-0.012,-0.138,0.110,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1020,200,0,1020
stim,14,14,0,770008.829,0.988,0.055,-0.066,-0.130,2349,0,169,2458,223,904,36,602,1,0.000,3,0,2.944,0.139,-0.580,2.100,1.980,-0.169,-0.103,0.987,-0.012,-0.138,0.040,0.000,0.000,0.000,0.000,1,2,0,3,7,255,1224,250,1,1224
stim,14,14,0,770013.829,0.988,0.055,-0.066,-0.130,2333,0,171,2453,634,907,31,587,1,0.000,3,0,3.971,0.107,0.460,-2.360,-3.160,-0.146,-0.099,1.011,0.076,-0.076,0.040,0.000,0.000,0.000,0.000,1,2,0,3,7,255,1224,250,6,1224
