condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_stepTimeMs,R_stepDeviationMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
pre_stim,83,83,0,503181.025,0.588,0.181,-0.071,-0.785,1711,0,12,2205,0,89,0,237,31,0.000,330,0,4.795,0.517,-3.620,0.940,-3.000,-0.380,-0.031,0.915,-0.422,-0.298,-0.124,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,53,0
pre_stim,83,83,0,503186.023,0.588,0.181,-0.071,-0.785,1714,0,16,2215,0,92,0,243,31,0.000,330,0,4.609,0.088,-4.120,0.940,-1.840,-0.371,-0.091,0.941,-0.088,0.000,0.016,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,58,0
pre_stim,83,83,0,503191.025,0.588,0.181,-0.071,-0.785,1714,0,18,2215,0,90,0,243,31,0.000,330,0,4.832,0.606,-3.320,1.200,-3.300,-0.381,-0.026,0.909,-0.522,-0.308,-0.178,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,63,0
pre_stim,83,83,0,503196.027,0.588,0.181,-0.071,-0.785,1711,0,17,2208,0,93,0,243,31,0.000,330,0,5.136,0.055,-4.900,0.760,-1.340,-0.374,-0.090,0.947,-0.048,0.026,0.084,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,68,0
pre_stim,83,83,0,503201.025,0.589,0.181,-0.071,-0.785,1716,0,20,2221,0,92,0,237,31,0.000,330,0,4.640,0.548,-2.280,1.260,-3.840,-0.377,-0.036,0.908,-0.466,-0.288,-0.240,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,73,0
pre_stim,83,83,0,503206.023,0.589,0.181,-0.071,-0.785,1722,0,16,2221,0,93,0,236,31,0.000,330,0,6.042,0.225,-5.820,0.820,-1.400,-0.376,-0.071,0.942,-0.214,-0.068,0.090,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,78,0
pre_stim,83,83,0,503211.024,0.589,0.181,-0.071,-0.785,1737,0,18,2224,0,91,0,236,31,0.000,330,0,3.992,0.262,-2.160,1.380,-3.060,-0.374,-0.065,0.921,-0.226,-0.132,-0.114,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,83,0
pre_stim,119,119,0,503216.023,0.589,0.181,-0.071,-0.785,1735,0,22,2231,0,93,0,240,31,0.000,330,0,6.170,0.262,-5.100,0.880,-3.360,-0.381,-0.041,0.924,-0.226,-0.132,-0.082,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,88,0
pre_stim,119,119,0,503221.025,0.589,0.181,-0.071,-0.785,1735,0,20,2229,0,90,0,243,31,0.000,330,0,4.152,0.262,-3.820,1.200,-1.100,-0.376,-0.080,0.939,-0.226,-0.132,-0.082,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,93,0
pre_stim,119,119,0,503226.023,0.589,0.181,-0.071,-0.784,1741,0,20,2231,0,93,0,238,31,0.000,330,0,5.311,0.372,-3.140,1.020,-4.160,-0.379,-0.055,0.917,-0.302,-0.218,-0.082,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,98,0
pre_stim,119,119,0,503231.025,0.589,0.181,-0.071,-0.784,1741,0,12,2228,0,93,0,247,31,0.000,330,0,5.306,0.372,-4.840,0.940,-1.960,-0.382,-0.051,0.927,-0.302,-0.218,-0.042,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,103,0
pre_stim,119,119,0,503236.023,0.589,0.181,-0.071,-0.784,1743,0,21,2229,0,91,0,244,31,0.000,330,0,4.366,0.372,-3.940,1.080,-1.540,-0.378,-0.077,0.938,-0.302,-0.218,-0.042,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,108,0
pre_stim,119,119,0,503241.025,0.589,0.181,-0.071,-0.784,1741,0,13,2231,0,91,0,239,31,0.000,330,0,4.691,0.335,-3.020,0.880,-3.480,-0.377,-0.059,0.920,-0.282,-0.180,-0.042,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,113,0
pre_stim,158,158,0,503246.023,0.589,0.181,-0.071,-0.784,1751,0,17,2236,0,92,0,243,31,0.000,330,0,5.335,0.335,-4.780,0.880,-2.200,-0.382,-0.047,0.924,-0.282,-0.180,-0.070,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,118,0
pre_stim,158,158,0,503251.025,0.589,0.181,-0.071,-0.784,1743,0,18,2233,0,86,0,239,31,0.000,330,0,4.297,0.335,-4.060,0.880,-1.100,-0.382,-0.073,0.938,-0.282,-0.180,-0.070,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,123,0
pre_stim,160,160,0,503256.023,0.589,0.181,-0.071,-0.784,1746,0,19,2235,0,92,0,239,31,0.000,330,0,4.254,0.254,-3.200,0.820,-2.680,-0.372,-0.067,0.925,-0.222,-0.124,-0.070,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,128,0
pre_stim,160,160,0,503261.025,0.589,0.181,-0.071,-0.784,1743,0,19,2232,0,93,0,245,31,0.000,330,0,4.960,0.254,-4.180,0.760,-2.560,-0.383,-0.052,0.922,-0.222,-0.124,-0.086,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,133,0
pre_stim,161,161,0,503266.023,0.589,0.181,-0.071,-0.784,1741,0,16,2237,0,91,0,246,31,0.000,330,0,4.691,0.361,-4.420,0.820,-1.340,-0.384,-0.058,0.934,-0.300,-0.200,-0.086,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,138,0
pre_stim,161,161,0,503271.025,0.589,0.181,-0.071,-0.784,1747,0,22,2238,0,89,0,243,31,0.000,330,0,3.737,0.361,-3.380,0.760,-1.400,-0.376,-0.071,0.933,-0.300,-0.200,0.010,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,143,0
pre_stim,180,180,0,503276.023,0.589,0.181,-0.071,-0.784,1742,0,17,2233,0,93,0,239,31,0.000,330,0,4.159,0.246,-3.380,0.700,-2.320,-0.374,-0.067,0.924,-0.216,-0.118,0.010,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,148,0
pre_stim,180,180,0,503281.025,0.590,0.181,-0.071,-0.784,1739,0,20,2233,0,87,0,243,31,0.000,330,0,4.742,0.246,-4.120,0.820,-2.200,-0.380,-0.054,0.925,-0.216,-0.118,-0.068,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,153,0
pre_stim,180,180,0,503286.023,0.590,0.181,-0.071,-0.784,1738,0,17,2232,0,89,0,243,31,0.000,330,0,4.386,0.380,-4.120,0.880,-1.220,-0.383,-0.053,0.929,-0.322,-0.202,-0.068,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,158,0
pre_stim,180,180,0,503291.025,0.590,0.181,-0.071,-0.784,1748,0,21,2249,0,93,0,245,31,0.000,330,0,3.976,0.380,-3.820,0.820,-0.740,-0.375,-0.063,0.930,-0.322,-0.202,-0.030,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,163,0
pre_stim,180,180,0,503296.023,0.590,0.181,-0.071,-0.784,1727,0,21,2237,0,90,0,239,31,0.000,330,0,3.976,0.285,-3.680,0.880,-1.220,-0.369,-0.069,0.930,-0.262,-0.112,-0.030,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,168,0
pre_stim,180,180,0,503301.025,0.590,0.181,-0.071,-0.784,1719,0,23,2229,0,88,0,245,31,0.000,330,0,4.370,0.283,-3.620,0.940,-2.260,-0.372,-0.061,0.926,-0.262,-0.106,-0.048,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,173,0
pre_stim,194,194,0,503306.023,0.590,0.181,-0.071,-0.784,1723,0,19,2233,0,94,0,239,31,0.000,330,0,4.549,0.303,-3.740,1.020,-2.380,-0.383,-0.052,0.924,-0.284,-0.106,-0.068,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,178,0
pre_stim,194,194,0,503311.025,0.590,0.181,-0.071,-0.784,1711,0,17,2233,0,93,0,241,31,0.000,330,0,4.175,0.398,-3.820,1.020,-1.340,-0.386,-0.053,0.929,-0.320,-0.236,-0.068,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,183,0
pre_stim,194,194,0,503316.023,0.590,0.181,-0.071,-0.784,1717,0,19,2234,0,91,0,242,31,0.000,330,0,3.889,0.398,-3.740,0.940,-0.500,-0.379,-0.063,0.930,-0.320,-0.236,-0.016,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,188,0
pre_stim,194,194,0,503321.025,0.590,0.181,-0.071,-0.784,1709,0,12,2231,0,89,0,239,31,0.000,330,0,3.842,0.287,-3.680,0.820,-0.740,-0.372,-0.069,0.929,-0.242,-0.154,-0.016,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,193,0
pre_stim,211,211,0,503326.023,0.590,0.181,-0.072,-0.784,1709,0,21,2228,0,91,0,240,31,0.000,330,0,4.155,0.261,-3.620,0.880,-1.840,-0.372,-0.063,0.927,-0.242,-0.098,-0.044,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,198,0
pre_stim,211,211,0,503331.025,0.590,0.180,-0.072,-0.784,1708,0,16,2221,0,92,0,244,31,0.000,330,0,4.234,0.272,-3.560,0.820,-2.140,-0.379,-0.055,0.927,-0.254,-0.098,-0.050,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,203,0
pre_stim,223,223,0,503336.023,0.590,0.180,-0.072,-0.784,1715,0,21,2226,0,93,0,246,31,0.000,330,0,4.001,0.364,-3.620,0.880,-1.460,-0.384,-0.053,0.926,-0.312,-0.188,-0.050,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,208,0
pre_stim,223,223,0,503341.025,0.590,0.180,-0.072,-0.784,1709,0,21,2217,0,93,0,240,31,0.000,330,0,3.883,0.367,-3.740,0.880,-0.560,-0.380,-0.056,0.927,-0.312,-0.194,-0.046,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,213,0
pre_stim,256,256,0,503346.023,0.590,0.180,-0.072,-0.784,1709,0,17,2215,0,95,0,239,31,0.000,330,0,3.817,0.361,-3.680,0.880,-0.500,-0.374,-0.062,0.928,-0.304,-0.194,-0.046,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,218,0
pre_stim,256,256,0,503351.025,0.590,0.180,-0.072,-0.784,1705,0,20,2221,0,89,0,237,31,0.000,330,0,3.924,0.290,-3.680,0.880,-1.040,-0.372,-0.063,0.928,-0.266,-0.116,-0.050,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,223,0
pre_stim,256,256,0,503356.023,0.590,0.180,-0.072,-0.784,1703,0,19,2217,0,92,0,243,31,0.000,330,0,4.234,0.290,-3.680,0.880,-1.900,-0.373,-0.060,0.927,-0.266,-0.116,-0.062,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,228,0
pre_stim,256,256,0,503361.025,0.590,0.180,-0.072,-0.784,1706,0,21,2214,0,93,0,239,31,0.000,330,0,4.266,0.303,-3.680,0.760,-2.020,-0.379,-0.058,0.926,-0.280,-0.116,-0.062,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,233,0
pre_stim,256,256,0,503366.023,0.590,0.180,-0.072,-0.784,1701,0,20,2207,0,93,0,244,31,0.000,330,0,4.200,0.335,-3.820,0.820,-1.540,-0.381,-0.057,0.926,-0.282,-0.180,-0.052,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,238,0
pre_stim,256,256,0,503371.025,0.590,0.180,-0.072,-0.784,1699,0,14,2213,0,91,0,245,31,0.000,330,0,4.084,0.333,-3.880,0.880,-0.920,-0.379,-0.060,0.927,-0.280,-0.180,-0.048,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,243,0
pre_stim,271,271,0,503376.023,0.590,0.180,-0.072,-0.784,1695,0,19,2205,0,92,0,244,31,0.000,330,0,4.162,0.325,-4.000,0.880,-0.740,-0.375,-0.060,0.928,-0.278,-0.168,-0.048,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,248,0
pre_stim,271,271,0,503381.025,0.590,0.180,-0.072,-0.784,1693,0,21,2206,0,95,0,247,31,0.000,330,0,4.224,0.309,-4.000,0.940,-0.980,-0.375,-0.058,0.926,-0.278,-0.136,-0.054,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,253,0
pre_stim,271,271,0,503386.023,0.590,0.180,-0.072,-0.784,1691,0,20,2205,0,91,0,239,31,0.000,330,0,4.439,0.313,-4.180,0.940,-1.160,-0.375,-0.059,0.927,-0.284,-0.132,-0.064,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,258,0
pre_stim,271,271,0,503391.025,0.590,0.180,-0.072,-0.784,1695,0,21,2213,0,95,0,247,31,0.000,330,0,4.171,0.317,-3.740,1.020,-1.540,-0.374,-0.058,0.931,-0.288,-0.132,-0.064,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,263,0
pre_stim,288,288,0,503396.025,0.590,0.180,-0.072,-0.784,1687,0,20,2205,0,87,0,239,31,0.000,330,0,3.981,0.319,-3.380,1.020,-1.840,-0.375,-0.058,0.927,-0.290,-0.132,-0.058,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,268,0
pre_stim,288,288,0,503401.025,0.590,0.180,-0.072,-0.784,1675,0,19,2201,0,87,0,243,31,0.000,330,0,4.032,0.323,-3.440,1.020,-1.840,-0.378,-0.057,0.925,-0.290,-0.142,-0.058,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,273,0
pre_stim,288,288,0,503406.023,0.590,0.180,-0.072,-0.784,1659,0,19,2199,0,89,0,245,31,0.000,330,0,4.104,0.333,-3.680,1.080,-1.460,-0.379,-0.057,0.927,-0.284,-0.174,-0.058,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,278,0
pre_stim,288,288,0,503411.025,0.590,0.180,-0.072,-0.784,1656,0,18,2201,0,91,0,242,31,0.000,330,0,3.970,0.333,-3.620,1.080,-1.220,-0.377,-0.057,0.929,-0.284,-0.174,-0.048,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,283,0
pre_stim,304,304,0,503416.023,0.590,0.180,-0.072,-0.784,1657,0,20,2199,0,91,0,239,31,0.000,330,0,3.880,0.321,-3.500,1.080,-1.280,-0.376,-0.058,0.926,-0.284,-0.150,-0.048,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,288,0
pre_stim,304,304,0,503421.025,0.590,0.180,-0.072,-0.784,1655,0,18,2196,0,85,0,239,31,0.000,330,0,3.996,0.316,-3.560,1.080,-1.460,-0.376,-0.061,0.927,-0.280,-0.146,-0.056,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,293,0
pre_stim,320,320,0,503426.023,0.590,0.180,-0.072,-0.784,1653,0,21,2199,0,91,0,245,31,0.000,330,0,3.953,0.302,-3.440,1.020,-1.660,-0.377,-0.060,0.928,-0.264,-0.146,-0.056,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,298,0
pre_stim,320,320,0,503431.025,0.590,0.180,-0.072,-0.783,1643,0,20,2198,0,85,0,242,31,0.000,330,0,3.945,0.304,-3.440,1.080,-1.600,-0.379,-0.057,0.927,-0.264,-0.150,-0.050,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,303,0
pre_stim,320,320,0,503436.023,0.590,0.180,-0.072,-0.783,1642,0,19,2199,0,89,0,243,31,0.000,330,0,3.884,0.330,-3.500,1.020,-1.340,-0.379,-0.056,0.926,-0.282,-0.172,-0.050,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,308,0
pre_stim,320,320,0,503441.025,0.590,0.180,-0.072,-0.783,1645,0,23,2201,0,88,0,239,31,0.000,330,0,3.916,0.334,-3.620,0.940,-1.160,-0.378,-0.057,0.927,-0.286,-0.172,-0.052,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,313,0
pre_stim,352,352,0,503446.023,0.590,0.180,-0.072,-0.783,1641,0,19,2200,0,92,0,239,31,0.000,330,0,3.898,0.332,-3.620,0.940,-1.100,-0.376,-0.059,0.929,-0.286,-0.168,-0.052,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,318,0
pre_stim,352,352,0,503451.025,0.590,0.180,-0.073,-0.783,1639,0,19,2199,0,86,0,242,31,0.000,330,0,3.810,0.314,-3.440,1.020,-1.280,-0.375,-0.058,0.929,-0.282,-0.138,-0.046,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,323,0
pre_stim,352,352,0,503456.023,0.590,0.180,-0.073,-0.783,1614,0,23,2199,0,91,0,239,31,0.000,330,0,3.900,0.314,-3.500,1.080,-1.340,-0.377,-0.057,0.926,-0.282,-0.138,-0.046,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,328,0
pre_stim,352,352,0,503461.025,0.590,0.180,-0.073,-0.783,1636,0,23,2201,0,86,0,243,31,0.000,330,0,3.954,0.326,-3.620,1.020,-1.220,-0.377,-0.055,0.927,-0.286,-0.156,-0.058,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,333,0
pre_stim,353,353,0,503466.023,0.591,0.180,-0.073,-0.783,1636,0,16,2201,0,86,0,239,31,0.000,330,0,3.878,0.333,-3.500,1.140,-1.220,-0.375,-0.057,0.930,-0.294,-0.156,-0.058,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,338,0
pre_stim,353,353,0,503471.025,0.591,0.180,-0.073,-0.783,1634,0,22,2200,0,89,0,240,31,0.000,330,0,3.775,0.324,-3.320,1.260,-1.280,-0.375,-0.057,0.928,-0.294,-0.136,-0.054,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,343,0
pre_stim,368,368,0,503476.023,0.591,0.180,-0.073,-0.783,1626,0,21,2201,0,91,0,243,31,0.000,330,0,3.989,0.318,-3.560,1.200,-1.340,-0.377,-0.056,0.924,-0.288,-0.136,-0.054,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,348,0
pre_stim,368,368,0,503481.025,0.591,0.180,-0.073,-0.783,1623,0,20,2189,0,89,0,244,31,0.000,330,0,4.316,0.322,-3.880,1.200,-1.460,-0.377,-0.057,0.927,-0.284,-0.152,-0.058,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,353,0
pre_stim,368,368,0,503486.023,0.591,0.180,-0.073,-0.783,1611,0,19,2198,0,89,0,244,31,0.000,330,0,4.448,0.325,-4.060,1.080,-1.460,-0.379,-0.056,0.924,-0.282,-0.162,-0.078,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,358,0
pre_stim,368,368,0,503491.025,0.591,0.180,-0.073,-0.783,1619,0,23,2198,0,87,0,239,31,0.000,330,0,5.503,0.335,-5.160,0.220,-1.900,-0.377,-0.046,0.912,-0.282,-0.180,-0.078,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,363,0
pre_stim,384,384,0,503496.023,0.591,0.180,-0.073,-0.783,1619,0,21,2197,0,85,0,238,31,0.000,330,0,6.211,0.335,-5.880,1.200,-1.600,-0.378,-0.062,0.945,-0.282,-0.180,-0.078,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,368,0
pre_stim,384,384,0,503501.025,0.591,0.180,-0.073,-0.783,1611,0,21,2199,0,90,0,245,31,0.000,330,0,3.576,0.295,-3.140,1.200,-1.220,-0.381,-0.067,0.940,-0.272,-0.114,0.086,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,373,0
pre_stim,384,384,0,503506.023,0.591,0.180,-0.073,-0.783,1613,0,21,2197,0,87,0,239,31,0.000,330,0,2.921,0.258,-2.460,1.320,-0.860,-0.377,-0.061,0.922,-0.232,-0.114,0.086,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,378,0
pre_stim,384,384,0,503511.025,0.591,0.180,-0.073,-0.783,1609,0,24,2189,0,83,0,243,31,0.000,330,0,4.041,0.277,-3.680,1.200,-1.160,-0.378,-0.053,0.919,-0.232,-0.152,-0.092,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,383,0
pre_stim,400,400,0,503516.023,0.591,0.180,-0.073,-0.783,1589,0,21,2191,0,89,0,240,31,0.000,330,0,4.970,0.359,-4.780,0.460,-1.280,-0.380,-0.047,0.919,-0.300,-0.198,-0.122,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,388,0
pre_stim,400,400,0,503521.025,0.591,0.180,-0.073,-0.783,1599,0,22,2187,0,85,0,242,31,0.000,330,0,5.588,0.381,-5.400,0.760,-1.220,-0.377,-0.053,0.935,-0.326,-0.198,-0.122,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,393,0
pre_stim,418,418,0,503526.023,0.591,0.180,-0.073,-0.783,1596,0,21,2182,0,89,0,239,31,0.000,330,0,3.153,0.355,-2.720,1.380,-0.800,-0.377,-0.071,0.952,-0.326,-0.140,0.012,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,398,0
pre_stim,418,418,0,503531.025,0.591,0.180,-0.073,-0.783,1593,0,24,2186,0,87,0,245,31,0.000,330,0,1.916,0.272,-0.460,1.500,-1.100,-0.374,-0.061,0.927,-0.250,-0.106,0.012,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,403,0
pre_stim,418,418,0,503536.023,0.591,0.180,-0.073,-0.783,1591,0,21,2173,0,89,0,240,31,0.000,330,0,3.095,0.272,-2.520,1.320,-1.220,-0.377,-0.055,0.908,-0.250,-0.106,-0.062,0.000,0.000,0.239,0.235,0,NULL,NULL,2,0,1,7,255,1040,200,408,0
