condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,37,37,0,1224770.833,0.232,0.147,-0.224,-0.935,4083,0,0,3224,0,0,0,87,43,1.076,244,0,248.494,5.323,-37.280,-114.440,-217.400,0.363,-0.171,2.240,-3.074,4.346,3.240,0.266,0.226,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,1,1070
pre_stim,37,37,0,1224775.832,0.239,0.144,-0.215,-0.936,4063,0,0,3283,0,0,0,92,43,1.076,244,0,269.532,10.784,-176.980,-117.060,-166.200,0.742,-0.904,1.780,-5.494,9.280,3.240,0.204,0.166,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,6,1070
pre_stim,37,37,0,1224780.833,0.241,0.141,-0.205,-0.938,4086,0,0,3303,0,64,0,93,43,1.076,244,0,255.469,16.415,-217.400,-115.780,-67.800,0.669,-1.576,0.754,-5.494,15.468,2.898,0.166,0.130,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,11,1070
pre_stim,37,37,0,1224785.832,0.241,0.138,-0.198,-0.940,4095,0,0,3335,0,127,0,90,43,1.076,244,0,167.150,15.472,-125.160,-110.780,-1.340,0.147,-1.385,0.239,0.330,15.468,-6.918,0.138,0.106,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,16,1070
pre_stim,38,38,0,1224790.832,0.239,0.133,-0.196,-0.942,4095,0,0,3323,16,128,0,98,43,1.076,244,0,127.368,13.123,-41.800,-115.480,33.760,-0.145,-0.362,0.674,1.764,13.004,-6.918,0.124,0.088,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,21,1070
pre_stim,38,38,0,1224795.832,0.238,0.129,-0.193,-0.943,4095,0,0,3318,48,121,0,96,43,1.076,244,0,122.683,4.388,-28.300,-114.060,35.220,-0.221,0.132,1.022,1.764,4.018,-3.610,0.122,0.072,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,26,1070
pre_stim,63,63,0,1224800.832,0.236,0.124,-0.191,-0.945,4095,0,0,3339,59,152,0,104,43,1.076,244,0,120.859,2.753,-23.780,-113.160,35.160,-0.264,-0.165,0.923,1.528,2.290,-0.716,0.128,0.054,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,31,1070
pre_stim,63,63,0,1224805.832,0.235,0.120,-0.190,-0.946,4095,0,0,3352,75,463,0,107,47,1.076,245,0,119.850,1.943,-8.780,-115.400,31.140,-0.248,-0.070,1.042,0.844,1.750,0.428,0.136,0.040,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,36,1070
pre_stim,63,63,0,1224810.832,0.235,0.115,-0.190,-0.946,4095,0,0,3369,103,540,10,128,47,1.076,245,0,97.246,2.441,20.280,-94.660,-9.220,0.128,0.153,1.621,0.844,2.290,0.462,0.140,0.032,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,41,1070
pre_stim,63,63,0,1224815.832,0.237,0.114,-0.189,-0.946,4089,0,0,3363,183,480,19,163,47,1.076,245,0,63.291,4.957,6.480,-39.900,-48.700,0.403,0.041,1.916,-4.240,2.568,5.280,0.144,0.030,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,46,1070
pre_stim,63,63,0,1224820.832,0.237,0.113,-0.186,-0.947,4095,0,0,3377,202,591,4,171,47,1.076,245,0,71.143,7.128,-67.420,-19.220,12.100,0.623,0.280,1.370,-6.504,2.916,5.280,0.150,0.028,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,51,1070
pre_stim,63,63,0,1224825.832,0.233,0.113,-0.184,-0.948,4095,0,0,3367,185,711,13,187,47,1.076,245,0,112.536,7.128,-67.480,-29.360,85.140,0.243,0.017,0.642,-6.504,2.916,1.912,0.156,0.026,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,56,1070
pre_stim,79,79,0,1224830.832,0.229,0.112,-0.183,-0.949,4095,0,0,3361,140,681,21,197,47,1.076,245,0,83.743,3.655,-18.600,-17.380,79.780,-0.435,0.283,0.840,-3.010,2.074,-0.628,0.162,0.026,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,61,1070
pre_stim,79,79,0,1224835.832,0.229,0.111,-0.182,-0.950,4089,0,0,3337,160,607,23,205,47,1.076,245,0,33.274,2.969,-17.860,-26.600,8.980,-0.655,0.400,1.075,1.350,-2.644,-0.628,0.166,0.026,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,66,1070
pre_stim,79,79,0,1224840.832,0.231,0.111,-0.180,-0.950,4093,0,0,3352,107,809,25,235,47,1.076,245,0,62.836,2.969,-23.600,-13.540,-56.640,-0.266,0.274,1.265,1.350,-2.644,2.206,0.170,0.028,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,71,1070
pre_stim,79,79,0,1224845.832,0.234,0.111,-0.178,-0.949,4095,0,0,3355,109,891,29,282,47,1.076,245,0,75.147,1.356,-44.900,-12.440,-58.960,0.060,0.191,1.238,-0.750,-1.130,2.206,0.172,0.028,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,76,1070
pre_stim,96,96,0,1224850.832,0.235,0.111,-0.176,-0.950,4095,0,0,3367,99,836,25,317,47,1.076,245,0,59.053,1.803,-54.680,-8.780,-20.500,0.041,-0.009,0.915,-1.598,0.834,1.920,0.176,0.024,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,81,1070
pre_stim,96,96,0,1224855.832,0.234,0.111,-0.173,-0.950,4095,0,0,3356,119,823,33,335,47,1.076,245,0,50.159,1.803,-49.120,-10.060,-1.400,-0.175,0.011,0.918,-1.598,0.834,-0.754,0.180,0.018,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,86,1070
pre_stim,111,111,0,1224860.832,0.235,0.111,-0.171,-0.950,4095,0,0,3361,105,745,33,391,47,1.076,245,0,43.919,0.758,-40.080,-6.700,-16.660,-0.230,0.004,0.929,0.146,0.744,-0.754,0.182,0.016,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,91,1070
pre_stim,111,111,0,1224865.832,0.236,0.111,-0.170,-0.950,4095,0,7,3360,107,729,33,433,47,1.076,245,0,43.046,0.758,-29.640,-4.140,-30.940,-0.106,0.023,0.990,0.146,0.744,-0.526,0.184,0.016,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,96,1070
pre_stim,111,111,0,1224870.832,0.237,0.111,-0.168,-0.950,4095,0,10,3358,108,667,41,445,47,1.076,245,0,41.220,1.172,-35.680,-1.820,-20.560,0.030,0.048,1.021,-0.630,0.988,-0.210,0.186,0.014,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,101,1070
pre_stim,111,111,0,1224875.832,0.237,0.111,-0.166,-0.951,4095,0,24,3357,135,620,33,455,47,1.076,245,0,33.176,1.766,-33.120,-0.360,1.900,-0.011,-0.043,0.959,-1.124,1.362,-0.210,0.188,0.014,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,106,1070
pre_stim,128,128,0,1224880.832,0.236,0.112,-0.165,-0.951,4095,0,45,3382,160,693,33,483,47,1.076,245,0,28.391,1.766,-24.760,3.740,13.380,-0.165,0.089,0.998,-1.124,1.362,-0.198,0.188,0.012,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,111,1070
pre_stim,128,128,0,1224885.832,0.236,0.112,-0.164,-0.951,4095,0,53,3359,153,767,46,492,47,1.076,245,0,23.579,0.476,-22.260,4.640,6.240,-0.267,0.095,0.996,-0.466,0.096,0.052,0.188,0.010,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,116,1070
pre_stim,144,144,0,1224890.832,0.236,0.112,-0.164,-0.951,4095,0,67,3353,141,749,40,494,47,1.076,245,0,10.968,0.541,-6.200,3.600,-8.300,-0.299,0.057,0.882,0.368,-0.396,0.052,0.188,0.010,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,121,1070
pre_stim,144,144,0,1224895.832,0.237,0.112,-0.164,-0.951,4095,0,75,3403,139,681,48,507,47,1.076,245,0,19.442,0.548,-5.840,0.380,-18.540,-0.178,0.202,1.138,0.368,-0.406,0.258,0.188,0.010,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,126,1070
pre_stim,160,160,0,1224900.832,0.238,0.112,-0.163,-0.951,4095,0,91,3375,136,745,44,512,47,1.076,245,0,21.566,0.799,-17.440,1.780,-12.560,-0.097,-0.008,1.029,-0.694,-0.396,0.130,0.188,0.008,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,131,1070
pre_stim,160,160,0,1224905.832,0.238,0.112,-0.161,-0.951,4095,0,89,3365,92,763,47,509,47,1.076,245,1,16.653,1.232,-16.520,2.080,-0.300,-0.132,-0.015,0.979,-0.694,1.018,0.130,0.188,0.006,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,136,1070
pre_stim,160,160,0,1224910.832,0.237,0.112,-0.160,-0.951,4095,0,90,3364,109,731,51,523,47,1.076,245,1,13.133,1.055,-12.740,1.600,2.760,-0.196,0.045,0.977,-0.276,1.018,-0.104,0.186,0.004,1.169,1.216,1,NULL,NULL,2,0,1,7,255,1070,200,141,1070
