condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,80,80,0,80,525004.786,-0.957,-0.001,0.021,0.291,57,355,2923,891,3016,2170,2765,2979,33,0.850,145,0,35.762,1.152,-13.188,-28.750,16.688,-0.148,0.076,1.109,-0.506,0.674,0.786,0.004,0.040,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,80,80,0,80,525009.787,-0.956,-0.001,0.019,0.292,41,315,2950,813,3037,2144,2793,2971,33,0.850,145,0,42.425,1.357,-22.438,-33.625,12.875,-0.232,0.116,1.122,-0.558,0.502,1.130,0.004,0.040,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,80,80,0,80,525014.786,-0.957,-0.003,0.017,0.291,40,263,2953,745,3041,2121,2803,2965,33,0.850,145,0,70.221,2.040,-63.938,-22.063,-18.875,-0.295,0.079,1.271,-1.482,0.380,1.350,0.004,0.042,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,80,80,0,80,525019.787,-0.956,-0.005,0.015,0.291,33,231,2944,691,3049,2105,2800,2984,33,0.850,145,0,55.040,2.040,-45.938,-30.313,0.500,0.058,-0.069,1.128,-1.482,0.380,1.350,0.004,0.042,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,80,80,0,80,525024.786,-0.956,-0.005,0.013,0.293,29,203,2979,677,3050,2087,2812,2975,33,0.850,145,0,65.457,2.292,-18.000,-44.688,44.313,-0.178,-0.076,1.224,-0.054,-0.122,2.288,0.002,0.046,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,95,95,0,95,525029.787,-0.955,-0.005,0.011,0.296,21,153,2979,646,3055,2061,2828,2999,33,0.850,145,0,74.693,2.184,-25.875,-44.875,53.813,-0.252,-0.039,1.191,-0.054,-0.772,2.042,0.002,0.048,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,95,95,0,95,525034.787,-0.955,-0.007,0.009,0.297,20,107,2966,613,3061,2021,2836,2987,33,0.850,145,0,78.749,2.417,-49.938,-51.688,32.188,-0.320,0.007,1.156,-0.922,-0.906,2.042,0.004,0.052,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,95,95,0,95,525039.787,-0.954,-0.008,0.006,0.298,16,87,2976,599,3079,1976,2843,2983,33,0.850,145,0,68.838,2.181,-41.875,-51.063,19.438,-0.175,-0.141,0.971,-0.922,-0.926,1.746,0.006,0.056,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,95,95,0,95,525044.786,-0.954,-0.008,0.004,0.300,9,41,2993,544,3089,1927,2858,2999,33,0.850,145,0,68.770,0.982,-24.250,-53.000,36.500,-0.040,-0.175,0.978,0.000,-0.968,-0.166,0.008,0.058,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,111,111,0,111,525049.787,-0.953,-0.008,0.001,0.302,10,17,2995,461,3107,1880,2885,2999,33,0.850,145,0,80.616,0.982,-20.688,-61.375,48.000,-0.186,-0.018,1.067,0.000,-0.968,-0.166,0.010,0.062,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,111,111,0,111,525054.787,-0.953,-0.008,-0.001,0.304,0,8,2986,407,3111,1813,2876,2988,33,0.850,145,0,76.374,1.226,-18.188,-62.063,40.625,-0.220,-0.002,1.108,-0.816,-0.536,0.742,0.014,0.066,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,111,111,0,111,525059.787,-0.952,-0.008,-0.004,0.306,0,0,3000,359,3117,1743,2909,3011,33,0.850,145,0,78.663,1.453,-17.438,-62.875,43.938,-0.121,-0.120,1.104,-0.816,-0.536,1.076,0.020,0.072,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,127,127,0,127,525064.787,-0.951,-0.008,-0.007,0.308,0,0,2992,294,3115,1643,2908,2995,33,0.850,145,0,88.169,1.435,-17.563,-66.688,54.938,-0.149,-0.115,1.075,-0.118,-0.942,1.076,0.026,0.078,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,127,127,0,127,525069.787,-0.951,-0.007,-0.010,0.310,0,0,2984,277,3111,1585,2911,2999,33,0.850,145,0,91.349,1.367,-14.250,-70.750,56.000,-0.179,-0.086,1.044,-0.118,-1.098,0.806,0.032,0.082,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,146,146,0,146,525074.786,-0.950,-0.006,-0.013,0.313,0,0,2991,237,3123,1515,2919,2995,33,0.850,145,0,91.086,1.455,-7.813,-74.375,52.000,-0.191,-0.062,1.069,-0.588,-1.098,0.752,0.038,0.088,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,146,146,0,146,525079.787,-0.949,-0.005,-0.016,0.315,0,0,3011,178,3145,1427,2951,3015,33,0.850,145,0,91.734,1.438,-1.625,-77.375,49.250,-0.169,-0.065,1.112,-0.712,-0.998,0.752,0.042,0.092,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,146,146,0,146,525084.786,-0.948,-0.004,-0.019,0.317,0,0,2991,156,3145,1323,2931,2998,33,0.850,145,0,95.184,1.636,0.625,-80.875,50.188,-0.162,-0.066,1.126,-0.712,-0.920,1.150,0.048,0.096,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,146,146,0,146,525089.787,-0.948,-0.003,-0.023,0.319,0,0,2991,107,3147,1207,2951,2992,33,0.850,145,0,100.168,1.632,1.750,-89.125,45.688,-0.270,0.036,1.105,-0.712,-0.914,1.150,0.052,0.102,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,146,146,0,146,525094.786,-0.947,-0.001,-0.026,0.320,0,0,3000,83,3155,1105,2965,2998,33,0.850,145,0,92.958,2.388,2.000,-90.125,22.688,-0.208,0.046,1.197,-1.836,-0.830,1.282,0.058,0.106,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,180,180,0,180,525099.787,-0.947,-0.000,-0.030,0.321,0,0,2984,42,3145,956,2957,2986,33,0.850,145,0,92.598,2.437,-0.938,-88.813,26.188,0.048,-0.134,1.159,-1.836,-0.402,1.552,0.064,0.112,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,180,180,0,180,525104.787,-0.946,0.001,-0.033,0.324,0,0,2989,28,3144,901,2981,2985,33,0.850,145,0,108.153,2.044,0.688,-89.688,60.438,-0.015,-0.120,1.215,0.512,-0.402,1.938,0.068,0.118,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,214,214,0,214,525109.787,-0.944,0.003,-0.037,0.327,0,0,2984,8,3155,789,2973,2989,33,0.850,145,0,117.609,1.671,4.688,-90.625,74.813,-0.131,0.058,1.018,0.512,-0.350,1.552,0.074,0.124,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,214,214,0,214,525114.786,-0.943,0.005,-0.041,0.329,0,0,2977,0,3176,683,2981,2979,33,0.850,145,0,125.810,1.509,9.000,-113.125,54.313,-0.271,0.210,1.030,-1.494,-0.096,0.190,0.080,0.132,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,214,214,0,214,525119.787,-0.943,0.007,-0.045,0.330,0,0,2968,0,3163,600,2987,2964,33,0.850,145,0,114.049,2.490,11.875,-110.875,23.938,-0.159,0.142,1.459,-2.478,0.154,0.190,0.084,0.138,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,214,214,0,214,525124.786,-0.942,0.008,-0.050,0.332,0,0,2955,0,3181,553,2997,2973,33,0.850,145,0,114.630,4.275,-6.688,-106.250,42.500,0.095,-0.120,1.354,-2.478,0.154,3.480,0.092,0.146,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,214,214,0,214,525129.787,-0.941,0.009,-0.055,0.335,0,0,2951,0,3173,479,2999,2941,33,0.850,145,0,139.934,3.577,-20.375,-117.438,73.313,-0.052,-0.015,1.127,-0.792,-0.242,3.480,0.098,0.154,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,214,214,0,214,525134.786,-0.939,0.011,-0.060,0.338,0,0,2931,0,3187,419,2991,2932,33,0.850,145,0,140.354,1.886,-8.125,-120.688,71.188,-0.154,0.139,1.188,-0.792,-0.242,1.694,0.108,0.164,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,214,214,0,214,525139.787,-0.938,0.012,-0.065,0.340,0,0,2919,0,3172,361,2999,2907,33,0.850,145,0,140.346,3.139,-10.000,-126.000,61.000,-0.168,0.130,1.345,-2.634,-0.214,1.694,0.116,0.174,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,214,214,0,214,525144.787,-0.937,0.013,-0.070,0.342,0,0,2909,0,3183,309,3003,2875,33,0.850,145,0,144.142,4.148,-22.000,-131.250,55.375,-0.160,0.081,1.348,-2.636,-0.214,3.196,0.126,0.184,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,214,214,0,214,525149.787,-0.936,0.014,-0.076,0.345,0,0,2903,0,3175,241,3025,2859,33,0.850,145,0,147.516,4.272,-31.438,-134.250,52.438,-0.229,-0.010,1.384,-2.736,-0.618,3.222,0.134,0.196,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,214,214,0,214,525154.787,-0.934,0.015,-0.082,0.346,0,0,2876,0,3171,233,3059,2843,33,0.850,145,0,148.692,4.600,-32.875,-137.813,45.125,-0.281,0.036,1.191,-2.736,-1.814,3.222,0.144,0.206,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,214,214,0,214,525159.787,-0.934,0.017,-0.088,0.347,0,0,2843,0,3167,203,3015,2795,33,0.850,145,0,162.088,4.141,-11.313,-160.688,18.000,-0.359,-0.026,1.156,-3.376,-1.840,1.538,0.156,0.220,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,214,214,0,214,525164.787,-0.933,0.019,-0.094,0.347,0,0,2815,0,3170,181,3029,2773,33,0.850,145,0,140.961,4.409,-3.125,-140.563,10.125,-0.103,-0.132,1.796,-3.376,-2.382,1.538,0.168,0.234,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,225,225,0,225,525169.787,-0.931,0.019,-0.102,0.349,0,0,2785,0,3178,157,3032,2701,33,0.850,145,0,181.955,4.066,-47.813,-172.188,34.250,-0.219,-0.067,1.220,-2.678,-2.492,1.774,0.184,0.252,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,245,245,0,245,525174.786,-0.930,0.021,-0.109,0.349,0,0,2763,0,3165,124,2983,2656,33,0.850,145,0,187.145,3.999,-18.313,-185.375,18.000,-0.406,0.118,1.122,-2.678,-2.382,1.774,0.202,0.272,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,245,245,0,245,525179.787,-0.929,0.024,-0.117,0.349,0,0,2692,0,3160,120,3013,2583,33,0.850,145,0,190.977,5.173,4.688,-190.875,-4.125,-0.313,-0.120,1.794,-4.172,-2.492,1.774,0.224,0.294,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,245,245,0,245,525184.786,-0.928,0.027,-0.126,0.349,0,0,2635,0,3161,109,3006,2492,33,0.850,145,0,206.667,7.447,-12.125,-206.125,8.750,-0.281,-0.069,1.590,-4.172,-3.554,5.042,0.248,0.320,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,246,246,0,246,525189.787,-0.927,0.029,-0.135,0.350,0,0,2531,0,3125,103,3000,2421,33,0.850,145,0,215.372,8.949,-20.375,-214.188,9.688,-0.415,0.100,1.848,-4.172,-3.554,7.074,0.274,0.348,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,287,287,0,287,525194.786,-0.925,0.031,-0.144,0.349,0,0,2455,0,3125,72,3001,2297,33,0.850,145,0,222.215,9.890,-32.875,-219.688,6.000,-0.401,0.267,1.772,-6.894,-3.554,6.136,0.304,0.380,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,287,287,0,287,525199.787,-0.924,0.033,-0.154,0.349,0,0,2343,0,3097,30,2983,2160,33,0.850,145,0,238.892,10.446,-43.625,-234.875,0.313,-0.406,0.372,1.816,-7.992,-2.336,6.308,0.334,0.414,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,287,287,0,287,525204.786,-0.922,0.036,-0.165,0.348,0,0,2205,0,3087,17,2990,2033,33,0.850,145,0,267.747,11.196,-34.375,-265.188,-13.500,-0.494,0.396,1.761,-9.074,-2.316,6.136,0.368,0.448,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,287,287,0,287,525209.787,-0.920,0.038,-0.177,0.346,0,0,2012,0,3045,9,2931,1877,33,0.850,145,0,282.114,11.996,-41.813,-277.313,-30.625,-0.424,0.573,1.899,-10.042,-1.806,6.308,0.402,0.484,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,287,287,0,287,525214.786,-0.919,0.040,-0.189,0.344,0,0,1772,0,3001,0,2903,1680,33,0.850,145,0,287.105,11.993,-65.875,-277.125,-35.938,0.071,0.546,1.873,-10.042,-0.934,6.490,0.438,0.522,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,287,287,0,287,525219.787,-0.916,0.041,-0.202,0.343,0,0,1515,0,2949,0,2864,1462,33,0.850,145,0,303.842,11.332,-87.063,-291.000,-7.688,0.002,0.471,1.915,-8.504,0.574,7.468,0.476,0.562,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,287,287,0,287,525224.786,-0.913,0.043,-0.217,0.343,0,0,1273,0,2885,0,2810,1267,33,0.850,145,0,339.639,11.363,-71.188,-331.688,16.438,-0.250,0.718,2.247,-8.504,0.574,7.514,0.520,0.608,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,304,304,0,304,525229.787,-0.911,0.042,-0.230,0.341,0,0,1081,0,2809,0,2735,1106,33,0.850,145,0,328.313,15.365,-139.500,-296.438,-21.313,-0.261,0.606,2.175,-12.928,0.078,8.304,0.570,0.660,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,304,304,0,304,525234.786,-0.908,0.040,-0.245,0.338,0,0,915,0,2725,0,2664,934,33,0.850,145,0,358.445,15.686,-162.125,-317.250,-39.375,-0.319,0.620,2.057,-13.282,-0.818,8.304,0.624,0.716,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,304,304,0,304,525239.787,-0.906,0.039,-0.260,0.333,0,0,747,0,2597,0,2533,730,33,0.850,145,0,363.223,14.842,-164.375,-315.188,-74.625,-0.255,0.359,2.109,-12.928,-0.932,7.230,0.682,0.774,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,304,304,0,304,525244.786,-0.903,0.037,-0.275,0.328,0,0,610,0,2459,0,2412,632,33,0.850,145,0,366.153,14.618,-160.813,-319.750,-77.250,-0.261,0.260,2.178,-12.418,-2.682,7.230,0.738,0.832,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,304,304,0,304,525249.787,-0.900,0.035,-0.291,0.323,0,0,437,0,2295,0,2239,487,33,0.850,145,0,385.170,14.759,-190.063,-326.750,-73.938,-0.250,0.275,2.099,-12.418,-3.370,7.230,0.790,0.886,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,304,304,0,304,525254.787,-0.897,0.032,-0.307,0.317,0,0,295,0,2126,0,2024,339,33,0.850,145,0,404.740,14.472,-206.063,-337.875,-84.813,-0.186,0.105,1.800,-12.418,-3.676,6.460,0.836,0.932,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,320,320,0,320,525259.787,-0.893,0.030,-0.323,0.312,0,0,171,0,1907,0,1719,203,33,0.850,145,0,406.945,11.666,-193.813,-350.000,-74.438,0.076,-0.112,1.421,-10.394,-3.370,4.086,0.872,0.970,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,320,320,0,320,525264.786,-0.889,0.029,-0.339,0.308,0,0,80,0,1671,0,1431,145,33,0.850,145,0,392.129,7.335,-158.063,-355.000,-52.500,0.183,-0.192,1.131,-6.104,-3.340,2.320,0.900,1.000,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,321,321,0,321,525269.787,-0.883,0.031,-0.355,0.305,0,0,0,0,1342,0,1077,83,33,0.850,145,0,387.881,5.608,-99.500,-373.938,-26.875,0.219,-0.091,1.172,-4.748,-2.906,0.678,0.928,1.028,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,335,335,0,335,525274.787,-0.877,0.034,-0.371,0.304,0,0,0,0,1064,0,718,87,33,0.850,145,0,398.757,5.608,-45.250,-396.125,-6.688,0.256,-0.213,1.345,-4.748,-2.906,0.678,0.960,1.060,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,335,335,0,335,525279.787,-0.870,0.038,-0.386,0.303,0,0,0,0,739,0,265,45,33,0.850,145,0,381.997,6.216,-14.125,-381.625,9.188,0.317,-0.034,1.593,-5.180,-2.616,2.228,0.996,1.098,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,335,335,0,335,525284.786,-0.863,0.041,-0.400,0.305,0,0,0,0,470,0,0,26,33,0.850,145,0,383.774,8.716,-35.438,-377.375,60.125,0.167,0.590,1.842,-7.614,-2.616,3.340,1.034,1.138,0.943,1.135,3,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,352,352,0,352,525289.787,-0.855,0.041,-0.416,0.306,0,0,0,0,139,4,0,0,33,0.850,145,0,393.221,13.266,-86.625,-374.250,84.000,-0.094,0.472,1.526,-12.808,-0.886,3.340,1.076,1.180,0.943,1.135,4,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,352,352,0,352,525294.786,-0.848,0.040,-0.430,0.308,0,0,0,0,0,25,0,0,33,0.850,145,0,387.512,12.839,-119.188,-355.500,97.875,-0.175,0.544,1.359,-12.808,-0.368,-0.820,1.120,1.224,0.943,1.135,4,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,384,384,0,384,525299.787,-0.839,0.037,-0.445,0.309,0,0,0,0,0,39,0,0,33,0.850,145,0,394.472,13.138,-139.563,-352.625,108.563,-0.278,0.641,1.143,-12.768,-0.368,-3.072,1.166,1.272,0.943,1.135,4,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,384,384,0,384,525304.787,-0.831,0.035,-0.460,0.311,0,0,0,0,0,55,0,0,33,0.850,145,0,392.328,13.805,-132.563,-352.625,109.563,-0.549,0.627,0.932,-12.504,-0.368,-5.838,1.218,1.324,0.943,1.135,4,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,384,384,0,384,525309.787,-0.823,0.032,-0.473,0.312,0,0,0,0,0,35,0,0,33,0.850,145,0,364.156,15.442,-143.688,-317.625,105.250,-0.369,0.559,0.761,-12.244,0.314,-9.404,1.270,1.378,0.943,1.135,4,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,384,384,0,384,525314.786,-0.816,0.027,-0.485,0.312,0,0,0,0,0,55,0,0,33,0.850,145,0,339.027,13.673,-190.938,-260.500,103.063,0.158,0.587,0.523,-9.920,0.314,-9.404,1.320,1.430,0.943,1.135,4,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,384,384,0,384,525319.787,-0.810,0.021,-0.495,0.313,0,0,0,0,0,56,0,0,33,0.850,145,0,297.757,11.022,-170.625,-213.938,117.375,0.095,0.257,0.178,-6.284,1.964,-8.840,1.368,1.480,0.943,1.135,4,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,384,384,0,384,525324.786,-0.805,0.018,-0.502,0.315,0,0,0,0,0,53,0,0,33,0.850,145,0,203.118,9.059,-89.000,-147.625,107.438,-0.016,0.133,0.557,-4.974,1.964,-7.312,1.408,1.520,0.943,1.135,4,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,399,399,0,399,525329.787,-0.802,0.015,-0.505,0.318,0,0,0,0,0,59,0,0,33,0.850,145,0,145.413,8.870,-57.438,-89.625,99.063,-0.149,0.049,0.746,-4.974,-0.682,-7.312,1.430,1.544,0.943,1.135,4,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,399,399,0,399,525334.787,-0.800,0.011,-0.507,0.320,0,0,0,0,0,47,0,0,33,0.850,145,0,126.315,9.967,-79.563,-23.000,95.375,-0.121,0.059,0.859,-6.478,-2.574,-7.124,1.438,1.552,0.943,1.135,4,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,399,399,0,399,525339.787,-0.799,0.004,-0.508,0.322,0,0,0,0,0,37,0,0,33,0.850,145,0,165.898,9.967,-110.500,29.188,120.250,-0.346,0.286,0.332,-6.478,-2.574,-7.124,1.444,1.560,0.943,1.135,4,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,399,399,0,399,525344.786,-0.799,-0.002,-0.506,0.324,0,0,0,0,0,29,0,0,33,0.850,145,0,148.723,12.714,-70.313,81.188,102.875,-0.468,0.491,0.125,-5.150,-0.532,-11.612,1.456,1.572,0.943,1.135,0,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,417,417,0,417,525349.787,-0.801,-0.007,-0.502,0.327,0,0,0,0,0,10,0,0,33,0.850,145,0,161.001,14.344,-31.375,119.375,103.375,-0.423,0.427,0.183,-4.976,0.500,-13.444,1.474,1.592,0.943,1.135,0,NULL,NULL,,2,0,1,7,255,1060,200,0,0
pre_stim,417,417,0,417,525354.786,-0.802,-0.011,-0.497,0.331,0,0,0,0,0,7,0,0,33,0.850,145,0,178.781,14.404,0.813,141.563,109.188,-0.472,0.434,0.234,-4.976,0.500,-13.508,1.496,1.616,0.943,1.135,0,NULL,NULL,,2,0,1,7,255,1060,200,0,0
