condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
stim,29,29,0,721393.829,0.979,0.058,-0.063,-0.184,2280,0,141,2408,52,777,19,488,1,0.000,3,0,0.300,0.016,0.280,-0.040,-0.100,-0.143,-0.083,0.985,0.016,0.000,-0.008,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,0,0
stim,29,29,0,721398.829,0.979,0.058,-0.063,-0.184,2275,0,149,2425,44,766,18,490,1,0.000,3,0,0.686,0.069,0.520,0.080,0.440,-0.140,-0.082,0.986,0.026,0.064,-0.030,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,0,0
stim,32,32,0,721403.829,0.979,0.058,-0.063,-0.184,2271,0,142,2424,52,781,16,493,1,0.000,3,0,0.764,0.069,0.160,0.260,0.700,-0.149,-0.095,0.989,0.026,0.064,-0.030,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,0,0
stim,32,32,0,721408.830,0.979,0.058,-0.063,-0.184,2279,0,149,2419,45,785,18,495,1,0.000,3,0,1.092,0.067,-0.820,-0.040,-0.720,-0.164,-0.110,0.992,0.010,-0.066,0.020,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,0,0
stim,32,32,0,721413.829,0.979,0.058,-0.063,-0.184,2267,0,147,2427,55,777,20,495,1,0.000,3,0,2.295,0.066,-0.580,-0.660,-2.120,-0.148,-0.090,0.989,0.002,-0.066,0.020,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,0,0
stim,32,32,0,721418.829,0.979,0.058,-0.063,-0.184,2277,0,154,2427,57,779,19,499,1,0.000,3,0,0.905,0.014,0.820,-0.040,0.380,-0.117,-0.057,0.980,0.002,-0.014,0.014,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,0,0
stim,64,64,0,721423.829,0.979,0.058,-0.063,-0.184,2272,0,154,2422,55,781,19,494,1,0.000,3,0,3.349,0.040,0.580,1.180,3.080,-0.146,-0.084,0.984,0.002,0.040,-0.038,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,0,0
stim,64,64,0,721428.829,0.979,0.058,-0.063,-0.184,2277,0,153,2413,58,779,21,495,1,0.000,3,0,2.011,0.040,-1.180,-0.160,-1.620,-0.182,-0.130,1.003,0.000,0.040,-0.038,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,0,0
stim,64,64,0,721433.829,0.979,0.058,-0.063,-0.184,2273,0,147,2415,58,783,17,495,1,0.000,3,0,3.122,0.040,-0.220,-1.620,-2.660,-0.132,-0.079,0.989,0.000,0.040,-0.014,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,0,0
stim,64,64,0,721438.829,0.979,0.058,-0.063,-0.184,2263,0,155,2427,57,787,17,500,1,0.000,3,0,3.818,0.160,1.140,1.360,3.380,-0.127,-0.063,0.967,0.070,0.144,-0.014,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,0,0
stim,64,64,0,721443.829,0.979,0.058,-0.063,-0.184,2283,0,155,2413,61,783,21,497,1,0.000,3,0,1.328,0.160,-0.640,0.560,-1.020,-0.170,-0.118,1.007,0.070,0.144,-0.014,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,0,0
stim,64,64,0,721448.829,0.979,0.058,-0.063,-0.184,2276,0,155,2413,59,773,21,492,1,0.000,3,0,2.715,0.164,-0.580,-2.300,-1.320,-0.134,-0.078,0.988,0.070,0.148,-0.024,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,0,0
stim,65,65,0,721453.829,0.979,0.058,-0.063,-0.184,2268,0,152,2413,66,775,15,501,1,0.000,3,0,3.405,0.113,1.080,2.400,2.160,-0.155,-0.092,0.967,-0.074,-0.086,-0.024,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,0,0
stim,65,65,0,721458.829,0.979,0.058,-0.063,-0.184,2259,0,151,2407,59,791,17,499,1,0.000,3,0,3.208,0.082,-0.700,-1.440,-2.780,-0.137,-0.097,1.021,0.082,0.004,-0.024,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,0,0
stim,83,83,0,721463.829,0.979,0.058,-0.063,-0.184,2271,0,149,2421,61,779,21,490,1,0.000,3,0,3.020,0.074,-0.020,-0.040,3.020,-0.150,-0.071,0.953,-0.074,0.004,-0.184,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,0,1224
stim,83,83,0,721468.829,0.979,0.058,-0.063,-0.184,2276,0,151,2421,67,776,18,496,1,0.000,3,0,3.488,0.080,0.820,1.540,-3.020,-0.154,-0.119,1.018,0.080,0.004,0.308,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,0,1224
stim,83,83,0,721473.829,0.979,0.058,-0.063,-0.184,2278,0,150,2411,61,781,19,493,1,0.000,3,0,4.089,0.116,-1.240,-3.160,2.280,-0.126,-0.057,0.971,0.058,0.100,-0.220,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,0,1224
stim,83,83,0,721478.829,0.979,0.058,-0.063,-0.184,2271,0,153,2407,63,779,18,493,1,0.000,3,0,4.651,0.261,1.440,4.160,-1.500,-0.175,-0.121,0.988,0.058,-0.254,0.072,0.000,0.000,0.000,0.000,1,2,0,1,7,255,1224,300,4,1224
