condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_speedValid,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitPhase,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,35,35,0,35,20024.275,0.611,0.161,0.049,0.774,2787,809,1549,2665,1657,2219,117,2355,38,0.765,1,6,1,24.926,0.261,-6.625,-9.375,-22.125,0.109,-0.102,1.000,0.012,0.164,-0.203,0.046,0.022,1.107,1.258,2,NULL,NULL,1141.000,0,0,0,7,255,0,250,0,0
baseline,35,35,0,35,20029.275,0.610,0.162,0.049,0.774,2761,810,1613,2633,1679,2223,155,2388,38,0.765,1,6,1,27.985,0.094,-9.938,-9.500,-24.375,0.141,-0.113,0.996,0.012,0.051,0.078,0.044,0.022,1.107,1.258,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,35,35,0,35,20034.283,0.609,0.162,0.049,0.775,2725,797,1647,2599,1706,2219,171,2396,38,0.765,1,6,1,26.794,0.280,-10.625,-9.938,-22.500,0.148,-0.129,0.977,-0.145,-0.227,0.078,0.042,0.018,1.107,1.258,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,35,35,0,35,20039.281,0.609,0.163,0.049,0.775,2711,823,1711,2587,1753,2239,217,2418,38,0.765,1,6,1,24.527,0.409,-9.500,-10.063,-20.250,0.141,-0.137,0.977,-0.332,-0.227,-0.074,0.040,0.014,1.107,1.258,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,20044.279,0.608,0.164,0.049,0.775,2705,821,1757,2552,1786,2251,272,2445,38,0.765,1,6,1,22.891,0.385,-9.375,-9.688,-18.500,0.137,-0.113,0.980,-0.332,-0.180,-0.074,0.036,0.010,1.107,1.258,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,20049.292,0.607,0.164,0.049,0.776,2655,825,1797,2520,1819,2248,315,2451,38,0.765,1,6,1,23.748,0.235,-10.938,-11.563,-17.625,0.152,-0.070,1.000,-0.137,-0.180,-0.066,0.034,0.008,1.107,1.258,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,20054.277,0.607,0.165,0.049,0.776,2651,823,1853,2516,1856,2267,355,2464,38,0.765,1,6,1,21.717,0.349,-9.563,-9.438,-17.063,0.137,-0.078,1.000,0.242,-0.238,0.078,0.032,0.008,1.107,1.258,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,20059.286,0.606,0.166,0.048,0.777,2619,828,1895,2492,1892,2284,398,2504,38,0.765,1,6,1,23.877,0.349,-8.625,-8.688,-20.500,0.109,-0.117,0.980,0.242,-0.238,0.078,0.030,0.010,1.107,1.258,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,20064.311,0.605,0.166,0.048,0.777,2584,831,1920,2454,1929,2275,407,2507,38,0.765,1,6,1,26.171,0.237,-10.688,-9.313,-22.000,0.148,-0.113,0.988,-0.066,-0.227,0.023,0.030,0.012,1.107,1.258,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,20069.285,0.604,0.167,0.048,0.777,2579,846,1988,2444,1973,2297,444,2523,38,0.765,1,6,1,20.542,0.270,-8.500,-8.563,-16.625,0.164,-0.113,0.945,-0.125,-0.227,-0.078,0.030,0.016,1.107,1.258,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
