condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_speedValid,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitPhase,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
pre_stim,4,4,0,4,4174863.375,0.036,0.300,0.116,0.946,1357,0,0,1727,74,507,315,123,14,0.000,0,2614,0,0.664,0.115,0.000,-0.438,-0.500,0.473,0.133,0.867,0.055,-0.102,-0.039,0.000,0.000,0.000,0.000,3,NULL,NULL,1042.000,2,0,3,7,255,1042,200,0,0
pre_stim,12,12,0,12,4174868.375,0.036,0.300,0.116,0.946,1339,0,0,1725,74,508,317,120,14,0.000,0,2614,0,1.950,0.203,0.500,-0.188,1.875,0.477,0.090,0.875,0.055,0.195,-0.039,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,3,7,255,1042,200,0,0
pre_stim,12,12,0,12,4174873.375,0.036,0.300,0.116,0.946,1332,0,0,1721,77,507,315,124,14,0.000,0,2614,0,1.934,0.110,-0.375,0.563,-1.813,0.512,0.180,0.875,0.043,-0.102,-0.035,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,3,7,255,1042,200,0,0
pre_stim,12,12,0,12,4174878.375,0.036,0.300,0.116,0.946,1331,0,0,1723,75,505,325,122,14,0.000,0,2614,0,0.904,0.315,0.063,-0.750,-0.500,0.434,0.055,0.859,0.043,0.313,-0.035,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,3,7,255,1042,200,0,0
pre_stim,31,31,0,31,4174883.375,0.036,0.300,0.116,0.946,1339,0,0,1725,77,503,315,123,14,0.000,0,2614,0,2.734,0.537,0.438,0.250,2.688,0.520,0.176,0.879,-0.176,-0.508,0.246,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,3,7,255,1042,200,0,0
pre_stim,31,31,0,31,4174888.375,0.036,0.300,0.116,0.946,1340,0,0,1725,76,508,317,123,14,0.000,0,2614,0,4.002,0.348,-1.000,0.063,-3.875,0.457,0.094,0.867,0.188,0.293,-0.184,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,3,7,255,1042,200,0,0
pre_stim,57,57,0,57,4174893.375,0.036,0.300,0.116,0.946,1342,0,0,1719,77,507,317,120,14,0.000,0,2614,0,4.261,0.109,1.000,-0.375,4.125,0.488,0.133,0.867,-0.066,-0.086,0.047,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,3,7,255,1042,200,0,0
pre_stim,57,57,0,57,4174898.374,0.036,0.300,0.116,0.946,1352,0,0,1735,77,507,324,124,14,0.000,0,2614,0,3.503,0.048,-1.125,0.188,-3.313,0.480,0.121,0.879,0.039,0.027,0.047,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,3,7,255,1042,200,0,0
pre_stim,57,57,0,57,4174903.377,0.036,0.300,0.116,0.946,1351,0,0,1725,75,510,315,117,14,0.000,0,2614,0,2.389,0.036,1.063,-0.250,2.125,0.473,0.125,0.859,0.027,-0.023,0.047,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,3,7,255,1042,200,0,0
pre_stim,57,57,0,57,4174908.375,0.036,0.300,0.116,0.946,1341,0,0,1725,73,507,325,121,14,0.000,0,2614,0,1.652,0.039,-1.438,-0.063,-0.813,0.488,0.113,0.879,0.027,0.027,0.078,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,3,7,255,1042,200,0,0
