condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_speedValid,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitPhase,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
pre_stim,0,0,0,0,5134043.375,0.516,-0.243,0.107,-0.815,3111,0,27,3049,70,2304,1687,1673,9,0.736,1,3181,0,160.593,9.223,93.125,-81.625,102.250,0.875,0.164,0.445,-8.922,2.336,-4.270,2.598,2.742,1.021,1.151,2,NULL,NULL,1042.000,2,0,2,7,255,1042,250,0,0
pre_stim,0,0,0,0,5134048.375,0.512,-0.246,0.106,-0.816,3108,0,13,3051,317,2355,1751,1757,9,0.736,1,3181,0,132.990,6.304,81.625,-56.688,88.375,0.914,-0.391,0.875,-3.949,4.914,-2.344,2.558,2.706,1.021,1.151,2,NULL,NULL,,2,0,2,7,255,1042,250,0,0
pre_stim,20,20,0,20,5134053.375,0.510,-0.251,0.103,-0.817,3118,0,43,3063,541,2387,1797,1851,9,0.736,1,3181,0,117.970,5.216,103.188,-52.375,22.938,0.816,0.055,0.996,-1.750,4.914,1.676,2.512,2.664,1.021,1.151,2,NULL,NULL,,2,0,2,7,255,1042,250,0,0
pre_stim,20,20,0,20,5134058.375,0.509,-0.255,0.101,-0.816,3128,12,48,3082,728,2393,1816,1925,9,0.736,1,3181,0,121.728,3.303,101.750,-66.688,-4.188,0.535,0.527,0.715,-1.750,2.801,1.676,2.462,2.618,1.021,1.151,2,NULL,NULL,,2,0,2,7,255,1042,250,0,0
pre_stim,43,43,0,43,5134063.375,0.507,-0.259,0.100,-0.815,3122,29,53,3077,921,2399,1824,1979,9,0.736,1,3181,0,101.877,5.348,67.563,-76.250,-0.438,0.445,0.570,0.559,-5.328,-0.465,-1.156,2.408,2.568,1.021,1.151,2,NULL,NULL,,2,0,2,7,255,1042,250,0,0
pre_stim,43,43,0,43,5134068.375,0.506,-0.262,0.101,-0.815,3117,29,48,3080,1061,2421,1819,2044,9,0.736,1,3181,0,75.194,5.365,35.750,-64.875,12.938,0.379,0.332,0.621,-5.328,-0.629,-2.645,2.346,2.510,1.021,1.151,2,NULL,NULL,,2,0,2,7,255,1042,250,0,0
pre_stim,43,43,0,43,5134073.375,0.505,-0.265,0.101,-0.815,3125,36,43,3089,1194,2440,1822,2111,9,0.736,1,3181,0,57.562,3.149,28.938,-44.875,21.500,0.379,0.055,0.789,-3.086,-0.629,-2.645,2.284,2.450,1.021,1.151,2,NULL,NULL,,2,0,2,7,255,1042,250,0,0
pre_stim,43,43,0,43,5134078.375,0.504,-0.266,0.100,-0.816,3129,51,0,3083,1317,2445,1805,2151,9,0.736,1,3181,0,53.769,0.468,36.563,-30.688,24.750,0.438,0.063,0.813,-0.453,-0.117,-1.219,2.220,2.390,1.021,1.151,2,NULL,NULL,,2,0,2,7,255,1042,250,0,0
pre_stim,44,44,0,44,5134083.375,0.502,-0.268,0.100,-0.816,3127,67,0,3089,1419,2457,1791,2173,9,0.736,1,3181,0,51.968,0.495,36.000,-26.250,26.750,0.500,0.129,0.785,-0.453,0.199,-0.762,2.152,2.326,1.021,1.151,2,NULL,NULL,,2,0,2,7,255,1042,250,0,0
pre_stim,44,44,0,44,5134088.375,0.501,-0.270,0.099,-0.816,3127,91,0,3092,1493,2462,1784,2205,9,0.736,1,3181,0,39.731,1.425,27.250,-22.375,18.313,0.531,0.164,0.773,-1.320,0.535,-0.715,2.084,2.260,1.021,1.151,2,NULL,NULL,,2,0,2,7,255,1042,250,0,0
