condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,52,52,0,208706.811,0.414,-0.116,-0.027,0.902,3797,464,1705,3355,886,1994,651,918,13,0.000,10,1,2.114,0.032,-2.100,-0.100,0.220,-0.289,0.046,0.958,-0.028,-0.016,-0.018,0.000,0.000,0.000,0.000,2,NULL,NULL,909.000,0,0,0,7,255,0,250,0,0
baseline,52,52,0,208711.810,0.414,-0.116,-0.027,0.902,3773,469,1715,3351,855,1992,647,902,13,0.000,10,1,1.863,0.047,-1.840,-0.280,0.080,-0.289,0.043,0.960,-0.046,-0.010,-0.018,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,52,52,0,208716.810,0.414,-0.116,-0.027,0.902,3789,471,1716,3346,872,1993,647,913,13,0.000,10,1,1.992,0.048,-1.960,-0.100,0.340,-0.288,0.044,0.961,-0.042,-0.024,0.000,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,52,52,0,208731.810,0.414,-0.116,-0.027,0.902,3776,469,1695,3349,868,1995,620,917,13,0.000,10,1,2.634,0.022,-2.580,-0.100,0.520,-0.291,0.045,0.959,-0.008,-0.020,0.016,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,52,52,0,208736.810,0.415,-0.116,-0.027,0.902,3787,459,1696,3362,866,1979,635,915,13,0.000,10,1,2.718,0.013,-2.640,-0.100,0.640,-0.292,0.045,0.960,-0.006,-0.012,0.010,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,52,52,0,208741.810,0.415,-0.116,-0.027,0.902,3783,463,1680,3339,861,1991,664,923,13,0.000,10,1,2.604,0.004,-2.580,-0.100,0.340,-0.292,0.045,0.958,0.000,-0.004,-0.004,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,52,52,0,208746.810,0.415,-0.116,-0.027,0.902,3823,467,1687,3365,862,1991,679,927,13,0.000,10,1,2.522,0.000,-2.520,0.020,-0.100,-0.291,0.042,0.957,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,208751.811,0.415,-0.116,-0.027,0.902,3800,472,1683,3342,857,1967,667,925,13,0.000,10,1,2.271,0.021,-2.220,0.140,-0.460,-0.289,0.041,0.957,-0.020,0.006,-0.028,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,208756.811,0.415,-0.116,-0.028,0.902,3769,460,1677,3333,859,1967,664,913,13,0.000,10,1,2.227,0.033,-2.220,0.140,-0.100,-0.287,0.044,0.959,-0.032,0.006,-0.028,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,82,82,0,208761.810,0.415,-0.116,-0.028,0.902,3771,461,1679,3333,859,1967,675,909,13,0.000,10,1,2.306,0.044,-2.280,0.200,0.280,-0.289,0.046,0.959,-0.032,-0.030,-0.014,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
