condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,30,30,0,466580.828,-0.077,0.176,-0.062,-0.979,0,0,0,0,0,11,463,412,25,0.000,304,0,5.204,0.101,4.600,1.160,-2.140,-0.276,-0.041,0.974,0.032,-0.096,-0.036,0.000,0.000,0.838,1.240,1,NULL,NULL,2,0,2,7,255,1070,200,0,0
pre_stim,30,30,0,466585.826,-0.077,0.176,-0.062,-0.979,0,0,0,0,0,3,456,415,25,0.000,304,0,6.817,0.101,5.940,0.540,3.300,-0.219,-0.021,0.962,0.032,-0.096,-0.064,0.000,0.000,0.838,1.240,1,NULL,NULL,2,0,2,7,255,1070,200,0,0
pre_stim,30,30,0,466590.828,-0.077,0.176,-0.062,-0.979,0,0,0,0,0,3,447,405,25,0.000,304,0,4.820,0.101,-0.720,2.740,3.900,-0.292,-0.098,0.961,0.032,-0.096,-0.012,0.000,0.000,0.838,1.240,1,NULL,NULL,2,0,2,7,255,1070,200,4,0
pre_stim,30,30,0,466595.826,-0.077,0.176,-0.062,-0.979,0,0,0,0,0,9,459,409,25,0.000,304,0,5.024,0.209,4.480,0.240,-2.260,-0.265,-0.033,0.979,-0.068,-0.198,-0.012,0.000,0.000,0.838,1.240,1,NULL,NULL,2,0,2,7,255,1070,200,9,0
pre_stim,47,47,0,466600.828,-0.077,0.176,-0.062,-0.979,0,0,0,0,0,5,456,413,25,0.000,304,0,6.976,0.209,4.900,0.920,4.880,-0.228,-0.029,0.959,-0.068,-0.198,-0.012,0.000,0.000,0.838,1.240,1,NULL,NULL,2,0,2,7,255,1070,200,14,0
pre_stim,47,47,0,466605.826,-0.077,0.177,-0.061,-0.979,0,0,0,0,0,2,453,405,25,0.000,304,0,3.013,0.209,-0.160,2.800,1.100,-0.307,-0.106,0.952,-0.068,-0.198,-0.054,0.000,0.000,0.838,1.240,1,NULL,NULL,2,0,2,7,255,1070,200,19,0
pre_stim,47,47,0,466610.828,-0.077,0.176,-0.062,-0.979,0,0,0,0,0,1,467,409,25,0.000,304,0,6.227,0.449,6.180,-0.380,0.660,-0.223,0.014,1.002,-0.356,-0.274,-0.054,0.000,0.000,0.838,1.240,1,NULL,NULL,2,0,2,7,255,1070,200,24,0
pre_stim,47,47,0,466615.827,-0.077,0.177,-0.061,-0.979,0,0,0,0,0,10,460,415,25,0.000,304,0,4.221,0.621,0.940,1.880,3.660,-0.291,-0.117,0.922,0.160,0.600,-0.054,0.000,0.000,0.838,1.240,1,NULL,NULL,2,0,2,7,255,1070,200,29,0
pre_stim,63,63,0,466620.828,-0.077,0.176,-0.062,-0.979,0,0,0,0,0,16,459,407,25,0.000,304,0,4.656,0.654,4.300,1.760,0.300,-0.244,0.002,1.008,-0.274,-0.594,0.148,0.000,0.000,0.838,1.240,1,NULL,NULL,2,0,2,7,255,1070,200,34,0
pre_stim,63,63,0,466625.826,-0.077,0.176,-0.061,-0.979,0,0,0,0,0,8,457,409,25,0.000,304,0,3.453,0.454,2.100,-0.060,2.740,-0.274,-0.095,0.934,0.018,0.454,-0.312,0.000,0.000,0.838,1.240,1,NULL,NULL,2,0,2,7,255,1070,200,39,0
