condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_speedValid,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitPhase,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
pre_stim,15,15,0,15,3760029.379,-0.705,0.014,-0.004,0.709,2542,0,171,0,0,1675,21,597,8,0.000,0,2313,0,1.744,0.078,-1.438,-0.938,-0.313,0.020,0.027,1.008,0.063,-0.047,0.035,0.000,0.000,0.000,0.000,3,NULL,NULL,1118.000,2,0,1,7,255,1118,250,0,0
pre_stim,15,15,0,15,3760034.380,-0.705,0.014,-0.004,0.709,2536,0,171,0,0,1681,21,587,8,0.000,0,2313,0,1.700,0.078,-1.250,-1.125,-0.250,0.020,0.027,1.004,0.063,-0.047,0.035,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,1,7,255,1118,250,0,0
pre_stim,22,22,0,22,3760039.380,-0.705,0.014,-0.004,0.709,2537,0,172,0,0,1687,21,591,8,0.000,0,2313,0,1.686,0.058,-1.125,-1.250,-0.125,0.023,0.031,1.000,0.039,-0.043,0.031,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,1,7,255,1118,250,0,0
pre_stim,22,22,0,22,3760044.380,-0.705,0.014,-0.004,0.709,2537,0,175,0,0,1687,20,587,8,0.000,0,2313,0,1.734,0.028,-1.188,-1.250,-0.188,0.027,0.031,1.004,0.020,-0.020,0.012,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,1,7,255,1118,250,0,0
pre_stim,30,30,0,30,3760049.379,-0.705,0.014,-0.004,0.709,2536,0,171,0,0,1687,25,597,8,0.000,0,2313,0,1.705,0.020,-1.000,-1.375,-0.125,0.023,0.031,1.004,0.020,-0.004,0.012,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,1,7,255,1118,250,0,0
pre_stim,30,30,0,30,3760054.380,-0.705,0.014,-0.004,0.709,2527,0,173,0,0,1690,22,591,8,0.000,0,2313,0,1.582,0.023,-0.875,-1.313,-0.125,0.027,0.031,1.004,0.023,0.000,0.012,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,1,7,255,1118,250,0,0
pre_stim,68,68,0,68,3760059.379,-0.705,0.014,-0.004,0.709,2527,0,174,0,0,1690,22,594,8,0.000,0,2313,0,1.483,0.023,-0.688,-1.313,-0.063,0.027,0.027,1.004,0.023,0.000,0.004,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,1,7,255,1118,250,0,0
pre_stim,68,68,0,68,3760064.380,-0.705,0.014,-0.004,0.709,2519,0,175,0,0,1693,21,595,8,0.000,0,2313,0,1.385,0.040,-0.438,-1.313,-0.063,0.027,0.027,1.004,0.039,0.008,0.004,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,1,7,255,1118,250,0,0
pre_stim,69,69,0,69,3760069.379,-0.705,0.014,-0.004,0.709,2517,0,175,0,0,1693,27,603,8,0.000,0,2313,0,1.256,0.042,-0.125,-1.250,0.000,0.027,0.027,1.004,0.039,0.016,0.020,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,1,7,255,1118,250,0,0
pre_stim,69,69,0,69,3760074.380,-0.705,0.014,-0.004,0.709,2523,0,179,0,0,1696,28,602,8,0.000,0,2313,0,1.256,0.046,0.125,-1.250,0.000,0.027,0.027,1.004,0.043,0.016,0.020,0.000,0.000,0.000,0.000,3,NULL,NULL,,2,0,1,7,255,1118,250,0,0
