condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_speedValid,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitPhase,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
pre_stim,12,12,0,12,2887029.379,-0.046,0.024,0.030,0.998,805,21,1203,2261,1447,698,476,1625,45,0.000,0,1773,1,0.942,0.070,0.938,0.063,-0.063,0.031,0.137,1.023,-0.055,0.043,-0.133,0.000,0.000,0.000,0.000,2,NULL,NULL,1118.000,2,0,3,7,255,1118,200,0,0
pre_stim,12,12,0,12,2887034.380,-0.046,0.024,0.030,0.998,799,21,1221,2247,1467,710,483,1636,45,0.000,0,1773,1,4.140,0.138,-2.063,0.438,-3.563,0.004,0.078,1.012,0.133,0.039,0.117,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1118,200,0,0
pre_stim,19,19,0,19,2887039.379,-0.046,0.024,0.030,0.998,806,19,1211,2239,1464,713,487,1643,45,0.000,0,1773,1,1.855,0.138,-0.375,-0.125,1.813,0.105,0.031,0.961,0.133,0.039,0.117,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1118,200,0,0
pre_stim,19,19,0,19,2887044.380,-0.046,0.024,0.030,0.998,805,17,1213,2236,1461,682,489,1632,45,0.000,0,1773,1,3.788,0.046,2.438,-0.375,2.875,0.047,0.133,1.008,-0.023,0.039,0.113,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1118,200,0,0
pre_stim,28,28,0,28,2887049.379,-0.046,0.024,0.030,0.998,808,20,1215,2249,1462,714,486,1641,45,0.000,0,1773,1,4.647,0.146,-1.750,0.688,-4.250,-0.027,0.094,1.035,-0.023,-0.145,0.113,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1118,200,0,0
pre_stim,28,28,0,28,2887054.380,-0.046,0.024,0.030,0.998,800,19,1212,2234,1459,711,486,1637,45,0.000,0,1773,1,1.843,0.146,-0.813,-0.313,1.625,0.145,0.031,0.953,-0.023,-0.145,0.113,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1118,200,0,0
pre_stim,63,63,0,63,2887059.379,-0.046,0.024,0.030,0.998,807,22,1203,2227,1447,684,479,1625,45,0.000,0,1773,1,3.327,0.435,2.438,-0.250,2.250,0.000,0.145,1.020,0.410,-0.145,0.246,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1118,200,0,0
pre_stim,63,63,0,63,2887064.380,-0.046,0.024,0.030,0.998,807,18,1211,2251,1463,711,489,1632,45,0.000,0,1773,1,5.198,0.484,-2.563,0.875,-4.438,0.008,0.055,1.012,0.410,0.258,0.086,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1118,200,0,0
pre_stim,64,64,0,64,2887069.379,-0.046,0.024,0.030,0.998,810,20,1211,2239,1456,715,485,1639,45,0.000,0,1773,1,4.480,0.429,1.188,-1.063,4.188,0.156,0.078,0.957,0.410,0.125,0.086,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1118,200,0,0
pre_stim,64,64,0,64,2887074.380,-0.046,0.024,0.030,0.998,809,22,1212,2236,1466,698,485,1640,45,0.000,0,1773,1,2.515,0.436,0.313,0.938,-2.313,-0.094,0.121,1.047,0.418,0.125,0.086,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1118,200,0,0
pre_stim,66,66,0,66,2887079.379,-0.046,0.024,0.030,0.998,812,21,1222,2247,1463,713,486,1640,45,0.000,0,1773,1,1.307,1.109,-1.250,-0.375,0.063,0.176,0.039,0.957,-1.102,0.125,-0.355,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1118,200,0,0
pre_stim,66,66,0,66,2887084.380,-0.046,0.024,0.030,0.998,808,19,1213,2249,1463,709,487,1637,45,0.000,0,1773,1,1.956,0.928,1.313,-0.188,1.438,-0.039,0.129,1.023,0.813,-0.449,0.246,0.000,0.000,0.000,0.000,2,NULL,NULL,,2,0,3,7,255,1118,200,0,0
