condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,59,59,0,59,49900.362,0.997,-0.008,-0.077,-0.013,1925,555,2024,2131,2023,1900,867,2408,24,0.942,9,0,4.943,0.069,2.063,-2.375,-3.813,-0.160,-0.016,0.988,-0.059,-0.027,0.023,0.000,0.000,1.728,2.355,0,NULL,NULL,1146.000,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,49905.361,0.997,-0.008,-0.077,-0.013,1925,541,2036,2123,2023,1903,871,2413,24,0.942,9,0,5.078,0.045,2.125,-2.500,-3.875,-0.160,-0.008,0.996,-0.027,-0.027,0.023,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,49910.362,0.997,-0.008,-0.077,-0.013,1887,537,2031,2109,2026,1901,873,2409,24,0.942,9,0,5.526,0.080,1.313,-2.500,-4.750,-0.160,-0.012,1.004,-0.027,0.027,0.070,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,49915.362,0.997,-0.008,-0.077,-0.013,1875,535,2040,2101,2039,1899,883,2409,24,0.942,9,0,5.555,0.127,-0.375,-2.750,-4.813,-0.152,-0.016,1.000,-0.027,0.027,0.121,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,49920.361,0.997,-0.008,-0.076,-0.012,1852,535,2040,2083,2037,1901,887,2420,24,0.942,9,0,5.299,0.123,-0.188,-2.688,-4.563,-0.152,-0.016,0.980,0.023,-0.004,0.121,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,49925.362,0.997,-0.008,-0.076,-0.012,1829,527,2043,2072,2041,1896,895,2423,24,0.942,9,0,5.358,0.075,1.938,-2.625,-4.250,-0.152,-0.016,0.980,0.023,-0.012,-0.070,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,49930.362,0.997,-0.008,-0.076,-0.012,1805,518,2057,2056,2044,1895,903,2415,24,0.942,9,0,5.366,0.071,2.438,-2.063,-4.313,-0.156,-0.012,0.996,0.004,-0.004,-0.070,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,49935.362,0.997,-0.008,-0.076,-0.012,1771,519,2069,2031,2063,1886,904,2419,24,0.942,9,0,4.808,0.067,0.063,-2.125,-4.313,-0.156,0.008,1.004,0.004,0.004,0.066,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,49940.361,0.997,-0.008,-0.076,-0.012,1751,521,2066,2023,2063,1883,916,2421,24,0.942,9,0,5.256,0.254,-0.750,-3.000,-4.250,-0.152,0.027,1.004,0.004,0.219,0.129,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,49945.362,0.997,-0.008,-0.076,-0.011,1723,507,2069,2007,2067,1880,924,2416,24,0.942,9,0,5.904,0.254,2.063,-2.938,-4.688,-0.172,-0.004,0.996,0.004,0.219,0.129,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,60,60,0,60,49950.361,0.997,-0.008,-0.076,-0.011,1699,505,2074,1975,2067,1879,928,2429,24,0.942,9,0,7.785,0.230,0.313,-2.063,-7.500,-0.176,-0.043,0.996,-0.176,0.090,0.117,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,60,60,0,60,49955.362,0.997,-0.008,-0.076,-0.011,1640,489,2086,1947,2071,1869,933,2427,24,0.942,9,0,7.965,0.213,-3.438,-3.063,-6.500,-0.145,-0.012,0.988,-0.176,0.027,0.117,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,61,61,0,61,49960.362,0.997,-0.008,-0.076,-0.011,1594,469,2079,1915,2085,1866,937,2420,24,0.942,9,0,7.289,0.147,1.750,-3.750,-6.000,-0.164,0.008,0.996,-0.121,0.027,0.078,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,61,61,0,61,49965.362,0.997,-0.008,-0.075,-0.010,1559,452,2092,1891,2085,1864,943,2423,24,0.942,9,0,10.465,0.147,0.813,-2.250,-10.188,-0.176,-0.035,1.000,-0.121,0.027,0.078,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,87,87,0,87,49970.361,0.997,-0.007,-0.075,-0.010,1506,435,2091,1863,2077,1855,947,2423,24,0.942,9,0,9.062,0.176,-5.125,-3.688,-6.500,-0.145,-0.004,0.996,-0.121,0.102,0.078,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,87,87,0,87,49975.362,0.997,-0.007,-0.075,-0.009,1465,423,2099,1816,2093,1847,949,2423,24,0.942,9,0,9.700,0.234,0.375,-3.750,-8.938,-0.180,-0.012,1.000,-0.184,0.004,0.145,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,87,87,0,87,49980.361,0.997,-0.007,-0.075,-0.009,1429,415,2116,1781,2088,1847,958,2425,24,0.942,9,0,12.601,0.075,-4.500,-3.250,-11.313,-0.156,-0.027,0.984,-0.035,0.004,0.066,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,87,87,0,87,49985.362,0.997,-0.007,-0.075,-0.009,1388,397,2107,1749,2103,1831,969,2437,24,0.942,9,0,10.403,0.056,-2.375,-4.125,-9.250,-0.145,0.008,0.996,-0.035,0.004,0.043,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,111,111,0,111,49990.361,0.997,-0.007,-0.075,-0.008,1349,391,2117,1721,2101,1831,967,2441,24,0.942,9,0,12.076,0.138,-1.938,-3.563,-11.375,-0.152,-0.035,0.992,-0.023,-0.133,0.027,0.000,0.000,1.728,2.355,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
