condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,45,45,0,216712.936,0.996,-0.012,0.088,-0.027,52,61,81,63,21,0,43,46,0,0.000,0,0,0.045,0.002,0.020,-0.040,0.000,-0.038,0.011,1.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,1010.000,0,0,0,7,255,0,250,0,0
baseline,45,45,0,216717.936,0.996,-0.012,0.088,-0.027,61,87,39,57,39,0,49,3,0,0.000,0,0,0.045,0.002,0.020,-0.040,0.000,-0.037,0.012,1.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,216722.935,0.996,-0.012,0.088,-0.027,106,82,49,53,45,0,37,8,0,0.000,0,0,0.066,0.006,0.020,0.020,0.060,-0.038,0.011,0.999,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,216727.934,0.996,-0.012,0.088,-0.027,81,99,44,45,41,9,39,18,0,0.000,0,0,0.045,0.006,-0.040,0.020,0.000,-0.038,0.011,1.000,0.006,0.000,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,216732.934,0.996,-0.012,0.088,-0.027,74,84,57,62,45,7,45,26,0,0.000,0,0,0.075,0.000,-0.040,0.020,0.060,-0.040,0.011,1.000,0.000,0.000,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,216737.934,0.996,-0.012,0.088,-0.027,73,85,51,53,39,2,27,11,0,0.000,0,0,0.028,0.002,0.020,0.020,0.000,-0.038,0.010,1.000,0.000,-0.002,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,216742.934,0.996,-0.012,0.088,-0.027,41,58,77,37,26,0,59,37,0,0.000,0,0,0.075,0.003,0.020,-0.040,0.060,-0.038,0.011,1.000,0.002,-0.002,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,216747.934,0.996,-0.012,0.088,-0.027,75,84,59,69,39,3,41,22,0,0.000,0,0,0.089,0.006,0.080,-0.040,0.000,-0.037,0.012,1.001,0.006,0.000,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,216752.934,0.996,-0.012,0.088,-0.027,46,60,74,56,19,0,33,39,0,0.000,0,0,0.045,0.015,-0.040,0.020,0.000,-0.038,0.012,1.000,0.006,0.014,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,216757.934,0.996,-0.012,0.088,-0.027,46,56,76,39,24,0,63,39,0,0.000,0,0,0.082,0.015,0.020,0.080,0.000,-0.038,0.012,1.000,0.006,0.014,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
