condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_speedValid,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitPhase,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,59,59,0,59,41271.294,0.638,-0.075,-0.037,0.766,0,0,0,0,0,0,0,0,20,0.000,1,9,0,220.299,10.113,107.500,185.438,50.875,0.301,-0.090,1.809,-3.094,-7.848,5.578,2.172,2.098,1.086,1.025,0,NULL,NULL,1090.000,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,41276.293,0.638,-0.084,-0.038,0.764,0,0,0,0,0,0,0,0,20,0.000,1,9,0,208.639,10.818,103.125,175.125,47.188,0.332,-0.164,1.789,-3.492,-8.586,5.578,2.156,2.080,1.086,1.025,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,41281.293,0.638,-0.093,-0.039,0.763,0,0,0,0,0,0,0,0,20,0.000,1,9,0,200.824,11.134,94.625,170.750,47.125,0.418,-0.234,1.754,-4.383,-8.875,5.098,2.136,2.060,1.086,1.025,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,41286.293,0.639,-0.101,-0.040,0.762,0,0,0,0,0,0,0,0,20,0.000,1,9,0,197.621,11.722,87.625,169.500,51.438,0.504,-0.234,1.652,-5.301,-9.566,4.219,2.116,2.040,1.086,1.025,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,41291.293,0.639,-0.109,-0.042,0.760,0,0,0,0,0,0,0,0,20,0.000,1,9,0,194.582,11.822,87.875,164.625,55.125,0.578,-0.215,1.602,-5.348,-10.164,2.801,2.094,2.016,1.086,1.025,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,41296.293,0.640,-0.117,-0.042,0.758,0,0,0,0,0,0,0,0,20,0.000,1,9,0,184.895,12.197,80.188,153.688,64.313,0.633,-0.168,1.555,-5.348,-10.801,1.875,2.068,1.990,1.086,1.025,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,41301.293,0.641,-0.125,-0.043,0.756,0,0,0,0,0,0,0,0,20,0.000,1,9,0,181.048,12.102,84.250,146.000,66.063,0.609,-0.227,1.465,-5.348,-10.801,1.102,2.040,1.962,1.086,1.025,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,59,59,0,59,41306.293,0.642,-0.132,-0.043,0.754,0,0,0,0,0,0,0,0,20,0.000,1,9,0,178.681,12.583,89.125,141.750,62.375,0.688,-0.242,1.480,-5.434,-11.348,0.180,2.010,1.930,1.086,1.025,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,60,60,0,60,41311.293,0.643,-0.140,-0.043,0.752,0,0,0,0,0,0,0,0,20,0.000,1,9,0,179.176,12.985,100.125,133.313,65.625,0.766,-0.297,1.375,-5.758,-11.637,-0.223,1.976,1.898,1.086,1.025,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,60,60,0,60,41316.293,0.643,-0.148,-0.042,0.750,0,0,0,0,0,0,0,0,20,0.000,1,9,0,191.383,13.545,125.000,127.813,68.313,0.852,-0.348,1.371,-6.266,-11.883,-1.730,1.942,1.862,1.086,1.025,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,41321.293,0.644,-0.155,-0.040,0.748,0,0,0,0,0,0,0,0,20,0.000,1,9,0,188.336,14.471,128.375,110.938,81.750,0.891,-0.313,1.488,-6.898,-12.602,-1.742,1.904,1.824,1.086,1.025,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,41326.293,0.644,-0.163,-0.038,0.746,0,0,0,0,0,0,0,0,20,0.000,1,9,0,189.871,15.352,130.375,108.563,85.250,0.910,-0.445,1.527,-6.930,-13.563,-1.926,1.864,1.784,1.086,1.025,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,41331.293,0.646,-0.170,-0.036,0.744,0,0,0,0,0,0,0,0,20,0.000,1,9,0,182.929,15.973,119.188,98.563,97.688,0.891,-0.445,1.445,-8.215,-13.563,-1.926,1.820,1.738,1.086,1.025,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,41336.293,0.646,-0.177,-0.033,0.741,0,0,0,0,0,0,0,0,20,0.000,1,9,0,173.384,15.944,120.813,87.563,88.313,0.867,-0.578,1.477,-8.359,-13.301,-2.727,1.774,1.692,1.086,1.025,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
