condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,153357,153357,0,231762.172,0.557,0.117,0.048,-0.821,3788,505,1117,3309,277,1819,896,1193,53,1.178,109,1,13.920,0.190,3.660,-5.060,12.440,-0.188,0.227,0.946,0.126,-0.142,-0.058,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153357,153357,0,231767.173,0.557,0.116,0.049,-0.821,3767,475,1193,3287,279,1786,886,1285,53,1.178,109,1,11.051,0.129,1.880,-5.600,9.340,-0.157,0.223,0.943,0.126,-0.026,-0.104,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153357,153357,0,231772.173,0.557,0.116,0.049,-0.821,3753,501,1160,3281,280,1809,889,1243,53,1.178,109,1,8.545,0.148,0.540,-5.960,6.100,-0.172,0.225,0.950,0.104,0.106,-0.104,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153357,153357,0,231777.173,0.557,0.116,0.049,-0.821,3741,447,1200,3263,275,1768,885,1214,53,1.178,109,1,8.449,0.120,-0.300,-5.900,6.040,-0.193,0.242,0.947,0.056,0.106,-0.096,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153377,153377,0,231782.172,0.557,0.116,0.049,-0.821,3749,495,1231,3243,361,1799,969,1264,53,1.178,109,1,9.785,0.141,-1.040,-6.340,7.380,-0.193,0.258,0.939,0.018,-0.140,-0.088,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153377,153377,0,231787.172,0.556,0.115,0.049,-0.821,3707,485,1244,3255,431,1787,964,1248,53,1.178,109,1,11.556,0.141,-2.140,-6.460,9.340,-0.185,0.226,0.950,0.018,-0.140,-0.070,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153378,153378,0,231792.174,0.556,0.115,0.050,-0.822,3687,487,1288,3213,484,1805,1000,1325,53,1.178,109,1,12.667,0.156,-1.520,-6.640,10.680,-0.191,0.219,0.965,0.154,-0.026,-0.070,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153378,153378,0,231797.172,0.556,0.115,0.050,-0.822,3687,540,1291,3223,524,1799,1085,1243,53,1.178,109,1,12.246,0.161,-2.380,-6.280,10.240,-0.165,0.216,0.944,0.160,-0.018,-0.070,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153390,153390,0,231802.173,0.556,0.115,0.051,-0.822,3647,555,1333,3189,445,1805,1081,1229,53,1.178,109,1,11.171,0.300,-4.160,-6.760,7.860,-0.170,0.209,0.961,0.254,0.160,-0.032,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153390,153390,0,231807.173,0.555,0.114,0.051,-0.822,3635,554,1299,3177,441,1795,1079,1216,53,1.178,109,1,10.998,0.307,-3.540,-6.760,7.920,-0.179,0.209,0.978,0.262,0.160,-0.032,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153390,153390,0,231812.173,0.555,0.114,0.052,-0.822,3596,551,1223,3166,473,1784,1066,1261,53,1.178,109,1,11.025,0.312,-2.440,-6.760,8.360,-0.170,0.209,0.976,0.268,0.160,0.104,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153390,153390,0,231817.172,0.555,0.114,0.052,-0.822,3595,571,1285,3148,492,1832,1033,1284,53,1.178,109,1,10.081,0.339,-1.280,-7.180,6.960,-0.165,0.204,0.973,0.288,0.178,0.104,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153422,153422,0,231822.172,0.555,0.114,0.053,-0.822,3567,563,1267,3143,482,1835,1080,1229,53,1.178,109,1,9.595,0.360,-1.400,-7.560,5.740,-0.165,0.204,0.977,0.288,0.216,0.092,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153422,153422,0,231827.172,0.555,0.113,0.053,-0.822,3571,505,1299,3132,485,1823,1076,1309,53,1.178,109,1,8.855,0.360,-0.300,-7.620,4.500,-0.163,0.208,0.969,0.288,0.216,0.054,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153422,153422,0,231832.172,0.555,0.113,0.053,-0.823,3549,597,1275,3140,501,1807,1013,1298,53,1.178,109,1,8.525,0.300,-0.120,-7.860,3.300,-0.170,0.217,0.961,0.232,0.190,0.030,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153422,153422,0,231837.173,0.555,0.113,0.054,-0.823,3533,589,1379,3113,533,1833,1095,1269,53,1.178,109,1,8.672,0.185,-0.180,-7.860,3.660,-0.165,0.231,0.958,0.170,0.072,-0.012,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153422,153422,0,231842.173,0.555,0.112,0.054,-0.823,3482,574,1383,3087,527,1833,1104,1239,53,1.178,109,1,8.544,0.157,-0.240,-8.220,2.320,-0.167,0.219,0.960,0.140,0.072,-0.018,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153422,153422,0,231847.172,0.555,0.112,0.054,-0.823,3473,531,1419,3075,537,1851,1115,1257,53,1.178,109,1,8.780,0.155,-0.860,-8.660,1.160,-0.173,0.219,0.966,0.140,0.066,-0.018,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153454,153454,0,231852.172,0.555,0.112,0.054,-0.822,3444,539,1433,3055,549,1854,1109,1339,53,1.178,109,1,9.096,0.173,-0.920,-8.900,1.640,-0.174,0.218,0.970,0.170,0.030,0.042,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153454,153454,0,231857.172,0.555,0.112,0.055,-0.822,3417,564,1447,3033,517,1847,1085,1355,53,1.178,109,1,9.273,0.172,-0.560,-9.140,1.460,-0.176,0.221,0.966,0.170,0.024,0.050,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153476,153476,0,231862.172,0.555,0.111,0.055,-0.822,3417,631,1464,3019,523,1855,1098,1372,53,1.178,109,1,9.730,0.157,-0.980,-9.560,1.520,-0.175,0.231,0.966,0.156,-0.020,0.072,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153476,153476,0,231867.173,0.555,0.111,0.055,-0.822,3367,682,1469,3019,549,1883,1148,1385,53,1.178,109,1,10.029,0.135,-0.860,-9.760,2.140,-0.171,0.224,0.975,0.134,-0.020,0.072,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153476,153476,0,231872.173,0.555,0.111,0.056,-0.822,3349,751,1434,2993,525,1861,1127,1325,53,1.178,109,1,10.552,0.137,2.020,-10.120,2.200,-0.192,0.197,1.005,0.134,-0.028,0.130,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153476,153476,0,231877.172,0.555,0.111,0.056,-0.823,3326,798,1471,2969,549,1876,1119,1374,53,1.178,109,1,12.211,0.343,4.520,-10.240,4.880,-0.203,0.212,0.977,0.342,-0.028,0.168,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153476,153476,0,231882.172,0.555,0.110,0.056,-0.823,3280,763,1499,2949,563,1901,1112,1401,53,1.178,109,1,12.900,0.350,2.080,-10.660,6.960,-0.170,0.229,0.944,0.342,-0.076,0.168,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153476,153476,0,231887.172,0.555,0.110,0.056,-0.823,3241,751,1520,2920,552,1875,1101,1367,53,1.178,109,1,12.481,0.081,-1.100,-11.460,4.820,-0.156,0.231,0.953,0.028,-0.076,-0.092,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153478,153478,0,231892.172,0.555,0.109,0.057,-0.823,3210,743,1529,2905,634,1882,1137,1431,53,1.178,109,1,12.195,0.066,-1.660,-11.880,2.200,-0.167,0.242,0.963,-0.022,-0.062,-0.092,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153478,153478,0,231897.172,0.555,0.109,0.057,-0.823,3161,758,1520,2856,628,1881,1192,1464,53,1.178,109,1,12.484,0.034,-1.780,-11.820,3.600,-0.166,0.236,0.973,-0.022,-0.026,0.050,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153479,153479,0,231902.173,0.555,0.109,0.057,-0.823,3129,845,1563,2837,639,1879,1179,1463,53,1.178,109,1,12.135,0.029,-0.860,-11.880,2.320,-0.158,0.228,0.967,0.012,-0.026,0.050,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153479,153479,0,231907.173,0.555,0.108,0.057,-0.823,3094,879,1575,2813,679,1895,1205,1479,53,1.178,109,1,11.688,0.029,-0.300,-11.400,2.560,-0.162,0.254,0.945,0.012,-0.026,0.034,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153511,153511,0,231912.172,0.555,0.107,0.057,-0.823,3028,983,1576,2778,703,1909,1228,1507,53,1.178,109,1,12.207,0.200,0.600,-11.880,2.740,-0.172,0.257,0.962,-0.154,-0.128,0.034,0.000,0.000,1.333,1.272,2,0,0,0,7,255,0,250,0,0
baseline,153511,153511,0,231917.174,0.555,0.107,0.058,-0.823,2967,971,1593,2705,679,1946,1200,1527,53,1.003,109,0,12.168,0.232,-0.180,-10.980,5.240,-0.176,0.233,0.958,-0.154,-0.174,-0.002,0.000,0.000,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153513,153513,0,231922.172,0.555,0.107,0.058,-0.823,2911,996,1644,2645,742,1965,1196,1628,53,1.003,109,0,13.315,0.183,-3.660,-11.760,5.060,-0.150,0.235,0.944,-0.058,-0.174,-0.002,0.000,0.000,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153513,153513,0,231927.172,0.555,0.106,0.059,-0.823,2833,1003,1644,2587,883,1947,1204,1660,53,1.003,109,0,15.171,0.073,-6.600,-13.660,-0.060,-0.168,0.210,1.012,0.072,0.010,-0.002,0.002,0.000,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153514,153514,0,231932.173,0.556,0.106,0.059,-0.823,2733,949,1687,2499,894,1964,1261,1697,53,1.003,109,0,14.041,0.340,-3.600,-13.420,2.020,-0.206,0.160,1.056,0.340,0.010,0.434,0.002,0.002,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153514,153514,0,231937.173,0.556,0.106,0.060,-0.823,2611,939,1700,2375,1047,1983,1223,1757,53,1.003,109,0,15.801,0.809,3.360,-14.380,5.620,-0.220,0.187,1.058,0.808,-0.030,0.796,0.004,0.002,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153575,153575,0,231942.173,0.555,0.105,0.060,-0.823,2458,1011,1737,2248,1147,1992,1301,1815,53,1.003,109,0,19.682,0.845,8.240,-14.760,10.080,-0.203,0.201,1.010,0.808,-0.248,0.796,0.006,0.004,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153575,153575,0,231947.172,0.555,0.104,0.060,-0.823,2281,1021,1725,2104,1195,1943,1271,1807,53,1.003,109,0,22.433,0.614,7.140,-15.920,14.100,-0.184,0.196,1.021,0.562,-0.248,0.506,0.008,0.004,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153575,153575,0,231952.172,0.555,0.103,0.060,-0.823,2068,991,1737,1927,1240,1959,1365,1849,53,1.003,109,0,24.596,0.565,10.440,-17.140,14.220,-0.189,0.192,1.069,0.562,-0.060,0.506,0.008,0.004,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153575,153575,0,231957.172,0.555,0.102,0.060,-0.824,1867,871,1781,1680,1303,1931,1379,1887,53,1.003,109,0,31.759,0.713,19.400,-17.680,17.880,-0.227,0.199,1.066,0.710,-0.060,0.966,0.010,0.006,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153575,153575,0,231962.173,0.554,0.100,0.060,-0.824,1599,1017,1785,1445,1334,1929,1401,1902,53,1.003,109,0,37.913,0.786,22.400,-18.420,24.420,-0.209,0.206,1.027,0.710,-0.338,0.966,0.012,0.006,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153575,153575,0,231967.173,0.554,0.099,0.060,-0.825,1354,964,1785,1177,1407,1935,1459,1941,53,1.003,109,0,35.146,0.727,18.620,-19.460,22.580,-0.139,0.221,0.976,0.644,-0.338,0.626,0.014,0.006,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153575,153575,0,231972.173,0.554,0.098,0.060,-0.825,1108,979,1833,792,1437,1915,1469,1961,53,1.003,109,0,26.115,0.507,8.180,-21.660,12.080,-0.142,0.201,1.035,0.492,0.124,0.588,0.016,0.008,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153575,153575,0,231977.172,0.554,0.097,0.061,-0.825,779,965,1847,496,1477,1900,1470,1999,53,1.003,109,0,25.913,0.507,4.460,-24.400,7.500,-0.245,0.195,1.246,0.492,0.124,0.588,0.018,0.010,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153575,153575,0,231982.172,0.554,0.096,0.061,-0.825,509,973,1887,246,1520,1913,1526,2003,53,1.003,109,0,32.387,1.309,14.160,-28.560,5.720,-0.336,0.224,1.418,1.290,-0.220,2.708,0.020,0.010,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153575,153575,0,231987.172,0.554,0.093,0.060,-0.825,359,733,1903,77,1588,1908,1543,2027,53,1.003,109,0,52.290,1.702,41.140,-25.380,19.940,-0.288,0.178,1.144,1.502,-0.800,2.708,0.022,0.012,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153576,153576,0,231992.172,0.554,0.091,0.060,-0.826,102,683,1941,0,1603,1879,1590,2035,53,1.003,109,0,52.521,1.704,33.940,-28.680,28.000,-0.304,0.288,1.201,1.502,-0.804,2.564,0.022,0.012,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153576,153576,0,231997.173,0.554,0.089,0.059,-0.826,0,676,1945,0,1656,1863,1595,2052,53,1.003,109,0,60.478,1.405,43.280,-34.900,23.800,-0.425,0.531,1.460,0.730,-1.200,2.564,0.022,0.010,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153596,153596,0,232002.173,0.553,0.085,0.057,-0.827,0,644,2008,0,1724,1839,1608,2071,53,1.003,109,0,93.598,2.619,75.080,-41.240,37.720,-0.423,0.585,1.078,-0.464,-2.578,2.564,0.024,0.012,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153596,153596,0,232007.172,0.553,0.082,0.058,-0.827,0,563,2003,0,1776,1806,1661,2072,53,1.003,109,0,76.718,3.009,25.700,-61.700,37.660,-0.272,0.485,0.854,-1.552,-2.578,2.288,0.026,0.012,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153598,153598,0,232012.172,0.553,0.079,0.060,-0.827,0,496,1997,0,1844,1797,1689,2087,53,1.003,109,0,71.436,2.811,-5.140,-69.380,16.220,-0.208,0.265,1.289,-1.552,-2.344,2.288,0.026,0.012,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153598,153598,0,232017.172,0.554,0.076,0.061,-0.827,0,281,2032,0,1864,1727,1683,2117,53,1.003,109,0,76.204,2.096,12.140,-74.380,11.280,-0.363,0.367,1.381,0.890,-1.898,3.194,0.028,0.014,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153615,153615,0,232022.172,0.555,0.073,0.063,-0.826,0,41,2021,0,1898,1683,1685,2085,53,1.003,109,0,86.012,2.096,11.160,-84.040,14.520,-0.446,0.454,1.443,0.890,-1.898,4.476,0.028,0.014,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153615,153615,0,232027.173,0.555,0.069,0.065,-0.826,0,140,2039,0,1915,1589,1725,2097,53,1.003,109,0,99.252,2.949,21.660,-94.220,22.460,-0.426,0.465,1.439,0.596,-2.888,5.298,0.028,0.012,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153615,153615,0,232032.173,0.556,0.064,0.066,-0.826,0,298,2029,0,1941,1470,1759,2030,53,1.003,109,0,113.051,2.949,38.700,-101.120,32.520,-0.355,0.211,1.319,0.596,-2.888,5.298,0.028,0.012,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153615,153615,0,232037.173,0.557,0.060,0.068,-0.826,0,223,2001,0,1953,1425,1773,2011,53,1.003,109,0,115.819,2.874,16.960,-112.160,23.380,-0.327,0.180,1.444,2.314,-1.704,4.476,0.026,0.010,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153644,153644,0,232042.172,0.558,0.055,0.070,-0.825,0,61,2051,0,1960,1395,1827,1972,53,1.003,109,0,126.031,2.874,24.900,-122.780,13.740,-0.379,0.366,1.598,2.314,-1.704,4.476,0.026,0.008,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153644,153644,0,232047.172,0.559,0.049,0.072,-0.825,0,30,2039,0,2011,1387,1899,1967,53,1.003,109,0,137.553,2.980,40.220,-130.420,17.140,-0.420,0.362,1.518,1.926,-2.274,5.638,0.024,0.008,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153669,153669,0,232052.172,0.560,0.043,0.074,-0.824,0,24,2019,0,2093,1328,1899,1959,53,1.003,109,0,146.179,3.480,35.820,-140.360,19.600,-0.443,0.361,1.543,1.926,-2.898,5.836,0.024,0.010,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153669,153669,0,232057.172,0.562,0.037,0.076,-0.823,0,15,2029,0,2122,1258,1926,1823,53,1.003,109,0,156.098,3.899,38.080,-149.760,22.100,-0.484,0.419,1.647,2.186,-3.228,5.836,0.024,0.012,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153669,153669,0,232062.173,0.563,0.031,0.079,-0.822,0,13,1966,0,2117,1150,1933,1952,53,1.003,109,0,166.717,4.232,31.120,-162.040,23.860,-0.466,0.372,1.759,2.198,-3.616,6.932,0.024,0.016,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153669,153669,0,232067.173,0.565,0.024,0.082,-0.821,0,17,2008,0,2087,1033,1917,1887,53,1.003,109,0,181.233,4.668,24.960,-178.400,19.900,-0.444,0.157,1.927,2.952,-3.616,7.780,0.026,0.022,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153669,153669,0,232072.174,0.567,0.016,0.086,-0.819,0,17,2027,0,2089,909,1957,1848,53,1.003,109,0,195.303,6.196,30.080,-192.620,11.660,-0.524,0.019,2.084,5.324,-3.170,8.690,0.028,0.026,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153669,153669,0,232077.172,0.569,0.008,0.089,-0.818,0,20,2003,0,2067,773,1964,1811,53,1.003,109,0,211.627,8.036,40.520,-207.440,10.620,-0.689,0.049,2.306,7.384,-3.170,9.666,0.032,0.028,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153670,153670,0,232082.172,0.571,-0.001,0.092,-0.816,0,139,2025,0,2027,755,2021,1723,53,1.003,109,0,233.090,9.839,69.280,-221.060,25.760,-0.799,0.090,2.376,8.494,-4.966,11.638,0.036,0.034,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153670,153670,0,232087.172,0.572,-0.012,0.095,-0.815,0,123,1983,0,1973,565,1946,1623,53,1.003,109,0,256.082,10.664,90.580,-234.420,49.200,-0.871,0.166,2.249,8.494,-6.448,11.638,0.042,0.038,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153671,153671,0,232092.173,0.573,-0.023,0.097,-0.813,0,0,1939,0,1958,538,1971,1445,53,1.003,109,0,275.966,11.520,99.300,-251.380,55.720,-0.951,0.320,2.238,8.490,-7.786,10.906,0.046,0.044,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153671,153671,0,232097.173,0.574,-0.036,0.100,-0.812,0,0,1928,0,2027,544,1909,1229,53,1.003,109,0,301.331,12.324,110.660,-272.620,65.060,-0.978,0.323,2.171,7.916,-9.446,10.902,0.052,0.050,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153703,153703,0,232102.172,0.575,-0.050,0.103,-0.810,0,90,1863,0,1917,531,1987,1257,53,1.003,109,0,326.159,12.324,114.920,-294.000,82.080,-0.847,0.135,1.953,7.916,-9.446,9.944,0.058,0.058,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153703,153703,0,232107.172,0.575,-0.064,0.108,-0.808,0,29,1814,0,1855,502,1920,986,53,1.003,109,0,334.690,12.212,89.160,-311.440,84.100,-0.732,-0.050,1.972,8.664,-8.606,7.164,0.064,0.066,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153703,153703,0,232112.172,0.577,-0.077,0.114,-0.805,0,107,1712,0,1755,457,1913,957,53,1.003,109,0,341.819,13.163,65.120,-328.960,66.220,-0.787,-0.092,2.362,10.200,-8.320,7.164,0.072,0.072,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153703,153703,0,232117.172,0.579,-0.091,0.119,-0.802,0,145,1719,0,1571,418,1839,971,53,1.003,109,0,363.356,14.994,84.400,-349.960,49.320,-1.008,-0.223,2.571,12.474,-8.320,9.480,0.082,0.080,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153705,153705,0,232122.172,0.580,-0.108,0.123,-0.798,0,123,1605,0,1547,311,1755,936,53,1.003,109,0,393.600,18.673,118.460,-370.720,58.780,-1.135,-0.343,2.310,15.412,-10.542,9.480,0.090,0.088,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153705,153705,0,232127.173,0.581,-0.124,0.128,-0.794,0,75,1630,0,1320,280,1721,1033,53,1.003,109,0,414.684,18.673,115.360,-389.880,81.540,-0.987,-0.318,2.076,15.412,-10.542,6.264,0.100,0.098,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153713,153713,0,232132.173,0.582,-0.141,0.134,-0.789,0,44,1657,0,1197,165,1703,889,53,1.003,109,0,428.595,18.235,103.320,-407.700,82.460,-0.683,-0.323,2.257,14.958,-10.430,5.968,0.110,0.108,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153713,153713,0,232137.172,0.584,-0.159,0.140,-0.784,0,43,1563,0,1127,155,1604,839,53,1.003,109,0,443.111,17.212,113.580,-424.980,53.280,-0.521,-0.320,2.419,14.958,-8.516,5.968,0.120,0.118,1.323,1.248,3,0,0,0,7,255,0,250,0,0
baseline,153725,153725,0,232142.172,0.586,-0.177,0.145,-0.777,0,16,1454,0,989,171,1571,734,53,1.003,109,0,455.481,17.542,132.560,-434.800,28.980,-0.588,-0.206,2.449,15.336,-8.516,7.052,0.130,0.128,1.323,1.248,3,0,0,0,7,255,0,250,0,0
