condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
prep,62,62,0,1844702.172,-0.994,0.009,-0.104,-0.032,3759,543,831,3240,637,1335,1065,1071,28,0.000,1220,1,1.089,0.003,0.460,0.300,-0.940,0.166,0.460,0.874,-0.002,0.002,-0.010,0.000,0.000,0.022,0.004,2,2,0,3,7,255,1252,250,0,0
prep,62,62,0,1844707.172,-0.994,0.009,-0.104,-0.032,3758,533,839,3245,619,1338,1061,1064,28,0.000,1220,1,1.176,0.006,0.160,0.240,-1.140,0.165,0.456,0.879,-0.002,0.006,-0.010,0.000,0.000,0.022,0.004,2,2,0,3,7,255,1252,250,0,0
prep,62,62,0,1844712.172,-0.994,0.009,-0.104,-0.032,3788,529,827,3244,617,1344,1063,1056,28,0.000,1220,1,1.056,0.012,0.160,0.300,-1.000,0.161,0.449,0.884,-0.010,0.006,0.020,0.000,0.000,0.022,0.004,2,2,0,3,7,255,1252,250,0,0
prep,62,62,0,1844717.173,-0.994,0.009,-0.104,-0.032,3770,531,815,3253,613,1335,1063,1061,28,0.000,1220,1,0.710,0.088,0.340,0.420,-0.460,0.161,0.446,0.885,-0.054,-0.070,0.020,0.000,0.000,0.022,0.004,2,2,0,3,7,255,1252,250,0,0
prep,62,62,0,1844722.174,-0.994,0.009,-0.104,-0.032,3770,549,809,3275,607,1336,1063,1064,28,0.000,1220,1,0.857,0.088,0.340,0.360,-0.700,0.165,0.451,0.889,-0.054,-0.070,0.024,0.000,0.000,0.022,0.004,2,2,0,3,7,255,1252,250,0,0
prep,62,62,0,1844727.173,-0.994,0.009,-0.104,-0.032,3773,568,814,3259,592,1333,1053,1074,28,0.000,1220,1,1.434,0.087,0.960,0.600,-0.880,0.155,0.453,0.886,-0.054,-0.068,0.044,0.000,0.000,0.022,0.004,2,2,0,3,7,255,1252,250,0,0
prep,62,62,0,1844732.172,-0.994,0.009,-0.104,-0.032,3783,539,807,3256,579,1333,1053,1085,28,0.000,1220,1,1.462,0.058,1.260,0.660,0.340,0.160,0.454,0.876,-0.046,-0.036,0.044,0.000,0.000,0.022,0.004,2,2,0,3,7,255,1252,250,0,0
prep,62,62,0,1844737.172,-0.994,0.009,-0.104,-0.032,3787,539,805,3281,567,1337,1055,1085,28,0.000,1220,1,1.071,0.049,0.960,-0.120,-0.460,0.174,0.463,0.877,-0.046,0.018,0.044,0.000,0.000,0.022,0.004,2,2,0,3,7,255,1252,250,0,0
prep,62,62,0,1844742.172,-0.994,0.009,-0.104,-0.032,3771,540,817,3277,557,1351,1049,1085,28,0.000,1220,1,1.149,0.038,0.660,0.000,-0.940,0.161,0.446,0.878,-0.034,0.018,-0.026,0.000,0.000,0.022,0.004,2,2,0,3,7,255,1252,250,0,0
prep,62,62,0,1844747.172,-0.994,0.009,-0.104,-0.032,3773,541,802,3258,545,1339,1051,1085,28,0.000,1220,1,1.202,0.087,0.900,0.720,0.340,0.160,0.462,0.871,-0.034,0.080,-0.030,0.000,0.000,0.022,0.004,2,2,0,3,7,255,1252,250,0,0
