condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
prep,21,21,0,3553777.087,-0.494,0.107,-0.029,-0.862,3097,45,597,2977,377,689,4,4095,15,0.000,2038,0,3.372,0.120,-0.160,2.860,-1.780,-0.156,0.173,0.964,0.114,-0.036,0.024,0.000,0.000,0.013,0.001,3,2,0,2,7,255,1093,200,0,0
prep,21,21,0,3553782.087,-0.494,0.107,-0.028,-0.862,3107,51,593,2980,364,686,0,4095,15,0.000,2038,0,4.430,0.126,-2.180,2.920,-2.520,-0.151,0.151,0.969,0.114,-0.054,-0.076,0.000,0.000,0.013,0.001,3,2,0,2,7,255,1093,200,0,0
prep,22,22,0,3553787.087,-0.494,0.107,-0.028,-0.863,3119,47,597,2999,361,704,0,4095,15,0.000,2038,0,4.894,0.055,-2.300,3.220,-2.880,-0.165,0.152,0.984,-0.012,-0.054,-0.076,0.000,0.000,0.013,0.001,3,2,0,2,7,255,1093,200,0,0
prep,22,22,0,3553792.087,-0.494,0.107,-0.028,-0.863,3132,51,678,3015,360,715,0,4095,15,0.000,2038,0,3.956,0.013,-1.260,3.160,-2.020,-0.165,0.159,0.976,-0.012,0.006,0.022,0.000,0.000,0.013,0.001,3,2,0,2,7,255,1093,200,0,0
prep,31,31,0,3553797.087,-0.494,0.107,-0.028,-0.863,3131,47,799,3019,355,717,0,4095,15,0.000,2038,0,3.495,0.064,-0.880,2.980,-1.600,-0.162,0.170,0.968,0.064,0.006,0.022,0.000,0.000,0.013,0.001,3,2,0,2,7,255,1093,200,0,0
prep,31,31,0,3553802.087,-0.494,0.107,-0.028,-0.863,3147,49,871,3024,347,726,0,4095,15,0.000,2038,0,4.102,0.066,-1.920,2.680,-2.440,-0.159,0.152,0.977,0.064,-0.016,0.012,0.000,0.000,0.013,0.001,3,2,0,2,7,255,1093,200,0,0
prep,31,31,0,3553807.087,-0.493,0.108,-0.028,-0.863,3154,56,791,3037,350,742,0,4095,15,0.000,2038,1,3.605,0.029,-1.140,2.920,-1.780,-0.176,0.144,0.991,-0.024,-0.016,0.012,0.000,0.000,0.013,0.001,3,2,0,2,7,255,1093,200,0,0
prep,31,31,0,3553812.087,-0.493,0.108,-0.028,-0.863,3163,51,732,3045,343,741,0,4095,15,0.000,2038,1,3.280,0.029,-0.400,2.800,-1.660,-0.163,0.161,0.975,-0.024,-0.016,0.012,0.000,0.000,0.013,0.001,3,2,0,2,7,255,1093,200,0,0
prep,47,47,0,3553817.087,-0.493,0.108,-0.028,-0.863,3181,55,691,3044,337,753,0,4095,15,0.000,2038,1,4.267,0.078,-1.000,2.060,-3.600,-0.158,0.171,0.970,0.072,-0.030,0.012,0.000,0.000,0.013,0.001,3,2,0,2,7,255,1093,200,0,0
prep,47,47,0,3553822.087,-0.493,0.108,-0.027,-0.863,3179,74,652,3055,336,756,0,4095,15,0.000,2038,1,3.772,0.078,-1.200,2.120,-2.880,-0.184,0.145,0.987,0.072,-0.030,0.012,0.000,0.000,0.013,0.001,3,2,0,2,7,255,1093,200,0,0
