condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
prep,0,0,0,3562459.811,0.004,-0.132,0.035,-0.991,0,0,21,72,0,0,85,151,37,0.000,2264,0,208.099,1.020,-186.840,-90.500,-14.340,0.086,-0.202,-0.464,-1.020,-0.030,-12.684,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,0,0,0,3562464.811,0.004,-0.134,0.036,-0.990,0,9,21,63,0,0,101,155,37,0.000,2264,0,61.145,3.828,-39.260,-46.860,1.220,0.104,-0.403,-0.524,-2.140,3.174,-13.176,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,30,30,0,3562469.811,0.001,-0.134,0.034,-0.990,0,8,27,58,0,0,101,155,37,0.000,2264,0,96.796,3.994,77.920,-27.380,50.480,0.048,-0.289,-0.228,-2.140,3.372,-13.176,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,30,30,0,3562474.811,-0.005,-0.134,0.030,-0.990,0,11,15,56,0,0,93,135,37,0.000,2264,0,154.250,3.523,106.740,-23.060,108.940,-0.082,0.072,0.346,-1.020,3.372,-11.022,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,30,30,0,3562479.811,-0.012,-0.133,0.028,-0.991,0,5,14,55,0,0,91,133,37,0.000,2264,0,178.302,2.294,83.900,-11.340,156.920,-0.292,0.332,0.651,1.764,-1.466,-7.220,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,30,30,0,3562484.811,-0.019,-0.131,0.027,-0.991,0,0,24,57,0,0,73,128,37,0.000,2264,0,170.966,6.476,46.360,-0.340,164.560,-0.567,0.375,0.751,4.600,-4.558,-5.858,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,35,35,0,3562489.811,-0.025,-0.129,0.028,-0.991,0,0,19,59,0,0,75,125,37,0.000,2264,0,147.017,8.778,23.540,16.140,144.220,-0.798,0.311,0.799,7.502,-4.558,-5.858,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,35,35,0,3562494.811,-0.029,-0.127,0.029,-0.991,0,0,16,44,0,0,76,121,37,0.000,2264,0,112.714,10.728,-8.020,37.920,105.840,-0.918,0.292,0.765,9.846,-4.260,-5.970,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,35,35,0,3562499.811,-0.030,-0.124,0.031,-0.991,0,0,18,43,0,0,72,119,37,0.000,2264,0,86.777,11.177,-43.240,59.520,46.020,-0.922,0.356,0.610,10.402,-4.090,-6.564,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,35,35,0,3562504.811,-0.029,-0.121,0.033,-0.992,0,12,2,40,0,0,57,118,37,0.000,2264,0,91.986,11.177,-53.060,74.420,-10.380,-0.727,0.405,0.426,10.402,-4.090,-8.086,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,56,56,0,3562509.811,-0.026,-0.118,0.035,-0.992,0,0,13,56,0,0,43,112,37,0.000,2264,0,102.926,8.978,-48.600,81.680,-39.500,-0.450,0.188,0.277,7.992,-4.090,-9.184,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,56,56,0,3562514.811,-0.023,-0.115,0.037,-0.992,0,0,7,44,0,0,45,115,37,0.000,2264,0,102.155,5.388,-41.220,85.600,-37.540,-0.230,0.014,0.259,4.958,-2.110,-9.184,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,69,69,0,3562519.811,-0.022,-0.111,0.038,-0.993,0,0,6,59,0,0,39,109,37,0.000,2264,0,95.745,2.914,-33.460,89.140,-10.080,-0.073,-0.096,0.212,2.854,-0.590,-8.236,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,69,69,0,3562524.811,-0.022,-0.108,0.039,-0.993,0,7,0,50,0,0,33,109,37,0.000,2264,0,96.465,1.334,-30.540,87.660,26.240,-0.060,-0.096,0.154,1.252,0.460,-8.236,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,84,84,0,3562529.811,-0.023,-0.103,0.040,-0.994,0,8,0,47,0,0,11,114,37,0.000,2264,0,104.674,1.334,-14.480,87.420,55.720,-0.112,-0.041,0.149,1.252,0.460,-8.386,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,84,84,0,3562534.811,-0.025,-0.099,0.041,-0.994,0,3,0,46,0,0,12,105,37,0.000,2264,0,117.248,1.419,-4.480,90.900,73.920,-0.243,-0.003,0.159,1.414,0.118,-8.706,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,85,85,0,3562539.811,-0.027,-0.094,0.041,-0.994,0,0,0,47,0,0,10,104,37,0.000,2264,0,118.777,2.667,12.500,94.860,70.380,-0.340,0.051,0.230,2.662,-0.164,-8.750,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,85,85,0,3562544.811,-0.029,-0.089,0.041,-0.995,0,2,0,54,0,0,19,105,37,0.000,2264,0,119.897,3.835,14.700,101.220,62.560,-0.405,0.055,0.306,3.754,-0.786,-8.750,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,87,87,0,3562549.811,-0.030,-0.084,0.041,-0.995,0,0,1,45,0,0,18,100,37,0.000,2264,0,121.053,4.647,21.100,108.600,49.140,-0.390,0.063,0.370,4.546,-0.964,-8.186,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,87,87,0,3562554.811,-0.031,-0.079,0.040,-0.996,0,9,0,53,0,0,19,95,37,0.000,2264,0,124.808,4.652,17.080,114.580,46.440,-0.383,0.029,0.407,4.546,-0.986,-7.542,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
prep,115,115,0,3562559.811,-0.031,-0.073,0.040,-0.996,0,0,0,40,0,0,25,102,37,0.000,2264,0,131.505,4.638,21.400,121.180,46.380,-0.341,0.000,0.430,4.532,-0.986,-7.044,0.000,0.000,0.203,0.138,0,2,0,3,7,255,950,300,0,0
