condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
prep,15,15,0,5188997.087,-0.988,0.020,0.141,0.053,2775,5,488,3068,4095,1041,105,4095,21,0.000,2590,0,6.825,0.047,4.260,3.740,3.800,-0.285,0.054,0.959,-0.024,0.040,0.010,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,15,15,0,5189002.087,-0.988,0.021,0.141,0.054,2781,8,495,3095,4095,1008,112,4095,21,0.000,2590,0,6.172,0.030,3.960,3.560,3.120,-0.279,0.050,0.962,-0.024,-0.018,0.024,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,47,47,0,5189007.087,-0.988,0.021,0.141,0.054,2789,8,501,3097,4095,1023,115,4095,21,0.000,2590,0,5.978,0.054,4.140,3.500,2.520,-0.283,0.043,0.968,0.002,-0.054,0.032,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,47,47,0,5189012.087,-0.988,0.021,0.141,0.054,2809,9,507,3104,4095,1019,117,4095,21,0.000,2590,0,5.777,0.114,4.380,3.320,1.780,-0.284,0.045,0.966,0.002,-0.114,0.080,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,65,65,0,5189017.087,-0.988,0.021,0.141,0.054,2809,8,521,3114,4095,990,123,4095,21,0.000,2590,0,5.718,0.114,4.700,3.080,1.060,-0.275,0.063,0.963,0.002,-0.114,0.080,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,65,65,0,5189022.087,-0.988,0.021,0.142,0.054,2855,8,535,3133,4095,989,135,4095,21,0.000,2590,0,6.116,0.073,4.940,3.260,1.540,-0.294,0.068,0.959,-0.014,0.072,0.058,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,66,66,0,5189027.088,-0.988,0.022,0.142,0.054,2823,9,541,3133,4095,965,133,4095,21,0.000,2590,0,5.716,0.157,4.260,2.960,2.400,-0.294,0.061,0.958,-0.140,0.072,0.048,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,66,66,0,5189032.087,-0.988,0.022,0.142,0.054,2839,12,547,3134,4095,950,151,4095,21,0.000,2590,0,5.606,0.141,4.020,2.640,2.880,-0.292,0.037,0.964,-0.140,0.020,0.058,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,80,80,0,5189037.087,-0.988,0.022,0.142,0.054,2839,11,563,3146,4095,937,165,4095,21,0.000,2590,1,5.585,0.214,4.260,2.400,2.700,-0.286,0.038,0.965,-0.070,-0.202,0.072,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,80,80,0,5189042.087,-0.988,0.022,0.142,0.054,2843,16,565,3159,4095,938,165,4095,21,0.000,2590,1,5.823,0.206,4.760,2.280,2.460,-0.282,0.072,0.952,-0.040,-0.202,0.072,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,80,80,0,5189047.087,-0.988,0.023,0.142,0.054,2888,17,583,3159,4095,937,166,4095,21,0.000,2590,1,4.891,0.133,4.320,2.100,0.920,-0.268,0.101,0.947,-0.016,0.132,-0.040,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,80,80,0,5189052.087,-0.988,0.023,0.142,0.054,2871,18,591,3181,4095,938,173,4095,21,0.000,2590,1,4.294,0.155,3.520,2.400,-0.540,-0.284,0.076,0.958,-0.040,0.150,-0.040,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,80,80,0,5189057.087,-0.988,0.023,0.143,0.054,2868,18,592,3171,4095,928,174,4095,21,0.000,2590,1,3.742,0.156,2.920,2.340,-0.060,-0.298,0.031,0.963,-0.042,0.150,0.024,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,80,80,0,5189062.087,-0.988,0.023,0.143,0.054,2871,18,609,3179,4095,923,182,4095,21,0.000,2590,1,3.697,0.139,3.040,1.920,0.860,-0.281,0.046,0.959,-0.042,-0.132,0.024,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,80,80,0,5189067.087,-0.988,0.023,0.143,0.054,2879,21,625,3183,4095,917,183,4095,21,0.000,2590,1,4.323,0.134,3.600,1.480,-1.880,-0.268,0.085,0.961,0.022,-0.132,0.018,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,80,80,0,5189072.087,-0.988,0.023,0.143,0.054,2878,18,633,3192,4095,915,187,4095,21,0.000,2590,1,4.981,0.024,4.080,2.340,-1.640,-0.288,0.063,0.959,0.022,0.010,0.018,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,96,96,0,5189077.087,-0.988,0.023,0.143,0.054,2897,22,652,3214,4095,904,187,4095,21,0.000,2590,1,3.476,0.041,2.500,2.160,-1.080,-0.275,0.064,0.944,0.020,0.036,0.018,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,96,96,0,5189082.087,-0.988,0.024,0.143,0.054,2900,22,659,3223,4095,895,187,4095,21,0.000,2590,1,5.489,0.041,1.880,1.480,-4.940,-0.268,0.090,0.958,0.020,0.036,-0.010,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,96,96,0,5189087.087,-0.988,0.024,0.143,0.053,2895,20,663,3223,4095,887,187,4095,21,0.000,2590,1,5.381,0.041,3.220,2.460,-3.540,-0.301,0.059,0.964,0.020,0.036,-0.010,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,96,96,0,5189092.087,-0.988,0.024,0.143,0.053,2911,22,679,3229,4095,863,183,4095,21,0.000,2590,1,4.503,0.062,2.440,1.780,-3.340,-0.283,0.067,0.947,-0.036,0.050,-0.010,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,112,112,0,5189097.087,-0.988,0.024,0.143,0.053,2901,23,695,3231,4095,859,168,4095,21,0.000,2590,1,5.462,0.075,2.000,1.420,-4.880,-0.292,0.048,0.967,-0.050,-0.056,0.116,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,112,112,0,5189102.087,-0.988,0.024,0.143,0.053,2887,20,702,3224,4095,860,168,4095,21,0.000,2590,1,4.363,0.154,3.100,2.100,-2.240,-0.285,0.044,0.963,-0.036,-0.150,0.056,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,159,159,0,5189107.087,-0.988,0.024,0.143,0.053,2872,18,710,3227,4095,847,167,4095,21,0.000,2590,1,5.487,0.151,2.740,1.120,-4.620,-0.274,0.081,0.958,0.018,-0.150,0.056,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,159,159,0,5189112.087,-0.988,0.024,0.144,0.053,2877,17,719,3230,4095,847,167,4095,21,0.000,2590,1,4.986,0.185,3.160,2.520,-2.920,-0.277,0.082,0.948,0.018,0.184,-0.006,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,159,159,0,5189117.087,-0.988,0.025,0.144,0.052,2875,18,723,3237,4095,843,173,4095,21,0.000,2590,1,7.163,0.198,0.960,1.180,-7.000,-0.263,0.082,0.947,0.068,0.186,-0.084,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,159,159,0,5189122.087,-0.988,0.025,0.144,0.052,2880,18,730,3257,4095,843,172,4095,21,0.000,2590,1,7.449,0.187,1.340,2.520,-6.880,-0.288,0.061,0.960,0.016,0.186,-0.084,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,159,159,0,5189127.088,-0.988,0.025,0.144,0.052,2893,16,744,3257,4095,854,175,4095,21,0.000,2590,1,9.136,0.040,0.840,1.180,-9.020,-0.287,0.059,0.961,-0.014,-0.038,0.046,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,159,159,0,5189132.087,-0.988,0.025,0.144,0.051,2887,13,749,3255,4095,847,175,4095,21,0.000,2590,1,6.719,0.065,2.120,2.100,-6.020,-0.310,0.053,0.968,-0.036,-0.054,0.054,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,175,175,0,5189137.087,-0.988,0.025,0.144,0.051,2889,10,759,3253,4095,841,174,4095,21,0.000,2590,1,6.681,0.097,1.760,0.760,-6.400,-0.294,0.060,0.961,-0.080,-0.054,0.068,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,175,175,0,5189142.087,-0.988,0.025,0.144,0.051,2889,21,775,3253,4095,829,173,4095,21,0.000,2590,1,5.441,0.106,2.500,1.600,-4.560,-0.294,0.066,0.956,-0.096,-0.044,0.068,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,175,175,0,5189147.087,-0.988,0.025,0.144,0.051,2891,24,787,3248,4095,831,176,4095,21,0.000,2590,1,6.820,0.091,0.840,0.320,-6.760,-0.287,0.053,0.958,-0.080,-0.044,0.022,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,175,175,0,5189152.087,-0.988,0.025,0.144,0.050,2892,22,800,3253,4095,829,175,4095,21,0.000,2590,1,5.678,0.065,1.700,1.120,-5.300,-0.292,0.061,0.960,-0.058,-0.030,0.022,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,175,175,0,5189157.087,-0.988,0.025,0.144,0.050,2901,26,825,3263,4095,839,181,4095,21,0.000,2590,1,5.474,0.114,1.020,0.440,-5.360,-0.297,0.050,0.965,-0.058,-0.098,0.054,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,175,175,0,5189162.087,-0.988,0.024,0.145,0.050,2887,25,813,3260,4095,837,181,4095,21,0.000,2590,1,4.852,0.157,1.760,0.440,-4.500,-0.299,0.045,0.964,-0.072,-0.140,0.096,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,191,191,0,5189167.087,-0.988,0.024,0.145,0.050,2893,25,837,3271,4095,829,183,4095,21,0.000,2590,1,3.513,0.202,1.640,0.200,-3.100,-0.311,0.042,0.966,-0.088,-0.182,0.104,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,191,191,0,5189172.087,-0.988,0.024,0.145,0.050,2902,27,851,3279,4095,828,189,4095,21,0.000,2590,1,2.302,0.246,2.000,-0.040,-1.140,-0.303,0.036,0.971,-0.092,-0.228,0.148,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,191,191,0,5189177.087,-0.988,0.024,0.145,0.050,2893,26,855,3262,4095,823,192,4095,21,0.000,2590,1,2.754,0.246,2.740,-0.100,0.260,-0.297,0.054,0.967,-0.092,-0.228,0.148,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,191,191,0,5189182.087,-0.988,0.024,0.145,0.050,2892,26,876,3273,4095,811,189,4095,21,0.000,2590,1,2.968,0.107,2.740,-0.220,1.120,-0.291,0.066,0.957,-0.064,-0.086,0.122,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,207,207,0,5189187.087,-0.988,0.024,0.145,0.050,2901,27,889,3285,4095,813,188,4095,21,0.000,2590,1,2.283,0.096,2.120,-0.280,0.800,-0.291,0.053,0.959,-0.042,-0.086,0.028,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,207,207,0,5189192.087,-0.988,0.024,0.145,0.050,2893,26,907,3291,4095,799,211,4095,21,0.000,2590,1,2.593,0.101,2.260,-0.280,1.240,-0.297,0.050,0.967,-0.042,-0.092,0.028,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,207,207,0,5189197.087,-0.988,0.025,0.145,0.050,2893,24,927,3272,4095,793,222,4095,21,0.000,2590,1,3.749,0.097,2.860,-0.340,2.400,-0.293,0.058,0.965,-0.030,-0.092,0.096,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,207,207,0,5189202.087,-0.988,0.025,0.145,0.050,2902,26,942,3289,3679,788,231,4095,21,0.000,2590,1,4.679,0.055,3.160,-0.280,3.440,-0.288,0.063,0.960,-0.030,-0.046,0.096,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
prep,223,223,0,5189207.087,-0.988,0.025,0.145,0.050,2887,19,955,3273,3657,766,232,4095,21,0.000,2590,1,4.874,0.002,3.040,-0.280,3.800,-0.284,0.070,0.958,0.002,0.000,0.038,0.000,0.000,0.001,0.001,3,2,0,2,7,255,971,300,0,0
