condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,2977,2977,0,315810.826,0.585,-0.043,-0.120,-0.801,0,0,0,0,0,0,0,0,0,0.000,0,0,0.075,0.006,0.040,0.060,0.020,-0.002,0.048,1.003,0.006,0.002,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,3,0,1,7,255,1188,150,0,0
baseline,2977,2977,0,315815.826,0.585,-0.043,-0.120,-0.801,0,0,0,0,0,0,0,0,0,0.000,0,0,0.028,0.003,-0.020,0.000,0.020,0.000,0.048,1.001,0.002,0.002,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,3,0,1,7,255,1188,150,0,0
baseline,2977,2977,0,315820.826,0.585,-0.043,-0.120,-0.801,0,0,0,0,0,0,0,0,0,0.000,0,0,0.045,0.010,0.040,0.000,0.020,-0.001,0.048,1.000,0.000,0.010,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,3,0,1,7,255,1188,150,0,0
baseline,2977,2977,0,315825.826,0.585,-0.043,-0.120,-0.801,0,0,0,0,0,0,0,0,0,0.000,0,0,0.085,0.010,-0.020,-0.080,0.020,-0.001,0.048,1.001,0.000,0.010,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,3,0,1,7,255,1188,150,0,0
baseline,2977,2977,0,315830.826,0.585,-0.043,-0.120,-0.801,0,0,0,0,0,0,0,0,0,0.000,0,0,0.082,0.010,-0.080,0.000,0.020,-0.001,0.048,1.004,0.000,0.010,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,3,0,1,7,255,1188,150,0,0
baseline,2977,2977,0,315835.826,0.585,-0.043,-0.120,-0.801,0,0,0,0,0,0,0,0,0,0.000,0,0,0.045,0.008,0.040,0.000,0.020,-0.001,0.049,1.003,-0.002,0.008,0.016,0.000,0.000,0.000,0.000,0,NULL,NULL,3,0,1,7,255,1188,150,0,0
baseline,2991,2991,0,315840.827,0.585,-0.043,-0.120,-0.801,0,0,0,0,0,0,0,0,0,0.000,0,0,0.085,0.010,-0.020,-0.080,0.020,0.000,0.049,1.002,-0.006,0.008,0.016,0.000,0.000,0.000,0.000,0,NULL,NULL,3,0,1,7,255,1188,150,0,0
baseline,2991,2991,0,315845.826,0.585,-0.043,-0.120,-0.801,0,0,0,0,0,0,0,0,0,0.000,0,0,0.045,0.010,0.040,0.000,0.020,-0.001,0.048,1.000,-0.006,0.008,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,3,0,1,7,255,1188,150,0,0
baseline,3007,3007,0,315850.826,0.585,-0.043,-0.120,-0.801,0,0,0,0,0,0,0,0,0,0.000,0,0,0.028,0.009,-0.020,0.000,0.020,-0.002,0.049,1.001,-0.004,0.008,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,3,0,1,7,255,1188,150,0,1188
baseline,3007,3007,0,315855.826,0.585,-0.043,-0.120,-0.801,0,0,0,0,0,0,0,0,0,0.000,0,0,0.028,0.004,-0.020,0.000,0.020,-0.002,0.048,1.002,-0.004,0.000,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,3,0,1,7,255,1188,150,0,1188
baseline,3007,3007,0,315860.826,0.585,-0.043,-0.120,-0.801,0,0,0,0,0,0,0,0,0,0.000,0,0,0.085,0.002,-0.020,-0.080,0.020,-0.001,0.048,1.002,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,3,0,1,7,255,1188,150,0,1188
baseline,3007,3007,0,315865.826,0.585,-0.043,-0.120,-0.801,0,0,0,0,0,0,0,0,0,0.000,0,0,0.075,0.004,0.040,0.060,0.020,-0.001,0.048,1.001,0.002,0.004,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,3,0,1,7,255,1188,150,0,1188
baseline,3039,3039,0,315870.826,0.585,-0.043,-0.120,-0.801,0,0,0,0,0,0,0,0,0,0.000,0,0,0.082,0.006,-0.080,0.000,0.020,-0.001,0.047,1.000,0.002,0.006,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,3,0,1,7,255,1188,150,4,1188
baseline,3039,3039,0,315875.826,0.585,-0.043,-0.120,-0.801,0,0,0,0,0,0,0,0,0,0.000,0,0,0.082,0.006,-0.020,0.000,0.080,-0.001,0.048,1.001,0.002,0.006,-0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,3,0,1,7,255,1188,150,9,1188
